GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AB4001,AB4002,AB4003,AB4004,AB4005,AB4006,AB4007,AB4008,AB4009,AB4010,AB4011,AB4012,AB4013,AB4014,AB4015,AB4016,AB4017,AB4018,AB4019,AB4020,AB4021,AB4022
"G2800770","1840","Mississippi","280","Lawrence","0770","Lawrence","46","770",3329,27,6736,472,0,216554,5342,0,579,745,34892,0,0,0,979,50384,1658529,0,0,0,0,0
"G2800790","1840","Mississippi","280","Leake","0790","Leake","46","790",1077,5,2163,47,0,67670,521,0,21,589,20944,0,0,0,2059,76,575087,0,0,0,0,0
"G2800870","1840","Mississippi","280","Lowndes","0870","Lowndes","46","870",13668,0,39915,355,0,575140,4456,0,0,32,3068,0,0,0,0,0,7153056,0,0,0,751,0
"G2800890","1840","Mississippi","280","Madison","0890","Madison","46","890",1198,0,79895,0,0,877893,0,0,0,8107,144874,0,0,0,0,0,14842154,6,0,0,0,0
"G2800910","1840","Mississippi","280","Marion","0910","Marion","46","910",187,11,4965,25,0,102006,3163,0,48,0,32685,0,0,0,0,68320,783607,0,0,0,130,0
"G2800930","1840","Mississippi","280","Marshall","0930","Marshall","46","930",19113,0,32540,657,0,733514,4471,0,0,4567,45992,25,0,0,9360,10,1064425,50,0,0,1140,7
"G2800950","1840","Mississippi","280","Monroe","0950","Monroe","46","950",22592,49,39685,688,0,331190,3514,0,0,706,18386,20,0,0,6797,500,712095,0,0,0,164,0
"G2800990","1840","Mississippi","280","Neshoba","0990","Neshoba","46","990",7163,0,1810,149,0,83230,1046,0,0,264,14242,0,0,0,2948,1563,1032947,0,0,0,105,0
"G2801010","1840","Mississippi","280","Newton","1010","Newton","46","1010",1924,17,857,109,0,95751,1679,0,0,34,10278,0,0,0,696,1670,273892,0,0,0,0,0
"G2801030","1840","Mississippi","280","Noxubee","1030","Noxubee","46","1030",4072,0,15036,56,0,400750,2978,0,0,602,11036,0,0,0,250,0,1696345,0,0,0,25,0
"G2801050","1840","Mississippi","280","Oktibbeha","1050","Oktibbeha","46","1050",2475,0,16061,0,0,158990,1304,0,0,359,10539,0,0,0,1900,0,1834444,0,0,0,0,0
"G2801070","1840","Mississippi","280","Panola","1070","Panola","46","1070",2041,0,6125,0,0,231250,0,0,0,306,3294,0,0,0,4000,0,463272,0,0,0,0,0
"G2801110","1840","Mississippi","280","Perry","1110","Perry","46","1110",203,0,401,0,0,42520,2830,0,0,116,19365,0,0,0,0,35250,68446,0,0,0,0,0
"G2801130","1840","Mississippi","280","Pike","1130","Pike","46","1130",257,0,9198,0,0,180345,0,0,0,53,26765,0,0,0,0,139600,1416751,0,0,0,0,0
"G2801150","1840","Mississippi","280","Pontotoc","1150","Pontotoc","46","1150",8783,402,8140,348,0,167845,0,0,697,80,4050,0,0,0,0,0,145953,0,0,0,0,0
"G2801210","1840","Mississippi","280","Rankin","1210","Rankin","46","1210",255,0,9412,94,0,176520,1788,0,0,529,24596,0,0,0,0,18920,1356400,0,0,0,1000,0
"G2801230","1840","Mississippi","280","Scott","1230","Scott","46","1230",1255,1,1453,50,0,50564,949,0,0,8,8012,0,0,0,1439,6200,374156,0,0,0,0,0
"G2801270","1840","Mississippi","280","Simpson","1270","Simpson","46","1270",2134,0,2677,121,0,132066,1585,0,0,297,17829,0,0,0,0,19365,679195,0,0,0,0,0
"G2801290","1840","Mississippi","280","Smith","1290","Smith","46","1290",1379,48,557,8,0,66993,1067,0,45,122,8619,0,0,0,654,6819,442503,0,0,0,0,0
"G2801350","1840","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",1887,0,7046,0,0,136760,807,0,0,1093,10837,0,0,0,0,0,1596965,0,0,0,255,0
"G2801390","1840","Mississippi","280","Tippah","1390","Tippah","46","1390",15701,10,9138,152,21,395160,7239,0,0,1128,17917,0,0,0,0,0,1061768,0,0,0,0,0
"G2801410","1840","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",5130,0,9223,0,0,281451,3631,0,0,1042,8060,0,0,0,0,0,175475,0,0,0,0,0
"G2801430","1840","Mississippi","280","Tunica","1430","Tunica","46","1430",436,0,450,0,0,24210,30,20,0,316,830,4,0,0,0,0,222,0,0,0,6169,0
"G2801490","1840","Mississippi","280","Warren","1490","Warren","46","1490",0,0,32192,0,0,543140,9338,0,2208,13974,48346,0,0,0,0,0,16049200,0,0,0,20504,0
"G2801510","1840","Mississippi","280","Washington","1510","Washington","46","1510",,,,,,,,,,,,,,,,,15100400,,,,,
"G2801530","1840","Mississippi","280","Wayne","1530","Wayne","46","1530",350,2,546,192,6,5323,1466,0,55,0,9134,7,0,0,190,1780,334689,10,0,0,8,0
"G2801570","1840","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",0,0,19635,80,0,473693,14039,40,20,2138,97427,13,0,0,400,4555,15250908,15,0,0,1875,0
"G2801590","1840","Mississippi","280","Winston","1590","Winston","46","1590",8843,252,8495,404,0,209165,1689,0,0,569,22402,0,0,0,2475,4005,1108607,0,0,0,0,0
"G2801610","1840","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",14958,0,32660,67,0,543685,7062,0,0,1038,26701,0,0,0,4110,0,4030644,0,0,0,0,0
"G2801630","1840","Mississippi","280","Yazoo","1630","Yazoo","46","1630",834,100,81035,1746,0,536340,4311,60,182,10136,129828,2,0,0,2705,7350,12085802,0,0,0,1810,0
"G2900070","1840","Missouri","290","Audrain","0070","Audrain","34","70",2927,0,12700,472,383,77320,2963,0,254,2979,736,231,0,4000,24080,0,5,0,0,0,0,0
"G2900090","1840","Missouri","290","Barry","0090","Barry","34","90",13157,0,17735,0,0,280140,7801,0,0,4700,3885,0,0,0,0,0,10000,0,0,0,0,0
"G2900150","1840","Missouri","290","Benton","0150","Benton","34","150",3283,100,8195,248,0,110335,3706,0,301,3676,1847,957,0,3000,4731,50,2822,0,340,0,14,0
"G2900190","1840","Missouri","290","Boone","0190","Boone","34","190",44411,0,74945,8894,166,506672,30881,0,807,14987,4527,2560,60,24000,1714663,0,0,0,54442,0,4192,0
"G2900210","1840","Missouri","290","Buchanan","0210","Buchanan","34","210",1884,0,405,0,77,194961,8599,0,1349,10940,1129,0,0,0,3300,0,0,0,209,0,0,0
"G2900250","1840","Missouri","290","Caldwell","0250","Caldwell","34","250",4079,0,15190,570,308,62282,2236,0,145,2993,517,164,0,0,2950,0,0,0,0,0,0,0
"G2900270","1840","Missouri","290","Callaway","0270","Callaway","34","270",33909,10,127057,1915,24,334559,25347,300,655,1859,827,2268,280,26000,391342,0,0,0,12353,0,1343,0
"G2900310","1840","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",41235,0,111383,822,0,461635,15821,0,85,14798,9779,811,0,0,229191,0,9934,0,37318,0,1950,0
"G2900330","1840","Missouri","290","Carroll","0330","Carroll","34","330",1100,0,10545,0,0,141735,3579,0,1365,5168,1233,146,4,0,7320,0,69,0,0,0,1585,0
"G2900410","1840","Missouri","290","Chariton","0410","Chariton","34","410",8162,0,25304,50,0,180600,6520,0,3039,9150,1975,655,3,0,946090,0,0,0,0,0,868,0
"G2900450","1840","Missouri","290","Clark","0450","Clark","34","450",14553,0,25924,666,568,163524,3094,0,0,12041,540,182,0,0,15347,0,0,0,0,0,575,0
"G2900470","1840","Missouri","290","Clay","0470","Clay","34","470",8889,952,96333,4382,223,570970,20845,0,1772,17914,8339,1223,218,0,32593,0,0,0,0,0,2972,0
"G2900490","1840","Missouri","290","Clinton","0490","Clinton","34","490",2469,0,14489,208,54,136642,5697,0,2163,5618,1691,419,4,0,6223,0,0,0,0,0,0,0
"G2900510","1840","Missouri","290","Cole","0510","Cole","34","510",30080,150,49173,593,140,290559,14956,0,812,18300,5175,1041,9,0,197455,0,1383,16,7569,0,3600,0
"G2900530","1840","Missouri","290","Cooper","0530","Cooper","34","530",43371,0,163773,1376,93,587059,20023,0,825,18543,4141,1902,70,0,142565,0,220,0,5340,0,5505,0
"G2900550","1840","Missouri","290","Crawford","0550","Crawford","34","550",14233,0,16665,565,0,180555,6846,0,398,3538,1596,218,20,2500,10386,0,1123,0,4954,0,0,0
"G2900610","1840","Missouri","290","Daviess","0610","Daviess","34","610",2644,0,8720,206,32,106245,3742,0,1023,2138,763,0,0,0,28608,0,0,0,0,0,0,0
"G2900710","1840","Missouri","290","Franklin","0710","Franklin","34","710",33108,0,42689,498,296,264062,11824,0,665,11648,1776,795,0,0,262490,0,450,0,5716,0,2754,0
"G2900730","1840","Missouri","290","Gasconade","0730","Gasconade","34","730",7149,0,10818,405,0,136880,6946,0,825,6610,363,192,0,64000,24628,0,479,0,0,0,900,0
"G2900770","1840","Missouri","290","Greene","0770","Greene","34","770",16589,0,19962,922,0,322715,8203,0,0,9190,6477,0,0,0,7754,0,3709,0,0,0,0,0
"G2900890","1840","Missouri","290","Howard","0890","Howard","34","890",33040,0,62870,972,0,561795,15318,0,0,8369,3985,1819,109,0,98101,0,0,0,0,0,0,0
"G2900950","1840","Missouri","290","Jackson","0950","Jackson","34","950",5336,0,50261,1649,0,556190,17408,0,0,16452,5958,274,2,0,11350,0,0,0,0,0,375,0
"G2900990","1840","Missouri","290","Jefferson","0990","Jefferson","34","990",13350,0,20195,0,0,182125,6036,0,174,4241,595,155,0,0,3000,0,0,0,400,0,2127,0
"G2901010","1840","Missouri","290","Johnson","1010","Johnson","34","1010",4135,0,49958,871,74,280375,9232,0,1659,7651,2674,261,9,0,24547,0,1128,0,0,0,0,0
"G2901070","1840","Missouri","290","Lafayette","1070","Lafayette","34","1070",9316,0,58896,599,57,339833,10998,0,2325,14970,3631,596,381,0,7492,0,618,0,0,0,662,0
"G2901110","1840","Missouri","290","Lewis","1110","Lewis","34","1110",45583,0,27981,9718,864,376452,8013,0,1391,13160,3039,812,8,6000,17886,0,0,0,3762,0,920,0
"G2901130","1840","Missouri","290","Lincoln","1130","Lincoln","34","1130",27321,140,48382,997,152,347225,14458,0,1597,10564,2002,1326,160,0,549659,0,0,0,18063,0,1565,0
"G2901150","1840","Missouri","290","Linn","1150","Linn","34","1150",2834,0,4584,0,0,47145,2467,0,1202,1383,217,201,2,0,7012,0,0,0,0,0,0,0
"G2901170","1840","Missouri","290","Livingston","1170","Livingston","34","1170",1768,0,4699,0,0,135598,3802,0,1439,2903,684,0,0,0,0,0,0,0,0,0,0,0
"G2901210","1840","Missouri","290","Macon","1210","Macon","34","1210",9105,0,15517,398,233,552996,8629,0,6846,7588,1993,0,0,0,57871,0,0,0,8709,0,0,0
"G2901230","1840","Missouri","290","Madison","1230","Madison","34","1230",9746,0,36331,58,0,158510,4088,0,0,2001,1030,88,0,0,9850,0,0,0,0,0,0,0
"G2901270","1840","Missouri","290","Marion","1270","Marion","34","1270",38678,565,84535,6559,2447,533785,18846,0,504,25827,3827,2356,113,0,38938,0,0,0,10872,0,5309,0
"G2901310","1840","Missouri","290","Miller","1310","Miller","34","1310",5005,0,8163,258,0,99180,3926,0,675,1928,1490,37,4,0,4601,0,1210,0,0,0,0,0
"G2901370","1840","Missouri","290","Monroe","1370","Monroe","34","1370",19208,150,89014,5437,148,491854,16947,0,1136,12082,4628,1318,4,0,182414,0,0,0,0,0,755,0
"G2901390","1840","Missouri","290","Montgomery","1390","Montgomery","34","1390",12717,0,26289,1148,203,122490,13579,0,342,5660,1974,902,3,0,837039,0,0,0,5247,0,750,0
"G2901410","1840","Missouri","290","Morgan","1410","Morgan","34","1410",9225,0,27632,217,240,163420,6012,0,644,5053,2124,201,0,7000,17831,0,955,0,2135,0,318,0
"G2901430","1840","Missouri","290","New Madrid","1430","New Madrid","34","1430",9503,0,11055,631,0,461110,2117,0,1360,5754,3773,0,0,0,0,0,1165,0,0,0,15692,0
"G2901450","1840","Missouri","290","Newton","1450","Newton","34","1450",6151,60,5918,209,125,264116,6539,0,1159,4535,5026,32,0,0,9170,0,1588,0,1752,0,50,0
"G2901570","1840","Missouri","290","Perry","1570","Perry","34","1570",11684,0,9415,284,0,184320,4131,0,15,3965,1396,32,0,8000,11400,0,2500,0,850,0,3000,0
"G2901590","1840","Missouri","290","Pettis","1590","Pettis","34","1590",6579,0,38640,326,0,162145,4621,0,581,4845,1545,438,13,0,11475,0,13,0,180,0,40,0
"G2901630","1840","Missouri","290","Pike","1630","Pike","34","1630",42971,0,73980,2306,680,513160,24336,0,1220,15933,5708,2125,70,9000,822922,0,0,0,20045,0,3186,0
"G2901650","1840","Missouri","290","Platte","1650","Platte","34","1650",8616,0,7117,15,66,456451,15263,0,0,23587,4961,101,53,0,19589,0,208,0,0,0,1320,0
"G2901670","1840","Missouri","290","Polk","1670","Polk","34","1670",12143,0,19042,53,65,392830,9830,0,0,9723,8179,0,0,0,25650,0,29823,0,0,0,0,0
"G2901690","1840","Missouri","290","Pulaski","1690","Pulaski","34","1690",18680,0,23143,553,43,385860,10672,0,2087,7910,3712,236,55,0,19091,0,7728,0,2602,0,0,0
"G2901730","1840","Missouri","290","Ralls","1730","Ralls","34","1730",23954,0,34148,1524,539,240225,10575,0,317,7178,2188,985,26,0,97119,0,0,0,10984,0,933,0
"G2901750","1840","Missouri","290","Randolph","1750","Randolph","34","1750",13693,0,77172,715,369,371875,16762,0,558,9918,3269,1154,8,0,841204,0,78,0,9067,0,764,0
"G2901770","1840","Missouri","290","Ray","1770","Ray","34","1770",15284,0,65793,612,0,271000,10386,0,1721,38012,7588,439,86,0,61700,0,0,0,0,0,200,0
"G2901810","1840","Missouri","290","Ripley","1810","Ripley","34","1810",7442,0,5791,242,5,161503,4415,0,666,1810,1729,56,0,2000,19529,0,7315,0,5220,0,0,0
"G2901815","1840","Missouri","290","Rives","1815","Rives","34","830",5283,0,21983,100,36,229691,6877,24,61,4039,1905,117,0,34000,10151,0,3842,0,0,0,0,0
"G2901830","1840","Missouri","290","St Charles","1830","St Charles","34","1830",54144,5620,48705,717,392,271251,8113,30,174,23390,2463,2122,2,0,301688,0,18,0,0,0,4843,22
"G2901860","1840","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",28976,0,18351,60,0,203754,2596,0,117,2266,254,156,0,70000,81855,0,0,0,1175,0,1754,0
"G2901870","1840","Missouri","290","St Francois","1870","St Francois","34","1870",21903,88,31273,213,28,167275,5471,0,197,328,113,209,0,0,13410,0,61,4,1616,0,70,0
"G2901890","1840","Missouri","290","St Louis","1890","St Louis","34","1890",59177,1905,95306,6138,1908,477879,9081,435,1800,78941,12047,5203,9905,0,197045,0,0,50,0,0,1200,0
"G2901950","1840","Missouri","290","Saline","1950","Saline","34","1950",24677,0,36763,278,0,304095,9226,0,986,9787,2071,1209,119,0,17270,0,0,0,0,0,1112,0
"G2902010","1840","Missouri","290","Scott","2010","Scott","34","2010",10111,0,13174,758,0,398690,0,0,0,4803,2915,39,0,0,161150,0,4466,0,0,0,8238,0
"G2902050","1840","Missouri","290","Shelby","2050","Shelby","34","2050",5195,20,14775,389,386,134970,3303,0,185,7435,682,99,5,0,34826,0,0,0,0,0,354,0
"G2902070","1840","Missouri","290","Stoddard","2070","Stoddard","34","2070",7506,41,7005,42,0,255973,2611,0,1122,3955,2634,19,0,0,0,0,8135,0,0,0,0,0
"G2902130","1840","Missouri","290","Taney","2130","Taney","34","2130",6896,0,5577,120,0,182102,4779,0,3207,2039,1805,0,0,1000,17205,0,10650,0,5900,0,0,0
"G2902155","1840","Missouri","290","Van Buren","2155","Van Buren","34","370",1644,0,11000,17,0,222541,6053,0,990,7214,1898,10,25,2000,8875,0,2591,0,0,0,0,0
"G2902190","1840","Missouri","290","Warren","2190","Warren","34","2190",13693,0,21185,0,34,132345,5258,0,0,4949,1577,723,0,0,338400,0,0,0,4562,0,186,0
"G2902210","1840","Missouri","290","Washington","2210","Washington","34","2210",34933,0,50344,330,3860,268285,4787,0,1166,3899,849,9417,5900,64000,5448,0,0,0,10227,0,0,0
"G2902230","1840","Missouri","290","Wayne","2230","Wayne","34","2230",12949,0,20980,303,0,160655,5075,0,355,1405,2073,52,105,6000,22434,0,6849,0,23244,0,0,0
"G3300050","1840","New Hampshire","330","Cheshire","0050","Cheshire","4","50",28641,21498,156216,41808,4930,118268,152966,1930,86,689730,0,53572,1,0,15,0,0,54,189287,0,12235,0
"G3300070","1840","New Hampshire","330","Coos","0070","Coos","4","70",26951,6523,82597,4393,34091,14325,51384,0,0,432521,0,26077,4,0,0,0,0,5,194387,0,2226,0
"G3300090","1840","New Hampshire","330","Grafton","0090","Grafton","4","90",100231,7198,382581,49864,25991,135688,368579,18380,496,1191518,0,97638,6,0,0,0,0,0,342477,0,13528,0
"G3300110","1840","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",39027,23687,160295,67886,10023,179390,95070,174196,250,628315,0,58384,1,0,100,0,0,166,41198,0,29909,0
"G3300130","1840","New Hampshire","330","Merrimack","0130","Merrimack","4","130",80612,5251,173232,46706,8688,183284,188757,34595,56,685370,0,67125,0,4676,0,0,0,102,62940,0,13737,45
"G3300150","1840","New Hampshire","330","Rockingham","0150","Rockingham","4","150",20392,26036,83177,29933,3056,204504,66448,293,49,805367,0,57028,0,0,0,0,0,73,386,0,25237,47
"G3300170","1840","New Hampshire","330","Strafford","0170","Strafford","4","170",99698,22620,101578,38525,2020,250427,154710,8350,377,1268409,0,92467,0,19941,0,0,0,4,189152,0,12428,0
"G3300190","1840","New Hampshire","330","Sullivan","0190","Sullivan","4","190",26572,9086,156438,29033,16304,76686,182603,5681,31,505376,0,43816,0,3807,0,0,0,6,142541,0,6966,2
"G3400010","1840","New Jersey","340","Atlantic","0010","Atlantic","12","10",2099,0,8750,16061,1430,60370,4117,209,152,12213,3719,8551,0,0,0,0,0,150,0,0,29231,0
"G3400030","1840","New Jersey","340","Bergen","0030","Bergen","12","30",7221,120,79239,80743,45169,86667,13758,490,1369,127043,0,9606,0,30500,887,0,0,0,0,0,5211,626
"G3400050","1840","New Jersey","340","Burlington","0050","Burlington","12","50",90836,70,197180,253346,39542,577520,29309,616,963,170783,22343,44581,0,0,0,0,0,70,0,0,42782,843
"G3400090","1840","New Jersey","340","Cape May","0090","Cape May","12","90",8692,158,24404,7573,882,69975,9411,0,0,11320,3074,7753,0,0,0,0,0,0,0,0,10672,0
"G3400110","1840","New Jersey","340","Cumberland","0110","Cumberland","12","110",42326,0,134201,21723,26849,200008,16992,356,570,26941,4910,16331,0,667,0,0,0,0,0,0,57903,0
"G3400130","1840","New Jersey","340","Essex","0130","Essex","12","130",34692,745,181261,34244,39588,225314,10479,287,703,178043,150,23479,0,1033500,0,0,0,30,0,0,7300,306
"G3400150","1840","New Jersey","340","Gloucester","0150","Gloucester","12","150",34175,0,92950,97305,26571,344555,15291,777,1361,83613,83912,18246,0,0,900,0,0,230,0,0,46437,0
"G3400170","1840","New Jersey","340","Hudson","0170","Hudson","12","170",2360,295,9141,5335,3508,10875,2402,235,137,14478,0,2100,0,7000,0,0,0,0,0,0,176,129
"G3400190","1840","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",76332,1382,490650,190169,107093,347276,53737,0,876,121248,321,25372,0,936500,0,0,0,0,25,0,2305,30
"G3400210","1840","New Jersey","340","Mercer","0210","Mercer","12","210",43486,1767,216888,48399,32852,179739,14430,187,628,54952,2629,12532,91,17500,0,0,0,85,0,0,8548,14
"G3400230","1840","New Jersey","340","Middlesex","0230","Middlesex","12","230",35933,1519,185730,60726,42234,194474,11314,130,88,84262,2703,17814,0,353500,0,0,0,37,0,0,16262,65
"G3400250","1840","New Jersey","340","Monmouth","0250","Monmouth","12","250",39368,3411,144066,166013,39256,493554,33424,500,284,259655,13625,27580,0,4000,0,0,0,1234,0,0,45757,111
"G3400270","1840","New Jersey","340","Morris","0270","Morris","12","270",27103,102,262385,72551,89175,226248,39871,0,282,219595,401,27848,66,0,0,0,0,7,0,0,22572,13
"G3400310","1840","New Jersey","340","Passaic","0310","Passaic","12","310",5190,0,45945,36721,24012,70874,9552,0,32,78886,0,9806,0,0,135,0,0,0,0,0,6711,0
"G3400330","1840","New Jersey","340","Salem","0330","Salem","12","330",94484,471,306691,36925,30529,371984,21384,31,94,54266,16378,18516,0,0,0,0,0,81,0,0,25651,10
"G3400350","1840","New Jersey","340","Somerset","0350","Somerset","12","350",40780,1846,313245,124793,52060,270969,28110,206,729,75820,1034,21479,0,1546000,0,0,0,10,19,0,3868,265
"G3400370","1840","New Jersey","340","Sussex","0370","Sussex","12","370",64400,495,217196,228316,147067,319618,49177,0,0,201090,0,29887,0,0,0,0,0,32,0,0,5691,4
"G3400410","1840","New Jersey","340","Warren","0410","Warren","12","410",124726,120,173602,184877,108300,311955,34449,507,1793,142662,0,13380,0,207500,0,0,0,0,12,0,3525,7000
"G3600010","1840","New York","360","Albany","0010","Albany","13","10",21008,155902,653794,145941,103582,127162,108677,373,1388,537631,2951,47362,0,45667,0,0,0,0,24366,0,17491,15
"G3600030","1840","New York","360","Allegany","0030","Allegany","13","30",232471,22742,354566,4567,20068,60137,199180,2224,1079,583765,180,64733,0,48250,20,0,0,25,567735,0,1904,0
"G3600070","1840","New York","360","Broome","0070","Broome","13","70",66369,0,184145,26443,31259,84033,78365,0,294,303812,0,28214,0,18000,0,0,0,0,62054,0,4625,0
"G3600090","1840","New York","360","Cattaraugus","0090","Cattaraugus","13","90",127665,10134,254339,1112,8377,81202,108179,1050,789,452353,0,48752,3,6600,0,0,0,0,553235,0,3135,0
"G3600110","1840","New York","360","Cayuga","0110","Cayuga","13","110",578436,81440,527038,3321,40669,568011,335525,2615,2423,687239,66,67144,0,57000,0,0,0,45,206545,0,31789,0
"G3600130","1840","New York","360","Chautauqua","0130","Chautauqua","13","130",214897,24789,353311,1671,9157,235788,265938,7177,2294,778158,61,88372,5,59495,0,0,0,61,839222,0,25930,6
"G3600150","1840","New York","360","Chemung","0150","Chemung","13","150",192831,26358,203184,18513,62590,120732,75996,1044,1331,269193,40,28481,0,25500,0,0,0,0,74926,0,13605,10
"G3600170","1840","New York","360","Chenango","0170","Chenango","13","170",99701,10451,406032,26992,25603,159203,405155,6774,732,772616,55,103529,0,210000,0,0,0,0,344018,0,5924,0
"G3600190","1840","New York","360","Clinton","0190","Clinton","13","190",75293,13289,145226,31972,39429,81431,108968,1434,872,484325,0,35048,0,8000,0,0,0,2,184934,0,26225,0
"G3600210","1840","New York","360","Columbia","0210","Columbia","13","210",28249,1971,1107702,323299,97733,412032,242777,50,377,560011,808,56213,0,0,0,0,0,2,839,0,11273,34
"G3600230","1840","New York","360","Cortland","0230","Cortland","13","230",100765,29935,276681,2730,18015,85344,182408,181,699,575506,0,59562,0,26500,0,0,0,6,429690,0,10917,0
"G3600250","1840","New York","360","Delaware","0250","Delaware","13","250",94120,1158,464715,128053,63832,46454,235032,0,644,779424,0,84007,29400,19600,0,0,0,10,398967,0,4763,0
"G3600270","1840","New York","360","Dutchess","0270","Dutchess","13","270",171617,2540,1360613,175550,86980,710473,413635,0,128,594136,0,85859,0,0,0,0,0,0,0,0,15527,0
"G3600290","1840","New York","360","Erie","0290","Erie","13","290",207492,13966,424489,5539,19593,179057,122200,0,510,556252,130,55015,0,37000,0,0,0,0,334040,0,21764,0
"G3600310","1840","New York","360","Essex","0310","Essex","13","310",60444,3158,170396,29121,25610,78662,162639,0,906,470235,0,42424,0,11000,0,0,0,2,113357,0,20688,0
"G3600330","1840","New York","360","Franklin","0330","Franklin","13","330",64414,4084,89204,15017,22685,55537,67584,25021,40,468564,142,24929,0,8000,0,0,0,0,227049,0,5416,0
"G3600350","1840","New York","360","Fulton","0350","Fulton","13","350",25162,22860,245718,33573,31011,59886,61583,411,454,402954,0,26372,0,29000,0,0,0,0,80129,0,8336,0
"G3600370","1840","New York","360","Genesee","0370","Genesee","13","370",911596,85832,692172,4869,19427,232576,308012,4440,1283,608288,0,88176,19200,12800,0,0,0,230,530633,0,23538,25
"G3600390","1840","New York","360","Greene","0390","Greene","13","390",17677,2368,309882,86840,57642,109772,67366,99,730,302902,0,47048,0,0,0,0,0,0,150,0,10808,24
"G3600410","1840","New York","360","Hamilton","0410","Hamilton","13","410",3021,497,13697,789,2843,3660,4078,0,0,45264,0,3130,0,2000,0,0,0,0,35156,0,116,0
"G3600430","1840","New York","360","Herkimer","0430","Herkimer","13","430",84723,126900,580738,15935,29035,160920,168348,289,1162,850865,0,96854,0,32000,40,0,0,20,311138,0,21946,0
"G3600450","1840","New York","360","Jefferson","0450","Jefferson","13","450",406721,74540,447936,18396,36641,445973,366705,2905,911,1345818,0,115895,22,0,0,0,0,0,512254,0,47503,3230
"G3600470","1840","New York","360","Kings","0470","Kings","13","470",24964,760,72460,8537,3933,81824,150,0,0,95805,0,5437,0,2500,0,0,0,0,0,0,0,0
"G3600490","1840","New York","360","Lewis","0490","Lewis","13","490",85191,20271,144880,2473,8498,48984,68173,5460,148,634294,22,43284,0,0,0,0,0,1,257476,0,4187,0
"G3600510","1840","New York","360","Livingston","0510","Livingston","13","510",823050,84276,305519,3624,26488,184730,309163,637,2298,348369,0,46884,0,22000,69,0,0,124,119438,0,13919,46
"G3600530","1840","New York","360","Madison","0530","Madison","13","530",200142,135635,343207,3255,5996,171204,365954,107280,1089,676649,0,65749,0,20000,0,0,0,12,215619,0,21286,0
"G3600550","1840","New York","360","Monroe","0550","Monroe","13","550",1074813,61787,523655,3447,37024,406621,265363,16761,967,721109,411,52258,0,5500,50,0,0,396,181119,0,53808,105
"G3600570","1840","New York","360","Montgomery","0570","Montgomery","13","570",34281,193530,422415,40868,38312,90374,69600,0,720,559829,0,69270,0,224000,0,0,0,0,51691,0,12071,0
"G3600610","1840","New York","360","New York","0610","New York","13","610",0,100,1105,0,5,2525,0,0,0,18458,127,747,0,0,0,0,0,0,0,0,40,0
"G3600630","1840","New York","360","Niagara","0630","Niagara","13","630",454823,47786,215591,234,13578,158402,81874,10,88,288692,0,23061,0,8000,0,0,0,0,44059,0,27239,0
"G3600650","1840","New York","360","Oneida","0650","Oneida","13","650",238159,98531,657952,6064,30241,364075,321358,38724,2673,1573322,787,178256,0,2500,0,0,0,96,286502,0,78624,47
"G3600670","1840","New York","360","Onondaga","0670","Onondaga","13","670",655799,384615,538762,3593,14420,401303,316139,7907,39,800317,0,64045,0,7000,0,0,0,0,178520,0,50842,0
"G3600690","1840","New York","360","Ontario","0690","Ontario","13","690",770235,117060,462266,6162,16961,246018,365553,14523,789,395844,0,52904,0,8000,0,0,0,19,183273,0,23328,0
"G3600710","1840","New York","360","Orange","0710","Orange","13","710",94774,1879,417701,326668,112883,410194,108876,1845,2282,348490,11073,75368,4800,1200,0,0,0,0,0,0,20910,0
"G3600730","1840","New York","360","Orleans","0730","Orleans","13","730",701212,30728,180581,472,10047,198998,150456,1533,1194,303314,0,33010,0,10000,0,0,0,0,150786,0,8089,20
"G3600750","1840","New York","360","Oswego","0750","Oswego","13","750",138602,11061,215177,1676,41618,189327,136739,0,0,599101,36,47666,0,2000,0,0,0,5,264980,0,52215,0
"G3600770","1840","New York","360","Otsego","0770","Otsego","13","770",148880,116715,693989,68236,45059,122382,451064,168605,2941,1293032,78,106910,0,67500,104,0,0,5,351748,0,17703,98
"G3600790","1840","New York","360","Putnam","0790","Putnam","13","790",12250,0,86421,35367,37099,86679,28868,2,155,142584,0,21897,0,0,0,0,0,0,73,0,12612,0
"G3600810","1840","New York","360","Queens","0810","Queens","13","810",97741,3593,348447,105399,64027,336401,43200,4,91,214114,7,31437,0,4000,0,0,0,0,0,0,9787,168
"G3600830","1840","New York","360","Rensselaer","0830","Rensselaer","13","830",21454,9488,810333,247703,54767,329193,296054,2500,200,759346,0,72026,0,182500,0,0,0,60,30548,0,31178,2
