GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AB4001,AB4002,AB4003,AB4004,AB4005,AB4006,AB4007,AB4008,AB4009,AB4010,AB4011,AB4012,AB4013,AB4014,AB4015,AB4016,AB4017,AB4018,AB4019,AB4020,AB4021,AB4022
"G3600850","1840","New York","360","Richmond","0850","Richmond","13","850",18989,5819,33793,8865,4238,36347,172,101,53,45489,2223,3610,0,6000,0,0,0,5,0,0,485,0
"G3600870","1840","New York","360","Rockland","0870","Rockland","13","870",3650,0,47055,35140,34111,41110,7132,0,620,48117,0,20917,0,0,0,0,0,0,0,0,20022,0
"G3600890","1840","New York","360","St Lawrence","0890","St Lawrence","13","890",278007,24018,334009,23571,34312,204824,236863,3560,547,1412272,0,99813,0,51500,0,0,0,10,848132,0,16468,0
"G3600910","1840","New York","360","Saratoga","0910","Saratoga","13","910",72001,17005,496089,162950,85974,328631,217201,5767,1430,1019427,205,63131,0,60000,0,0,0,100,20910,0,30955,16
"G3600930","1840","New York","360","Schenectady","0930","Schenectady","13","930",13113,100524,216968,52278,41288,62597,37714,29,816,240535,0,17742,0,101500,0,0,0,0,4423,0,9577,25
"G3600950","1840","New York","360","Schoharie","0950","Schoharie","13","950",72871,217478,497953,129342,80609,67890,134257,260,486,600396,0,53612,0,58500,0,0,0,0,133766,0,5484,0
"G3600990","1840","New York","360","Seneca","0990","Seneca","13","990",398505,11147,232446,5526,19798,177795,170304,1203,820,199387,0,38049,0,4333,0,0,0,8,25845,0,16362,0
"G3601010","1840","New York","360","Steuben","1010","Steuben","13","1010",390275,23543,387980,13929,80311,102974,240551,312,1856,580565,394,69998,0,39000,0,0,0,38,341948,0,7914,60
"G3601030","1840","New York","360","Suffolk","1030","Suffolk","13","1030",105778,9460,258218,79023,42707,355314,84008,1834,603,169850,386,42891,0,6500,0,0,0,31,0,0,66023,1026
"G3601050","1840","New York","360","Sullivan","1050","Sullivan","13","1050",8793,151,126232,66090,51942,50425,33948,331,798,236335,0,24678,0,14000,0,0,0,4,45359,0,3249,5
"G3601070","1840","New York","360","Tioga","1070","Tioga","13","1070",107002,1058,180967,4987,47181,117449,77924,6876,1307,368198,0,34050,0,32000,0,0,0,10,116760,0,8261,0
"G3601090","1840","New York","360","Tompkins","1090","Tompkins","13","1090",377201,9104,288695,4579,71122,216515,163485,2100,780,339557,0,46981,0,2000,0,0,0,200,88747,0,10037,1600
"G3601110","1840","New York","360","Ulster","1110","Ulster","13","1110",57877,0,223133,168809,108087,161805,117390,523,4363,264630,68,79239,0,64000,0,0,0,0,28945,0,32934,0
"G3601130","1840","New York","360","Warren","1130","Warren","13","1130",12961,1201,103733,17567,24647,63476,45721,93,809,221134,0,17601,0,6000,0,0,0,0,43821,0,10313,0
"G3601150","1840","New York","360","Washington","1150","Washington","13","1150",49189,9569,448064,136510,32642,297405,407515,144,395,851488,57,83538,0,8500,0,0,0,14,4246,0,9472,0
"G3601170","1840","New York","360","Wayne","1170","Wayne","13","1170",571083,25087,482900,4460,38062,338356,184797,239,2045,512638,72,38428,0,41500,461,0,0,26,159554,0,28654,10
"G3601190","1840","New York","360","Westchester","1190","Westchester","13","1190",35267,1181,449090,99574,57226,318028,52805,0,0,620895,25,77873,0,410000,0,0,0,0,0,0,8315,227
"G3601230","1840","New York","360","Yates","1230","Yates","13","1230",352814,30994,162483,2102,20891,104066,166574,2000,347,170281,37,27568,0,7000,0,0,0,170,39384,0,3337,0
"G3700070","1840","North Carolina","370","Anson","0070","Anson","47","70",39991,0,25528,467,0,416102,11832,0,1070,2450,30294,25,0,0,3210,0,9078660,0,0,0,150,0
"G3700090","1840","North Carolina","370","Ashe","0090","Ashe","47","90",10836,0,108505,17805,10970,150279,22202,0,1526,49531,8451,2959,902,0,0,0,0,0,16193,0,0,0
"G3700130","1840","North Carolina","370","Beaufort","0130","Beaufort","47","130",6333,0,5055,1195,0,153522,6644,0,4267,6447,83778,1490,3,0,0,20952,87180,0,0,0,3220,1170
"G3700150","1840","North Carolina","370","Bertie","0150","Bertie","47","150",2839,0,65504,0,0,545282,12352,36,2164,6777,59667,0,0,0,0,0,2121449,51,0,0,1244,501
"G3700170","1840","North Carolina","370","Bladen","0170","Bladen","47","170",1549,0,4954,631,5,180705,7574,0,2535,1821,53320,0,0,0,0,74787,58193,0,0,0,165,657
"G3700190","1840","North Carolina","370","Brunswick","0190","Brunswick","47","190",9,0,20,40,0,36357,2739,0,376,513,46913,15,0,0,0,949755,7868,0,0,0,1539,0
"G3700210","1840","North Carolina","370","Buncombe","0210","Buncombe","47","210",22903,0,68544,9251,681,304271,13331,5,1788,11366,12942,1776,0,6000,8619,0,0,0,0,0,0,15
"G3700230","1840","North Carolina","370","Burke","0230","Burke","47","230",45976,100,77691,14753,0,620996,21137,0,4997,10656,27153,1116,0,20000,17718,0,43644,97,0,0,0,0
"G3700250","1840","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",86300,366,51998,2034,0,418180,10460,0,568,5034,12242,3980,0,0,100,0,4568726,174,0,0,0,0
"G3700290","1840","North Carolina","370","Camden","0290","Camden","47","290",2739,0,9480,0,0,285574,2442,0,338,4295,11160,0,0,30000,0,0,6792,0,0,0,440,0
"G3700310","1840","North Carolina","370","Carteret","0310","Carteret","47","310",2133,0,80,324,0,32674,3755,0,0,612,40508,0,0,0,0,180,4283,0,0,0,639,0
"G3700330","1840","North Carolina","370","Caswell","0330","Caswell","47","330",78682,0,121885,2890,0,509480,8542,0,1080,3666,11862,228,0,0,3665842,0,82649,0,0,0,259,15
"G3700370","1840","North Carolina","370","Chatham","0370","Chatham","47","370",94342,0,93368,1308,0,446708,19775,0,2071,5638,32376,932,0,0,536886,0,399728,149,0,0,105,0
"G3700390","1840","North Carolina","370","Cherokee","0390","Cherokee","47","390",2760,0,12787,1203,0,167167,0,0,6872,0,0,0,0,0,0,0,0,6,0,0,0,0
"G3700410","1840","North Carolina","370","Chowan","0410","Chowan","47","410",15349,0,13962,743,0,282209,2681,0,589,1432,28955,1273,0,10000,0,0,1267297,0,0,0,2527,785
"G3700470","1840","North Carolina","370","Columbus","0470","Columbus","47","470",1366,0,375,641,0,79155,6724,0,692,200,49082,0,0,0,0,38627,24035,0,0,0,0,0
"G3700490","1840","North Carolina","370","Craven","0490","Craven","47","490",3639,0,3858,999,0,143835,8097,23,3290,3332,49532,186,0,0,40,18493,66833,90,0,0,4060,190
"G3700510","1840","North Carolina","370","Cumberland","0510","Cumberland","47","510",6037,0,16577,3019,0,291630,16809,0,0,3180,59819,1649,0,0,0,210,459747,94,0,0,861,250
"G3700530","1840","North Carolina","370","Currituck","0530","Currituck","47","530",7685,0,7084,380,0,213595,11465,0,0,8454,44406,0,0,0,0,0,0,0,0,0,0,0
"G3700570","1840","North Carolina","370","Davidson","0570","Davidson","47","570",114359,293,102703,5691,193,465828,17305,173,2962,5884,9175,4154,0,334,80502,0,1368100,0,0,0,793,1770
"G3700590","1840","North Carolina","370","Davie","0590","Davie","47","590",44481,87,54145,8232,0,313538,5300,0,754,1852,2404,1476,0,4666,66771,0,307040,83,0,0,1217,0
"G3700610","1840","North Carolina","370","Duplin","0610","Duplin","47","610",2683,0,3525,1091,0,244584,8603,0,2874,1884,83487,0,0,0,0,77550,1346229,0,0,0,0,0
"G3700650","1840","North Carolina","370","Edgecombe","0650","Edgecombe","47","650",14295,0,27280,3200,0,715660,7260,39,1630,4034,82466,1968,0,666,0,0,2445000,0,0,0,0,0
"G3700690","1840","North Carolina","370","Franklin","0690","Franklin","47","690",14456,0,577993,772,0,437277,8968,0,1392,3254,28399,2412,0,0,451909,0,538320,300,0,0,1134,813
"G3700730","1840","North Carolina","370","Gates","0730","Gates","47","730",2951,0,10329,1270,10,192815,3905,0,991,4014,87538,1406,4,0,60,1475,86591,0,0,0,0,818
"G3700770","1840","North Carolina","370","Granville","0770","Granville","47","770",51938,0,140905,1174,0,556530,14600,0,838,3975,23093,2882,0,4000,3918822,0,479499,25,0,0,620,72
"G3700790","1840","North Carolina","370","Greene","0790","Greene","47","790",8824,0,2455,6975,50,279730,3627,25,353,2598,41806,1308,0,0,8,15492,1344990,7,0,0,0,105
"G3700810","1840","North Carolina","370","Guilford","0810","Guilford","47","810",57728,3,36884,1090,14,464962,12498,0,1598,2626,5510,2945,10,2000,8705,0,126989,210,0,0,1296,0
"G3700830","1840","North Carolina","370","Halifax","0830","Halifax","47","830",11230,190,72032,575,10,669325,15750,157,1516,5855,43307,170,0,8000,147216,280,2905573,111,970,0,1371,1108
"G3700870","1840","North Carolina","370","Haywood","0870","Haywood","47","870",19559,90,36263,7735,2044,188554,9290,66,1393,4992,10924,201,0,68000,10628,0,0,0,0,0,0,0
"G3700890","1840","North Carolina","370","Henderson","0890","Henderson","47","890",1268,0,9677,5293,67,59340,2141,5,332,1234,3478,85,0,0,1229,0,0,0,0,0,0,0
"G3700910","1840","North Carolina","370","Hertford","0910","Hertford","47","910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3700950","1840","North Carolina","370","Hyde","0950","Hyde","47","950",21055,0,18737,0,0,234837,8034,0,1298,4824,51680,391,0,58000,0,990,45830,0,0,0,163,99
"G3700970","1840","North Carolina","370","Iredell","0970","Iredell","47","970",109444,541,98362,6419,24,677811,16038,60,5338,7023,15516,3471,650,36000,30454,0,1511719,10,0,0,0,180
"G3701010","1840","North Carolina","370","Johnston","1010","Johnston","47","1010",9242,0,23452,2606,0,337797,9911,0,913,1463,62118,1707,0,0,0,6667,401169,0,0,0,0,0
"G3701030","1840","North Carolina","370","Jones","1030","Jones","47","1030",5204,0,8705,1184,0,223520,6184,0,1901,1495,35034,24,0,0,0,30490,1150208,0,0,0,498,3
"G3701070","1840","North Carolina","370","Lenoir","1070","Lenoir","47","1070",9960,0,8870,4800,0,1734000,5140,0,830,2469,59481,1,0,0,0,15000,244300,0,0,0,0,0
"G3701090","1840","North Carolina","370","Lincoln","1090","Lincoln","47","1090",185373,621,84324,6810,38,787225,24494,0,6710,10526,32334,8020,0,0,25000,0,1479396,115,0,0,200,0
"G3701130","1840","North Carolina","370","Macon","1130","Macon","47","1130",6311,0,32855,4375,0,125820,6447,0,0,1908,6705,208,0,180000,2983,0,0,0,0,0,0,0
"G3701170","1840","North Carolina","370","Martin","1170","Martin","47","1170",5158,0,7475,155,0,251463,4414,0,2772,2041,37598,0,0,0,0,37457,291686,35,0,0,0,1258
"G3701190","1840","North Carolina","370","Mecklenburg","1190","Mecklenburg","47","1190",78315,75,61407,2005,3,586928,22876,0,1158,3642,10800,2077,0,0,0,0,1595327,65,0,0,245,0
"G3701230","1840","North Carolina","370","Montgomery","1230","Montgomery","47","1230",48879,0,19359,1535,0,255496,7458,4,1961,2013,9937,456,0,14000,200597,237,2332222,10,0,0,15,0
"G3701250","1840","North Carolina","370","Moore","1250","Moore","47","1250",15643,0,17241,4195,0,30325,6073,0,1531,2094,18100,34,0,0,31416,1756,750640,0,0,0,0,0
"G3701270","1840","North Carolina","370","Nash","1270","Nash","47","1270",833,0,5882,0,0,32325,1165,0,40,389,7202,10000,0,0,0,0,50728,0,0,0,0,1073
"G3701290","1840","North Carolina","370","New Hanover","1290","New Hanover","47","1290",469,0,60,627,18,200423,7468,0,2204,2089,111925,5,0,0,0,1467600,28566,0,0,0,6330,0
"G3701310","1840","North Carolina","370","Northampton","1310","Northampton","47","1310",20308,0,78650,3125,0,716050,5970,77,7000,3762,34838,17,0,0,66064,0,5210724,1119,0,0,2455,607
"G3701330","1840","North Carolina","370","Onslow","1330","Onslow","47","1330",2117,0,8126,1556,0,228759,6981,0,3114,7028,67896,0,0,0,0,4411,218104,0,0,0,0,0
"G3701350","1840","North Carolina","370","Orange","1350","Orange","47","1350",87579,0,81613,2643,62,388426,12686,0,499,3586,11261,1986,1,0,262882,0,253437,0,0,0,440,8109
"G3701390","1840","North Carolina","370","Pasquotank","1390","Pasquotank","47","1390",19130,0,45101,0,0,473970,5778,0,510,5218,15847,0,0,28000,0,0,0,0,0,0,0,0
"G3701430","1840","North Carolina","370","Perquimans","1430","Perquimans","47","1430",35649,0,22068,0,0,369032,8627,0,1315,5132,35090,1239,0,8000,0,0,65216,0,0,0,428,0
"G3701450","1840","North Carolina","370","Person","1450","Person","47","1450",18712,0,36610,111,0,120038,7057,0,201,1055,3939,14,200,50000,1030303,0,107200,6,0,0,0,0
"G3701470","1840","North Carolina","370","Pitt","1470","Pitt","47","1470",9751,0,6424,2570,0,376455,4040,0,2754,3682,69634,3764,0,0,0,0,510259,0,0,0,85,439
"G3701510","1840","North Carolina","370","Randolph","1510","Randolph","47","1510",78095,113,47671,1952,0,295828,17636,1,1944,2939,6668,1380,0,68000,80709,0,81533,6,0,0,10,310
"G3701530","1840","North Carolina","370","Richmond","1530","Richmond","47","1530",20347,0,12942,1649,0,247169,10337,0,553,1520,29651,59,0,0,4715,1070,1794154,3,0,0,361,56
"G3701550","1840","North Carolina","370","Robeson","1550","Robeson","47","1550",2646,0,1579,912,0,248195,16246,0,970,2324,52308,0,0,0,0,0,547596,10,0,0,0,707
"G3701570","1840","North Carolina","370","Rockingham","1570","Rockingham","47","1570",61015,0,149402,4805,0,431085,8355,0,481,3051,6002,508,0,0,1777205,0,23947,0,0,0,200,0
"G3701590","1840","North Carolina","370","Rowan","1590","Rowan","47","1590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701610","1840","North Carolina","370","Rutherford","1610","Rutherford","47","1610",76663,1000,57955,6030,150,1090388,4983,150,568,2640,13959,20230,2600,400000,4653,0,250325,10,0,0,0,0
"G3701630","1840","North Carolina","370","Sampson","1630","Sampson","47","1630",3872,0,2126,1061,0,130951,2833,100,1430,1282,94845,0,0,0,0,29974,342300,0,0,0,0,0
"G3701690","1840","North Carolina","370","Stokes","1690","Stokes","47","1690",74989,0,107756,8347,10,423970,13499,0,3062,6786,9343,3948,400,46000,596103,0,56481,0,0,0,1070,0
"G3701710","1840","North Carolina","370","Surry","1710","Surry","47","1710",48804,90,115018,20542,279,484976,16839,0,6125,9473,14393,1749,4500,34000,83070,0,67228,0,0,0,0,0
"G3701770","1840","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",8083,5,2517,0,0,108641,2928,19,3001,3274,18430,0,0,0,0,20335,22963,0,0,0,400,1825
"G3701830","1840","North Carolina","370","Wake","1830","Wake","47","1830",38379,0,79011,547,0,535274,12178,8,160,3091,52874,3772,0,8000,54247,550,2391996,207,0,0,1626,0
"G3701850","1840","North Carolina","370","Warren","1850","Warren","47","1850",25551,0,80113,888,0,395351,9584,100,687,3976,20754,138,0,0,3574296,0,380954,0,0,0,772,85
"G3701870","1840","North Carolina","370","Washington","1870","Washington","47","1870",8707,0,4349,165,0,155023,3425,0,1414,3859,15813,78,0,0,0,6050,79925,20,0,0,1678,4075
"G3701910","1840","North Carolina","370","Wayne","1910","Wayne","47","1910",12744,0,8855,1443,0,461165,8987,0,676,2799,87207,0,0,0,0,0,402175,0,0,0,1005,582
"G3701930","1840","North Carolina","370","Wilkes","1930","Wilkes","47","1930",30268,0,64210,16685,345,463793,19634,15,4947,13121,17099,1274,0,136000,24567,0,12468,1,0,0,313,1075
"G3701990","1840","North Carolina","370","Yancey","1990","Yancey","47","1990",6320,0,33670,2848,418,405390,2931,0,0,35565,54166,183,0,0,4830,0,0,0,0,0,100,0
"G3900010","1840","Ohio","390","Adams","0010","Adams","24","10",136292,214,102545,177,0,211049,20279,12,26,6479,1327,3183,0,6000,88,0,0,0,32510,0,5693,22
"G3900030","1840","Ohio","390","Allen","0030","Allen","24","30",60521,48,53272,3204,1807,168545,5112,0,564,62216,903,4348,1,0,0,0,0,0,106744,0,1007,0
"G3900070","1840","Ohio","390","Ashtabula","0070","Ashtabula","24","70",105693,1890,142256,4229,4495,171576,68836,1800,281,156351,44,34651,23,11000,53975,0,0,260,148568,0,6075,0
"G3900090","1840","Ohio","390","Athens","0090","Athens","24","90",175894,26,152346,1124,3801,387077,54655,400,0,59705,4035,11110,3,5420,108878,0,0,0,69202,0,1787,0
"G3900130","1840","Ohio","390","Belmont","0130","Belmont","24","130",479672,9373,416397,6950,45735,528934,80872,31487,5550,69448,6597,8450,0,6000,1720892,0,0,0,38186,0,2868,37
"G3900150","1840","Ohio","390","Brown","0150","Brown","24","150",324019,1919,212448,2348,188,757284,58689,0,10,54035,8929,7804,0,0,63260,0,0,0,0,0,3261,0
"G3900170","1840","Ohio","390","Butler","0170","Butler","24","170",318720,12656,550990,29291,1760,2243561,58872,110,10,40486,5549,12769,1190,0,0,0,0,0,38860,0,14876,0
"G3900190","1840","Ohio","390","Carroll","0190","Carroll","24","190",252428,180,218278,22568,13593,137939,42844,100,1365,37996,168,7020,85,8000,0,0,0,0,0,0,0,0
"G3900210","1840","Ohio","390","Champaign","0210","Champaign","24","210",160624,2776,206536,8089,786,292502,106003,1369,134,31403,1392,18283,0,0,0,0,0,60,132292,0,281,0
"G3900230","1840","Ohio","390","Clark","0230","Clark","24","230",172329,1631,229154,26999,2055,592997,72065,1148,152,20537,1905,14817,300,156000,75,0,0,0,22037,0,1189,115
"G3900250","1840","Ohio","390","Clermont","0250","Clermont","24","250",291268,623,224880,5448,975,670075,51029,50,28,29085,3054,8569,10,5940,68050,0,0,0,3305,0,9547,0
"G3900270","1840","Ohio","390","Clinton","0270","Clinton","24","270",213796,226,193349,2966,1101,824449,69239,327,922,17118,5167,11153,0,72000,0,0,0,0,112671,0,3221,0
"G3900290","1840","Ohio","390","Columbiana","0290","Columbiana","24","290",445834,3984,463430,30737,32058,336857,215426,0,0,131169,1442,21606,0,0,0,0,0,0,25211,0,1039,0
"G3900310","1840","Ohio","390","Coshocton","0310","Coshocton","24","310",319755,0,186597,8667,12988,468898,54281,0,0,57190,466,7686,0,0,0,0,0,0,0,0,158,0
"G3900330","1840","Ohio","390","Crawford","0330","Crawford","24","330",199270,1541,153711,15057,7554,227240,22043,546,861,58664,626,11242,0,22900,70,0,0,43,46917,0,57,0
"G3900350","1840","Ohio","390","Cuyahoga","0350","Cuyahoga","24","350",106580,1016,101398,2104,5949,180781,47575,0,106,149036,855,22742,0,0,2000,0,0,9,0,0,10444,32
"G3900370","1840","Ohio","390","Darke","0370","Darke","24","370",31675,1829,90230,1485,544,57797,12138,0,35,54705,2620,4998,5,0,0,0,0,0,0,0,0,0
"G3900410","1840","Ohio","390","Delaware","0410","Delaware","24","410",139531,4222,206282,3620,14237,410618,39414,0,0,67778,259,17669,0,40000,18250,0,0,30,269087,0,417,0
"G3900430","1840","Ohio","390","Erie","0430","Erie","24","430",94112,2495,64567,1582,3958,79877,32024,100,345,71206,481,6182,0,0,0,0,0,0,300,0,12604,0
"G3900450","1840","Ohio","390","Fairfield","0450","Fairfield","24","450",616152,2923,377834,32841,3577,909660,82630,698,221,63623,3642,18094,0,2100,248570,0,0,0,102362,0,8269,0
"G3900470","1840","Ohio","390","Fayette","0470","Fayette","24","470",144335,100,99047,6328,1325,604506,42701,0,19,9566,2156,11217,0,386000,0,0,0,0,14051,0,940,0
"G3900490","1840","Ohio","390","Franklin","0490","Franklin","24","490",243991,555,223942,3595,3750,1009764,36167,0,0,62802,1876,11037,2,0,0,0,0,0,76659,0,12410,0
"G3900530","1840","Ohio","390","Gallia","0530","Gallia","24","530",124028,200,115431,979,277,327967,29067,0,116,27146,1197,5286,0,0,250,0,0,0,49925,0,5621,0
"G3900550","1840","Ohio","390","Geauga","0550","Geauga","24","550",92511,2553,81993,1297,3593,120319,51091,34,451,120223,0,19819,0,0,0,0,0,183,351710,0,713,8
"G3900570","1840","Ohio","390","Greene","0570","Greene","24","570",257465,1757,157668,9989,893,659296,58639,0,0,17204,1812,9382,0,2800,0,0,0,0,0,0,1701,0
"G3900590","1840","Ohio","390","Guernsey","0590","Guernsey","24","590",407319,810,438741,7325,13773,602159,76118,628,556,80449,4246,14233,592,616000,1774129,0,0,0,34420,0,0,0
"G3900610","1840","Ohio","390","Hamilton","0610","Hamilton","24","610",213815,25107,290670,14381,2086,1356889,31393,2363,76,117266,3089,13475,0,3774000,50,0,0,25,430,0,14211,1627
"G3900630","1840","Ohio","390","Hancock","0630","Hancock","24","630",41876,0,85150,16525,8889,173660,21834,838,1135,17769,142,9261,0,1040000,1401,0,0,14,142950,0,560,0
"G3900650","1840","Ohio","390","Hardin","0650","Hardin","24","650",30173,561,23897,1459,1621,99147,4232,68,517,22119,114,2737,8,0,1635,0,0,0,86557,0,0,0
"G3900670","1840","Ohio","390","Harrison","0670","Harrison","24","670",364069,322,358932,14330,15380,380827,92327,93,243,68101,2010,9760,6,0,0,0,0,0,18736,0,0,0
"G3900690","1840","Ohio","390","Henry","0690","Henry","24","690",4383,17,12514,962,609,36060,711,2,30,25799,90,647,0,800,0,0,0,0,19458,0,0,0
"G3900710","1840","Ohio","390","Highland","0710","Highland","24","710",373924,185,252525,5008,230,824129,74924,0,0,23650,6459,10330,0,0,0,0,0,0,147816,0,2161,0
"G3900730","1840","Ohio","390","Hocking","0730","Hocking","24","730",109120,2,37374,4302,9578,181284,23897,57,0,22658,1554,3719,63,0,317680,0,0,0,155332,0,13849,0
