RDD ANALYSIS RESULTS
Year: 1900
Analysis Date: 2025-06-10
Includes both linear (p1) and quadratic (p2) polynomial results
Clustered results use clustering by nearest border point
====================================================================================================

====================================================================================================
RDD Results: Basic Model (Year: 1900)
Includes both linear (p1) and quadratic (p2) polynomial results
Clustered results use clustering by nearest border point
====================================================================================================

Segment                                                 Coeff    Std Err    P-value     Obs Free    Obs Slave      BW Free     BW Slave
Robust: certwo triangular p1                           0.0203     0.0998     0.8390          215          337        67.57       107.25
Robust: cersum triangular p1                           0.0436     0.0970     0.6528          304          316       100.22       100.22
Robust: mserd uniform p1                              -0.0015     0.1063     0.9886          205          225        65.77        65.77
Robust: msetwo uniform p1                             -0.0224     0.0889     0.8014          223          369        70.65       120.18
Robust: msesum uniform p1                              0.0474     0.0879     0.5901          315          324       102.77       102.77
Robust: cerrd uniform p1                               0.0475     0.1270     0.7081          148          164        44.37        44.37
Robust: certwo uniform p1                              0.0051     0.1047     0.9614          155          265        47.66        81.07
Robust: cersum uniform p1                             -0.0065     0.1028     0.9493          221          234        69.33        69.33
Robust: mserd epanechnikov p1                          0.0317     0.1027     0.7573          253          264        81.02        81.02
Robust: msetwo epanechnikov p1                        -0.0190     0.0852     0.8231          283          443        92.42       147.65
Robust: msesum epanechnikov p1                         0.0504     0.0832     0.5451          382          404       132.65       132.65
Robust: cerrd epanechnikov p1                          0.0696     0.1236     0.5734          184          193        54.66        54.66
Robust: certwo epanechnikov p1                         0.0072     0.1000     0.9426          196          316        62.35        99.61
Robust: cersum epanechnikov p1                         0.0177     0.0981     0.8572          273          289        89.49        89.49
Robust: mserd triangular p2                            0.1067     0.1014     0.2925          524          590       202.36       202.36
Robust: msetwo triangular p2                           0.0481     0.0925     0.6033          568          727       225.30       265.82
Robust: msesum triangular p2                           0.0351     0.0865     0.6847          679          766       286.82       286.82
Robust: cerrd triangular p2                            0.0573     0.1252     0.6470          374          389       129.05       129.05
Robust: certwo triangular p2                           0.0719     0.1110     0.5168          401          508       143.68       169.53
Robust: cersum triangular p2                           0.1011     0.1060     0.3402          477          544       182.92       182.92
Robust: mserd uniform p2                               0.0526     0.0969     0.5873          494          564       191.65       191.65
Robust: msetwo uniform p2                              0.0176     0.0943     0.8522          468          662       177.45       234.75
Robust: msesum uniform p2                              0.0757     0.0941     0.4216          524          590       202.47       202.47
Robust: cerrd uniform p2                               0.0649     0.1173     0.5804          358          375       122.22       122.22
Robust: certwo uniform p2                              0.0189     0.1140     0.8686          337          448       113.17       149.71
Robust: cersum uniform p2                              0.0869     0.1154     0.4514          374          389       129.12       129.12
Robust: mserd epanechnikov p2                          0.1091     0.1007     0.2787          511          573       196.36       196.36
Robust: msetwo epanechnikov p2                         0.0383     0.0922     0.6775          533          727       209.92       266.70
Robust: msesum epanechnikov p2                         0.0216     0.0863     0.8022          653          746       272.88       272.88
Robust: cerrd epanechnikov p2                          0.0376     0.1233     0.7604          362          381       125.23       125.23
Robust: certwo epanechnikov p2                         0.0547     0.1093     0.6166          384          511       133.87       170.09
Robust: cersum epanechnikov p2                         0.1071     0.1062     0.3129          459          520       174.02       174.02
Robust Clustered: mserd triangular p1                  0.0630     0.1435     0.6606          340          356       116.02       116.02
Robust Clustered: msetwo triangular p1                -0.0098     0.1311     0.9406          372          574       127.12       196.85
Robust Clustered: msesum triangular p1                 0.0044     0.1351     0.9742          463          524       174.74       174.74
Robust Clustered: cerrd triangular p1                  0.0424     0.1539     0.7827          292          302        96.48        96.48
Robust Clustered: certwo triangular p1                -0.0115     0.1394     0.9344          321          491       105.71       163.69
Robust Clustered: cersum triangular p1                 0.0334     0.1396     0.8109          406          434       145.31       145.31
Robust Clustered: mserd uniform p1                     0.0417     0.1492     0.7801          273          289        89.53        89.53
Robust Clustered: msetwo uniform p1                   -0.0228     0.1428     0.8734          272          446        87.34       148.73
Robust Clustered: msesum uniform p1                    0.0284     0.1419     0.8411          358          374       121.49       121.49
Robust Clustered: cerrd uniform p1                     0.0307     0.1565     0.8443          231          251        74.45        74.45
Robust Clustered: certwo uniform p1                   -0.0219     0.1511     0.8849          227          379        72.63       123.68
Robust Clustered: cersum uniform p1                    0.0530     0.1399     0.7048          306          321       101.03       101.03
Robust Clustered: mserd epanechnikov p1                0.0545     0.1456     0.7080          321          333       105.87       105.87
Robust Clustered: msetwo epanechnikov p1              -0.0209     0.1317     0.8737          340          544       115.98       183.10
Robust Clustered: msesum epanechnikov p1              -0.0202     0.1351     0.8811          447          508       168.98       168.98
Robust Clustered: cerrd epanechnikov p1                0.0269     0.1561     0.8632          272          284        88.04        88.04
Robust Clustered: certwo epanechnikov p1              -0.0183     0.1456     0.8999          292          461        96.44       152.26
Robust Clustered: cersum epanechnikov p1               0.0200     0.1390     0.8854          398          421       140.52       140.52
Robust Clustered: mserd triangular p2                  0.0909     0.1519     0.5493          564          638       221.90       221.90
Robust Clustered: msetwo triangular p2                 0.0522     0.1471     0.7228          583          722       235.77       262.52
Robust Clustered: msesum triangular p2                 0.0373     0.1466     0.7994          669          756       280.23       280.23
Robust Clustered: cerrd triangular p2                  0.1108     0.1590     0.4859          474          534       179.72       179.72
Robust Clustered: certwo triangular p2                 0.0787     0.1543     0.6099          494          614       190.96       212.63
Robust Clustered: cersum triangular p2                 0.0690     0.1509     0.6473          571          645       226.97       226.97
Robust Clustered: mserd uniform p2                     0.0583     0.1512     0.6998          517          586       199.89       199.89
Robust Clustered: msetwo uniform p2                    0.0252     0.1497     0.8661          466          641       177.03       223.74
Robust Clustered: msesum uniform p2                    0.0784     0.1565     0.6164          492          560       189.76       189.76
Robust Clustered: cerrd uniform p2                     0.1498     0.1654     0.3653          435          487       161.90       161.90
Robust Clustered: certwo uniform p2                    0.0682     0.1575     0.6648          401          537       143.39       181.21
Robust Clustered: cersum uniform p2                    0.1691     0.1709     0.3223          421          466       153.69       153.69
Robust Clustered: mserd epanechnikov p2                0.1017     0.1544     0.5102          530          604       207.63       207.63
Robust Clustered: msetwo epanechnikov p2               0.0403     0.1476     0.7850          555          722       216.86       262.79
Robust Clustered: msesum epanechnikov p2               0.0378     0.1478     0.7984          626          712       256.47       256.47
Robust Clustered: cerrd epanechnikov p2                0.1170     0.1599     0.4643          445          505       168.17       168.17
Robust Clustered: certwo epanechnikov p2               0.0634     0.1534     0.6794          465          614       175.64       212.84
Robust Clustered: cersum epanechnikov p2               0.0844     0.1544     0.5847          530          604       207.73       207.73
========================================================================================================================

