GISJOIN,year,state,census_pop,enslaved,farmv_total,improved,unimproved,land,farmv,pc_enslaved,farmv_na,cotton,corn
G4701190,1870,Tennessee,36289,0,10687000,196242,174170,370412,28.85165707374491,0,127.00077636535035,3746800,1449935
G1801130,1870,Indiana,20389,0,8885080,113016,107938,220954,40.21235189224907,0,177.00889403817575,0,224958
G1701090,1870,Illinois,26509,0,13907712,261635,66582,328217,42.37352727006828,0,186.52207209041626,0,1362490
G2101530,1870,Kentucky,4684,0,493366,24664,206036,230700,2.1385609016038143,0,9.413632434146175,0,174591
G1901630,1870,Iowa,38599,0,11744696,235741,23465,259206,45.31027831145884,0,199.44922082558386,0,1855226
G5500830,1870,Wisconsin,8321,0,474700,9736,22525,32261,14.714360993149624,0,64.77046587215207,0,2683
G5101830,1870,Virginia,7885,0,772499,68064,119400,187464,4.120785857551317,0,18.13909689161725,800,118305
G2101250,1870,Kentucky,6016,0,561226,42470,117740,160210,3.5030647275450972,0,15.419978787324307,0,136259
G5000050,1870,Vermont,22235,0,8438066,235955,122061,358016,23.568963398283877,0,103.74713112864733,0,68622
G4803150,1870,Texas,8562,0,412591,27819,87944,115763,3.5641007921356564,0,15.688650620261788,0,73118
G4500230,1870,South Carolina,18805,0,1449799,233112,59508,292620,4.9545451438726,0,21.8091833755226,2816800,169379
G4800570,1870,Texas,3443,0,55750,451,1877,2328,23.947594501718214,0,105.41380989060963,0,4165
G1801290,1870,Indiana,19185,0,6279709,110182,81390,191572,32.77988954544505,0,144.29228140349554,0,931936
G1800090,1870,Indiana,6272,0,1524040,30863,38663,69526,21.920432643903002,0,96.49053976083121,0,75346
G4200450,1870,Pennsylvania,39403,0,19288728,89438,11316,100754,191.4437937947873,0,842.7075914607134,0,379417
G1701150,1870,Illinois,26481,0,10132380,205259,27268,232527,43.57506870169916,0,191.81108180872178,0,2214468
G2201270,1870,Louisiana,4954,0,189117,21927,71311,93238,2.0283253609043523,0,8.928391700274224,1072000,87540
G5400470,1870,West Virginia,1952,0,85834,4592,64644,69236,1.2397307758969323,0,5.457113628534202,0,31586
G1801050,1870,Indiana,14168,0,4003023,102442,106477,208919,19.160645991987327,0,84.34236239617742,0,454275
G2601390,1870,Michigan,26651,0,7568445,81702,117499,199201,37.9940110742416,0,167.24408207573666,0,215043
G5100870,1870,Virginia,66179,0,5195650,62029,62926,124955,41.58016886078988,0,183.02982436070005,1200,127166
G4701810,1870,Tennessee,10209,0,1201233,56957,274637,331594,3.6226017358577054,0,15.946163221767332,440400,484861
G4802410,1870,Texas,4218,0,245344,23114,165310,188424,1.3020846601282214,0,5.731586310866725,771200,90377
G2300110,1870,Maine,53203,0,12076918,289994,172207,462201,26.129147275752324,0,115.01668626184032,0,111246
G1700110,1870,Illinois,32415,0,18286040,398611,57669,456280,40.07635662312615,0,176.41026274582123,0,3030404
G1000030,1870,Delaware,63515,0,24573080,203167,45658,248825,98.75647543454235,0,434.71156679960404,0,1002519
G4700610,1870,Tennessee,3250,0,429190,12274,58930,71204,6.027610808381551,0,26.532661549940972,18800,73373
G1801590,1870,Indiana,11953,0,3064500,46667,54284,100951,30.356311477845686,0,133.62404507376144,0,357835
G5500350,1870,Wisconsin,10769,0,1340385,35070,57828,92898,14.428566815216689,0,63.51244168361389,0,69964
G3600250,1870,New York,42972,0,23435700,458159,301163,759322,30.863981288570592,0,135.8587333599322,0,126097
G1200810,1870,Florida,1931,0,36858,2811,4827,7638,4.82560879811469,0,21.241624431815794,11600,12727
G2200730,1870,Louisiana,11582,0,1588070,40571,71294,111865,14.196308049881553,0,62.49007255452626,5695600,211505
G4801930,1870,Texas,733,0,26160,2596,12452,15048,1.7384370015948962,0,7.652345523880381,7200,27150
G3900330,1870,Ohio,25556,0,11634698,156417,68033,224450,51.836480285141455,0,228.17660779182555,0,424383
G1701230,1870,Illinois,16956,0,9320164,166057,31236,197293,47.24021632799947,0,207.9445258200658,0,1122903
G1301190,1870,Georgia,7893,0,571583,36925,146159,183084,3.1219713355618186,0,13.74246139115282,254800,173007
G1800430,1870,Indiana,23300,0,2697946,46642,36067,82709,32.61973908522652,0,143.58732249139442,0,124807
G4201250,1870,Pennsylvania,48483,0,39015008,409863,114004,523867,74.47502514951314,0,327.82817256012373,0,1467904
G3600230,1870,New York,25173,0,16832124,231875,75486,307361,54.76336945806397,0,241.0603460237887,0,151810
G1303190,1870,Georgia,9383,0,850663,62949,119911,182860,4.65199059389697,0,20.477382479596223,2046000,182164
G3701350,1870,North Carolina,17507,0,977308,73745,174156,247901,3.942331817943453,0,17.35356829900287,153200,193161
G2600790,1870,Michigan,424,0,40000,462,4999,5461,7.324665812122322,0,32.2421080487191,0,405
G0500810,1870,Arkansas,3236,0,289337,10843,24429,35272,8.203022227262418,0,36.1085045736449,1986400,136500
G2701230,1870,Minnesota,23085,0,1083950,10224,13793,24017,45.132614398134656,0,198.66717025335487,0,38020
G1200330,1870,Florida,7817,0,47725,1077,6236,7313,6.526049500888828,0,28.726715803294734,0,7020
G0500630,1870,Arkansas,14566,0,1236732,58842,191951,250793,4.931285960931924,0,21.706799852678863,2245200,508005
G4801850,1870,Texas,13218,0,991807,71436,455679,527115,1.8815761266516795,0,8.282423025633694,4010000,336690
G0500890,1870,Arkansas,3979,0,149545,12020,46471,58491,2.5567181275751825,0,11.25429940885079,120800,115169
G5501210,1870,Wisconsin,10732,0,2256870,67886,148863,216749,10.41236637769955,0,45.833714520740024,0,141275
G1801330,1870,Indiana,21514,0,12154422,166889,111126,278015,43.718583529665665,0,192.44281309975645,0,988919
G0500390,1870,Arkansas,5707,0,358559,30911,131392,162303,2.2091951473478617,0,9.724554057280198,1022000,124449
G2300090,1870,Maine,36495,0,3032269,103536,154395,257931,11.756124700016672,0,51.74874219992919,0,5971
G2601010,1870,Michigan,6074,0,229100,2629,22595,25224,9.082619727243895,0,39.98036417259753,0,10509
G1700350,1870,Illinois,12223,0,2529650,75342,45838,121180,20.875144413269517,0,91.88933378930936,0,403075
G3600850,1870,New York,33029,0,4328609,11879,5557,17436,248.2569970176646,0,1092.791006034284,0,35083
G2600690,1870,Michigan,3163,0,55500,647,4031,4678,11.864044463445918,0,52.22378922082116,0,45
G1200130,1870,Florida,998,0,51970,5311,14248,19559,2.657088808221279,0,11.696116470997033,71200,25970
G1901730,1870,Iowa,6989,0,2212586,46895,62824,109719,20.16593297423418,0,88.76748872042978,0,438089
G2000450,1870,Kansas,20592,0,6689989,94852,119047,213899,31.27639212899546,0,137.67410558557492,0,1065113
G2900410,1870,Missouri,19136,0,4581355,118952,135791,254743,17.984223315262835,0,79.16392176464176,0,919288
G1303070,1870,Georgia,4677,0,283975,36301,59533,95834,2.963196777761546,0,13.043559000341808,1266800,86810
G1800890,1870,Indiana,12339,0,5132015,114102,61921,176023,29.155366060117142,0,128.33765892151752,0,189947
G4400010,1870,Rhode Island,9421,0,1320950,8928,3218,12146,108.75596904330644,0,478.727875752931,0,13521
G0101050,1870,Alabama,24975,0,1455175,97977,114490,212467,6.848945953959909,0,30.148058782688548,5379600,341985
G0100090,1870,Alabama,9945,0,649291,56349,186927,243276,2.6689480261102614,0,11.748319014342705,380000,266553
