GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ASW001,AUJ001,AUJ002,AUK001,AUK002,AUK003,ATB001,ATB002,ATB003,ATB004,ATB005,ATB006,ATB007,ATB008,ATB009,ATB010,ATB011,ATB012,ATB013,ATB014,ATB015,ATB016,ATB017,ATB018,ATB019,ATB020,ATB021,ATB022,ATB023,ATB024,ATB025,ATB026,ATB027,ATB028,ATB029,ATB030,ATB031
"G2601170","1890","Michigan","260","Montcalm","1170","Montcalm","23","1170",32637,174322,116514,7288490,343420,1097060,24454,16329,469561,584640,46175,296664,0,0,0,0,0,0,0,0,0,0,16637,937,37796,9597,449,0,450,0,4821,0,2233,0,0,615526,0
"G2601190","1890","Michigan","260","Montmorency","1190","Montmorency","23","1190",1487,4764,14058,221030,12750,43930,209,345,2070,18659,186,2442,0,0,0,0,0,0,0,0,0,0,2001,763,1493,9,20,0,0,0,3634,0,46,0,0,18761,65
"G2601210","1890","Michigan","260","Muskegon","1210","Muskegon","23","1210",40013,72179,67037,4032080,191210,550860,4117,12016,193988,179365,19988,82832,0,0,0,0,0,0,0,0,0,0,27148,1636,20685,1988,55,0,100,0,7555,0,801,0,0,190465,367
"G2601230","1890","Michigan","260","Newaygo","1230","Newaygo","23","1230",20476,90086,96112,3764890,189700,610340,3824,12273,280992,176121,17608,121169,0,0,0,0,0,0,0,0,0,0,30548,3041,23740,2612,153,0,0,0,7765,324,581,0,0,194459,473
"G2601250","1890","Michigan","260","Oakland","1250","Oakland","23","1250",41245,412624,123732,23898740,909020,2720460,241810,32857,998875,1194802,104464,953389,0,0,0,0,0,0,0,0,0,520,3844,4162,82694,15088,1066,0,0,5600,10834,0,38409,0,0,747485,0
"G2601270","1890","Michigan","260","Oceana","1270","Oceana","23","1270",15698,78017,72277,4222000,196110,588770,1297,14465,258018,159103,31964,86887,0,0,0,0,0,0,0,0,0,45,44600,7573,19669,790,90,0,0,0,8051,0,927,0,0,310895,44
"G2601290","1890","Michigan","260","Ogemaw","1290","Ogemaw","23","1290",5583,18348,37760,675450,31290,117290,1599,2369,8847,36501,3239,21897,0,0,0,0,0,0,0,0,0,0,980,821,4397,18,32,0,0,0,9734,0,120,0,0,46243,0
"G2601310","1890","Michigan","260","Ontonagon","1310","Ontonagon","23","1310",3756,2933,3226,104070,9640,25580,50,0,30,10565,0,70,0,0,0,0,0,0,0,0,0,0,0,20,1571,0,0,0,0,0,213,0,0,0,0,12982,0
"G2601330","1890","Michigan","260","Osceola","1330","Osceola","23","1330",14630,56463,68716,2500040,130520,438730,4058,5616,80092,120907,20214,67527,0,0,0,0,0,0,0,0,0,16,13912,3893,15121,7,30,0,8,0,16801,0,545,0,0,229955,0
"G2601350","1890","Michigan","260","Oscoda","1350","Oscoda","23","1350",1904,8697,28817,270040,14130,54810,30,1880,3458,9656,1514,1514,0,0,0,0,0,0,0,0,0,40,417,315,2037,1,0,0,0,0,194,0,43,0,0,18070,0
"G2601370","1890","Michigan","260","Otsego","1370","Otsego","23","1370",4272,11046,22693,575220,33630,110850,2346,1665,9377,32310,1057,9069,0,0,0,0,0,0,0,0,0,0,13391,5867,3662,3,3,0,0,0,3592,148,90,0,10,128402,339
"G2601390","1890","Michigan","260","Ottawa","1390","Ottawa","23","1390",35358,192956,78235,10095340,484370,1334170,25900,16446,543941,581919,56092,361148,0,0,0,0,0,0,0,0,0,50,66370,5249,48813,5825,497,0,0,1600,3819,0,2522,0,0,353868,0
"G2601410","1890","Michigan","260","Presque Isle","1410","Presque Isle","23","1410",4687,16845,42257,654580,63660,137080,2686,504,2340,61626,10665,23401,0,0,3,1,0,0,0,0,0,0,1283,740,4907,0,2,0,50,0,28227,0,42,0,10,98712,0
"G2601430","1890","Michigan","260","Roscommon","1430","Roscommon","23","1430",2033,1661,6414,47950,4440,13520,0,189,1508,3320,326,330,0,0,0,0,0,0,0,0,0,0,50,49,530,0,0,0,0,0,22,0,5,0,0,8342,212
"G2601450","1890","Michigan","260","Saginaw","1450","Saginaw","23","1450",82273,204363,139821,13609950,640840,1766600,96720,21596,499996,1385008,10558,585175,0,0,77,8,0,0,0,0,1,90,2635,955,67334,8393,765,0,222,0,51661,0,3440,0,0,404289,15
"G2601470","1890","Michigan","260","St Clair","1470","St Clair","23","1470",52105,257691,115865,13361230,620040,1706980,170429,26610,195073,1734270,9089,407122,0,0,1330,142,25200,0,0,0,0,0,2895,741,77584,2773,2119,0,140,0,79040,0,1197,0,0,235585,392
"G2601490","1890","Michigan","260","St Joseph","1490","St Joseph","23","1490",25356,236069,51769,12038810,353530,1157000,2433,4864,1014589,549023,115959,771118,0,0,0,0,0,0,0,0,0,3232,1700,247,37336,4018,398,0,0,0,109,0,6108,0,0,386796,209
"G2601510","1890","Michigan","260","Sanilac","1510","Sanilac","23","1510",32589,269626,147808,10431390,544010,1809050,354806,20176,88844,1138277,7125,534256,0,0,829,75,5825,0,0,0,0,0,1300,151,67490,7294,461,0,45,0,252506,0,987,0,0,180838,0
"G2601530","1890","Michigan","260","Schoolcraft","1530","Schoolcraft","23","1530",5818,3124,12576,178950,8860,29660,783,0,0,9421,180,255,0,0,0,0,0,0,0,0,0,0,960,196,1218,0,1,0,20,0,158,0,0,0,0,26243,63
"G2601550","1890","Michigan","260","Shiawassee","1550","Shiawassee","23","1550",30952,229585,83664,13558780,573950,1714510,50658,14579,650100,1173283,5199,826324,0,0,0,0,0,0,0,0,0,0,14426,4288,60237,15741,1156,0,0,0,16654,0,4628,0,0,225809,207
"G2601570","1890","Michigan","260","Tuscola","1570","Tuscola","23","1570",32508,222019,151320,11767210,556710,1736060,131665,33843,485228,1126377,16910,670420,0,0,17,0,0,0,0,0,0,115,5771,1193,47976,18314,1535,0,20,0,92744,0,4000,50,0,310770,114
"G2601590","1890","Michigan","260","Van Buren","1590","Van Buren","23","1590",30541,241287,80661,12119870,460350,1641930,9238,26965,980165,682352,105405,523952,0,0,,,,0,0,0,0,3600,33957,4145,51826,18683,713,0,145,5150,299,0,44141,0,0,351530,249
"G2601610","1890","Michigan","260","Washtenaw","1610","Washtenaw","23","1610",42210,340323,88663,20999710,738150,2150130,181363,19575,1093628,941826,75626,1046374,0,0,25,0,0,0,0,0,0,843,1187,1692,77281,10454,535,0,0,0,6074,0,21508,0,0,218719,11
"G2601630","1890","Michigan","260","Wayne","1630","Wayne","23","1630",257114,240648,73315,25364450,799690,1967550,26380,29455,804950,1182218,54510,335548,0,0,0,0,0,0,0,0,0,743,3325,988,70925,1392,95,0,37,0,4196,0,15311,0,0,621070,45
"G2601650","1890","Michigan","260","Wexford","1650","Wexford","23","1650",11278,26742,39397,1149040,61350,218280,2728,3359,43255,58276,9543,16781,0,0,0,0,0,0,0,0,0,0,34578,3609,7624,7,61,0,0,0,1388,15,261,0,0,97601,0
"G2700010","1890","Minnesota","270","Aitkin","0010","Aitkin","33","10",2462,2689,21489,158950,12690,59130,277,0,2675,10785,60,60,0,0,0,0,0,0,0,0,0,0,0,6,4483,0,0,0,0,0,142,0,1154,0,0,42542,0
"G2700030","1890","Minnesota","270","Anoka","0030","Anoka","33","30",9884,41326,132845,5685780,90140,409880,100,9052,278951,213178,27142,4067,0,0,0,0,0,0,0,0,0,8471,0,0,25956,0,0,0,1296,0,127,30,3800,0,1,430950,0
"G2700050","1890","Minnesota","270","Becker","0050","Becker","33","50",9401,71239,127154,2047310,143070,498531,18854,22,7678,165548,864,418543,0,0,6095,207,0,0,0,0,0,0,0,173,21162,0,93,0,50,0,61,0,418,0,0,80073,0
"G2700070","1890","Minnesota","270","Beltrami","0070","Beltrami","33","70",312,129,8650,38850,1650,10780,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,968,0
"G2700090","1890","Minnesota","270","Benton","0090","Benton","33","90",6284,49237,60931,1579500,80590,281955,4202,704,85635,207810,16432,175974,0,0,86,0,0,0,0,0,0,454,0,37,18863,0,5,0,70,0,469,1,1027,0,0,58140,0
"G2700110","1890","Minnesota","270","Big Stone","0110","Big Stone","33","110",5722,102653,71337,1813580,141660,471790,19124,184,49985,406404,233,1008835,0,0,6492,15,0,0,0,0,0,221,0,0,31415,0,1814,0,20,0,13,1,124,0,0,30628,0
"G2700130","1890","Minnesota","270","Blue Earth","0130","Blue Earth","33","130",29210,350954,55569,9761590,398250,1474821,110951,3040,1286275,1329254,6698,1375050,0,0,167506,4082,1910,0,0,0,0,36446,18,19,58723,2565,4172,0,133,0,20,0,862,1800,2,269796,0
"G2700150","1890","Minnesota","270","Brown","0150","Brown","33","150",15817,240613,57070,5232354,284150,818770,26960,214,497446,828322,1643,1331604,0,0,81702,996,1324,0,0,0,0,11583,0,0,71585,16,951,0,0,0,13,6,101,1800,0,84820,0
"G2700170","1890","Minnesota","270","Carlton","0170","Carlton","33","170",5272,2334,12331,165920,8020,20790,72,19,213,2411,87,106,0,0,0,0,0,0,0,0,0,0,0,0,1856,0,0,0,0,0,110,0,24,0,0,22808,0
"G2700190","1890","Minnesota","270","Carver","0190","Carver","33","190",16532,99221,109159,6882376,280920,681812,18696,271,412100,430425,55914,890449,0,0,32,2,0,0,0,0,0,19046,55,1391,33404,135,42,0,130,0,64,23,456,40,0,134857,0
"G2700210","1890","Minnesota","270","Cass","0210","Cass","33","210",1247,2839,11712,113150,5940,25950,0,30,10870,2208,0,560,0,0,0,0,0,0,0,0,0,0,0,0,1817,0,0,0,0,0,0,0,407,0,0,11770,0
"G2700230","1890","Minnesota","270","Chippewa","0230","Chippewa","33","230",8555,129658,85922,2650580,144690,658110,30051,782,103374,519908,135,891519,0,0,23796,0,60,0,0,0,0,484,0,0,46391,10,554,0,0,0,1,9,49,0,0,46634,0
"G2700250","1890","Minnesota","270","Chisago","0250","Chisago","33","250",10359,43476,101649,2563630,146200,409330,3422,1146,107583,256118,31261,106821,0,0,0,0,0,0,0,0,0,2462,0,441,26658,224,12,0,40,0,9,8,3065,0,0,612397,0
"G2700270","1890","Minnesota","270","Clay","0270","Clay","33","270",11517,161147,120722,3321940,254500,771715,77796,40,2283,530567,55,1284176,0,0,182,0,0,0,0,0,0,0,0,0,42280,0,902,0,0,0,33,1,34,0,0,77951,0
"G2700310","1890","Minnesota","270","Cook","0310","Cook","33","310",98,35,1161,25400,100,420,0,,,,,,,,,,,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,434,0
"G2700330","1890","Minnesota","270","Cottonwood","0330","Cottonwood","33","330",7412,124371,83707,2806430,200820,679536,84036,150,103253,623534,1249,517086,0,0,113041,984,1050,0,0,0,0,695,0,3,48150,217,915,0,0,0,9,0,83,0,0,28257,0
"G2700350","1890","Minnesota","270","Crow Wing","0350","Crow Wing","33","350",8852,13202,77084,666330,36660,145620,976,988,55815,59976,222,17859,0,0,0,0,0,0,0,0,0,328,300,407,7588,0,0,0,0,0,81,6,2331,0,0,111621,0
"G2700370","1890","Minnesota","270","Dakota","0370","Dakota","33","370",20240,237029,54757,10979960,281390,1192130,19940,26321,709987,2534796,54917,64806,0,0,112767,95,140,0,0,0,0,3358,0,63,52944,3324,1700,0,142,0,127,8,3535,0,0,598257,0
"G2700390","1890","Minnesota","270","Dodge","0390","Dodge","33","390",10864,191855,30023,4357020,194960,863440,309247,22052,379247,777999,9046,132900,0,0,146326,336,0,0,0,0,0,1545,0,0,48677,5804,49908,0,0,0,127,0,317,0,0,112641,0
"G2700410","1890","Minnesota","270","Douglas","0410","Douglas","33","410",14606,118590,188246,4068350,200550,628535,21266,414,76816,441548,1193,1242496,0,0,535,0,0,0,0,0,0,613,233,67,42809,47,376,0,40,0,21,2,183,0,0,93246,0
"G2700430","1890","Minnesota","270","Faribault","0430","Faribault","33","430",16708,316354,54495,7999898,364880,1295240,157743,311,798641,1281839,1064,1265001,0,0,113809,3922,378,0,0,0,0,2546,5,6,71878,326,845,0,110,0,445,0,406,0,0,89602,0
"G2700450","1890","Minnesota","270","Fillmore","0450","Fillmore","33","450",25966,357083,117670,9935202,446730,1789035,551927,21977,1759139,2750757,25888,156728,0,0,108685,621,22,0,0,0,0,6533,0,0,80797,12750,101143,0,7158,0,265,6,1249,0,0,295233,0
"G2700470","1890","Minnesota","270","Freeborn","0470","Freeborn","33","470",17962,274472,93830,5960245,309240,1156910,172089,3140,773043,1401041,2619,595623,0,0,20715,317,0,0,0,0,0,1270,0,14,87740,4146,4986,0,200,0,63,50,267,2000,0,254051,0
"G2700490","1890","Minnesota","270","Goodhue","0490","Goodhue","33","490",28806,363037,83686,10659610,401250,1581210,1330951,29406,1018182,2348374,228333,604327,0,0,61366,606,83,0,0,0,0,10961,0,130,74412,5135,12660,0,0,0,605,169,5040,0,0,218450,0
"G2700510","1890","Minnesota","270","Grant","0510","Grant","33","510",6875,116845,87207,2709880,217540,650840,52928,61,14910,440835,399,1150987,0,0,2441,10,0,0,0,0,0,25,0,0,40970,0,453,0,0,0,9,10,334,0,0,33140,0
"G2700530","1890","Minnesota","270","Hennepin","0530","Hennepin","33","530",185294,141907,111446,16958864,321560,1092740,10922,4948,808199,991205,39286,239275,0,0,332,0,0,0,0,0,0,19474,21782,3622,56830,1202,10,0,60,0,582,9,5645,0,0,1018203,0
"G2700550","1890","Minnesota","270","Houston","0550","Houston","33","550",14653,155698,124815,4418569,238870,982192,30334,10420,1191986,1261577,21751,129619,0,0,3942,343,0,0,0,0,0,5208,0,2,43993,422,2262,0,400,0,1391,44,339,500,0,208128,0
"G2700570","1890","Minnesota","270","Hubbard","0570","Hubbard","33","570",1412,16706,18293,323560,20560,70160,2828,29,5742,47884,1368,138084,0,0,472,0,0,0,0,0,0,0,0,0,199,0,14,0,0,0,0,0,91,0,0,24526,0
"G2700590","1890","Minnesota","270","Isanti","0590","Isanti","33","590",7607,38396,108374,1367450,74970,279500,284,3922,144005,267704,56509,35482,0,0,0,0,0,0,0,0,0,4148,0,352,19285,10,0,0,20,0,1,17,4335,0,0,530143,0
"G2700610","1890","Minnesota","270","Itasca","0610","Itasca","33","610",743,426,1901,22800,1500,7110,0,0,132,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,3,8,6,0,0,2765,0
"G2700630","1890","Minnesota","270","Jackson","0630","Jackson","33","630",8924,121682,93490,3173595,217210,734896,172473,870,241286,558937,2310,294797,0,0,163450,1025,0,0,0,0,3,2082,0,4,57210,42,722,0,70,0,18,16,102,3600,0,48723,0
"G2700650","1890","Minnesota","270","Kanabec","0650","Kanabec","33","650",1579,3369,17081,223420,10670,34640,175,0,2276,17496,3064,882,0,0,0,0,0,0,0,0,0,0,0,0,1921,0,0,0,112,0,5,0,522,0,0,21098,0
"G2700670","1890","Minnesota","270","Kandiyohi","0670","Kandiyohi","33","670",13997,213356,97300,4552260,287580,917840,19680,167,95277,582556,420,1220275,0,0,3005,0,0,0,0,0,0,338,0,0,84322,0,276,0,0,0,10,3,102,0,0,51051,0
"G2700690","1890","Minnesota","270","Kittson","0690","Kittson","33","690",5387,117319,114011,2285955,228883,487537,150340,0,0,161663,348,751227,0,0,0,0,0,0,0,0,0,0,0,0,12091,0,0,0,0,0,30,0,0,0,0,61559,0
"G2700730","1890","Minnesota","270","Lac Qui Parle","0730","Lac Qui Parle","33","730",10382,210259,109617,4145300,306560,917055,24977,90,204941,607794,0,1639868,0,0,4400,1,40,0,0,0,0,0,0,0,55838,0,818,0,58,0,28,5,139,0,0,47798,0
"G2700750","1890","Minnesota","270","Lake","0750","Lake","33","750",1299,262,914,17400,540,1610,130,0,0,212,30,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,5,0,0,0,0,1965,0
"G2700790","1890","Minnesota","270","Le Sueur","0790","Le Sueur","33","790",19057,135821,137000,6478730,266670,795780,15928,565,809245,346909,6873,989016,0,0,165,6,0,0,0,0,0,26161,425,466,37856,528,87,0,1969,0,259,0,654,700,0,154286,91
"G2700810","1890","Minnesota","270","Lincoln","0810","Lincoln","33","810",5691,102239,76941,1767910,145910,419120,15746,80,38945,136854,460,332008,0,0,52805,0,0,0,0,0,0,11,0,0,24020,0,16,0,0,0,7,0,39,0,0,29910,0
"G2700830","1890","Minnesota","270","Lyon","0830","Lyon","33","830",9501,141335,111748,3269473,199860,727973,22052,0,185378,446596,116,683112,0,0,44711,58,0,0,0,0,0,46,0,0,42965,15,883,0,0,0,18,30,70,0,1,46173,5
"G2700850","1890","Minnesota","270","McLeod","0850","Mcleod","33","850",17026,199260,72088,6570970,313260,840270,23896,1061,360067,665098,4838,1400973,0,0,1629,17,0,0,0,0,0,14017,235,235,55925,24,440,0,0,0,10,5,136,0,0,100959,0
"G2700890","1890","Minnesota","270","Marshall","0890","Marshall","33","890",9130,156377,171023,2874679,304910,671465,163671,0,210,265172,2211,1156171,0,0,1558,0,0,0,0,0,0,0,0,0,30010,0,30,0,0,0,62,1,19,0,0,91719,0
"G2700910","1890","Minnesota","270","Martin","0910","Martin","33","910",9403,148522,111181,4246018,317500,1008770,111271,3443,635073,1093662,676,261677,0,0,142293,4527,24,0,0,0,0,8628,0,6,71867,14,1648,0,0,0,16,3,539,2000,0,64283,0
"G2700930","1890","Minnesota","270","Meeker","0930","Meeker","33","930",15456,153839,147764,6033820,291080,888400,8666,330,250478,557385,6149,1514911,0,0,661,10,0,0,0,0,0,22793,190,10,61635,172,666,0,78,0,1,18,717,0,125,71182,5
"G2700950","1890","Minnesota","270","Mille Lacs","0950","Mille Lacs","33","950",2845,10926,19185,310100,12740,79040,847,1131,38712,46496,4397,6853,0,0,30,0,0,0,0,0,0,154,1100,10,7116,0,0,0,0,0,624,30,752,0,0,20124,0
"G2700970","1890","Minnesota","270","Morrison","0970","Morrison","33","970",13325,68483,140875,2613810,161130,504080,7141,1142,192261,315728,15502,485267,0,0,1800,0,0,0,0,0,0,583,1934,231,21790,0,16,0,1499,0,169,59,868,0,0,143593,0
"G2700990","1890","Minnesota","270","Mower","0990","Mower","33","990",18019,281486,85573,7230760,351070,1221460,541561,21710,534906,2433849,4237,108763,0,0,312108,1661,0,0,0,0,0,180,0,0,67988,13230,144594,0,4760,0,96,1,601,400,0,212307,0
"G2701010","1890","Minnesota","270","Murray","1010","Murray","33","1010",6692,114307,72279,2357040,174790,574430,53729,50,68007,355620,176,363753,0,0,107681,583,8,0,0,0,0,54,0,0,33697,54,2113,0,125,0,0,0,132,0,0,31777,0
"G2701030","1890","Minnesota","270","Nicollet","1030","Nicollet","33","1030",13382,201988,56345,5909258,290320,3369190,29129,533,476196,773769,9350,1312239,0,0,20356,406,81,0,0,0,0,17435,0,10,65756,175,500,0,0,0,80,4,459,0,0,112189,0
"G2701050","1890","Minnesota","270","Nobles","1050","Nobles","33","1050",7958,159206,72988,3563280,233350,731290,122692,2309,258168,526289,4224,392127,0,0,153848,2705,0,0,0,0,0,321,0,0,44095,54,3361,0,0,0,7,29,83,0,0,53294,0
"G2701070","1890","Minnesota","270","Norman","1070","Norman","33","1070",10618,182628,140563,3320280,261390,751490,56051,0,2544,315403,530,1233249,0,0,519,10,7,0,0,0,0,0,0,0,29713,0,559,0,0,0,10,1,6,0,0,71159,0
"G2701090","1890","Minnesota","270","Olmsted","1090","Olmsted","33","1090",19806,311257,57295,8677600,366020,1381990,1152809,12071,1012075,1936364,31194,198992,0,0,89965,1658,300,0,0,0,0,2619,500,38,65392,9938,100406,0,0,500,136,26,1206,2500,0,264110,17
"G2701110","1890","Minnesota","270","Otter Tail","1110","Otter Tail","33","1110",34232,311175,405380,8511466,564640,1700225,70918,1997,204860,1001020,13762,2623538,0,0,4127,30,0,0,0,0,0,1419,1152,748,66192,10,928,0,591,0,255,33,1587,5200,12,289013,0
"G2701150","1890","Minnesota","270","Pine","1150","Pine","33","1150",4052,4783,26070,300330,13620,56005,328,489,6240,9995,532,1590,0,0,0,0,0,0,0,0,0,0,300,0,2473,0,0,0,0,0,136,78,429,0,0,38897,0
"G2701170","1890","Minnesota","270","Pipestone","1170","Pipestone","33","1170",5132,87943,32667,1592110,100430,304430,18082,207,55482,152332,2368,204089,0,0,59352,805,300,0,0,0,0,6,0,0,9147,13,303,0,0,0,5,0,47,0,0,20560,0
"G2701190","1890","Minnesota","270","Polk","1190","Polk","33","1190",30192,423514,466297,9085270,689860,1838973,300439,98,4100,816626,2169,3013361,0,0,609,1,0,0,0,0,0,0,0,4,72537,0,66,0,909,0,173,55,283,0,0,283382,125
"G2701210","1890","Minnesota","270","Pope","1210","Pope","33","1210",10032,159225,135862,3386252,232310,778720,23149,769,74748,619853,44,1163201,0,0,7027,30,0,0,0,0,0,274,0,0,60983,3,679,0,0,0,18,3,478,550,0,54744,0
"G2701230","1890","Minnesota","270","Ramsey","1230","Ramsey","33","1230",139796,23045,19915,8424800,76410,494450,390,134,62560,127724,1595,6091,0,0,150,25,0,0,0,0,0,450,0,0,17081,0,0,0,0,0,66,70,417,0,0,252450,0
"G2701270","1890","Minnesota","270","Redwood","1270","Redwood","33","1270",9386,148289,111417,3630586,241910,844850,25019,430,248695,553233,170,871087,0,0,63406,251,0,0,0,0,0,1112,0,0,64336,55,1325,0,70,0,30,56,327,0,0,63944,0
"G2701290","1890","Minnesota","270","Renville","1290","Renville","33","1290",17099,229827,216838,6862455,407910,1313665,57689,3417,385930,992926,362,1956002,0,0,32601,562,357,0,0,0,0,3731,0,0,108190,106,883,0,0,0,31,11,273,0,0,116277,40
"G2701310","1890","Minnesota","270","Rice","1310","Rice","33","1310",23968,220064,56128,7198310,321230,1132590,31916,13414,659494,1014026,40885,570450,0,0,24996,423,340,0,0,0,590,12072,435,0,43332,4498,887,0,0,0,29,0,703,0,0,209376,12
"G2701330","1890","Minnesota","270","Rock","1330","Rock","33","1330",6817,142636,58848,3412250,184510,661570,189447,125,370574,577593,7777,348658,0,0,131964,527,0,0,0,0,0,0,18,7,27848,615,6599,0,0,0,6,1,97,0,0,48262,30
"G2701370","1890","Minnesota","270","St Louis","1370","St Louis","33","1370",44862,4869,30370,1072040,15070,64265,83,0,0,5043,108,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,0,0,0,0,0,115,0,50,0,0,50665,0
"G2701390","1890","Minnesota","270","Scott","1390","Scott","33","1390",13831,124923,68841,4879310,217420,623940,8241,3718,508274,503770,84458,604999,0,0,806,18,0,0,0,0,0,7875,10,116,29558,1888,0,0,0,0,11,18,671,0,0,106180,0
"G2701410","1890","Minnesota","270","Sherburne","1410","Sherburne","33","1410",5908,61737,67571,1800374,105850,436090,419,2803,314451,240851,62618,79398,0,0,0,0,0,0,0,0,0,2576,0,0,21117,0,2,0,0,0,0,8,1890,0,0,106602,0
"G2701430","1890","Minnesota","270","Sibley","1430","Sibley","33","1430",15199,230002,95922,7386880,375970,449290,59869,442,490700,796985,13345,1622764,0,0,16359,0,0,0,0,0,0,7335,950,245,66370,0,14,0,288,0,38,10,127,0,0,103788,0
"G2701450","1890","Minnesota","270","Stearns","1450","Stearns","33","1450",34844,250229,352439,9859330,461360,1504430,27486,727,327490,1033753,18597,1992246,0,0,1390,39,0,0,0,0,0,3697,260,130,80098,37,216,0,298,0,15,4,592,0,0,182150,0
"G2701470","1890","Minnesota","270","Steele","1470","Steele","33","1470",13232,213027,23961,4404262,194620,784180,93784,5264,534704,711438,12360,462770,0,0,23826,617,145,0,0,0,0,2006,0,8,51180,4689,2224,0,40,0,85,12,406,0,0,175314,0
"G2701490","1890","Minnesota","270","Stevens","1490","Stevens","33","1490",5251,90577,93458,1947738,136800,446900,26537,1375,29187,509780,212,731824,0,0,31928,0,0,0,0,0,0,0,0,0,34904,0,290,0,0,0,5,0,28,0,0,30378,0
"G2701510","1890","Minnesota","270","Swift","1510","Swift","33","1510",10161,128911,136117,2911310,189680,712040,28428,10,90394,644390,0,971484,0,0,17676,20,2000,0,0,0,0,0,0,0,67624,0,22,0,0,0,16,4,282,0,0,63514,0
"G2701530","1890","Minnesota","270","Todd","1530","Todd","33","1530",12930,69833,155226,2469480,166380,511165,5754,891,116773,197638,2791,432933,0,0,2,1,0,0,0,0,0,904,1255,1430,30753,26,42,0,575,0,14,13,1134,2000,0,127551,0
"G2701550","1890","Minnesota","270","Traverse","1550","Traverse","33","1550",4516,99759,91125,2142070,146170,424955,56845,0,28842,374924,94,1301646,0,0,2167,0,0,0,0,0,0,7,0,0,17723,0,15,0,0,0,1,0,14,0,4,28255,0
"G2701570","1890","Minnesota","270","Wabasha","1570","Wabasha","33","1570",16972,217459,75160,6167640,311140,977150,990512,20539,985757,1416965,106119,305388,0,0,9871,129,0,0,0,0,0,2000,300,30,37058,5512,15166,0,0,0,121,0,627,0,0,280604,0
"G2701590","1890","Minnesota","270","Wadena","1590","Wadena","33","1590",4053,25687,37988,635650,45440,133800,1618,341,32941,66927,7894,126861,0,0,0,0,0,0,0,0,0,130,300,3,6443,0,0,0,118,0,31,0,514,0,0,47286,0
"G2701610","1890","Minnesota","270","Waseca","1610","Waseca","33","1610",13313,200890,37343,5323830,232870,850070,23427,1462,496232,535909,2493,794458,0,0,13071,506,0,0,0,0,0,16894,29,107,39051,2299,805,0,800,0,27,45,562,0,,128339,0
"G2701630","1890","Minnesota","270","Washington","1630","Washington","33","1630",25992,118685,67530,7172860,220640,720840,114379,7498,478574,1160480,83808,117856,0,0,10521,25,0,0,0,0,0,290,0,0,30308,2397,248,0,145,0,170,12,2980,0,0,431908,0
"G2701650","1890","Minnesota","270","Watonwan","1650","Watonwan","33","1650",7746,130148,60647,3670280,176170,620340,39197,740,364554,796554,763,497702,0,0,172094,1885,40,0,0,0,0,6641,6,32,46218,42,3555,0,15,0,5,1,199,0,0,39051,0
"G2701670","1890","Minnesota","270","Wilkin","1670","Wilkin","33","1670",4346,84648,69592,1791094,124750,353237,67875,142,12982,309656,80,763185,0,0,3721,7,0,0,0,0,0,0,0,0,15084,0,256,0,0,0,46,21,76,0,0,22775,0
"G2701690","1890","Minnesota","270","Winona","1690","Winona","33","1690",33797,220002,118121,7732670,336360,1107770,1067797,28782,898538,1530805,67918,466845,0,0,16413,46,0,0,0,0,0,2399,55,53,49667,4321,31362,0,305,0,811,178,1736,19000,0,366626,40
"G2701710","1890","Minnesota","270","Wright","1710","Wright","33","1710",24164,127255,197309,7549371,341450,985745,8036,684,641982,541708,37612,1147154,0,0,100,0,0,0,0,0,0,37666,3070,1435,44000,143,37,0,591,0,317,5,1511,0,0,210010,0
"G2701730","1890","Minnesota","270","Yellow Medicine","1730","Yellow Medicine","33","1730",9854,181369,109054,3842717,240010,827690,14079,12,181176,439608,256,998455,0,0,6504,13,0,0,0,0,0,15,0,0,60697,7,583,0,0,0,6,11,141,0,0,55516,0
"G2800010","1890","Mississippi","280","Adams","0010","Adams","46","10",26031,75313,126048,1570310,59540,431870,0,0,152758,180,0,0,20136,9317,0,0,0,0,0,241,0,862,0,0,737,0,0,240,200,0,0,7098,6,25,658,7561,51229
"G2800030","1890","Mississippi","280","Alcorn","0030","Alcorn","46","30",13115,59497,128845,841920,39070,304530,0,5,235239,20079,40,1587,3007,102,0,0,0,0,0,0,0,12125,0,0,3097,0,0,0,350,0,0,358,1,6000,8,2612,11499
"G2800050","1890","Mississippi","280","Amite","0050","Amite","46","50",18198,120315,215539,1604570,80170,532620,0,0,447549,16866,0,0,21587,5396,0,0,0,0,1000,33259,0,1474,0,0,201,0,0,4010,0,0,214,1690,60,0,207,2132,54781
"G2800070","1890","Mississippi","280","Attala","0070","Attala","46","70",22213,126280,236054,1894310,119930,600160,0,0,556048,54100,0,241,16212,4418,0,0,0,0,0,65669,0,15760,0,0,1009,0,0,440,179,0,10,3630,29,260,736,3764,42807
