GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002,AJ1001,AJ1002,AJ1003,AJ1004,AJ1005,AJ1006,AJ1007,AJ1008,AJ1009,AJ1010,AJ1011,AJ1012,AJ1013,AJ1014,AJ1015,AJ1016,AJ1017,AJ1018,AJ1019,AJ1020,AJ1021,AJ1022,AJ1023,AJ1024,AJ1025,AJ1026,AJ1027,AJ1028,AJ1029,AJ1030,AJ1031,AJ1032,AJ1033,AJ1034
"G3400210","1870","New Jersey","340","Mercer","0210","Mercer","12","210",46386,108400,12032,8147,14102100,513161,40,149198,16505,545547,428143,40,11415,0,17516,0,25425,26,222207,9724,83,500342,2095,209837,28767,1514,464,0,0,0,3,0,0,0,0,0,171,0,119,1682
"G3400230","1870","New Jersey","340","Middlesex","0230","Middlesex","12","230",45029,115621,24450,17016,16896100,547804,7,106151,15967,423843,271332,605,11772,0,0,0,8639,877,248830,12391,1290,418434,2840,192389,37160,1595,71,0,0,0,0,0,0,0,0,0,952,0,102,2453
"G3400250","1870","New Jersey","340","Monmouth","0250","Monmouth","12","250",46195,156777,36882,9418,22280816,688910,689,175784,46567,760479,180461,496,3282,0,0,0,41582,878,1263403,50892,490,415367,400,119539,32389,151,133,3200,0,0,0,0,0,0,32,0,3533,0,57,3365
"G3400270","1870","New Jersey","340","Morris","0270","Morris","12","270",43137,130204,73009,25162,15000520,381870,26,80871,23776,608024,290721,611,49764,0,825,0,18361,268,168611,273,1400,535274,800,350891,34859,1058,13,0,0,3325,79,0,0,0,0,0,255,0,290,5167
"G3400290","1870","New Jersey","340","Ocean","0290","Ocean","12","290",13628,23653,52245,53428,3218500,93729,0,9273,13768,106969,10228,0,3380,0,0,0,4425,740,52719,8760,81,75926,2390,14561,7348,91,2,30,0,0,0,0,0,0,0,0,2914,0,34,2291
"G3400310","1870","New Jersey","340","Passaic","0310","Passaic","12","310",46416,46253,48636,794,7174170,106719,27,2695,15223,68407,36467,270,13308,0,400,0,6487,237,87950,0,3344,159418,0,244422,11396,42,17,0,0,0,0,0,0,0,12,0,0,0,0,3891
"G3400330","1870","New Jersey","340","Salem","0330","Salem","12","330",23940,122021,22696,33303,13661904,452271,0,259777,5345,756342,164678,0,5957,0,200,0,11658,1333,350955,220574,122,373849,7820,27631,39454,3903,67496,0,0,0,0,0,0,0,0,0,1181,0,0,1187
"G3400350","1870","New Jersey","340","Somerset","0350","Somerset","12","350",23510,157276,14507,2265,17189580,699832,0,218766,12872,561136,700515,158,6731,0,0,0,22457,25,86684,0,231,587093,0,131437,42034,5125,1059,33,0,3800,64,0,0,0,0,0,0,0,20,1324
"G3400370","1870","New Jersey","340","Sussex","0370","Sussex","12","370",23168,157403,67673,6508,13264704,356810,24,64508,105306,432776,268477,370,72870,0,50,0,11959,179,81006,0,50,1455788,0,1317791,40335,406,161,2,0,0,7,0,0,0,330,0,24,5,455,7571
"G3400390","1870","New Jersey","340","Union","0390","Union","12","390",41859,27349,7485,2374,8893600,110900,33,5306,4215,94618,36948,0,4312,0,0,0,355,405,61544,0,58,114763,50,618533,10879,15,10,10,0,0,0,0,0,0,0,0,292,0,33,1115
"G3400410","1870","New Jersey","340","Warren","0410","Warren","12","410",34336,155939,27758,9408,15918928,496935,920,294882,84252,747951,322804,1167,72858,0,0,0,45557,24,81823,131,22,867831,0,18511,26401,1894,154,24,0,0,26,0,0,0,30,0,80,0,38,4142
"G3550035","1870","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",7591,4966,2845,43868,144300,7850,17739,561,0,31505,275,25,0,0,0,0,166960,2216,50,0,14080,500,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550075","1870","New Mexico Territory","355","Colfax","0075","Colfax","66","70",1992,2817,0,15000,67200,5135,5491,0,0,11000,14398,220,0,0,0,0,13500,158,160,0,0,4520,1000,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550115","1870","New Mexico Territory","355","Dona Ana","0115","Dona Ana","66","130",5864,17184,2800,5338,117460,7125,23324,0,0,98590,550,600,0,0,0,0,14000,1607,10,0,680,450,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0
"G3550155","1870","New Mexico Territory","355","Grant","0155","Grant","66","170",1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G3550195","1870","New Mexico Territory","355","Lincoln","0195","Lincoln","66","270",1803,9887,0,6615,139770,12843,13607,0,0,134162,2430,2843,0,0,200,0,0,0,225,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550255","1870","New Mexico Territory","355","Mora","0255","Mora","66","330",8056,20503,0,8919,446638,43525,44105,10,40,57349,27314,46,10,0,0,0,41580,385,150,0,0,4600,0,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550315","1870","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",9294,6721,0,1152,100892,2528,5249,0,0,10351,0,0,0,0,413,0,19663,341,125,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0
"G3550395","1870","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",16058,20541,0,13360,257126,13242,0,13321,0,83145,994,37,0,0,0,0,186626,1413,47,0,800,2242,18650,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550415","1870","New Mexico Territory","355","Santa Anna","0415","Santa Anna","66","475",2599,1534,10700,34104,72097,940,2975,0,0,9521,0,80,0,0,808,0,26334,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550435","1870","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",9699,10925,81886,440278,218451,4463,6314,0,0,20262,127,0,0,0,988,0,28918,1389,0,0,0,540,1120,765,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550475","1870","New Mexico Territory","355","Socorro","0475","Socorro","66","530",6603,4655,360,3584,113040,3266,26889,0,0,26860,30,0,0,0,0,0,24006,372,12,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550495","1870","New Mexico Territory","355","Taos","0495","Taos","66","550",12079,33686,0,9681,330582,15120,153799,0,2,80224,21542,25,0,0,0,0,90503,15040,2323,0,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3550555","1870","New Mexico Territory","355","Valencia","0555","Valencia","66","610",9093,9588,7692,2360,252583,5077,39438,0,0,77854,0,0,0,0,6178,0,72840,5755,0,0,1976,60,5219,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,0
"G3600010","1870","New York","360","Albany","0010","Albany","13","10",133052,248562,54892,9153,22382712,1012138,6320,8539,129535,165350,784146,37205,160594,0,25,0,137641,19243,637058,0,212,1142783,10985,779355,115655,3099,868,133964,0,5804,147,0,0,0,3505,0,0,247,1309,24249
"G3600030","1870","New York","360","Allegany","0030","Allegany","13","30",40814,354804,214278,22846,18232212,715648,96945,98776,16434,135850,800600,29558,96554,0,6,0,410168,26339,384687,0,311,1908721,220880,3397465,134797,496,2065,53014,0,225,261,0,0,0,492568,0,22,1780,3569,32802
"G3600070","1870","New York","360","Broome","0070","Broome","13","70",44103,244424,118103,9982,17653310,699026,15911,47292,10708,202095,623661,2465,136085,0,11000,0,72137,1121,450028,0,318,2961378,31540,251291,101955,56,263,164809,0,0,51,0,0,0,65560,0,0,120,1867,32497
"G3600090","1870","New York","360","Cattaraugus","0090","Cattaraugus","13","90",43909,362605,274373,6683,22914176,749720,59065,25861,9271,160602,783387,18801,29754,0,29,0,110063,10738,340803,0,30,2700265,889132,7505978,144919,43,1024,35121,0,2285,2,0,0,0,458723,0,0,825,2610,11618
"G3600110","1870","New York","360","Cayuga","0110","Cayuga","13","110",59550,334376,68492,10009,32712556,1312233,8321,613916,2459,703148,916168,732140,65758,0,96287,0,324792,7981,397747,0,483,2392238,75573,316628,87604,8329,550,14022,0,72260,2520,0,0,0,40450,0,646,1022,2753,7903
"G3600130","1870","New York","360","Chautauqua","0130","Chautauqua","13","130",59327,425220,177840,20396,33061756,1196333,66426,82423,972,254110,755451,43927,14097,0,2597,0,193891,6566,314873,21,5825,5049037,773830,1505598,162272,191,2235,22504,0,89976,80,0,0,0,342732,0,0,4742,2847,12355
"G3600150","1870","New York","360","Chemung","0150","Chemung","13","150",35281,145824,68071,7620,11714796,333486,28067,134367,13547,215305,480161,50491,116152,0,475905,0,48983,1896,138573,0,261,1203401,49110,331812,50066,2071,419,14513,0,161,86,0,0,0,3249,0,0,30,2184,33933
"G3600170","1870","New York","360","Chenango","0170","Chenango","13","170",40564,400690,119410,13245,27048542,1227171,5781,13637,5212,228921,584429,10091,33308,0,0,0,117546,2657,398045,0,0,5319814,280114,4442630,183291,12,211,586990,0,200,6,0,0,0,397570,0,0,1991,2435,23719
"G3600190","1870","New York","360","Clinton","0190","Clinton","13","190",47947,224898,99037,31584,10067946,430609,81317,93,16514,106256,520609,23159,92443,0,175,0,151525,41243,844703,0,623,965608,61022,49950,66470,52,641,22936,0,375,18,0,0,0,163036,0,0,641,1381,33548
"G3600210","1870","New York","360","Columbia","0210","Columbia","13","210",47044,313762,50660,8748,26450746,966840,2239,1693,426408,336281,942307,11053,108971,0,0,0,233196,871,678480,6,964,1227274,22173,328764,112878,21,443,58199,0,2016,54,0,0,0,674,0,13,75,416,16056
"G3600230","1870","New York","360","Cortland","0230","Cortland","13","230",25173,231875,75044,442,16832124,603254,7145,18293,1883,151810,389667,27704,26378,0,100,0,59169,3777,244527,0,18,3431135,826273,2441957,114197,155,412,70259,0,16640,690,0,0,0,303773,0,0,975,1823,12089
"G3600250","1870","New York","360","Delaware","0250","Delaware","13","250",42972,458159,295957,5206,23435700,965045,9030,2467,26120,126097,689084,4345,162585,0,40,0,130472,1271,432443,0,2,6135715,42578,198326,167975,200,135,307431,0,32,0,0,0,0,407589,0,0,1750,3102,28991
"G3600270","1870","New York","360","Dutchess","0270","Dutchess","13","270",74041,376302,75732,8091,39732864,1279015,1208,86713,174194,509608,700100,15092,45229,0,15439,0,135275,735,403687,0,2321,1232252,35946,5013384,136554,34,331,4300,0,195,10,0,0,0,0,0,0,0,757,3530
"G3600290","1870","New York","360","Erie","0290","Erie","13","290",178699,425927,117983,11585,34577980,1592270,38991,367202,58283,346128,1125339,246551,21804,0,104,0,158353,22414,643932,33,364,2149358,503073,7116859,143683,518,1823,83015,0,1068,51,0,0,0,146009,0,200,1698,3156,13821
"G3600310","1870","New York","360","Essex","0310","Essex","13","310",29042,235984,150847,69707,6843040,258864,48792,1058,11726,100662,317790,5791,49184,0,115,0,260800,19855,406122,200,2,993974,46998,20140,60211,11,237,0,0,20,0,0,0,0,64654,0,0,3,226,15693
"G3600330","1870","New York","360","Franklin","0330","Franklin","13","330",30271,192392,114362,24723,9650834,460204,84936,113,20249,69005,362540,15521,47548,0,625,0,106270,15218,1068083,478,286,1628045,47271,102162,66383,57,433,753408,0,40100,50,0,0,0,351580,0,0,564,1238,13270
"G3600350","1870","New York","360","Fulton","0350","Fulton","13","350",27064,152099,107869,3521,7772385,405561,617,3913,12933,107428,303914,8925,62178,0,0,0,56761,2684,200949,0,51,667152,255473,1370981,54862,18,95,72503,0,300,24,0,0,0,12418,0,0,632,747,5261
"G3600370","1870","New York","360","Genesee","0370","Genesee","13","370",31606,232624,44284,2522,21185076,889276,8236,714138,2686,428710,509690,380466,21447,0,5430,0,461337,42891,275717,0,656,883721,86246,325063,60144,1387,547,143208,0,100,63,0,0,0,35862,0,0,571,765,5365
"G3600390","1870","New York","360","Greene","0390","Greene","13","390",31832,231406,90404,17298,14734776,629106,8745,2712,72016,138889,378422,2338,97947,0,160,0,52147,2801,276787,0,1102,1538203,1752,113092,103357,28,329,24556,0,104,5,0,0,0,66855,0,0,734,1482,13473
"G3600410","1870","New York","360","Hamilton","0410","Hamilton","13","410",2960,23892,73947,289,613488,34141,94,200,113,5781,21980,447,6392,0,0,0,8873,857,46317,470,170,78312,17030,0,7358,363,15,0,0,0,2,0,0,0,10073,0,0,155,25,1287
"G3600430","1870","New York","360","Herkimer","0430","Herkimer","13","430",39929,296629,80644,3280,27489168,709527,3821,8844,7359,128953,551179,60288,41806,0,0,0,25918,11252,367805,15,17,1212051,5101654,11018356,157839,336,424,444910,0,100025,318,0,0,0,61469,0,0,2333,1177,1516
"G3600450","1870","New York","360","Jefferson","0450","Jefferson","13","450",65415,554155,129862,13490,33432152,1266729,181956,46816,36809,221551,1058227,415704,23837,0,1350,0,104459,86602,507349,4,145,4883508,2545654,8560482,223343,387,10033,262738,0,35850,148,0,0,0,529109,0,0,1883,1198,10504
"G3600470","1870","New York","360","Kings","0470","Kings","13","470",419921,11031,459,539,6808865,218165,0,5355,1341,44600,3375,400,0,0,0,0,0,9596,547375,28,0,1540,0,497040,2057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600490","1870","New York","360","Lewis","0490","Lewis","13","490",28699,233704,154679,45834,15181008,587501,28819,5034,9546,38414,445667,69828,16055,0,194,0,32631,9248,353016,0,66,2080259,977547,5273183,104653,4,456,272815,0,225,5,0,0,0,451326,0,0,1200,970,7331
"G3600510","1870","New York","360","Livingston","0510","Livingston","13","510",38309,292713,69880,7437,25674042,839371,77660,869829,13498,579313,779189,465365,42140,0,345,0,605341,28278,313274,0,1220,1069300,39322,200706,72757,5506,938,155703,0,72140,703,0,0,0,13503,0,0,589,963,11436
"G3600530","1870","New York","360","Madison","0530","Madison","13","530",43522,307324,71042,10953,26568018,1029597,15679,144476,1282,286284,737824,153016,29273,0,53575,0,129813,29202,418990,0,60,1575027,280776,11398780,138657,1631,419,3232925,0,0,37,0,0,0,117056,0,0,2729,2119,8389
"G3600550","1870","New York","360","Monroe","0550","Monroe","13","550",117868,350575,36996,7618,43077032,1393130,1072,1050448,37370,802261,1217955,480968,19471,0,70095,0,385443,134186,990998,5,8467,1631050,39558,700759,74453,2167,354,337394,0,0,0,0,0,0,2935,0,30,121,396,5053
"G3600570","1870","New York","360","Montgomery","0570","Montgomery","13","570",34457,209234,29765,3262,19455516,727907,2718,58941,11714,175654,662516,86605,100769,0,1500,0,58847,21770,194041,0,39,1174822,1514482,5171277,104839,2809,3998,717277,0,7337,2438,0,0,0,2436,0,0,409,1993,7470
"G3600610","1870","New York","360","New York","0610","New York","13","610",942292,1149,69,33,9144476,35660,0,0,0,0,0,0,0,0,0,0,0,2905,6135,35,0,0,0,31950,1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600630","1870","New York","360","Niagara","0630","Niagara","13","630",50437,249870,44937,7662,25621272,802712,19340,941963,38399,396642,790243,215988,17973,0,2040,0,296458,54849,236026,0,13656,1392038,57596,307270,52916,1565,1171,25463,0,0,165,0,0,0,305,0,0,102,472,7304
"G3600650","1870","New York","360","Oneida","0650","Oneida","13","650",110008,496463,126234,30845,40166660,1381224,9445,58897,18561,377966,968215,113462,45764,0,4620,0,109456,16089,878434,1177,237,3651127,1228459,11300778,218811,12,386,3152403,0,215,15,0,0,0,57908,0,0,2740,1926,5345
"G3600670","1870","New York","360","Onondaga","0670","Onondaga","13","670",104183,360147,60478,16587,37222292,1219330,21983,551200,6758,566558,1119263,541770,51249,0,1257603,0,339740,39034,589816,0,4243,2375577,821562,3039355,118629,5534,1049,233399,0,56505,1737,0,0,0,35112,0,240,536,1718,6306
"G3600690","1870","New York","360","Ontario","0690","Ontario","13","690",45108,321875,67958,11439,31471540,1043038,78925,784633,11373,727661,898568,557084,37204,0,550,0,743306,23077,584259,0,4375,1288820,96493,60377,78499,8702,875,605910,6,52,1861,0,0,0,14715,0,36,1138,2005,13324
"G3600710","1870","New York","360","Orange","0710","Orange","13","710",80902,305071,92300,20831,35558444,942282,255,102941,66625,459343,412625,442,28335,0,200,0,16832,1268,324732,10,1261,1403409,33800,13741984,119265,42,71,8402,0,152,4307,0,0,0,576,0,0,0,591,6872
"G3600730","1870","New York","360","Orleans","0730","Orleans","13","730",27689,188961,31364,3539,18693108,706145,9822,540224,7023,306972,430768,142785,23063,0,58258,0,266282,134760,245097,9,552,793562,23092,13014,38996,1513,605,68242,0,25031,478,0,0,0,7340,0,294,83,356,7246
"G3600750","1870","New York","360","Oswego","0750","Oswego","13","750",77941,323252,118424,35586,22956268,1085994,37512,53328,37714,312903,540842,28295,55752,0,35176,0,81200,12682,513263,130,867,2720914,1089228,3743741,131765,628,1465,285169,0,150405,531,0,0,0,45129,0,0,559,1502,8745
"G3600770","1870","New York","360","Otsego","0770","Otsego","13","770",48967,450742,143817,11929,33512708,1330650,16901,23391,24274,250901,990727,41003,130692,0,90,0,199937,15458,626836,0,27,3566286,829439,4808267,188274,2373,1647,2919629,0,3116,158,0,0,0,263511,0,0,2314,3025,11377
"G3600790","1870","New York","360","Putnam","0790","Putnam","13","790",15420,91495,34766,1007,10732460,204750,0,2599,9375,89934,49673,50,9302,0,0,0,3707,38,101595,0,379,277759,240,3591343,33671,0,0,0,0,0,0,0,0,0,100,0,0,0,0,150
"G3600810","1870","New York","360","Queens","0810","Queens","13","810",73803,112703,28466,12996,26729700,895635,155,83103,58576,535796,164599,7063,24685,0,0,0,11254,49145,733652,897,2780,362250,25,1590194,48325,229,502,153,0,0,0,0,0,0,0,0,891,0,99,2246
"G3600830","1870","New York","360","Rensselaer","0830","Rensselaer","13","830",99549,301498,54493,2852,25601728,1035185,2975,2552,187383,211968,717845,11747,49762,0,0,0,235496,3879,1504209,0,304,1271128,365414,1035906,108214,0,208,43286,0,774773,18280,0,0,0,54513,0,0,329,1094,4942
"G3600850","1870","New York","360","Richmond","0850","Richmond","13","850",33029,11879,3379,2178,4328609,63605,265,4110,3427,35083,12001,625,368,0,0,0,0,476,34863,3689,95,29154,0,64775,7610,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600870","1870","New York","360","Rockland","0870","Rockland","13","870",25213,31089,18523,6560,5933900,151843,8,4864,12944,57046,30781,0,11987,0,10,0,655,26,85694,90,1736,144588,300,211016,11188,2,2,0,0,0,0,0,0,0,0,0,0,0,61,2192
"G3600890","1870","New York","360","St Lawrence","0890","St Lawrence","13","890",84826,664823,278507,41758,37661216,1484550,257623,12078,35295,174840,1077345,196421,57078,0,230,0,281962,47841,1217809,85,261,8419696,1710082,1880648,269250,82,3105,157275,0,104266,1780,0,0,0,1063592,0,0,3920,2484,23283
"G3600910","1870","New York","360","Saratoga","0910","Saratoga","13","910",51529,313714,87575,9180,21339426,825741,3059,12854,173599,381541,581674,20700,144985,0,0,0,194792,7007,1236831,84,1234,1426308,83277,392419,83399,389,549,52296,0,9605,126,0,0,0,9540,0,0,233,1557,38316
"G3600930","1870","New York","360","Schenectady","0930","Schenectady","13","930",21347,103726,18237,1710,7115793,342108,1799,3207,53730,103533,233199,43465,67651,0,4700,0,20393,7344,322902,0,167,557770,18025,194631,35457,1220,649,42020,0,9768,504,0,0,0,0,0,0,0,718,7131
"G3600950","1870","New York","360","Schoharie","0950","Schoharie","13","950",33340,278733,93200,1394,18494894,888431,19705,46735,82452,113097,750091,40127,231230,0,100,0,126903,23381,329488,129,55,2190668,112421,217346,95520,9387,3147,1610457,0,84811,516,0,0,0,69986,0,0,457,2652,16998
"G3600970","1870","New York","360","Schuyler","0970","Schuyler","13","970",18989,142440,41259,4247,11819674,413605,31650,207153,21408,178074,520160,269945,118986,0,0,0,221749,1900,137896,0,173,853374,40579,30813,42410,5460,1272,7994,0,96,2227,0,0,0,4043,0,0,147,1409,32374
"G3600990","1870","New York","360","Seneca","0990","Seneca","13","990",27823,167360,24531,1989,18294264,590839,6396,536011,3054,420366,627190,409340,22995,0,0,0,166416,4993,182704,4,1723,812811,3169,79261,37048,5163,1393,806,0,100901,5858,0,0,0,930,0,249,130,1170,8037
"G3601010","1870","New York","360","Steuben","1010","Steuben","13","1010",67717,478710,264729,16527,26678048,1118388,226035,314522,72792,344299,1538117,207024,286102,0,150540,0,700704,32823,543677,10,3776,2834636,233438,457076,169294,5473,2015,62118,0,410,60,0,0,0,112228,0,0,690,5432,87013
"G3601030","1870","New York","360","Suffolk","1030","Suffolk","13","1030",46924,132033,158768,29213,16324870,618095,416,184548,35436,515099,322069,11404,20800,0,17,0,47168,2310,551341,2594,7338,564766,2280,121679,43006,476,468,165,0,0,9,0,0,0,0,0,5123,0,168,1601
"G3601050","1870","New York","360","Sullivan","1050","Sullivan","13","1050",34550,155563,143902,95602,8182347,418556,113,5023,49025,181551,231954,593,130421,0,200,0,22011,399,236881,3,449,1183642,1425,274149,65992,4,483,5050,0,33,3,0,0,0,13700,0,0,260,1438,25955
"G3601070","1870","New York","360","Tioga","1070","Tioga","13","1070",30572,185116,88582,6676,13431806,450065,21471,82484,14643,229395,622379,5320,167674,0,7060,0,79432,1096,398770,0,68,1907767,75204,273620,65078,440,415,800,0,25580,906,0,0,0,15440,0,0,319,1321,42095
"G3601090","1870","New York","360","Tompkins","1090","Tompkins","13","1090",33178,221989,57039,4391,19007784,743526,34254,256940,21167,422411,737741,236183,143917,0,63681,0,169867,4947,273941,192,164,1834029,27969,984322,70907,7175,1407,3466,0,62390,1412,0,0,0,28635,0,0,816,3381,40152
"G3601110","1870","New York","360","Ulster","1110","Ulster","13","1110",84075,279140,175556,4981,21051468,916659,1490,41042,107502,394004,447837,1120,132515,0,20,0,41595,657,688435,218,184,1631956,273,289801,97995,157,704,20474,0,734,32,0,0,0,8160,0,88,226,1869,31740
"G3601130","1870","New York","360","Warren","1130","Warren","13","1130",22592,126622,136545,84010,4648455,169845,4600,1366,14365,92322,127261,124,55142,0,0,0,78653,1796,275701,0,42,533467,26245,39858,34610,2,40,4,0,0,0,0,0,0,28746,0,0,280,897,11448
"G3601150","1870","New York","360","Washington","1150","Washington","13","1150",49568,353761,103783,8001,29113664,859443,18289,5802,105932,384702,761489,6021,58479,0,3400,0,507183,9692,2141464,0,530,1606457,225002,733299,118257,18,1255,5166,0,1285033,34814,0,0,0,26451,0,0,361,1884,27437
"G3601170","1870","New York","360","Wayne","1170","Wayne","13","1170",47710,284454,52410,16513,27020484,916521,8521,467827,8367,635309,924719,408962,29707,0,25830,0,299907,25907,429791,40,727,1615325,136186,274918,63616,7209,455,94527,0,35298,977,0,0,0,4745,0,0,95,834,6319
"G3601190","1870","New York","360","Westchester","1190","Westchester","13","1190",131348,177052,50758,15024,36861860,671458,477,23280,31457,263211,196846,289,9531,0,0,0,6479,163,425626,0,7328,430737,1200,4442393,66551,20,24,3300,0,0,0,0,0,0,0,0,0,40,15,1954
"G3601210","1870","New York","360","Wyoming","1210","Wyoming","13","1210",29164,282926,78007,655,17717480,632555,74162,198210,6912,193249,514862,164958,42314,0,0,0,355661,58834,243624,0,203,1561291,709935,3097816,105118,1144,1701,132219,0,42820,1660,0,0,0,276331,0,0,1618,1691,8978
"G3601230","1870","New York","360","Yates","1230","Yates","13","1230",19595,161660,36362,1756,15118258,507407,36773,378096,28375,337983,507165,354067,30608,0,2666,0,402176,6473,169692,0,3660,670272,41614,19885,39575,4427,464,29974,0,451386,6334,0,0,0,5590,0,0,836,1056,16247
"G3700010","1870","North Carolina","370","Alamance","0010","Alamance","47","10",11874,89543,77701,55476,772989,75363,0,86284,2243,177772,66274,193,38,0,155570,3,9711,456,13444,11451,48,84308,310,0,1877,0,0,0,0,281,143,0,0,0,0,0,12387,0,195,4040
"G3700030","1870","North Carolina","370","Alexander","0030","Alexander","47","30",6868,32137,94459,20745,550768,22805,0,20142,6698,137207,37865,0,80,15,19499,1,11693,383,11099,12581,37,60957,407,0,262,0,0,0,0,2162,294,0,0,0,0,0,9987,0,1822,26072
"G3700050","1870","North Carolina","370","Alleghany","0050","Alleghany","47","50",3691,45298,86135,165,526862,26616,0,7988,21002,43369,21496,0,2442,0,802,0,14191,856,8779,78,61,65726,2023,0,3078,129,23,7,0,2189,168,0,0,0,0,0,3532,0,305,9257
"G3700070","1870","North Carolina","370","Anson","0070","Anson","47","70",12428,54535,76392,84840,699925,45527,7308,32620,369,149726,46851,0,0,0,579,4311,6538,5513,3584,25569,211,74829,0,50,1247,0,1,51,0,0,0,0,0,0,0,0,3323,0,276,5637
"G3700090","1870","North Carolina","370","Ashe","0090","Ashe","47","90",9573,60147,159237,0,847548,29460,0,16341,32311,120545,42350,0,2282,0,381,0,23211,505,13732,0,0,72130,3225,0,1663,225,37,0,0,6068,373,0,0,0,9821,0,9119,35,463,3965
"G3700130","1870","North Carolina","370","Beaufort","0130","Beaufort","47","130",13011,35161,226102,5438,481471,39934,214,1773,195,179994,3674,150,0,59206,3245,1987,2501,6302,3893,102626,1143,7617,0,25,379,0,0,0,0,0,0,0,0,0,0,0,329,0,2220,23371
"G3700150","1870","North Carolina","370","Bertie","0150","Bertie","47","150",12950,78713,196850,10568,1036101,30547,400,1541,35,300314,11522,0,0,60,790,5055,6284,17484,9759,54599,205,10654,0,0,1934,0,0,0,0,150,5,0,0,0,0,0,2828,0,2297,16629
"G3700170","1870","North Carolina","370","Bladen","0170","Bladen","47","170",12831,28332,267881,14677,222227,20598,26,57,846,86986,3214,0,0,38187,789,146,6151,6700,882,68123,2342,2814,25,0,59,10,0,0,0,0,0,0,0,0,0,0,42,0,2795,27381
"G3700190","1870","North Carolina","370","Brunswick","0190","Brunswick","47","190",7754,21019,259626,2190,376432,23872,0,12,65,56211,10,0,0,748418,528,119,3775,6482,1890,129168,446,9815,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974,11035
"G3700210","1870","North Carolina","370","Buncombe","0210","Buncombe","47","210",15412,66135,229279,15630,1703115,49719,164,66492,14704,324566,43799,18,1767,0,30689,1,24347,2504,19416,4728,196,137701,45542,575,2502,6,426,4,0,2651,32,0,0,0,0,0,35258,0,1172,23413
"G3700230","1870","North Carolina","370","Burke","0230","Burke","47","230",9777,33275,120112,11001,595096,33504,0,26528,8408,217049,31010,2,36,835,25204,8,6569,2048,10093,12342,67,68076,1220,0,418,10,15,5,0,702,80,0,0,0,0,0,9188,0,2126,31938
"G3700250","1870","North Carolina","370","Cabarrus","0250","Cabarrus","47","250",11954,72492,65981,37804,1205471,68084,8566,79412,299,268560,47590,0,4,0,0,2703,11669,90,6948,7819,0,64291,0,0,2248,0,0,0,0,0,0,0,0,0,0,0,8849,0,219,3389
"G3700270","1870","North Carolina","370","Caldwell","0270","Caldwell","47","270",8476,42686,151827,4087,856910,44785,0,24455,6425,207731,35313,0,487,690,27000,0,10462,1141,19194,18057,117,55550,700,0,540,0,39,0,0,4377,313,0,5,0,0,0,14975,0,2295,28026
"G3700290","1870","North Carolina","370","Camden","0290","Camden","47","290",5361,34836,27735,11769,531296,17004,0,2823,0,329660,10430,0,0,0,50,58,2845,4545,7186,24655,0,9646,0,0,7,0,0,0,0,450,97,0,0,0,0,0,965,0,395,6129
"G3700310","1870","North Carolina","370","Carteret","0310","Carteret","47","310",9010,10836,51836,19399,179290,13939,150,1487,117,32260,165,0,16,210,0,774,50,2480,60,58715,36,10,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100
"G3700330","1870","North Carolina","370","Caswell","0330","Caswell","47","330",16081,74204,64878,86157,1129700,55654,0,80597,393,237257,93646,0,0,0,2262053,1,4800,473,8615,12546,761,68000,0,70,33,0,0,0,0,10,0,0,0,0,0,0,0,0,15,19805
"G3700350","1870","North Carolina","370","Catawba","0350","Catawba","47","350",10984,39203,27790,60961,607424,37387,20064,14682,1917,142876,41553,10,0,0,25,22,10483,20,4540,5177,0,29679,100,0,3,0,0,0,0,0,0,0,0,0,0,0,7082,0,102,4323
