GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002,AJ1001,AJ1002,AJ1003,AJ1004,AJ1005,AJ1006,AJ1007,AJ1008,AJ1009,AJ1010,AJ1011,AJ1012,AJ1013,AJ1014,AJ1015,AJ1016,AJ1017,AJ1018,AJ1019,AJ1020,AJ1021,AJ1022,AJ1023,AJ1024,AJ1025,AJ1026,AJ1027,AJ1028,AJ1029,AJ1030,AJ1031,AJ1032,AJ1033,AJ1034
"G1800670","1870","Indiana","180","Howard","0670","Howard","22","670",15847,63222,59858,2305,3889797,105259,20,287855,7370,356401,34031,1484,328,0,720,0,46429,265,37668,994,20,121777,0,10000,4250,314,36,0,0,938,5941,0,0,0,8321,0,18822,1167,21,7519
"G1800690","1870","Indiana","180","Huntington","0690","Huntington","22","690",19036,105453,98884,1372,7573192,219095,5,367516,5873,288840,81425,1332,813,0,345,0,66257,80,42655,1563,257,320098,2350,397,12079,1564,242,28,0,61,24130,0,0,0,36679,0,13820,4526,149,2312
"G1800710","1870","Indiana","180","Jackson","0710","Jackson","22","710",18974,131148,119955,2176,6069099,180830,40,191437,3644,861520,143737,319,406,0,4262,0,47648,322,65894,1553,423,259131,3514,3920,8307,52,10,370,0,592,55,0,0,0,1888,0,36783,29,234,6940
"G1800730","1870","Indiana","180","Jasper","0730","Jasper","22","730",6354,55060,35343,39995,2355095,84439,9643,22068,11613,111882,79606,120,458,0,0,0,22928,0,20673,0,0,126132,12450,100,23129,0,4,0,0,0,712,0,0,0,0,0,9662,0,15,7450
"G1800750","1870","Indiana","180","Jay","0750","Jay","22","750",15000,94194,98423,3020,5337530,197468,1154,281781,5383,216090,96139,1564,757,0,0,0,78866,60,24106,324,20,290459,40,0,10852,484,363,0,0,202,18946,0,0,0,45003,0,19748,2426,213,8791
"G1800770","1870","Indiana","180","Jefferson","0770","Jefferson","22","770",29741,138106,83214,2432,6537858,181493,105,207804,4904,466246,131321,40028,580,0,9650,0,35707,5980,98952,6822,2563,408565,1035,21520,20933,140,241,1600,0,145,122,0,0,0,1847,0,50851,799,374,4973
"G1800790","1870","Indiana","180","Jennings","0790","Jennings","22","790",16218,104622,87985,238,4156608,140796,0,147879,802,402268,88242,766,1426,0,5681,0,48293,522,41236,1945,30,232299,1625,600,12903,94,232,0,0,45,14,0,0,0,2158,0,31021,287,57,2493
"G1800810","1870","Indiana","180","Johnson","0810","Johnson","22","810",18366,124161,61809,1622,9957790,202417,0,544917,1378,1240220,20550,665,223,0,9586,0,45363,222,50392,1432,296,300915,313,1975,6376,45,109,2287,0,25,1,0,0,0,3945,0,15565,4646,32,525
"G1800830","1870","Indiana","180","Knox","0830","Knox","22","830",21562,117501,83779,38831,5621066,187912,0,376950,3217,959209,55767,900,1022,0,8590,0,56237,129,46235,3510,1572,137185,543,20900,7331,100,18,0,0,200,1,0,0,0,11245,0,23993,1161,29,2401
"G1800850","1870","Indiana","180","Kosciusko","0850","Kosciusko","22","850",23531,133227,122962,21441,10714620,248957,60,528442,3499,276820,73591,369,1849,0,100,0,86430,95,75755,235,36,448364,5050,3420,18005,3901,43,0,0,15,11618,0,0,0,83857,0,7891,5978,20,2688
"G1800870","1870","Indiana","180","Lagrange","0870","Lagrange","22","870",14148,111102,70000,27464,9470314,239663,54,445677,1646,344882,58488,1517,1879,0,0,0,120461,415,119563,21,183,243649,1560,25,18139,3106,25,2280,0,30,5,0,0,0,25132,0,11841,224,244,2277
"G1800890","1870","Indiana","180","Lake","0890","Lake","22","890",12339,114102,28279,33642,5132015,199173,47804,15594,6242,189947,364008,4754,3465,0,0,0,49989,254,73516,0,146,557820,40650,46360,40994,47,2336,5778,0,0,100,0,0,0,0,0,6255,0,137,7906
"G1800910","1870","Indiana","180","LaPorte","0910","Laporte","22","910",27062,160060,64105,44858,11368264,321805,14886,504132,9331,394294,148311,4348,3444,0,0,0,47277,676,151812,135,236,320766,1400,4250,22333,442,54,0,0,0,0,0,0,0,16928,0,12112,55,312,8644
"G1800930","1870","Indiana","180","Lawrence","0930","Lawrence","22","930",14628,137026,109850,240,4892988,140478,0,139340,6583,591824,127640,0,24,0,10073,0,55843,287,30229,2325,205,213125,811,1334,5764,14,475,16,10,930,13,0,0,0,18628,0,24359,2765,112,3812
"G1800950","1870","Indiana","180","Madison","0950","Madison","22","950",22770,133190,87521,1173,9399442,242571,0,541669,3804,1028150,74637,2650,904,0,4930,0,73475,341,62184,570,160,322487,750,0,10385,341,292,5,0,318,15537,0,0,0,18493,0,30782,2915,173,12110
"G1800970","1870","Indiana","180","Marion","0970","Marion","22","970",71939,138859,86276,1746,19398062,383673,75,613192,2103,1305988,78246,2042,434,0,0,0,37439,467,220885,3580,100,378963,1430,263860,17464,33,55,16,0,0,298,0,0,0,2618,0,15714,5488,73,1942
"G1800990","1870","Indiana","180","Marshall","0990","Marshall","22","990",20211,90981,109593,15255,6930262,183381,297,319501,5285,193005,50534,1222,2663,0,0,0,39526,314,84994,284,59,243583,453,4395,13689,1888,80,21,0,0,0,0,0,0,34929,0,8751,1639,498,2393
"G1801010","1870","Indiana","180","Martin","1010","Martin","22","1010",11103,64381,93702,370,2106140,78810,100,102188,4591,360680,72394,0,891,0,50079,0,39501,702,21588,602,110,120481,150,510,3241,174,95,10,0,1919,162,0,0,0,3154,0,36432,10,66,1993
"G1801030","1870","Indiana","180","Miami","1030","Miami","22","1030",21052,106676,78960,7934,8223410,284314,747,484070,4653,417930,100757,5545,842,0,1424,0,66643,325,61687,2179,135,372457,10690,372,17560,1927,99,184,0,382,18512,0,0,0,41310,0,13615,8262,287,7029
"G1801050","1870","Indiana","180","Monroe","1050","Monroe","22","1050",14168,102442,102869,3608,4003023,93120,0,130043,4227,454275,105415,263,227,0,15947,0,49798,1238,42146,1433,42,253078,1365,5795,7311,55,322,47,0,3603,38,0,0,0,11117,0,32664,2953,50,959
"G1801070","1870","Indiana","180","Montgomery","1070","Montgomery","22","1070",23765,164979,126711,9108,14480218,357263,800,705372,7537,1004706,89509,2015,360,0,2150,0,149826,431,69409,955,34,391403,1771,989,18104,910,293,10,0,10,105,0,0,0,34344,0,13781,16237,188,16252
"G1801090","1870","Indiana","180","Morgan","1090","Morgan","22","1090",17528,133615,97612,50,8565856,248503,0,328131,6213,1188289,63439,265,525,0,11127,0,61471,510,48402,2270,321,229355,7811,188,8183,241,61,2011,0,380,45,0,0,0,10616,0,27988,2383,127,2970
"G1801110","1870","Indiana","180","Newton","1110","Newton","22","1110",5829,88380,8167,11539,2658840,99083,15590,8212,12278,142096,111333,693,478,0,0,0,8456,43,18855,10,0,155755,5850,0,14854,0,48,0,0,795,150,0,0,0,40,0,5011,0,0,2635
"G1801130","1870","Indiana","180","Noble","1130","Noble","22","1130",20389,113016,96400,11538,8885080,222903,327,437748,2768,224958,139624,4536,4426,0,0,0,107236,121,77005,259,142,430240,7556,1554,19171,3979,27,1500,0,0,2063,0,0,0,39578,0,7643,3675,601,3864
"G1801150","1870","Indiana","180","Ohio","1150","Ohio","22","1150",5837,34550,17760,3287,2732000,39505,0,61833,12213,221565,10224,13581,148,0,175,0,8658,80,89379,280,0,18245,245,0,6489,7,804,0,0,0,0,0,0,0,60,0,3805,0,70,330
"G1801170","1870","Indiana","180","Orange","1170","Orange","22","1170",13497,136355,94891,145,3840305,174482,0,156622,1080,498740,145600,0,150,0,25050,0,45495,198,25532,4190,2,245381,320,1118,3904,1,68,15,0,1175,16,0,0,0,4674,0,39581,511,11,235
"G1801190","1870","Indiana","180","Owen","1190","Owen","22","1190",16137,132763,90906,11423,5840995,126709,0,202512,14803,602098,100216,100,694,0,2915,0,86612,285,48064,1148,61,168606,400,747,9253,647,468,14,0,222,434,0,0,0,24389,0,24640,2433,55,1070
"G1801210","1870","Indiana","180","Parke","1210","Parke","22","1210",18166,167788,87227,2304,9763398,250331,0,502230,3378,982628,48391,601,254,0,6130,0,110813,74,65004,2470,337,314099,2900,7050,14512,374,172,0,0,0,0,0,0,0,32443,0,27093,4463,206,8337
"G1801230","1870","Indiana","180","Perry","1230","Perry","22","1230",14801,54829,103889,690,1656150,70684,2792,52432,342,288705,62495,1774,0,0,224125,0,17345,97,83918,198,665,74300,52,575,5544,0,0,0,0,0,0,0,0,0,300,0,46629,20,40,1103
"G1801250","1870","Indiana","180","Pike","1250","Pike","22","1250",13779,84404,87545,244,2825819,123999,0,167262,493,566709,53084,257,0,0,1119356,0,40112,1402,21624,5038,126,121671,0,0,4067,22,1,1,0,0,0,0,0,0,2240,0,44735,0,4,338
"G1801270","1870","Indiana","180","Porter","1270","Porter","22","1270",13942,110891,27403,48955,4813202,119108,23930,119645,4433,212331,178886,65,813,0,0,0,52721,281,66352,10,13,220998,160,3696,21841,43,5,1645,0,0,0,0,0,0,5895,0,1200,132,42,4148
"G1801290","1870","Indiana","180","Posey","1290","Posey","22","1290",19185,110182,75000,6390,6279709,218641,320,393610,126,931936,80633,38321,190,0,56450,0,23748,36,30041,3229,131,118408,480,50,7027,2376,14,0,0,0,0,0,0,0,40,0,13612,0,10,825
"G1801310","1870","Indiana","180","Pulaski","1310","Pulaski","22","1310",7801,65038,56908,15269,2467985,77355,4797,82843,12035,60512,25186,146,1027,0,10,0,22266,103,50102,270,38,147015,3400,1000,17442,366,4,10,0,30,96,0,0,0,0,0,8846,0,369,3052
"G1801330","1870","Indiana","180","Putnam","1330","Putnam","22","1330",21514,166889,110428,698,12154422,267014,375,297422,4907,988919,68565,70,5,0,140,0,125320,1263,54659,3051,154,332383,850,14495,15990,90,108,0,0,0,0,0,0,0,33289,0,21207,11270,128,8979
"G1801350","1870","Indiana","180","Randolph","1350","Randolph","22","1350",22862,151191,116726,1829,10111014,293675,232,534771,3645,740051,147992,2882,650,0,1008,0,73019,155,35753,1083,0,349327,675,265,9208,350,237,12,0,6390,19088,0,0,0,13318,0,36914,585,125,8162
"G1801370","1870","Indiana","180","Ripley","1370","Ripley","22","1370",20977,129320,114608,911,6180650,185356,63,204932,4284,441645,131771,2985,1559,0,5104,0,48912,954,81345,2844,808,380911,11602,8235,19504,98,256,22511,0,645,20,0,0,0,1950,0,46713,229,9,3281
"G1801390","1870","Indiana","180","Rush","1390","Rush","22","1390",17626,194777,37740,16885,12939664,371120,15,666992,211,1333421,69236,875,337,0,553,0,63227,76,58359,2359,33,389552,2624,940,11038,454,204,6,0,0,4340,0,0,0,21576,0,16989,20359,365,7075
"G1801410","1870","Indiana","180","St Joseph","1410","St Joseph","22","1410",25322,123976,80177,24619,10867848,178783,255,503502,8353,233045,76846,755,2089,0,210,0,55506,389,112126,603,98,352577,273,8777,19910,1104,34,924,0,0,1,0,0,0,61024,0,3891,5833,677,625
"G1801430","1870","Indiana","180","Scott","1430","Scott","22","1430",7873,54393,40789,1805,1768050,56983,716,41040,969,213475,69235,145,529,0,16700,0,28007,228,24667,3094,183,131080,10,0,5729,68,201,540,0,30,54,0,0,0,1180,0,30814,0,185,2151
"G1801450","1870","Indiana","180","Shelby","1450","Shelby","22","1450",21892,137861,72622,12413,12080676,319174,0,669509,1570,1509448,40227,12754,1006,0,22730,0,39494,391,61361,887,110,414863,1070,12400,8574,257,79,3,0,0,248,0,0,0,3140,0,31637,1734,100,690
"G1801470","1870","Indiana","180","Spencer","1470","Spencer","22","1470",17998,106462,87749,113,3844803,195442,0,123663,6161,682374,98510,5409,797,0,3019970,0,21416,394,74150,5447,119,3367,0,80,7878,80,0,0,2,11,0,0,0,0,0,0,49006,0,108,1407
"G1801490","1870","Indiana","180","Starke","1490","Starke","22","1490",3888,15148,15882,13176,777972,25368,623,11826,4516,26104,3931,0,1316,0,0,0,4436,408,36587,160,15,81145,7000,0,7716,7,4,0,0,0,125,0,0,0,424,0,5004,34,59,6812
"G1801510","1870","Indiana","180","Steuben","1510","Steuben","22","1510",12854,86144,63274,9628,5940275,139772,503,232313,2047,352200,97719,520,4608,0,0,0,117337,499,89949,71,11,289472,3400,70,16861,3436,25,2500,0,5891,599,0,0,0,20658,0,3313,153,364,1845
"G1801530","1870","Indiana","180","Sullivan","1530","Sullivan","22","1530",18453,120724,102896,1253,5633817,141709,0,297452,4621,766801,93736,173,1245,0,4125,0,67640,180,42431,1261,0,176279,115,25,9305,0,22,0,0,235,14,0,0,0,42250,0,39166,1038,63,3441
"G1801550","1870","Indiana","180","Switzerland","1550","Switzerland","22","1550",12134,86667,39197,1268,5196800,174653,149,132716,15020,309183,27970,13324,543,0,1465,0,20964,310,125878,238,320,174821,2015,6090,19446,10,995,0,0,50,0,0,0,0,0,0,17342,0,295,2390
"G1801570","1870","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",33515,190567,61290,9132,12533574,282408,2502,550175,6270,909367,177578,3040,476,0,1261,0,54286,483,94516,2178,148,267971,360,38298,16654,53,733,0,5,63,150,0,0,0,6201,0,10741,1518,37,12276
"G1801590","1870","Indiana","180","Tipton","1590","Tipton","22","1590",11953,46667,52819,1465,3064500,63115,20,149802,10723,357835,21487,180,401,0,1000,0,30648,12,25413,284,0,179905,0,0,4892,18,40,0,0,0,134,0,0,0,1007,0,17501,281,0,6271
"G1801610","1870","Indiana","180","Union","1610","Union","22","1610",6341,58733,31097,491,6095475,233157,0,261895,20,417555,59400,2407,30,0,0,0,13514,8,16527,2883,51,160540,80,0,2699,173,74,0,0,372,3951,0,0,0,3190,0,3234,7267,35,3578
"G1801630","1870","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",33145,66913,41424,118,4241775,134724,80,180565,238,553925,56361,13318,203,0,167150,0,2805,174,54842,739,1097,115502,1200,1000,9852,1901,0,0,0,100,0,0,0,0,0,0,9858,0,97,1650
"G1801650","1870","Indiana","180","Vermillion","1650","Vermillion","22","1650",10840,87558,62065,613,4148925,98358,50,261196,2440,598322,54257,166,235,0,290,0,44595,289,33167,222,20,145253,0,52,9659,10,226,0,0,0,0,0,0,0,10485,0,10592,1341,0,3415
"G1801670","1870","Indiana","180","Vigo","1670","Vigo","22","1670",33549,127664,80459,7608,8766584,218509,0,354132,6322,832372,96179,1209,883,0,1609,0,56637,474,144319,2749,200,316076,330,35057,13950,127,252,31,0,166,10,0,0,0,10437,0,37389,1737,81,2217
"G1801690","1870","Indiana","180","Wabash","1690","Wabash","22","1690",21305,121578,97013,886,8727366,322591,93,537790,1769,443901,75456,582,250,0,4000,0,64331,195,51279,289,100,382374,1600,16435,11157,1136,99,0,0,145,22628,0,0,0,38801,0,14675,2506,51,1387
"G1801710","1870","Indiana","180","Warren","1710","Warren","22","1710",10204,131455,35369,8857,5806901,112491,7023,135319,5663,442874,122153,300,147,0,120,0,46653,63,27093,125,10,107505,400,0,16195,0,64,2,0,0,2622,0,0,0,708,0,4893,80,73,12300
"G1801730","1870","Indiana","180","Warrick","1730","Warrick","22","1730",17653,103241,89743,4164,4402735,204206,0,150746,2286,601054,123143,1072,298,0,3611775,0,30979,332,43799,17627,138,185408,1795,0,11282,535,80,1,0,1000,4,0,0,0,300,0,43376,0,29,4041
"G1801750","1870","Indiana","180","Washington","1750","Washington","22","1750",18495,166578,133527,140,6209183,193051,3,213375,942,681399,253229,70,24,0,30230,0,48386,119,33803,2209,63,320309,1190,800,8546,129,359,9,0,327,2578,0,0,0,3426,0,38836,1238,94,4789
"G1801770","1870","Indiana","180","Wayne","1770","Wayne","22","1770",34048,158574,82326,2170,14594696,273905,0,470641,184,1000160,165100,9842,412,0,52330,0,42038,234,77290,3181,0,319950,246,71710,9214,306,236,0,0,1,21023,0,0,0,21579,0,18591,12833,212,5030
"G1801790","1870","Indiana","180","Wells","1790","Wells","22","1790",13585,86794,99783,320,6113709,176819,48,237962,10980,177630,82524,681,715,0,0,0,63336,173,27758,511,40,360709,19365,13250,12413,1064,221,3,0,75,14314,0,0,0,35902,0,9342,2547,151,7005
"G1801810","1870","Indiana","180","White","1810","White","22","1810",10554,109741,33641,28844,4666108,128708,5350,167962,14650,215808,119424,404,1283,0,230,0,56758,106,55687,347,218,227304,4870,3657,20994,17,71,250,0,1,2802,0,0,0,305,0,12428,9,147,11413
"G1801830","1870","Indiana","180","Whitley","1830","Whitley","22","1830",14399,83948,92470,2165,6473308,187275,50,290456,2913,192813,88595,2223,1345,0,157,0,63266,56,42454,343,523,257517,219,210,12199,2047,130,2000,0,375,14764,0,0,0,43218,0,5750,3416,126,1207
"G1900010","1870","Iowa","190","Adair","0010","Adair","31","10",3982,35329,8529,45954,1527586,91677,66568,0,90,200591,37430,437,233,0,0,0,17719,69,13070,142,5,53939,0,0,2676,0,0,0,0,0,0,0,0,0,0,0,4307,0,5,4092
"G1900030","1870","Iowa","190","Adams","0030","Adams","31","30",4614,27270,10392,29429,1385963,67977,60660,156,1594,253261,40327,900,132,0,655,0,16905,394,25321,89,0,77067,2305,390,8490,0,12,22,0,0,0,0,0,0,0,0,9026,0,133,7863
"G1900050","1870","Iowa","190","Allamakee","0050","Allamakee","31","50",17868,112149,61107,84214,4301936,292612,675236,212,2399,560814,331035,25474,2495,0,0,0,19367,549,73512,0,355,394613,10320,8,18873,0,84,14855,0,0,82,0,0,0,11079,0,5461,641,206,10802
"G1900070","1870","Iowa","190","Appanoose","0070","Appanoose","31","70",16456,135402,63340,89328,5631209,251258,114679,19732,3758,986280,322256,1109,1918,0,12275,0,83784,1023,57740,1339,116,484147,5174,0,22659,6,1589,133,0,90,6229,0,0,0,1042,0,37150,0,1220,38164
"G1900090","1870","Iowa","190","Audubon","0090","Audubon","31","90",1212,9872,4132,9396,473407,26432,26174,0,0,98150,7100,95,0,0,0,0,6018,157,2993,0,0,29872,1035,0,3457,0,17,0,0,0,0,0,0,0,0,0,1089,0,30,2102
"G1900110","1870","Iowa","190","Benton","0110","Benton","31","110",22454,254856,23558,47290,8716034,571842,1254947,0,2050,1516420,468543,68103,2760,0,50,0,18674,187,97941,192,1,570126,4615,1650,32473,3,428,0,0,0,3013,0,0,0,510,0,14348,0,76,5763
"G1900130","1870","Iowa","190","Black Hawk","0130","Black Hawk","31","130",21706,223426,19875,29158,8100998,546065,1306824,0,4503,902128,507340,11310,3746,0,141,0,17226,644,109771,34,205,506844,7770,24760,29235,1,432,31,0,0,0,0,0,0,650,0,16204,749,578,4209
"G1900150","1870","Iowa","190","Boone","0150","Boone","31","150",14584,113243,22067,25949,3438031,207166,176669,300,875,727831,151272,7373,912,0,712,0,20825,583,63541,113,0,256549,25920,28658,22019,2,51,55,0,30,0,0,0,0,3925,0,15264,124,181,8149
"G1900170","1870","Iowa","190","Bremer","0170","Bremer","31","170",12528,139519,24899,26801,4486291,286772,527638,0,2062,423362,387658,15493,1815,0,3,0,20101,908,77349,1,418,400791,14100,1005,26550,0,1331,1076,0,0,79,0,0,0,7650,0,10006,6,39,3355
"G1900190","1870","Iowa","190","Buchanan","0190","Buchanan","31","190",17034,177781,33553,33288,6021232,396855,719581,0,256,617310,534530,16385,1041,0,210,0,39990,317,85282,4,75,533519,16365,1042,28667,464,399,249,0,0,0,0,0,0,225,0,14755,0,117,3841
"G1900210","1870","Iowa","190","Buena Vista","0210","Buena Vista","31","210",1585,5546,799,20827,272924,22638,7780,0,0,9085,6450,215,207,0,0,0,436,60,4617,0,0,26475,50,0,151,0,0,0,0,0,0,0,0,0,0,0,383,0,2,162
"G1900230","1870","Iowa","190","Butler","0230","Butler","31","230",9951,90788,12228,50232,3294701,227890,598553,4,919,422448,261000,5423,1809,0,400,0,15752,659,46739,3,24,268273,26519,275,16351,0,220,149,0,0,0,0,0,0,375,0,8334,0,40,2993
"G1900250","1870","Iowa","190","Calhoun","0250","Calhoun","31","250",1602,6475,765,11897,215000,15980,26327,0,0,36589,14430,640,0,0,0,0,1077,0,1667,0,0,8927,0,0,1149,0,0,0,0,0,0,0,0,0,0,0,1629,0,50,300
"G1900270","1870","Iowa","190","Carroll","0270","Carroll","31","270",2451,13894,2680,33946,456044,17361,68830,0,0,65758,12525,0,6,0,0,0,1858,0,3947,0,0,14626,0,0,2189,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0
"G1900290","1870","Iowa","190","Cass","0290","Cass","31","290",5464,16141,4442,17094,820231,46866,54524,5,150,235500,23144,532,30,0,0,0,550,27,13867,0,229,56185,3880,0,7061,0,0,0,0,0,0,0,0,0,0,0,3078,0,0,1105
"G1900310","1870","Iowa","190","Cedar","0310","Cedar","31","310",19731,254219,23706,12885,10473122,462535,632751,127,6285,2203802,723312,141182,2120,0,0,0,35087,21,92937,15,0,741650,28656,0,38820,30,4398,0,0,175,20916,0,0,0,0,0,12198,0,135,4372
"G1900330","1870","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",4722,26724,5872,34413,1269175,76760,138592,0,58,97930,136556,2944,309,0,0,0,4508,312,12115,0,21,98267,35025,100,8119,0,62,0,0,0,0,0,0,0,0,0,2110,0,27,820
"G1900350","1870","Iowa","190","Cherokee","0350","Cherokee","31","350",1967,9739,1377,25575,401025,36450,10797,0,0,21896,6584,0,133,0,0,0,0,60,6178,0,0,30755,1050,55,4277,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0
"G1900370","1870","Iowa","190","Chickasaw","0370","Chickasaw","31","370",10180,66925,22125,77780,3542015,245274,417849,0,3047,386723,334521,22762,3255,0,2335,0,13426,1112,62462,20,282,422338,8970,0,34651,25,949,6547,0,0,0,0,0,0,10170,0,5423,0,40,1740
"G1900390","1870","Iowa","190","Clarke","0390","Clarke","31","390",8735,63162,24251,43897,2214809,143436,125304,8,1646,374588,129595,1102,413,0,855,0,37209,6,31863,63,16,203170,17060,540,14889,13,279,0,0,0,137,0,0,0,0,0,10411,0,33,17189
"G1900410","1870","Iowa","190","Clay","0410","Clay","31","410",1523,4993,1368,21612,173215,18002,15382,0,0,12105,13099,15,46,0,0,0,700,357,4414,0,0,25565,175,0,3684,0,0,5,0,0,0,0,0,0,0,0,809,0,0,0
