GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AG3001,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006,AG6001,AG6002
"G1801110","1860","Indiana","180","Newton","1110","Newton","22","1110",2360,2360,0,0,0,,,23692,182783
"G1801130","1860","Indiana","180","Noble","1130","Noble","22","1130",14915,14907,8,0,0,,,97306,428949
"G1801150","1860","Indiana","180","Ohio","1150","Ohio","22","1150",5462,5439,23,0,0,,,19786,143177
"G1801170","1860","Indiana","180","Orange","1170","Orange","22","1170",12076,11816,260,0,0,,,95548,514353
"G1801190","1860","Indiana","180","Owen","1190","Owen","22","1190",14376,14291,85,0,0,,,112527,572741
"G1801210","1860","Indiana","180","Parke","1210","Parke","22","1210",15538,15342,196,0,0,,,154013,788475
"G1801230","1860","Indiana","180","Perry","1230","Perry","22","1230",11847,11844,3,0,0,,,37218,222650
"G1801250","1860","Indiana","180","Pike","1250","Pike","22","1250",10078,10064,14,0,0,,,78781,413491
"G1801270","1860","Indiana","180","Porter","1270","Porter","22","1270",10313,10296,17,0,0,,,85615,417486
"G1801290","1860","Indiana","180","Posey","1290","Posey","22","1290",16167,16031,136,0,0,,,47954,407131
"G1801310","1860","Indiana","180","Pulaski","1310","Pulaski","22","1310",5711,5711,0,0,0,,,33746,218698
"G1801330","1860","Indiana","180","Putnam","1330","Putnam","22","1330",20681,20662,19,0,0,,,183021,1453638
"G1801350","1860","Indiana","180","Randolph","1350","Randolph","22","1350",18997,18172,825,0,0,,,161692,739910
"G1801370","1860","Indiana","180","Ripley","1370","Ripley","22","1370",19054,18967,87,0,0,,,119642,589805
"G1801390","1860","Indiana","180","Rush","1390","Rush","22","1390",16193,15774,419,0,0,,,222793,1178960
"G1801410","1860","Indiana","180","St Joseph","1410","St Joseph","22","1410",18455,18338,88,0,29,,,131434,443176
"G1801430","1860","Indiana","180","Scott","1430","Scott","22","1430",7303,7301,2,0,0,,,42711,282261
"G1801450","1860","Indiana","180","Shelby","1450","Shelby","22","1450",19569,19548,21,0,0,,,199049,979394
"G1801470","1860","Indiana","180","Spencer","1470","Spencer","22","1470",14556,14554,2,0,0,,,107490,473153
"G1801490","1860","Indiana","180","Starke","1490","Starke","22","1490",2195,2194,1,0,0,,,15245,76538
"G1801510","1860","Indiana","180","Steuben","1510","Steuben","22","1510",10374,10372,2,0,0,,,82715,452116
"G1801530","1860","Indiana","180","Sullivan","1530","Sullivan","22","1530",15064,14944,120,0,0,,,107723,556967
"G1801550","1860","Indiana","180","Switzerland","1550","Switzerland","22","1550",12698,12656,42,0,0,,,133965,468768
"G1801570","1860","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",25726,25582,143,0,1,,,198864,1126764
"G1801590","1860","Indiana","180","Tipton","1590","Tipton","22","1590",8170,8135,35,0,0,,,46879,334348
"G1801610","1860","Indiana","180","Union","1610","Union","22","1610",7109,7063,40,0,6,,,145129,509743
"G1801630","1860","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",20552,20425,127,0,0,,,54582,296738
"G1801650","1860","Indiana","180","Vermillion","1650","Vermillion","22","1650",9422,9392,30,0,0,,,92846,490569
"G1801670","1860","Indiana","180","Vigo","1670","Vigo","22","1670",22517,21811,706,0,0,,,114459,638243
"G1801690","1860","Indiana","180","Wabash","1690","Wabash","22","1690",17547,17469,33,0,45,,,159729,711595
"G1801710","1860","Indiana","180","Warren","1710","Warren","22","1710",10057,10040,17,0,0,,,102453,735715
"G1801730","1860","Indiana","180","Warrick","1730","Warrick","22","1730",13261,13242,19,0,0,,,103017,519780
"G1801750","1860","Indiana","180","Washington","1750","Washington","22","1750",17909,17722,187,0,0,,,175839,894141
"G1801770","1860","Indiana","180","Wayne","1770","Wayne","22","1770",29558,28688,870,0,0,,,309023,1145864
"G1801790","1860","Indiana","180","Wells","1790","Wells","22","1790",10844,10843,1,0,0,,,68794,367262
"G1801810","1860","Indiana","180","White","1810","White","22","1810",8258,8237,21,0,0,,,79606,461186
"G1801830","1860","Indiana","180","Whitley","1830","Whitley","22","1830",10730,10637,92,0,1,,,77611,390452
"G1900010","1860","Iowa","190","Adair","0010","Adair","31","10",984,984,0,0,0,,,7662,37690
"G1900030","1860","Iowa","190","Adams","0030","Adams","31","30",1533,1533,0,0,0,,,12049,62247
"G1900050","1860","Iowa","190","Allamakee","0050","Allamakee","31","50",12237,12231,6,0,0,,,76087,291468
"G1900070","1860","Iowa","190","Appanoose","0070","Appanoose","31","70",11931,11918,13,0,0,,,106549,504890
"G1900090","1860","Iowa","190","Audubon","0090","Audubon","31","90",454,454,0,0,0,,,3655,20181
"G1900110","1860","Iowa","190","Benton","0110","Benton","31","110",8496,8495,1,0,0,,,80374,326732
"G1900130","1860","Iowa","190","Black Hawk","0130","Black Hawk","31","130",8244,8226,18,0,0,,,63922,220187
"G1900150","1860","Iowa","190","Boone","0150","Boone","31","150",4232,4232,0,0,0,,,31373,149726
"G1900170","1860","Iowa","190","Bremer","0170","Bremer","31","170",4915,4910,5,0,0,,,48058,170371
"G1900190","1860","Iowa","190","Buchanan","0190","Buchanan","31","190",7906,7904,2,0,0,,,57360,241924
"G1900210","1860","Iowa","190","Buena Vista","0210","Buena Vista","31","210",57,57,0,0,0,,,90,5600
"G1900215","1860","Iowa","190","Buncombe","0215","Buncombe","31","1190",,,,,,,,,
"G1900230","1860","Iowa","190","Butler","0230","Butler","31","230",3724,3723,1,0,0,,,27632,101497
"G1900250","1860","Iowa","190","Calhoun","0250","Calhoun","31","250",147,147,0,0,0,,,715,4844
"G1900270","1860","Iowa","190","Carroll","0270","Carroll","31","270",281,281,0,0,0,,,1547,7842
"G1900290","1860","Iowa","190","Cass","0290","Cass","31","290",1612,1612,0,0,0,,,15527,70030
"G1900310","1860","Iowa","190","Cedar","0310","Cedar","31","310",12949,12937,12,0,0,,,158681,685074
"G1900330","1860","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",940,940,0,0,0,,,10990,39875
"G1900350","1860","Iowa","190","Cherokee","0350","Cherokee","31","350",58,58,0,0,0,,,250,1450
"G1900370","1860","Iowa","190","Chickasaw","0370","Chickasaw","31","370",4336,4331,5,0,0,,,31738,125421
"G1900390","1860","Iowa","190","Clarke","0390","Clarke","31","390",5427,5427,0,0,0,,,43327,194829
"G1900410","1860","Iowa","190","Clay","0410","Clay","31","410",52,52,0,0,0,,,400,2075
"G1900430","1860","Iowa","190","Clayton","0430","Clayton","31","430",20728,20703,25,0,0,,,161186,475936
"G1900450","1860","Iowa","190","Clinton","0450","Clinton","31","450",18938,18925,13,0,0,,,175419,600892
"G1900470","1860","Iowa","190","Crawford","0470","Crawford","31","470",383,383,0,0,0,,,3188,13450
"G1900490","1860","Iowa","190","Dallas","0490","Dallas","31","490",5244,5244,0,0,0,,,44867,232034
"G1900510","1860","Iowa","190","Davis","0510","Davis","31","510",13764,13762,2,0,0,,,119621,578795
"G1900530","1860","Iowa","190","Decatur","0530","Decatur","31","530",8677,8670,7,0,0,,,70310,334961
"G1900550","1860","Iowa","190","Delaware","0550","Delaware","31","550",11024,11023,1,0,0,,,86963,412085
"G1900570","1860","Iowa","190","Des Moines","0570","Des Moines","31","570",19611,19583,28,0,0,,,138682,667066
"G1900590","1860","Iowa","190","Dickinson","0590","Dickinson","31","590",180,180,0,0,0,,,1020,2080
"G1900610","1860","Iowa","190","Dubuque","0610","Dubuque","31","610",31164,31083,81,0,0,,,171982,559182
"G1900630","1860","Iowa","190","Emmet","0630","Emmet","31","630",105,105,0,0,0,,,490,1700
"G1900650","1860","Iowa","190","Fayette","0650","Fayette","31","650",12073,12019,54,0,0,,,87571,345411
"G1900670","1860","Iowa","190","Floyd","0670","Floyd","31","670",3744,3744,0,0,0,,,14843,120645
"G1900690","1860","Iowa","190","Franklin","0690","Franklin","31","690",1309,1309,0,0,0,,,10178,43916
"G1900710","1860","Iowa","190","Fremont","0710","Fremont","31","710",5074,5069,5,0,0,,,40543,241050
"G1900730","1860","Iowa","190","Greene","0730","Greene","31","730",1374,1374,0,0,0,,,9960,43877
"G1900750","1860","Iowa","190","Grundy","0750","Grundy","31","750",793,793,0,0,0,,,10935,36955
"G1900770","1860","Iowa","190","Guthrie","0770","Guthrie","31","770",3058,3058,0,0,0,,,27202,133225
"G1900790","1860","Iowa","190","Hamilton","0790","Hamilton","31","790",1699,1699,0,0,0,,,14860,53115
"G1900810","1860","Iowa","190","Hancock","0810","Hancock","31","810",179,179,0,0,0,,,2305,6290
"G1900830","1860","Iowa","190","Hardin","0830","Hardin","31","830",5440,5440,0,0,0,,,30724,131366
"G1900850","1860","Iowa","190","Harrison","0850","Harrison","31","850",3621,3620,1,0,0,,,25596,115837
"G1900870","1860","Iowa","190","Henry","0870","Henry","31","870",18701,18677,24,0,0,,,156579,589201
"G1900890","1860","Iowa","190","Howard","0890","Howard","31","890",3168,3167,1,0,0,,,27402,108694
"G1900910","1860","Iowa","190","Humboldt","0910","Humboldt","31","910",332,332,0,0,0,,,755,5020
"G1900930","1860","Iowa","190","Ida","0930","Ida","31","930",43,43,0,0,0,,,717,2667
"G1900950","1860","Iowa","190","Iowa","0950","Iowa","31","950",8029,8029,0,0,0,,,66638,301455
"G1900970","1860","Iowa","190","Jackson","0970","Jackson","31","970",18493,18482,11,0,0,,,162213,622530
"G1900990","1860","Iowa","190","Jasper","0990","Jasper","31","990",9883,9882,1,0,0,,,85129,402130
"G1901010","1860","Iowa","190","Jefferson","1010","Jefferson","31","1010",15038,15030,8,0,0,,,146064,581292
"G1901030","1860","Iowa","190","Johnson","1030","Johnson","31","1030",17573,17535,38,0,0,,,92647,454741
"G1901050","1860","Iowa","190","Jones","1050","Jones","31","1050",13306,13299,7,0,0,,,114576,481057
"G1901070","1860","Iowa","190","Keokuk","1070","Keokuk","31","1070",13271,13271,0,0,0,,,119164,609124
"G1901090","1860","Iowa","190","Kossuth","1090","Kossuth","31","1090",416,416,0,0,0,,,1825,12025
"G1901110","1860","Iowa","190","Lee","1110","Lee","31","1110",29232,28987,245,0,0,,,199189,836251
"G1901130","1860","Iowa","190","Linn","1130","Linn","31","1130",18947,18936,11,0,0,,,151222,607695
"G1901150","1860","Iowa","190","Louisa","1150","Louisa","31","1150",10370,10276,94,0,0,,,112789,479450
"G1901170","1860","Iowa","190","Lucas","1170","Lucas","31","1170",5766,5764,2,0,0,,,42242,229786
"G1901210","1860","Iowa","190","Madison","1210","Madison","31","1210",7339,7339,0,0,0,,,77212,310132
"G1901230","1860","Iowa","190","Mahaska","1230","Mahaska","31","1230",14816,14800,16,0,0,,,106951,511361
"G1901250","1860","Iowa","190","Marion","1250","Marion","31","1250",16813,16780,33,0,0,,,122907,566456
"G1901270","1860","Iowa","190","Marshall","1270","Marshall","31","1270",6015,6015,0,0,0,,,57022,216706
"G1901290","1860","Iowa","190","Mills","1290","Mills","31","1290",4481,4462,16,0,3,,,59919,202124
"G1901310","1860","Iowa","190","Mitchell","1310","Mitchell","31","1310",3409,3409,0,0,0,,,33664,110070
"G1901330","1860","Iowa","190","Monona","1330","Monona","31","1330",832,828,1,0,3,,,6610,27167
"G1901350","1860","Iowa","190","Monroe","1350","Monroe","31","1350",8612,8610,2,0,0,,,73354,324708
"G1901370","1860","Iowa","190","Montgomery","1370","Montgomery","31","1370",1256,1245,0,0,11,,,8858,50667
"G1901390","1860","Iowa","190","Muscatine","1390","Muscatine","31","1390",16444,16332,112,0,0,,,145405,657605
"G1901410","1860","Iowa","190","O Brien","1410","O Brien","31","1410",8,8,0,0,0,,,0,350
"G1901430","1860","Iowa","190","Osceola","1430","Osceola","31","1430",,,,,,,,,
"G1901450","1860","Iowa","190","Page","1450","Page","31","1450",4419,4418,1,0,0,,,43896,207543
"G1901470","1860","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",132,132,0,0,0,,,415,3125
"G1901490","1860","Iowa","190","Plymouth","1490","Plymouth","31","1490",148,138,0,0,10,,,1805,8085
"G1901510","1860","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",103,103,0,0,0,,,170,2000
"G1901530","1860","Iowa","190","Polk","1530","Polk","31","1530",11625,11612,13,0,0,,,62274,283756
"G1901550","1860","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",4968,4959,9,0,0,,,23565,134362
"G1901570","1860","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",5668,5661,7,0,0,,,38304,215044
"G1901590","1860","Iowa","190","Ringgold","1590","Ringgold","31","1590",2923,2922,1,0,0,,,18491,99289
"G1901610","1860","Iowa","190","Sac","1610","Sac","31","1610",246,246,0,0,0,,,1700,7875
"G1901630","1860","Iowa","190","Scott","1630","Scott","31","1630",25959,25920,39,0,0,,,209274,616530
"G1901650","1860","Iowa","190","Shelby","1650","Shelby","31","1650",818,817,1,0,0,,,6541,37516
"G1901670","1860","Iowa","190","Sioux","1670","Sioux","31","1670",10,10,0,0,0,,,,
"G1901690","1860","Iowa","190","Story","1690","Story","31","1690",4051,4051,0,0,0,,,30004,116260
"G1901710","1860","Iowa","190","Tama","1710","Tama","31","1710",5285,5285,0,0,0,,,18066,77664
"G1901730","1860","Iowa","190","Taylor","1730","Taylor","31","1730",3590,3590,0,0,0,,,23007,122051
"G1901750","1860","Iowa","190","Union","1750","Union","31","1750",2012,2012,0,0,0,,,19295,83659
"G1901770","1860","Iowa","190","Van Buren","1770","Van Buren","31","1770",17081,17077,4,0,0,,,123876,556185
"G1901790","1860","Iowa","190","Wapello","1790","Wapello","31","1790",14518,14471,47,0,0,,,61303,356279
"G1901810","1860","Iowa","190","Warren","1810","Warren","31","1810",10281,10267,14,0,0,,,72094,351658
"G1901830","1860","Iowa","190","Washington","1830","Washington","31","1830",14235,14222,13,0,0,,,143116,658476
"G1901850","1860","Iowa","190","Wayne","1850","Wayne","31","1850",6409,6398,11,0,0,,,46300,247615
"G1901870","1860","Iowa","190","Webster","1870","Webster","31","1870",2504,2500,4,0,0,,,13122,60408
"G1901890","1860","Iowa","190","Winnebago","1890","Winnebago","31","1890",168,168,0,0,0,,,1298,3055
"G1901910","1860","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",13942,13942,0,0,0,,,152387,439380
"G1901930","1860","Iowa","190","Woodbury","1930","Woodbury","31","1930",1119,1078,3,0,38,,,7199,34077
"G1901950","1860","Iowa","190","Worth","1950","Worth","31","1950",756,756,0,0,0,,,8232,26970
"G1901970","1860","Iowa","190","Wright","1970","Wright","31","1970",653,653,0,0,0,,,3815,13146
"G2050015","1860","Kansas Territory","205","Allen","0015","Allen","32","10",3082,3079,3,0,0,,,28654,146205
"G2050035","1860","Kansas Territory","205","Anderson","0035","Anderson","32","30",2400,2398,0,2,0,,,11744,73869
"G2050055","1860","Kansas Territory","205","Arapahoe","0055","Arapahoe","62","50",34277,34231,46,0,0,,,,
"G2050075","1860","Kansas Territory","205","Atchison","0075","Atchison","32","50",7729,7693,36,0,0,,,43305,157397
"G2050095","1860","Kansas Territory","205","Bourbon","0095","Bourbon","32","110",6101,6035,65,0,1,,,54274,250852
"G2050115","1860","Kansas Territory","205","Breckinridge","0115","Breckinridge","32","115",3197,3197,0,0,0,,,31594,147265
"G2050135","1860","Kansas Territory","205","Brown","0135","Brown","32","130",2607,2607,0,0,0,,,25760,101867
"G2050155","1860","Kansas Territory","205","Butler","0155","Butler","32","150",437,432,5,0,0,,,3633,17174
"G2050175","1860","Kansas Territory","205","Chase","0175","Chase","32","170",808,808,0,0,0,,,5666,25144
"G2050195","1860","Kansas Territory","205","Clay","0195","Clay","32","270",163,163,0,0,0,,,975,4125
"G2050215","1860","Kansas Territory","205","Coffey","0215","Coffey","32","310",2842,2842,0,0,0,,,22875,94998
"G2050255","1860","Kansas Territory","205","Davis","0255","Davis","32","610",1163,1162,1,0,0,,,6810,16051
"G2050275","1860","Kansas Territory","205","Dickinson","0275","Dickinson","32","410",378,378,0,0,0,,,1580,5390
"G2050295","1860","Kansas Territory","205","Doniphan","0295","Doniphan","32","430",8083,8026,41,0,16,,,35123,159395
"G2050315","1860","Kansas Territory","205","Dorn","0315","Dorn","32","1330",88,88,0,0,0,,,380,1929
"G2050335","1860","Kansas Territory","205","Douglas","0335","Douglas","32","450",8637,8633,4,0,0,,,68351,263101
"G2050355","1860","Kansas Territory","205","Franklin","0355","Franklin","32","590",3030,3030,0,0,0,,,25778,152275
"G2050375","1860","Kansas Territory","205","Godfrey","0375","Godfrey","32","835",19,19,0,0,0,,,,
"G2050395","1860","Kansas Territory","205","Greenwood","0395","Greenwood","32","730",759,759,0,0,0,,,4745,22800
"G2050415","1860","Kansas Territory","205","Hunter","0415","Hunter","32","845",158,150,8,0,0,,,800,5565
"G2050435","1860","Kansas Territory","205","Jackson","0435","Jackson","32","850",1936,1936,0,0,0,,,12515,58091
"G2050455","1860","Kansas Territory","205","Jefferson","0455","Jefferson","32","870",4459,4439,20,0,0,,,26156,168595
"G2050475","1860","Kansas Territory","205","Johnson","0475","Johnson","32","910",4364,4364,0,0,0,,,28415,125929
"G2050495","1860","Kansas Territory","205","Leavenworth","0495","Leavenworth","32","1030",12606,12311,295,0,0,,,45182,198735
"G2050515","1860","Kansas Territory","205","Linn","0515","Linn","32","1070",6336,6313,1,0,22,,,41006,220305
"G2050535","1860","Kansas Territory","205","McGhee","0535","Mcghee","32","210",1501,1428,66,0,7,,,14688,75003
"G2050555","1860","Kansas Territory","205","Madison","0555","Madison","32","1115",636,636,0,0,0,,,6868,26500
"G2050575","1860","Kansas Territory","205","Marion","0575","Marion","32","1150",74,74,0,0,0,,,80,200
"G2050595","1860","Kansas Territory","205","Marshall","0595","Marshall","32","1170",2280,2280,0,0,0,,,2364,19925
"G2050615","1860","Kansas Territory","205","Miami/Lykins","0615","Miami/Lykins","32","1210",4980,4978,0,0,2,,,37984,204900
"G2050635","1860","Kansas Territory","205","Morris","0635","Morris","32","1270",770,770,0,0,0,,,5757,38450
"G2050655","1860","Kansas Territory","205","Nemaha","0655","Nemaha","32","1310",2436,2436,0,0,0,,,10821,73880
"G2050695","1860","Kansas Territory","205","Osage","0695","Osage","32","1390",1113,1113,0,0,0,,,12449,47127
"G2050715","1860","Kansas Territory","205","Otoe","0715","Otoe","32","1415",238,214,24,0,0,,,,
"G2050735","1860","Kansas Territory","205","Pottawatomie","0735","Pottawatomie","32","1490",1529,1529,0,0,0,,,22926,109390
"G2050755","1860","Kansas Territory","205","Riley","0755","Riley","32","1610",1224,1224,0,0,0,,,9586,37445
"G2050795","1860","Kansas Territory","205","Shawnee","0795","Shawnee","32","1770",3513,3505,8,0,0,,,37070,124955
"G2050815","1860","Kansas Territory","205","Wabaunsee","0815","Wabaunsee","32","1970",1023,1023,0,0,0,,,16460,76068
"G2050835","1860","Kansas Territory","205","Washington","0835","Washington","32","2010",383,383,0,0,0,,,,
"G2050855","1860","Kansas Territory","205","Wilson","0855","Wilson","32","2050",27,27,0,0,0,,,,
"G2050875","1860","Kansas Territory","205","Woodson","0875","Woodson","32","2070",1488,1488,0,0,0,,,8005,39535
"G2052090","1860","Kansas Territory","205","Wyandotte","2090","Wyandotte","32","2090",2609,2420,48,0,141,,,17315,42015
"G2100010","1860","Kentucky","210","Adair","0010","Adair","51","10",9509,7847,60,1602,0,,,49908,380652
"G2100030","1860","Kentucky","210","Allen","0030","Allen","51","30",9187,7625,40,1522,0,,,57391,468434
"G2100050","1860","Kentucky","210","Anderson","0050","Anderson","51","50",7404,6033,14,1357,0,,,52116,491019
"G2100070","1860","Kentucky","210","Ballard","0070","Ballard","51","70",8692,6943,31,1718,0,,,65438,418742
"G2100090","1860","Kentucky","210","Barren","0090","Barren","51","90",16665,12539,48,4078,0,,,126031,912534
"G2100110","1860","Kentucky","210","Bath","0110","Bath","51","110",12113,9472,141,2500,0,,,75154,1034749
"G2100150","1860","Kentucky","210","Boone","0150","Boone","51","150",11196,9403,48,1745,0,,,114808,758037
"G2100170","1860","Kentucky","210","Bourbon","0170","Bourbon","51","170",14860,7793,300,6767,0,,,142240,2390873
"G2100190","1860","Kentucky","210","Boyd","0190","Boyd","51","190",6044,5871,17,156,0,,,8558,95082
"G2100210","1860","Kentucky","210","Boyle","0210","Boyle","51","210",9304,5590,435,3279,0,,,77529,924779
"G2100230","1860","Kentucky","210","Bracken","0230","Bracken","51","230",11021,10188,83,750,0,,,87107,542271
"G2100250","1860","Kentucky","210","Breathitt","0250","Breathitt","51","250",4980,4750,25,190,15,,,6627,150560
"G2100270","1860","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",13236,10879,17,2340,0,,,82631,500422
"G2100290","1860","Kentucky","210","Bullitt","0290","Bullitt","51","290",7289,5815,16,1458,0,,,59843,347055
"G2100310","1860","Kentucky","210","Butler","0310","Butler","51","310",7927,7132,25,770,0,,,44143,326500
"G2100330","1860","Kentucky","210","Caldwell","0330","Caldwell","51","330",9318,6873,39,2406,0,,,70114,502397
"G2100350","1860","Kentucky","210","Calloway","0350","Calloway","51","350",9915,8409,14,1492,0,,,65812,469831
"G2100370","1860","Kentucky","210","Campbell","0370","Campbell","51","370",20909,20701,88,116,4,,,61900,269974
"G2100410","1860","Kentucky","210","Carroll","0410","Carroll","51","410",6578,5491,42,1045,0,,,48534,363490
"G2100430","1860","Kentucky","210","Carter","0430","Carter","51","430",8516,8170,37,309,0,,,37898,310317
"G2100450","1860","Kentucky","210","Casey","0450","Casey","51","450",6466,5743,57,666,0,,,41359,458691
"G2100470","1860","Kentucky","210","Christian","0470","Christian","51","470",21627,11619,57,9951,0,,,246719,1038803
"G2100490","1860","Kentucky","210","Clark","0490","Clark","51","490",11484,6598,124,4762,0,,,93217,1692938
"G2100510","1860","Kentucky","210","Clay","0510","Clay","51","510",6652,6041,262,349,0,,,17137,211586
"G2100530","1860","Kentucky","210","Clinton","0530","Clinton","51","530",5781,5503,20,258,0,,,31542,241417
"G2100550","1860","Kentucky","210","Crittenden","0550","Crittenden","51","550",8796,7838,19,939,0,,,62265,408729
"G2100570","1860","Kentucky","210","Cumberland","0570","Cumberland","51","570",7340,5874,53,1413,0,,,38517,266295
"G2100590","1860","Kentucky","210","Daviess","0590","Daviess","51","590",15549,11958,76,3515,0,,,122699,777459
"G2100610","1860","Kentucky","210","Edmonson","0610","Edmonson","51","610",4645,4361,11,273,0,,,27409,212889
"G2100650","1860","Kentucky","210","Estill","0650","Estill","51","650",6886,6363,16,507,0,,,25412,300721
"G2100670","1860","Kentucky","210","Fayette","0670","Fayette","51","670",22599,11899,685,10015,0,,,138870,1819237
"G2100690","1860","Kentucky","210","Fleming","0690","Fleming","51","690",12489,10359,112,2018,0,,,106637,765207
"G2100710","1860","Kentucky","210","Floyd","0710","Floyd","51","710",6388,6168,73,147,0,,,9474,183526
"G2100730","1860","Kentucky","210","Franklin","0730","Franklin","51","730",12694,8860,450,3384,0,,,63556,609623
"G2100750","1860","Kentucky","210","Fulton","0750","Fulton","51","750",5317,4220,19,1078,0,,,33125,227137
"G2100770","1860","Kentucky","210","Gallatin","0770","Gallatin","51","770",5056,4334,14,708,0,,,43362,315641
"G2100790","1860","Kentucky","210","Garrard","0790","Garrard","51","790",10531,6857,96,3578,0,,,64915,1000549
"G2100810","1860","Kentucky","210","Grant","0810","Grant","51","810",8356,7630,30,696,0,,,50024,519633
"G2100830","1860","Kentucky","210","Graves","0830","Graves","51","830",16233,13386,2,2845,0,,,141834,814394
"G2100850","1860","Kentucky","210","Grayson","0850","Grayson","51","850",7982,7628,3,351,0,,,57654,411581
"G2100870","1860","Kentucky","210","Green","0870","Green","51","870",8806,6323,111,2372,0,,,44367,390029
"G2100890","1860","Kentucky","210","Greenup","0890","Greenup","51","890",8760,8350,47,363,0,,,34517,217274
"G2100910","1860","Kentucky","210","Hancock","0910","Hancock","51","910",6213,5382,13,818,0,,,44552,258824
"G2100930","1860","Kentucky","210","Hardin","0930","Hardin","51","930",15189,12626,33,2530,0,,,139354,799054
"G2100950","1860","Kentucky","210","Harlan","0950","Harlan","51","950",5494,5352,15,127,0,,,12028,184694
"G2100970","1860","Kentucky","210","Harrison","0970","Harrison","51","970",13779,10341,149,3289,0,,,136301,1207032
"G2100990","1860","Kentucky","210","Hart","0990","Hart","51","990",10348,8878,75,1395,0,,,52552,405068
"G2101010","1860","Kentucky","210","Henderson","1010","Henderson","51","1010",14262,8405,77,5767,13,,,153169,739644
"G2101030","1860","Kentucky","210","Henry","1030","Henry","51","1030",11949,8602,36,3311,0,,,120507,931147
"G2101050","1860","Kentucky","210","Hickman","1050","Hickman","51","1050",7008,5739,20,1249,0,,,43586,279278
"G2101070","1860","Kentucky","210","Hopkins","1070","Hopkins","51","1070",11875,9836,30,2009,0,,,86752,599180
"G2101090","1860","Kentucky","210","Jackson","1090","Jackson","51","1090",3087,3059,21,7,0,,,3601,78883
"G2101110","1860","Kentucky","210","Jefferson","1110","Jefferson","51","1110",89404,77093,2007,10304,0,,,192773,877085
"G2101130","1860","Kentucky","210","Jessamine","1130","Jessamine","51","1130",9465,5671,96,3698,0,,,94986,825865
"G2101150","1860","Kentucky","210","Johnson","1150","Johnson","51","1150",5306,5260,19,27,0,,,8493,156519
"G2101170","1860","Kentucky","210","Kenton","1170","Kenton","51","1170",25467,24815,85,567,0,,,78315,363364
"G2101210","1860","Kentucky","210","Knox","1210","Knox","51","1210",7707,7034,184,489,0,,,22109,273618
"G2101230","1860","Kentucky","210","Larue","1230","Larue","51","1230",6891,5987,4,900,0,,,56587,391165
"G2101250","1860","Kentucky","210","Laurel","1250","Laurel","51","1250",5488,5301,1,186,0,,,22604,165520
"G2101270","1860","Kentucky","210","Lawrence","1270","Lawrence","51","1270",7601,7443,12,146,0,,,18041,350059
"G2101330","1860","Kentucky","210","Letcher","1330","Letcher","51","1330",3904,3787,9,108,0,,,14444,119006
"G2101350","1860","Kentucky","210","Lewis","1350","Lewis","51","1350",8361,8114,17,230,0,,,48631,326517
"G2101370","1860","Kentucky","210","Lincoln","1370","Lincoln","51","1370",10647,7059,158,3430,0,,,54509,1076756
"G2101390","1860","Kentucky","210","Livingston","1390","Livingston","51","1390",7213,5955,36,1222,0,,,50785,321474
"G2101410","1860","Kentucky","210","Logan","1410","Logan","51","1410",19021,12295,370,6356,0,,,180934,1003228
"G2101430","1860","Kentucky","210","Lyon","1430","Lyon","51","1430",5307,4167,46,1094,0,,,39544,268527
"G2101450","1860","Kentucky","210","McCracken","1450","Mccracken","51","1450",10360,8554,68,1738,0,,,47624,262970
"G2101490","1860","Kentucky","210","McLean","1490","Mclean","51","1490",6144,5227,29,888,0,,,47693,264479
"G2101510","1860","Kentucky","210","Madison","1510","Madison","51","1510",17207,11025,148,6034,0,,,105074,1938858
"G2101530","1860","Kentucky","210","Magoffin","1530","Magoffin","51","1530",3485,3338,76,71,0,,,8595,126212
"G2101550","1860","Kentucky","210","Marion","1550","Marion","51","1550",12593,9004,110,3479,0,,,79609,780588
"G2101570","1860","Kentucky","210","Marshall","1570","Marshall","51","1570",6982,6596,35,351,0,,,43798,274660
"G2101610","1860","Kentucky","210","Mason","1610","Mason","51","1610",18222,14065,385,3772,0,,,138367,1048656
"G2101630","1860","Kentucky","210","Meade","1630","Meade","51","1630",8898,6944,22,1932,0,,,69103,404333
"G2101670","1860","Kentucky","210","Mercer","1670","Mercer","51","1670",13701,10149,278,3274,0,,,103252,946957
"G2101690","1860","Kentucky","210","Metcalfe","1690","Metcalfe","51","1690",6745,5914,50,781,0,,,42179,366025
"G2101710","1860","Kentucky","210","Monroe","1710","Monroe","51","1710",8551,7612,17,922,0,,,43914,352070
"G2101730","1860","Kentucky","210","Montgomery","1730","Montgomery","51","1730",7859,4967,140,2752,0,,,57693,938266
"G2101750","1860","Kentucky","210","Morgan","1750","Morgan","51","1750",9237,8986,81,170,0,,,20199,288782
