GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AG3001,AH3001,AH3002,AH3003,AH3004,AH3005,AH3006,AG6001,AG6002
"G5100360","1860","Virginia","510","Charles City","0360","Charles City","40","360",5609,1806,856,2947,0,,,45800,165955
"G5100370","1860","Virginia","510","Charlotte","0370","Charlotte","40","370",14471,4981,252,9238,0,,,89867,441494
"G5100410","1860","Virginia","510","Chesterfield","0410","Chesterfield","40","410",19016,10019,643,8354,0,,,80604,399767
"G5100430","1860","Virginia","510","Clarke","0430","Clarke","40","430",7146,3707,64,3375,0,,,80170,335667
"G5100435","1860","Virginia","510","Clay","0435","Clay","40","435",1787,1761,5,21,0,,,3753,41824
"G5100450","1860","Virginia","510","Craig","0450","Craig","40","450",3553,3103,30,420,0,,,31177,124926
"G5100470","1860","Virginia","510","Culpeper","0470","Culpeper","40","470",12063,4959,429,6675,0,,,110061,540572
"G5100490","1860","Virginia","510","Cumberland","0490","Cumberland","40","490",9961,2946,310,6705,0,,,69181,352135
"G5100530","1860","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",30198,13678,3746,12774,0,,,120296,484278
"G5100533","1860","Virginia","510","Doddridge","0533","Doddridge","40","535",5203,5168,1,34,0,,,16602,142269
"G5100550","1860","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",5798,3180,201,2417,0,,,26130,123845
"G5100570","1860","Virginia","510","Essex","0570","Essex","40","570",10469,3296,477,6696,0,,,57320,269403
"G5100590","1860","Virginia","510","Fairfax","0590","Fairfax","40","590",11834,8046,672,3116,0,,,111097,371443
"G5100610","1860","Virginia","510","Fauquier","0610","Fauquier","40","610",21706,10430,821,10455,0,,,241740,1494504
"G5100615","1860","Virginia","510","Fayette","0615","Fayette","40","615",5997,5716,10,271,0,,,25440,177440
"G5100630","1860","Virginia","510","Floyd","0630","Floyd","40","630",8236,7745,16,475,0,,,49247,216151
"G5100650","1860","Virginia","510","Fluvanna","0650","Fluvanna","40","650",10353,5093,266,4994,0,,,73404,318213
"G5100670","1860","Virginia","510","Franklin","0670","Franklin","40","670",20098,13642,105,6351,0,,,108484,493103
"G5100690","1860","Virginia","510","Frederick","0690","Frederick","40","690",16546,13079,1208,2259,0,,,148515,519296
"G5100710","1860","Virginia","510","Giles","0710","Giles","40","710",6883,6038,67,778,0,,,37674,257222
"G5100715","1860","Virginia","510","Gilmer","0715","Gilmer","40","715",3759,3685,22,52,0,,,13738,113722
"G5100730","1860","Virginia","510","Gloucester","0730","Gloucester","40","730",10956,4517,703,5736,0,,,60518,225926
"G5100750","1860","Virginia","510","Goochland","0750","Goochland","40","750",10656,3814,703,6139,0,,,80435,348457
"G5100770","1860","Virginia","510","Grayson","0770","Grayson","40","770",8252,7653,52,547,0,,,58241,339552
"G5100775","1860","Virginia","510","Greenbrier","0775","Greenbrier","40","775",12211,10500,186,1525,0,,,86286,676298
"G5100790","1860","Virginia","510","Greene","0790","Greene","40","790",5022,3015,23,1984,0,,,36651,154767
"G5100810","1860","Virginia","510","Greensville","0810","Greensville","40","810",6374,1974,233,4167,0,,,37025,186375
"G5100830","1860","Virginia","510","Halifax","0830","Halifax","40","830",26520,11060,563,14897,0,,,147181,684536
"G5100833","1860","Virginia","510","Hampshire","0833","Hampshire","40","835",13913,12478,222,1213,0,,,166316,763454
"G5100837","1860","Virginia","510","Hancock","0837","Hancock","40","845",4445,4442,1,2,0,,,38489,182746
"G5100850","1860","Virginia","510","Hanover","0850","Hanover","40","850",17222,7482,257,9483,0,,,142934,514828
"G5100853","1860","Virginia","510","Hardy","0853","Hardy","40","855",9864,8521,270,1073,0,,,57753,453768
"G5100857","1860","Virginia","510","Harrison","0857","Harrison","40","865",13790,13176,32,582,0,,,63261,644325
"G5100870","1860","Virginia","510","Henrico","0870","Henrico","40","870",61616,37966,3590,20041,19,,,145114,423672
"G5100890","1860","Virginia","510","Henry","0890","Henry","40","890",12105,6773,314,5018,0,,,38369,282659
"G5100910","1860","Virginia","510","Highland","0910","Highland","40","910",4319,3890,27,402,0,,,20813,269337
"G5100930","1860","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",9977,5037,1370,3570,0,,,44440,252697
"G5100935","1860","Virginia","510","Jackson","0935","Jackson","40","935",8306,8240,11,55,0,,,33410,173354
"G5100950","1860","Virginia","510","James City","0950","James City","40","950",5798,2167,1045,2586,0,,,28609,125593
"G5100953","1860","Virginia","510","Jefferson","0953","Jefferson","40","955",14535,10064,511,3960,0,,,119176,466168
"G5100957","1860","Virginia","510","Kanawha","0957","Kanawha","40","965",16150,13785,181,2184,0,,,34246,197224
"G5100970","1860","Virginia","510","King And Queen","0970","King And Queen","40","970",10328,3801,388,6139,0,,,57015,252349
"G5100990","1860","Virginia","510","King George","0990","King George","40","990",6571,2510,388,3673,0,,,56531,203691
"G5101010","1860","Virginia","510","King William","1010","King William","40","1010",8530,2589,416,5525,0,,,80172,232290
"G5101030","1860","Virginia","510","Lancaster","1030","Lancaster","40","1030",5151,1981,301,2869,0,,,60143,131475
"G5101050","1860","Virginia","510","Lee","1050","Lee","40","1050",11032,10185,13,824,10,,,42785,447142
"G5101053","1860","Virginia","510","Lewis","1053","Lewis","40","1055",7999,7736,33,230,0,,,23582,225500
"G5101057","1860","Virginia","510","Logan","1057","Logan","40","1065",4938,4789,1,148,0,,,9790,161490
"G5101070","1860","Virginia","510","Loudoun","1070","Loudoun","40","1070",21774,15021,1252,5501,0,,,238264,1182355
"G5101090","1860","Virginia","510","Louisa","1090","Louisa","40","1090",16701,6183,324,10194,0,,,108245,556856
"G5101110","1860","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",11983,4421,257,7305,0,,,62961,360642
"G5101130","1860","Virginia","510","Madison","1130","Madison","40","1130",8854,4360,97,4397,0,,,91377,321897
"G5101133","1860","Virginia","510","Marion","1133","Marion","40","1141",12722,12656,3,63,0,,,55057,466254
"G5101135","1860","Virginia","510","Marshall","1135","Marshall","40","1145",12997,12911,57,29,0,,,58262,280860
"G5101137","1860","Virginia","510","Mason","1137","Mason","40","1148",9173,8750,47,376,0,,,37761,252063
"G5101150","1860","Virginia","510","Mathews","1150","Matthews","40","1150",7091,3865,218,3008,0,,,34214,127970
"G5101155","1860","Virginia","510","McDowell","1155","Mcdowell","40","1155",1535,1535,0,0,0,,,2088,33785
"G5101170","1860","Virginia","510","Mecklenburg","1170","Mecklenburg","40","1170",20096,6778,898,12420,0,,,99175,481246
"G5101175","1860","Virginia","510","Mercer","1175","Mercer","40","1175",6819,6428,29,362,0,,,33844,244954
"G5101190","1860","Virginia","510","Middlesex","1190","Middlesex","40","1190",4364,1863,126,2375,0,,,31603,110887
"G5101193","1860","Virginia","510","Monongalia","1193","Monongalia","40","1195",13048,12901,46,101,0,,,59257,454070
"G5101197","1860","Virginia","510","Monroe","1197","Monroe","40","1205",10757,9536,107,1114,0,,,73807,500268
"G5101210","1860","Virginia","510","Montgomery","1210","Montgomery","40","1210",10617,8251,147,2219,0,,,67537,378313
"G5101215","1860","Virginia","510","Morgan","1215","Morgan","40","1215",3732,3614,24,94,0,,,27931,111439
"G5101230","1860","Virginia","510","Nansemond","1230","Nansemond","40","1230",13693,5732,2480,5481,0,,,42312,244452
"G5101250","1860","Virginia","510","Nelson","1250","Nelson","40","1250",13015,6649,128,6238,0,,,80798,352344
"G5101270","1860","Virginia","510","New Kent","1270","New Kent","40","1270",5884,2145,364,3374,1,,,55402,170821
"G5101275","1860","Virginia","510","Nicholas","1275","Nicholas","40","1275",4627,4471,2,154,0,,,43651,334820
"G5101290","1860","Virginia","510","Norfolk","1290","Norfolk","40","1290",36227,24357,2803,9004,63,,,40836,251378
"G5101310","1860","Virginia","510","Northampton","1310","Northampton","40","1310",7832,2998,962,3872,0,,,47720,208875
"G5101330","1860","Virginia","510","Northumberland","1330","Northumberland","40","1330",7531,3870,222,3439,0,,,58624,199833
"G5101350","1860","Virginia","510","Nottoway","1350","Nottoway","40","1350",8836,2270,98,6468,0,,,47567,215527
"G5101355","1860","Virginia","510","Ohio","1355","Ohio","40","1355",22422,22196,126,100,0,,,50640,253090
"G5101370","1860","Virginia","510","Orange","1370","Orange","40","1370",10851,4553,187,6111,0,,,104266,448384
"G5101390","1860","Virginia","510","Page","1390","Page","40","1390",8109,6875,384,850,0,,,80420,288509
"G5101410","1860","Virginia","510","Patrick","1410","Patrick","40","1410",9359,7158,131,2070,0,,,23296,202808
"G5101415","1860","Virginia","510","Pendleton","1415","Pendleton","40","1415",6164,5870,50,244,0,,,47838,371228
"G5101430","1860","Virginia","510","Pittsylvania","1430","Pittsylvania","40","1430",32104,17105,659,14340,0,,,131565,700695
"G5101433","1860","Virginia","510","Pleasants","1433","Pleasants","40","1435",2945,2925,5,15,0,,,12752,84275
"G5101437","1860","Virginia","510","Pocahontas","1437","Pocahontas","40","1445",3958,3686,20,252,0,,,39937,328002
"G5101450","1860","Virginia","510","Powhatan","1450","Powhatan","40","1450",8392,2580,409,5403,0,,,70369,273279
"G5101455","1860","Virginia","510","Preston","1455","Preston","40","1455",13312,13182,45,67,18,,,100929,461133
"G5101470","1860","Virginia","510","Prince Edward","1470","Prince Edward","40","1470",11844,4037,466,7341,0,,,61744,297433
"G5101490","1860","Virginia","510","Prince George","1490","Prince George","40","1490",8411,2899,515,4997,0,,,74674,228861
"G5101510","1860","Virginia","510","Princess Anne","1510","Princess Anne","40","1510",7714,4333,195,3186,0,,,40880,290847
"G5101530","1860","Virginia","510","Prince William","1530","Prince William","40","1530",8565,5690,519,2356,0,,,63366,318445
"G5101550","1860","Virginia","510","Pulaski","1550","Pulaski","40","1550",5416,3814,13,1589,0,,,42154,288451
"G5101553","1860","Virginia","510","Putnam","1553","Putnam","40","1555",6301,5708,13,580,0,,,33717,185995
"G5101555","1860","Virginia","510","Raleigh","1555","Raleigh","40","1565",3367,3291,19,57,0,,,9354,69038
"G5101557","1860","Virginia","510","Randolph","1557","Randolph","40","1567",4990,4793,14,183,0,,,20880,244857
"G5101570","1860","Virginia","510","Rappahannock","1570","Rappahannock","40","1570",8850,5018,312,3520,0,,,66023,407815
"G5101590","1860","Virginia","510","Richmond","1590","Richmond","40","1590",6856,3570,820,2466,0,,,32889,148261
"G5101593","1860","Virginia","510","Ritchie","1593","Ritchie","40","1595",6847,6809,0,38,0,,,31083,213147
"G5101597","1860","Virginia","510","Roane","1597","Roane","40","1605",5381,5307,2,72,0,,,12179,86180
"G5101610","1860","Virginia","510","Roanoke","1610","Roanoke","40","1610",8048,5250,155,2643,0,,,61690,254689
"G5101630","1860","Virginia","510","Rockbridge","1630","Rockbridge","40","1630",17248,12841,422,3985,0,,,109223,652399
"G5101650","1860","Virginia","510","Rockingham","1650","Rockingham","40","1650",23408,20489,532,2387,0,,,262506,1139690
"G5101670","1860","Virginia","510","Russell","1670","Russell","40","1670",10280,9130,51,1099,0,,,46806,496824
"G5101690","1860","Virginia","510","Scott","1690","Scott","40","1690",12072,11530,52,490,0,,,49095,425210
"G5101710","1860","Virginia","510","Shenandoah","1710","Shenandoah","40","1710",13896,12827,316,753,0,,,99133,366153
"G5101730","1860","Virginia","510","Smyth","1730","Smyth","40","1730",8952,7732,183,1037,0,,,45325,308951
"G5101750","1860","Virginia","510","Southampton","1750","Southampton","40","1750",12915,5713,1794,5408,0,,,77852,374105
"G5101770","1860","Virginia","510","Spotsylvania","1770","Spotsylvania","40","1770",16076,7716,574,7786,0,,,78794,313797
"G5101790","1860","Virginia","510","Stafford","1790","Stafford","40","1790",8555,4922,319,3314,0,,,46085,202073
"G5101810","1860","Virginia","510","Surry","1810","Surry","40","1810",6133,2334,1284,2515,0,,,28597,152802
"G5101830","1860","Virginia","510","Sussex","1830","Sussex","40","1830",10175,3118,673,6384,0,,,71498,359821
"G5101835","1860","Virginia","510","Taylor","1835","Taylor","40","1835",7463,7300,51,112,0,,,21937,162864
"G5101850","1860","Virginia","510","Tazewell","1850","Tazewell","40","1850",9920,8625,93,1202,0,,,56406,485525
"G5101853","1860","Virginia","510","Tucker","1853","Tucker","40","1855",1428,1392,16,20,0,,,5735,58850
"G5101855","1860","Virginia","510","Tyler","1855","Tyler","40","1859",6517,6488,11,18,0,,,35696,202707
"G5101857","1860","Virginia","510","Upshur","1857","Upshur","40","1865",7292,7064,16,212,0,,,33161,271523
"G5101870","1860","Virginia","510","Warren","1870","Warren","40","1870",6442,4583,284,1575,0,,,44739,299090
"G5101890","1860","Virginia","510","Warwick","1890","Warwick","40","1875",1740,662,59,1019,0,,,9486,55682
"G5101910","1860","Virginia","510","Washington","1910","Washington","40","1910",16892,14095,249,2547,1,,,95392,569489
"G5101913","1860","Virginia","510","Wayne","1913","Wayne","40","1915",6747,6604,0,143,0,,,18766,175008
"G5101917","1860","Virginia","510","Webster","1917","Webster","40","1925",1555,1552,0,3,0,,,2814,44304
"G5101930","1860","Virginia","510","Westmoreland","1930","Westmoreland","40","1930",8282,3387,1191,3704,0,,,47030,219364
"G5101933","1860","Virginia","510","Wetzel","1933","Wetzel","40","1935",6703,6691,2,10,0,,,20687,169639
"G5101937","1860","Virginia","510","Wirt","1937","Wirt","40","1945",3751,3728,0,23,0,,,12042,110417
"G5101950","1860","Virginia","510","Wise","1950","Wise","40","1950",4508,4416,26,66,0,,,13648,123250
"G5101953","1860","Virginia","510","Wood","1953","Wood","40","1955",11046,10791,79,176,0,,,37868,214077
"G5101957","1860","Virginia","510","Wyoming","1957","Wyoming","40","1965",2861,2795,2,64,0,,,7142,81992
"G5101970","1860","Virginia","510","Wythe","1970","Wythe","40","1970",12305,9986,157,2162,0,,,91461,411815
"G5101990","1860","Virginia","510","York","1990","York","40","1990",4949,2342,682,1925,0,,,27505,124627
"G5350015","1860","Washington Territory","535","Chihallis","0015","Chihallis","73","270",285,283,0,0,2,,,2785,20635
"G5350035","1860","Washington Territory","535","Clallam","0035","Clallam","73","90",149,149,0,0,0,,,3635,13773
"G5350055","1860","Washington Territory","535","Clark","0055","Clark","73","110",2384,2367,1,0,16,,,23336,139653
"G5350095","1860","Washington Territory","535","Cowlitz","0095","Cowlitz","73","150",406,405,0,0,1,,,5469,42078
"G5350115","1860","Washington Territory","535","Island","0115","Island","73","290",294,292,0,0,2,,,0,0
"G5350135","1860","Washington Territory","535","Jefferson","0135","Jefferson","73","310",531,523,8,0,0,,,2860,13220
"G5350155","1860","Washington Territory","535","King","0155","King","73","330",302,301,1,0,0,,,3225,23785
"G5350175","1860","Washington Territory","535","Kitsap","0175","Kitsap","73","350",544,540,4,0,0,,,0,0
"G5350195","1860","Washington Territory","535","Klikatat","0195","Klikatat","73","390",230,230,0,0,0,,,6270,75756
"G5350215","1860","Washington Territory","535","Lewis","0215","Lewis","73","410",384,336,1,0,47,,,20745,97070
"G5350255","1860","Washington Territory","535","Pacific","0255","Pacific","73","490",420,406,0,0,14,,,2180,21851
"G5350275","1860","Washington Territory","535","Pierce","0275","Pierce","73","530",1115,1114,0,0,1,,,23360,157775
"G5350355","1860","Washington Territory","535","Skamania","0355","Skamania","73","590",173,171,0,0,2,,,1193,5830
"G5350375","1860","Washington Territory","535","Sawamish","0375","Sawamish","73","610",162,162,0,0,0,,,5808,16717
"G5350415","1860","Washington Territory","535","Spokane","0415","Spokane","73","630",996,674,2,0,320,,,14205,42038
"G5350455","1860","Washington Territory","535","Thurston","0455","Thurston","73","670",1507,1495,12,0,0,,,40521,225830
"G5350475","1860","Washington Territory","535","Wahkiakum","0475","Wahkiakum","73","690",42,41,0,0,1,,,1640,5565
"G5350495","1860","Washington Territory","535","Walla Walla","0495","Walla Walla","73","710",1318,1297,1,0,20,,,32920,189860
"G5350515","1860","Washington Territory","535","Whatcom","0515","Whatcom","73","730",352,352,0,0,0,,,250,8475
"G5500010","1860","Wisconsin","550","Adams","0010","Adams","25","10",6492,6472,20,0,0,0,,43211,125442
"G5500030","1860","Wisconsin","550","Ashland","0030","Ashland","25","30",515,515,0,0,0,0,,1585,5050
"G5500035","1860","Wisconsin","550","Bad Ax","0035","Bad Ax","25","1230",11007,10968,39,0,0,0,,66729,251573
"G5500090","1860","Wisconsin","550","Brown","0090","Brown","25","90",11795,11774,20,0,1,0,,18378,49025
"G5500110","1860","Wisconsin","550","Buffalo","0110","Buffalo","25","110",3864,3864,0,0,0,0,,20574,109282
"G5500130","1860","Wisconsin","550","Burnett","0130","Burnett","25","130",12,12,0,0,0,0,,,
"G5500150","1860","Wisconsin","550","Calumet","0150","Calumet","25","150",7895,7179,0,0,430,286,,55722,149612
"G5500170","1860","Wisconsin","550","Chippewa","0170","Chippewa","25","170",1895,1766,0,0,11,118,,3656,17516
"G5500190","1860","Wisconsin","550","Clark","0190","Clark","25","190",789,789,0,0,0,0,,4621,19244
"G5500210","1860","Wisconsin","550","Columbia","0210","Columbia","25","210",24441,24421,20,0,0,0,,248897,793770
"G5500230","1860","Wisconsin","550","Crawford","0230","Crawford","25","230",8068,8040,28,0,0,0,,21202,74058
"G5500235","1860","Wisconsin","550","Dallas","0235","Dallas","25","50",13,13,0,0,0,0,,,
"G5500250","1860","Wisconsin","550","Dane","0250","Dane","25","250",43922,43850,72,0,0,0,,402566,1344669
"G5500270","1860","Wisconsin","550","Dodge","0270","Dodge","25","270",42818,42775,19,0,24,0,,362819,1069933
"G5500290","1860","Wisconsin","550","Door","0290","Door","25","290",2948,2947,1,0,0,0,,3081,12958
"G5500310","1860","Wisconsin","550","Douglas","0310","Douglas","25","310",812,808,4,0,0,0,,685,6060
"G5500330","1860","Wisconsin","550","Dunn","0330","Dunn","25","330",2704,2686,18,0,0,0,,11837,52608
"G5500350","1860","Wisconsin","550","Eau Claire","0350","Eau Claire","25","350",3162,3153,9,0,0,0,,15926,49370
