GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOT001,APP001,APP002,APP003,APP004
"G1800750","1880","Indiana","180","Jay","0750","Jay","22","750",19282,19127,155,0,0
"G1800770","1880","Indiana","180","Jefferson","0770","Jefferson","22","770",25977,25030,944,0,3
"G1800790","1880","Indiana","180","Jennings","0790","Jennings","22","790",16453,16045,408,0,0
"G1800810","1880","Indiana","180","Johnson","0810","Johnson","22","810",19537,19182,355,0,0
"G1800830","1880","Indiana","180","Knox","0830","Knox","22","830",26324,25694,629,0,1
"G1800850","1880","Indiana","180","Kosciusko","0850","Kosciusko","22","850",26494,26445,49,0,0
"G1800870","1880","Indiana","180","Lagrange","0870","Lagrange","22","870",15630,15615,15,0,0
"G1800890","1880","Indiana","180","Lake","0890","Lake","22","890",15091,15089,2,0,0
"G1800910","1880","Indiana","180","LaPorte","0910","Laporte","22","910",30985,30731,249,0,5
"G1800930","1880","Indiana","180","Lawrence","0930","Lawrence","22","930",18543,18208,335,0,0
"G1800950","1880","Indiana","180","Madison","0950","Madison","22","950",27527,27401,126,0,0
"G1800970","1880","Indiana","180","Marion","0970","Marion","22","970",102782,94729,8038,14,1
"G1800990","1880","Indiana","180","Marshall","0990","Marshall","22","990",23414,23405,9,0,0
"G1801010","1880","Indiana","180","Martin","1010","Martin","22","1010",13475,13453,22,0,0
"G1801030","1880","Indiana","180","Miami","1030","Miami","22","1030",24083,23838,135,1,109
"G1801050","1880","Indiana","180","Monroe","1050","Monroe","22","1050",15875,15530,345,0,0
"G1801070","1880","Indiana","180","Montgomery","1070","Montgomery","22","1070",27316,26885,427,1,3
"G1801090","1880","Indiana","180","Morgan","1090","Morgan","22","1090",18900,18750,150,0,0
"G1801110","1880","Indiana","180","Newton","1110","Newton","22","1110",8167,8081,86,0,0
"G1801130","1880","Indiana","180","Noble","1130","Noble","22","1130",22956,22909,47,0,0
"G1801150","1880","Indiana","180","Ohio","1150","Ohio","22","1150",5563,5358,205,0,0
"G1801170","1880","Indiana","180","Orange","1170","Orange","22","1170",14363,14210,149,0,4
"G1801190","1880","Indiana","180","Owen","1190","Owen","22","1190",15901,15774,127,0,0
"G1801210","1880","Indiana","180","Parke","1210","Parke","22","1210",19460,19170,288,0,2
"G1801230","1880","Indiana","180","Perry","1230","Perry","22","1230",16997,16789,208,0,0
"G1801250","1880","Indiana","180","Pike","1250","Pike","22","1250",16383,16356,27,0,0
"G1801270","1880","Indiana","180","Porter","1270","Porter","22","1270",17227,17194,33,0,0
"G1801290","1880","Indiana","180","Posey","1290","Posey","22","1290",20857,19902,955,0,0
"G1801310","1880","Indiana","180","Pulaski","1310","Pulaski","22","1310",9851,9847,4,0,0
"G1801330","1880","Indiana","180","Putnam","1330","Putnam","22","1330",22501,21925,576,0,0
"G1801350","1880","Indiana","180","Randolph","1350","Randolph","22","1350",26435,25843,591,0,1
"G1801370","1880","Indiana","180","Ripley","1370","Ripley","22","1370",21627,21470,157,0,0
"G1801390","1880","Indiana","180","Rush","1390","Rush","22","1390",19238,18688,550,0,0
"G1801410","1880","Indiana","180","St Joseph","1410","St Joseph","22","1410",33178,32889,279,0,10
"G1801430","1880","Indiana","180","Scott","1430","Scott","22","1430",8343,8333,10,0,0
"G1801450","1880","Indiana","180","Shelby","1450","Shelby","22","1450",25257,24970,287,0,0
"G1801470","1880","Indiana","180","Spencer","1470","Spencer","22","1470",22122,20630,1492,0,0
"G1801490","1880","Indiana","180","Starke","1490","Starke","22","1490",5105,5105,0,0,0
"G1801510","1880","Indiana","180","Steuben","1510","Steuben","22","1510",14645,14637,8,0,0
"G1801530","1880","Indiana","180","Sullivan","1530","Sullivan","22","1530",20336,20190,146,0,0
"G1801550","1880","Indiana","180","Switzerland","1550","Switzerland","22","1550",13336,13122,214,0,0
"G1801570","1880","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",35966,35660,304,2,0
"G1801590","1880","Indiana","180","Tipton","1590","Tipton","22","1590",14407,14346,58,0,3
"G1801610","1880","Indiana","180","Union","1610","Union","22","1610",7673,7529,144,0,0
"G1801630","1880","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",42193,38345,3843,3,2
"G1801650","1880","Indiana","180","Vermillion","1650","Vermillion","22","1650",12025,11951,74,0,0
"G1801670","1880","Indiana","180","Vigo","1670","Vigo","22","1670",45658,44149,1506,2,1
"G1801690","1880","Indiana","180","Wabash","1690","Wabash","22","1690",25241,24971,254,0,16
"G1801710","1880","Indiana","180","Warren","1710","Warren","22","1710",11497,11478,19,0,0
"G1801730","1880","Indiana","180","Warrick","1730","Warrick","22","1730",20162,19543,619,0,0
"G1801750","1880","Indiana","180","Washington","1750","Washington","22","1750",18955,18952,3,0,0
"G1801770","1880","Indiana","180","Wayne","1770","Wayne","22","1770",38613,36900,1710,2,1
"G1801790","1880","Indiana","180","Wells","1790","Wells","22","1790",18442,18437,5,0,0
"G1801810","1880","Indiana","180","White","1810","White","22","1810",13795,13789,6,0,0
"G1801830","1880","Indiana","180","Whitley","1830","Whitley","22","1830",16941,16833,108,0,0
"G1900010","1880","Iowa","190","Adair","0010","Adair","31","10",11667,11659,8,0,0
"G1900030","1880","Iowa","190","Adams","0030","Adams","31","30",11888,11799,89,0,0
"G1900050","1880","Iowa","190","Allamakee","0050","Allamakee","31","50",19791,19753,38,0,0
"G1900070","1880","Iowa","190","Appanoose","0070","Appanoose","31","70",16636,16562,74,0,0
"G1900090","1880","Iowa","190","Audubon","0090","Audubon","31","90",7448,7445,3,0,0
"G1900110","1880","Iowa","190","Benton","0110","Benton","31","110",24888,24868,20,0,0
"G1900130","1880","Iowa","190","Black Hawk","0130","Black Hawk","31","130",23913,23876,37,0,0
"G1900150","1880","Iowa","190","Boone","0150","Boone","31","150",20838,20585,251,2,0
"G1900170","1880","Iowa","190","Bremer","0170","Bremer","31","170",14081,14074,6,0,1
"G1900190","1880","Iowa","190","Buchanan","0190","Buchanan","31","190",18546,18517,29,0,0
"G1900210","1880","Iowa","190","Buena Vista","0210","Buena Vista","31","210",7537,7536,1,0,0
"G1900230","1880","Iowa","190","Butler","0230","Butler","31","230",14293,14262,31,0,0
"G1900250","1880","Iowa","190","Calhoun","0250","Calhoun","31","250",5595,5593,2,0,0
"G1900270","1880","Iowa","190","Carroll","0270","Carroll","31","270",12351,12341,10,0,0
"G1900290","1880","Iowa","190","Cass","0290","Cass","31","290",16943,16922,21,0,0
"G1900310","1880","Iowa","190","Cedar","0310","Cedar","31","310",18936,18879,53,0,4
"G1900330","1880","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",11461,11438,23,0,0
"G1900350","1880","Iowa","190","Cherokee","0350","Cherokee","31","350",8240,8238,2,0,0
"G1900370","1880","Iowa","190","Chickasaw","0370","Chickasaw","31","370",14534,14534,0,0,0
"G1900390","1880","Iowa","190","Clarke","0390","Clarke","31","390",11513,11455,58,0,0
"G1900410","1880","Iowa","190","Clay","0410","Clay","31","410",4248,4246,2,0,0
"G1900430","1880","Iowa","190","Clayton","0430","Clayton","31","430",28829,28828,1,0,0
"G1900450","1880","Iowa","190","Clinton","0450","Clinton","31","450",36763,36573,187,2,1
"G1900470","1880","Iowa","190","Crawford","0470","Crawford","31","470",12413,12390,23,0,0
"G1900490","1880","Iowa","190","Dallas","0490","Dallas","31","490",18746,18692,53,1,0
"G1900510","1880","Iowa","190","Davis","0510","Davis","31","510",16468,16404,60,0,4
"G1900530","1880","Iowa","190","Decatur","0530","Decatur","31","530",15336,15207,129,0,0
"G1900550","1880","Iowa","190","Delaware","0550","Delaware","31","550",17950,17948,2,0,0
"G1900570","1880","Iowa","190","Des Moines","0570","Des Moines","31","570",33099,32674,425,0,0
"G1900590","1880","Iowa","190","Dickinson","0590","Dickinson","31","590",1901,1900,1,0,0
"G1900610","1880","Iowa","190","Dubuque","0610","Dubuque","31","610",42996,42837,156,2,1
"G1900630","1880","Iowa","190","Emmet","0630","Emmet","31","630",1550,1547,3,0,0
"G1900650","1880","Iowa","190","Fayette","0650","Fayette","31","650",22258,22136,122,0,0
"G1900670","1880","Iowa","190","Floyd","0670","Floyd","31","670",14677,14672,5,0,0
"G1900690","1880","Iowa","190","Franklin","0690","Franklin","31","690",10249,10237,12,0,0
"G1900710","1880","Iowa","190","Fremont","0710","Fremont","31","710",17652,17588,59,0,5
"G1900730","1880","Iowa","190","Greene","0730","Greene","31","730",12727,12711,16,0,0
"G1900750","1880","Iowa","190","Grundy","0750","Grundy","31","750",12639,12639,0,0,0
"G1900770","1880","Iowa","190","Guthrie","0770","Guthrie","31","770",14394,14392,2,0,0
"G1900790","1880","Iowa","190","Hamilton","0790","Hamilton","31","790",11252,11251,1,0,0
"G1900810","1880","Iowa","190","Hancock","0810","Hancock","31","810",3453,3453,0,0,0
"G1900830","1880","Iowa","190","Hardin","0830","Hardin","31","830",17807,17696,111,0,0
"G1900850","1880","Iowa","190","Harrison","0850","Harrison","31","850",16649,16632,13,0,4
"G1900870","1880","Iowa","190","Henry","0870","Henry","31","870",20986,20477,509,0,0
"G1900890","1880","Iowa","190","Howard","0890","Howard","31","890",10837,10817,19,1,0
"G1900910","1880","Iowa","190","Humboldt","0910","Humboldt","31","910",5341,5339,2,0,0
"G1900930","1880","Iowa","190","Ida","0930","Ida","31","930",4382,4382,0,0,0
"G1900950","1880","Iowa","190","Iowa","0950","Iowa","31","950",19221,19206,15,0,0
"G1900970","1880","Iowa","190","Jackson","0970","Jackson","31","970",23771,23762,9,0,0
"G1900990","1880","Iowa","190","Jasper","0990","Jasper","31","990",25963,25842,121,0,0
"G1901010","1880","Iowa","190","Jefferson","1010","Jefferson","31","1010",17469,17397,72,0,0
"G1901030","1880","Iowa","190","Johnson","1030","Johnson","31","1030",25429,25323,105,1,0
"G1901050","1880","Iowa","190","Jones","1050","Jones","31","1050",21052,21017,35,0,0
"G1901070","1880","Iowa","190","Keokuk","1070","Keokuk","31","1070",21258,21243,15,0,0
"G1901090","1880","Iowa","190","Kossuth","1090","Kossuth","31","1090",6178,6177,1,0,0
"G1901110","1880","Iowa","190","Lee","1110","Lee","31","1110",34859,33178,1679,1,1
"G1901130","1880","Iowa","190","Linn","1130","Linn","31","1130",37237,37027,207,3,0
"G1901150","1880","Iowa","190","Louisa","1150","Louisa","31","1150",13142,13077,65,0,0
"G1901170","1880","Iowa","190","Lucas","1170","Lucas","31","1170",14530,14490,40,0,0
"G1901190","1880","Iowa","190","Lyon","1190","Lyon","31","1190",1968,1968,0,0,0
"G1901210","1880","Iowa","190","Madison","1210","Madison","31","1210",17224,17212,10,0,2
"G1901230","1880","Iowa","190","Mahaska","1230","Mahaska","31","1230",25202,24678,524,0,0
"G1901250","1880","Iowa","190","Marion","1250","Marion","31","1250",25111,25067,44,0,0
"G1901270","1880","Iowa","190","Marshall","1270","Marshall","31","1270",23752,23627,97,1,27
"G1901290","1880","Iowa","190","Mills","1290","Mills","31","1290",14137,14113,24,0,0
"G1901310","1880","Iowa","190","Mitchell","1310","Mitchell","31","1310",14363,14358,5,0,0
"G1901330","1880","Iowa","190","Monona","1330","Monona","31","1330",9055,8967,88,0,0
"G1901350","1880","Iowa","190","Monroe","1350","Monroe","31","1350",13719,13461,258,0,0
"G1901370","1880","Iowa","190","Montgomery","1370","Montgomery","31","1370",15895,15782,113,0,0
"G1901390","1880","Iowa","190","Muscatine","1390","Muscatine","31","1390",23170,22991,179,0,0
"G1901410","1880","Iowa","190","O Brien","1410","O Brien","31","1410",4155,4142,13,0,0
"G1901430","1880","Iowa","190","Osceola","1430","Osceola","31","1430",2219,2219,0,0,0
"G1901450","1880","Iowa","190","Page","1450","Page","31","1450",19667,19420,247,0,0
"G1901470","1880","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",4131,4131,0,0,0
"G1901490","1880","Iowa","190","Plymouth","1490","Plymouth","31","1490",8566,8561,5,0,0
"G1901510","1880","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",3713,3713,0,0,0
"G1901530","1880","Iowa","190","Polk","1530","Polk","31","1530",42395,41714,672,9,0
"G1901550","1880","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",39850,39231,614,3,2
"G1901570","1880","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",18936,18874,62,0,0
"G1901590","1880","Iowa","190","Ringgold","1590","Ringgold","31","1590",12085,12070,15,0,0
"G1901610","1880","Iowa","190","Sac","1610","Sac","31","1610",8774,8774,0,0,0
"G1901630","1880","Iowa","190","Scott","1630","Scott","31","1630",41266,41000,266,0,0
"G1901650","1880","Iowa","190","Shelby","1650","Shelby","31","1650",12696,12683,13,0,0
"G1901670","1880","Iowa","190","Sioux","1670","Sioux","31","1670",5426,5425,1,0,0
"G1901690","1880","Iowa","190","Story","1690","Story","31","1690",16906,16897,9,0,0
"G1901710","1880","Iowa","190","Tama","1710","Tama","31","1710",21585,21173,32,0,380
"G1901730","1880","Iowa","190","Taylor","1730","Taylor","31","1730",15635,15505,130,0,0
"G1901750","1880","Iowa","190","Union","1750","Union","31","1750",14980,14888,90,2,0
"G1901770","1880","Iowa","190","Van Buren","1770","Van Buren","31","1770",17043,16920,123,0,0
"G1901790","1880","Iowa","190","Wapello","1790","Wapello","31","1790",25285,24823,460,2,0
"G1901810","1880","Iowa","190","Warren","1810","Warren","31","1810",19578,19515,63,0,0
"G1901830","1880","Iowa","190","Washington","1830","Washington","31","1830",20374,20279,95,0,0
"G1901850","1880","Iowa","190","Wayne","1850","Wayne","31","1850",16127,16105,22,0,0
"G1901870","1880","Iowa","190","Webster","1870","Webster","31","1870",15951,15943,8,0,0
"G1901890","1880","Iowa","190","Winnebago","1890","Winnebago","31","1890",4917,4916,1,0,0
"G1901910","1880","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",23938,23921,13,0,4
"G1901930","1880","Iowa","190","Woodbury","1930","Woodbury","31","1930",14996,14785,178,3,30
"G1901950","1880","Iowa","190","Worth","1950","Worth","31","1950",7953,7944,9,0,0
"G1901970","1880","Iowa","190","Wright","1970","Wright","31","1970",5062,5062,0,0,0
"G2000010","1880","Kansas","200","Allen","0010","Allen","32","10",11303,10952,350,0,1
"G2000030","1880","Kansas","200","Anderson","0030","Anderson","32","30",9057,8871,186,0,0
"G2000035","1880","Kansas","200","Arapahoe","0035","Arapahoe","32","810",3,3,0,0,0
"G2000050","1880","Kansas","200","Atchison","0050","Atchison","32","50",26668,23237,3410,3,18
"G2000070","1880","Kansas","200","Barber","0070","Barber","32","70",2661,2652,8,0,1
"G2000090","1880","Kansas","200","Barton","0090","Barton","32","90",10318,10022,296,0,0
"G2000110","1880","Kansas","200","Bourbon","0110","Bourbon","32","110",19591,17866,1716,0,9
"G2000130","1880","Kansas","200","Brown","0130","Brown","32","130",12817,12554,263,0,0
"G2000135","1880","Kansas","200","Buffalo","0135","Buffalo","32","135",191,191,0,0,0
"G2000150","1880","Kansas","200","Butler","0150","Butler","32","150",18586,18527,59,0,0
"G2000170","1880","Kansas","200","Chase","0170","Chase","32","170",6081,5962,119,0,0
"G2000190","1880","Kansas","200","Chautauqua","0190","Chautauqua","32","190",11072,10915,144,0,13
"G2000210","1880","Kansas","200","Cherokee","0210","Cherokee","32","210",21905,20031,1861,0,13
"G2000230","1880","Kansas","200","Cheyenne","0230","Cheyenne","32","230",37,37,0,0,0
"G2000250","1880","Kansas","200","Clark","0250","Clark","32","250",163,159,4,0,0
"G2000270","1880","Kansas","200","Clay","0270","Clay","32","270",12320,12200,119,0,1
"G2000290","1880","Kansas","200","Cloud","0290","Cloud","32","290",15343,15302,41,0,0
"G2000310","1880","Kansas","200","Coffey","0310","Coffey","32","310",11438,11004,433,0,1
"G2000330","1880","Kansas","200","Comanche","0330","Comanche","32","330",372,369,3,0,0
"G2000350","1880","Kansas","200","Cowley","0350","Cowley","32","350",21538,21316,221,0,1
"G2000370","1880","Kansas","200","Crawford","0370","Crawford","32","370",16851,16749,100,0,2
"G2000375","1880","Kansas","200","Davis","0375","Davis","32","610",6994,6653,339,0,2
"G2000390","1880","Kansas","200","Decatur","0390","Decatur","32","390",4180,4179,1,0,0
"G2000410","1880","Kansas","200","Dickinson","0410","Dickinson","32","410",15251,15170,81,0,0
"G2000430","1880","Kansas","200","Doniphan","0430","Doniphan","32","430",14257,13343,914,0,0
"G2000450","1880","Kansas","200","Douglas","0450","Douglas","32","450",21700,18476,3217,2,5
"G2000470","1880","Kansas","200","Edwards","0470","Edwards","32","470",2409,2353,56,0,0
"G2000490","1880","Kansas","200","Elk","0490","Elk","32","490",10623,10602,21,0,0
"G2000510","1880","Kansas","200","Ellis","0510","Ellis","32","510",6179,6111,68,0,0
"G2000530","1880","Kansas","200","Ellsworth","0530","Ellsworth","32","530",8494,8385,107,0,2
"G2000555","1880","Kansas","200","Foote","0555","Foote","32","555",411,410,1,0,0
"G2000570","1880","Kansas","200","Ford","0570","Ford","32","570",3122,3048,73,0,1
"G2000590","1880","Kansas","200","Franklin","0590","Franklin","32","590",16797,15847,923,0,27
"G2000630","1880","Kansas","200","Gove","0630","Gove","32","630",1196,1186,10,0,0
"G2000650","1880","Kansas","200","Graham","0650","Graham","32","650",4258,3774,484,0,0
"G2000670","1880","Kansas","200","Grant","0670","Grant","32","670",9,9,0,0,0
"G2000710","1880","Kansas","200","Greeley","0710","Greeley","32","710",3,3,0,0,0
"G2000730","1880","Kansas","200","Greenwood","0730","Greenwood","32","730",10548,10468,80,0,0
"G2000750","1880","Kansas","200","Hamilton","0750","Hamilton","32","750",168,168,0,0,0
"G2000770","1880","Kansas","200","Harper","0770","Harper","32","770",4133,4114,19,0,0
"G2000790","1880","Kansas","200","Harvey","0790","Harvey","32","790",11451,11351,98,2,0
"G2000830","1880","Kansas","200","Hodgeman","0830","Hodgeman","32","830",1704,1575,129,0,0
"G2000850","1880","Kansas","200","Jackson","0850","Jackson","32","850",10718,10520,165,0,33
"G2000870","1880","Kansas","200","Jefferson","0870","Jefferson","32","870",15563,14772,790,0,1
"G2000890","1880","Kansas","200","Jewell","0890","Jewell","32","890",17475,17457,18,0,0
"G2000910","1880","Kansas","200","Johnson","0910","Johnson","32","910",16853,15937,899,0,17
"G2000915","1880","Kansas","200","Kansas","0915","Kansas","32","1290",9,9,0,0,0
"G2000930","1880","Kansas","200","Kearny","0930","Kearny","32","930",159,159,0,0,0
"G2000950","1880","Kansas","200","Kingman","0950","Kingman","32","950",3713,3711,2,0,0
"G2000990","1880","Kansas","200","Labette","0990","Labette","32","990",22735,20517,2179,0,39
"G2001010","1880","Kansas","200","Lane","1010","Lane","32","1010",601,601,0,0,0
"G2001030","1880","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",32355,27383,4970,0,2
"G2001050","1880","Kansas","200","Lincoln","1050","Lincoln","32","1050",8582,8517,65,0,0
"G2001070","1880","Kansas","200","Linn","1070","Linn","32","1070",15298,14481,815,0,2
"G2001110","1880","Kansas","200","Lyon","1110","Lyon","32","1110",17326,16298,1027,0,1
"G2001130","1880","Kansas","200","McPherson","1130","Mcpherson","32","1130",17143,17091,49,2,1
"G2001150","1880","Kansas","200","Marion","1150","Marion","32","1150",12453,12356,97,0,0
"G2001170","1880","Kansas","200","Marshall","1170","Marshall","32","1170",16136,15905,231,0,0
"G2001190","1880","Kansas","200","Meade","1190","Meade","32","1190",296,296,0,0,0
"G2001210","1880","Kansas","200","Miami","1210","Miami","32","1210",17802,16901,868,0,33
"G2001230","1880","Kansas","200","Mitchell","1230","Mitchell","32","1230",14911,14870,41,0,0
"G2001250","1880","Kansas","200","Montgomery","1250","Montgomery","32","1250",18213,17528,684,0,1
"G2001270","1880","Kansas","200","Morris","1270","Morris","32","1270",9265,8732,532,0,1
"G2001310","1880","Kansas","200","Nemaha","1310","Nemaha","32","1310",12462,12387,75,0,0
"G2001330","1880","Kansas","200","Neosho","1330","Neosho","32","1330",15121,14735,374,0,12
"G2001350","1880","Kansas","200","Ness","1350","Ness","32","1350",3722,3722,0,0,0
"G2001370","1880","Kansas","200","Norton","1370","Norton","32","1370",6998,6966,32,0,0
"G2001390","1880","Kansas","200","Osage","1390","Osage","32","1390",19642,18905,571,0,166
"G2001410","1880","Kansas","200","Osborne","1410","Osborne","32","1410",12517,12456,61,0,0
"G2001430","1880","Kansas","200","Ottawa","1430","Ottawa","32","1430",10307,10239,68,0,0
"G2001450","1880","Kansas","200","Pawnee","1450","Pawnee","32","1450",5396,5364,32,0,0
"G2001470","1880","Kansas","200","Phillips","1470","Phillips","32","1470",12014,11897,117,0,0
"G2001490","1880","Kansas","200","Pottawatomie","1490","Pottawatomie","32","1490",16350,15894,233,0,223
"G2001510","1880","Kansas","200","Pratt","1510","Pratt","32","1510",1890,1852,38,0,0
"G2001530","1880","Kansas","200","Rawlins","1530","Rawlins","32","1530",1623,1623,0,0,0
"G2001550","1880","Kansas","200","Reno","1550","Reno","32","1550",12826,12747,77,0,2
"G2001570","1880","Kansas","200","Republic","1570","Republic","32","1570",14913,14898,15,0,0
"G2001590","1880","Kansas","200","Rice","1590","Rice","32","1590",9292,9235,57,0,0
"G2001610","1880","Kansas","200","Riley","1610","Riley","32","1610",10430,10106,324,0,0
"G2001630","1880","Kansas","200","Rooks","1630","Rooks","32","1630",8112,8056,56,0,0
"G2001650","1880","Kansas","200","Rush","1650","Rush","32","1650",5490,5485,5,0,0
"G2001670","1880","Kansas","200","Russell","1670","Russell","32","1670",7351,7317,34,0,0
"G2001690","1880","Kansas","200","Saline","1690","Saline","32","1690",13808,13528,280,0,0
"G2001710","1880","Kansas","200","Scott","1710","Scott","32","1710",43,43,0,0,0
"G2001730","1880","Kansas","200","Sedgwick","1730","Sedgwick","32","1730",18753,18459,268,2,24
"G2001735","1880","Kansas","200","Sequoyah","1735","Sequoyah","32","550",568,568,0,0,0
"G2001750","1880","Kansas","200","Seward","1750","Seward","32","1750",5,5,0,0,0
"G2001770","1880","Kansas","200","Shawnee","1770","Shawnee","32","1770",29093,23655,5356,5,77
"G2001790","1880","Kansas","200","Sheridan","1790","Sheridan","32","1790",1567,1567,0,0,0
"G2001810","1880","Kansas","200","Sherman","1810","Sherman","32","1810",13,13,0,0,0
"G2001830","1880","Kansas","200","Smith","1830","Smith","32","1830",13883,13868,15,0,0
"G2001850","1880","Kansas","200","Stafford","1850","Stafford","32","1850",4755,4632,123,0,0
"G2001870","1880","Kansas","200","Stanton","1870","Stanton","32","1870",5,5,0,0,0
"G2001890","1880","Kansas","200","Stevens","1890","Stevens","32","1890",12,12,0,0,0
"G2001910","1880","Kansas","200","Sumner","1910","Sumner","32","1910",20812,20698,104,3,7
"G2001930","1880","Kansas","200","Thomas","1930","Thomas","32","1930",161,161,0,0,0
"G2001950","1880","Kansas","200","Trego","1950","Trego","32","1950",2535,2510,25,0,0
"G2001970","1880","Kansas","200","Wabaunsee","1970","Wabaunsee","32","1970",8756,8074,646,0,36
"G2001990","1880","Kansas","200","Wallace","1990","Wallace","32","1990",686,679,7,0,0
"G2002010","1880","Kansas","200","Washington","2010","Washington","32","2010",14910,14891,19,0,0
"G2002030","1880","Kansas","200","Wichita","2030","Wichita","32","2030",14,14,0,0,0
"G2002050","1880","Kansas","200","Wilson","2050","Wilson","32","2050",13775,13698,77,0,0
"G2002070","1880","Kansas","200","Woodson","2070","Woodson","32","2070",6535,6467,56,0,12
"G2002090","1880","Kansas","200","Wyandotte","2090","Wyandotte","32","2090",19143,14539,4576,0,28
"G2100010","1880","Kentucky","210","Adair","0010","Adair","51","10",13078,10907,2171,0,0
"G2100030","1880","Kentucky","210","Allen","0030","Allen","51","30",12089,11020,1069,0,0
"G2100050","1880","Kentucky","210","Anderson","0050","Anderson","51","50",9361,8292,1069,0,0
"G2100070","1880","Kentucky","210","Ballard","0070","Ballard","51","70",14378,12653,1725,0,0
"G2100090","1880","Kentucky","210","Barren","0090","Barren","51","90",22321,17380,4941,0,0
"G2100110","1880","Kentucky","210","Bath","0110","Bath","51","110",11982,9965,2017,0,0
"G2100130","1880","Kentucky","210","Bell","0130","Bell","51","130",6055,5874,181,0,0
"G2100150","1880","Kentucky","210","Boone","0150","Boone","51","150",11996,10764,1232,0,0
"G2100170","1880","Kentucky","210","Bourbon","0170","Bourbon","51","170",15956,8642,7314,0,0
"G2100190","1880","Kentucky","210","Boyd","0190","Boyd","51","190",12165,11608,556,0,1
"G2100210","1880","Kentucky","210","Boyle","0210","Boyle","51","210",11930,7193,4737,0,0
"G2100230","1880","Kentucky","210","Bracken","0230","Bracken","51","230",13509,12693,816,0,0
"G2100250","1880","Kentucky","210","Breathitt","0250","Breathitt","51","250",7742,7557,185,0,0
"G2100270","1880","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",17486,15282,2204,0,0
"G2100290","1880","Kentucky","210","Bullitt","0290","Bullitt","51","290",8521,7214,1307,0,0
"G2100310","1880","Kentucky","210","Butler","0310","Butler","51","310",12181,11361,820,0,0
"G2100330","1880","Kentucky","210","Caldwell","0330","Caldwell","51","330",11282,9095,2187,0,0
"G2100350","1880","Kentucky","210","Calloway","0350","Calloway","51","350",13295,12080,1215,0,0
"G2100370","1880","Kentucky","210","Campbell","0370","Campbell","51","370",37440,36997,441,2,0
"G2100410","1880","Kentucky","210","Carroll","0410","Carroll","51","410",8953,8182,771,0,0
"G2100430","1880","Kentucky","210","Carter","0430","Carter","51","430",12345,11974,371,0,0
"G2100450","1880","Kentucky","210","Casey","0450","Casey","51","450",10983,10375,608,0,0
"G2100470","1880","Kentucky","210","Christian","0470","Christian","51","470",31682,17043,14639,0,0
"G2100490","1880","Kentucky","210","Clark","0490","Clark","51","490",12115,7929,4186,0,0
"G2100510","1880","Kentucky","210","Clay","0510","Clay","51","510",10222,9516,706,0,0
"G2100530","1880","Kentucky","210","Clinton","0530","Clinton","51","530",7212,6901,311,0,0
"G2100550","1880","Kentucky","210","Crittenden","0550","Crittenden","51","550",11688,10537,1151,0,0
"G2100570","1880","Kentucky","210","Cumberland","0570","Cumberland","51","570",8894,7327,1567,0,0
"G2100590","1880","Kentucky","210","Daviess","0590","Daviess","51","590",27730,22876,4854,0,0
"G2100610","1880","Kentucky","210","Edmonson","0610","Edmonson","51","610",7222,6667,555,0,0
"G2100630","1880","Kentucky","210","Elliott","0630","Elliott","51","630",6567,6524,43,0,0
"G2100650","1880","Kentucky","210","Estill","0650","Estill","51","650",9860,9349,511,0,0
"G2100670","1880","Kentucky","210","Fayette","0670","Fayette","51","670",29023,16049,12974,0,0
"G2100690","1880","Kentucky","210","Fleming","0690","Fleming","51","690",15221,13646,1575,0,0
"G2100710","1880","Kentucky","210","Floyd","0710","Floyd","51","710",10176,9977,199,0,0
"G2100730","1880","Kentucky","210","Franklin","0730","Franklin","51","730",18699,13839,4860,0,0
"G2100750","1880","Kentucky","210","Fulton","0750","Fulton","51","750",7977,6371,1605,0,1
"G2100770","1880","Kentucky","210","Gallatin","0770","Gallatin","51","770",4832,4185,647,0,0
"G2100790","1880","Kentucky","210","Garrard","0790","Garrard","51","790",11704,8009,3695,0,0
"G2100810","1880","Kentucky","210","Grant","0810","Grant","51","810",13083,12350,733,0,0
"G2100830","1880","Kentucky","210","Graves","0830","Graves","51","830",24138,21287,2851,0,0
"G2100850","1880","Kentucky","210","Grayson","0850","Grayson","51","850",15784,15377,407,0,0
"G2100870","1880","Kentucky","210","Green","0870","Green","51","870",11871,9463,2408,0,0
"G2100890","1880","Kentucky","210","Greenup","0890","Greenup","51","890",13371,12932,439,0,0
"G2100910","1880","Kentucky","210","Hancock","0910","Hancock","51","910",8563,7759,803,1,0
"G2100930","1880","Kentucky","210","Hardin","0930","Hardin","51","930",22564,19282,3282,0,0
"G2100950","1880","Kentucky","210","Harlan","0950","Harlan","51","950",5278,5164,114,0,0
