GISJOIN,year,state,census_pop,enslaved,farmv_total,improved,unimproved,slavery_legal,total_farmland
G2902230,1850,Missouri,4518,360,221975,16822,33457,1,NA
G1301150,1850,Georgia,8205,2999,1084362,32358,96195,1,NA
G2601490,1850,Michigan,12725,0,2307782,102214,110457,0,NA
G4701650,1850,Tennessee,22717,8006,2732280,118391,155017,1,NA
G2901810,1850,Missouri,2830,86,80130,8310,2785,1,NA
G3901710,1850,Ohio,8018,0,862822,28670,55906,0,NA
G3701190,1850,North Carolina,13914,5473,1160174,92183,176313,1,NA
G4701210,1850,Tennessee,4879,395,116332,38211,136558,1,NA
G3900190,1850,Ohio,17685,0,3925100,140988,92950,0,NA
G3600450,1850,New York,68153,0,13986824,418540,179799,0,NA
G5101970,1850,Virginia,12024,2185,2099660,91001,206347,1,NA
G2101770,1850,Kentucky,9809,1522,716694,50935,202285,1,NA
G2900130,1850,Missouri,3669,141,174331,20828,27660,1,NA
G2900850,1850,Missouri,2329,185,101301,6827,21030,1,NA
G5100810,1850,Virginia,5639,3785,408518,74906,82066,1,NA
G4500070,1850,South Carolina,21475,7514,2399120,178455,282495,1,NA
G2101890,1850,Kentucky,3774,136,358907,14887,226241,1,NA
G3901610,1850,Ohio,4793,0,348245,14850,30229,0,NA
G1700250,1850,Illinois,4289,0,242020,18354,29996,0,NA
G3600210,1850,New York,43073,0,15684468,297483,62066,0,NA
G3400030,1850,New Jersey,14725,41,6238110,80494,28234,0,NA
G2600150,1850,Michigan,5072,0,637529,25024,64388,0,NA
G2601530,1850,Michigan,16,0,0,0,0,0,NA
G1901530,1850,Iowa,4513,0,399476,15958,60223,0,NA
G1700190,1850,Illinois,2649,0,454620,22873,35300,0,NA
G2101730,1850,Kentucky,9903,3073,2994255,99296,121970,1,NA
G4200910,1850,Pennsylvania,58291,0,20290748,239251,42315,0,NA
G4701330,1850,Tennessee,11211,1065,662474,60537,246179,1,NA
G3700210,1850,North Carolina,13425,1717,1264410,75360,506216,1,NA
G2600810,1850,Michigan,12016,0,1022431,35560,72456,0,NA
G1801290,1850,Indiana,12549,0,1070819,52889,74729,0,NA
G2400250,1850,Maryland,19356,2166,4177047,123094,86509,1,NA
G0101210,1850,Alabama,18624,6971,1607153,96999,182645,1,NA
G1200065,1850,Florida,926,322,79132,2657,10996,1,NA
G5101215,1850,Virginia,3557,123,445877,29628,66156,1,NA
G1301050,1850,Georgia,12959,6267,1563526,84069,229375,1,NA
G3901590,1850,Ohio,12204,0,2000887,77678,92215,0,NA
G0501150,1850,Arkansas,4710,479,241375,15502,22260,1,NA
G1901590,1850,Iowa,NA,NA,NA,NA,NA,0,NA
G2901790,1850,Missouri,1849,25,72275,4916,3440,1,NA
G1700130,1850,Illinois,3231,0,174675,7295,29076,0,NA
G5101855,1850,Virginia,5498,38,602222,24413,94762,1,NA
G0600170,1850,California,20057,0,0,0,0,0,NA
G4700690,1850,Tennessee,17456,7108,1673921,107022,298178,1,NA
G1801330,1850,Indiana,18615,0,3027510,111934,138579,0,NA
G3900950,1850,Ohio,12363,0,993141,30115,42646,0,NA
G2102250,1850,Kentucky,9012,2292,1142307,52453,141403,1,NA
G1300890,1850,Georgia,14328,2924,1119181,67992,153739,1,NA
G4700110,1850,Tennessee,12259,744,1017329,57824,109881,1,NA
G2200130,1850,Louisiana,5539,1895,271252,18015,42559,1,NA
G3900290,1850,Ohio,33621,0,6245746,173181,115161,0,NA
G1800810,1850,Indiana,12101,0,1928575,71230,94026,0,NA
G2102150,1850,Kentucky,6842,2151,1917535,77496,39319,1,NA
G4201310,1850,Pennsylvania,10655,0,1628580,46709,54386,0,NA
G3900550,1850,Ohio,17827,0,3345383,132387,69666,0,NA
G0900070,1850,Connecticut,27216,0,4594843,130494,32667,0,NA
G2901890,1850,Missouri,104978,5967,6001924,70983,120774,1,NA
G2800110,1850,Mississippi,2577,2180,739211,16973,31117,1,NA
G4130095,1850,Oregon Territory,558,0,274400,13441,35804,0,NA
G2900070,1850,Missouri,3506,457,345030,31731,52767,1,NA
G4500390,1850,South Carolina,21404,14246,3131629,121593,237268,1,NA
G5101130,1850,Virginia,9331,4724,2089467,111138,110870,1,NA
G5100890,1850,Virginia,8872,3340,794407,61539,96409,1,NA
G2900530,1850,Missouri,12950,3091,1441056,73880,153888,1,NA
G5101730,1850,Virginia,8162,1064,1584714,54735,95271,1,NA
G4200370,1850,Pennsylvania,17710,0,3254346,90185,61293,0,NA
G5500250,1850,Wisconsin,16639,0,1581877,73067,139251,0,NA
G5100230,1850,Virginia,14908,3736,1802618,83443,121559,1,NA
G1901390,1850,Iowa,5731,0,551135,25201,49388,0,NA
G4700310,1850,Tennessee,8351,1267,539582,37368,89445,1,NA
G0500750,1850,Arkansas,5274,388,267579,20188,34623,1,NA
G1300450,1850,Georgia,9357,1101,677435,38522,178649,1,NA
G0500170,1850,Arkansas,5115,3984,1324607,29886,103362,1,NA
G1901230,1850,Iowa,5989,0,580693,25046,74512,0,NA
G0100890,1850,Alabama,26427,14326,3276203,165024,163982,1,NA
G3901010,1850,Ohio,12618,0,2206424,109444,67635,0,NA
G4500630,1850,South Carolina,12930,5557,1003976,70730,437841,1,NA
G1302170,1850,Georgia,13296,5187,1215031,91993,125993,1,NA
G1701170,1850,Illinois,12355,0,1679466,97897,113892,0,NA
G5101593,1850,Virginia,3902,16,450356,17993,80062,1,NA
G3600650,1850,New York,99566,0,15930356,476669,189572,0,NA
G5100550,1850,Virginia,4586,2148,659415,16909,15067,1,NA
G2900750,1850,Missouri,4248,50,208101,14246,35354,1,NA
G3701850,1850,North Carolina,13912,8867,1274103,100247,182495,1,NA
G3701170,1850,North Carolina,8307,3367,741953,54763,149506,1,NA
G3901150,1850,Ohio,28585,0,4242519,133657,137183,0,NA
G3901530,1850,Ohio,27485,0,5653257,158901,77400,0,NA
G2901430,1850,Missouri,5541,1481,547236,28246,57977,1,NA
G1700670,1850,Illinois,14652,0,1378208,80163,93769,0,NA
G4700370,1850,Tennessee,38882,14175,6441759,117029,214276,1,NA
G2900730,1850,Missouri,4996,112,214102,14114,37013,1,NA
G3901290,1850,Ohio,21006,0,6146726,160288,113300,0,NA
G2100910,1850,Kentucky,3853,622,455308,17775,44274,1,NA
G2800230,1850,Mississippi,5477,1648,316980,22919,51092,1,NA
G3601190,1850,New York,58263,0,19552744,196701,55228,0,NA
G1700590,1850,Illinois,5448,0,325166,19956,52026,0,NA
G0500730,1850,Arkansas,5220,3320,454608,27476,56802,1,NA
G5101530,1850,Virginia,8129,2498,1446304,104424,72343,1,NA
G1800270,1850,Indiana,10352,0,813148,54593,93706,0,NA
G5101835,1850,Virginia,5367,168,908329,38372,54101,1,NA
G2101410,1850,Kentucky,16581,5467,1857252,105036,167760,1,NA
G2900810,1850,Missouri,2447,13,99176,6447,16999,1,NA
G3900790,1850,Ohio,12719,0,1411685,72073,93903,0,NA
G0100950,1850,Alabama,8846,868,416170,27826,34389,1,NA
G1301630,1850,Georgia,9131,5367,1353618,79715,217600,1,NA
G4500550,1850,South Carolina,14473,9578,1394124,61102,296960,1,NA
G5500770,1850,Wisconsin,8641,0,443375,15935,40513,0,NA
G1701890,1850,Illinois,6953,0,514118,47557,68276,0,NA
G5101710,1850,Virginia,13768,911,3047130,74294,83464,1,NA
G1301530,1850,Georgia,16450,9924,2747247,145386,184000,1,NA
G1302450,1850,Georgia,16246,7812,1165463,37644,111592,1,NA
G1700710,1850,Illinois,4612,0,757475,35796,48879,0,NA
G1700730,1850,Illinois,3807,0,306250,22983,24276,0,NA
G4701170,1850,Tennessee,15616,3634,2009667,79951,119734,1,NA
G5000010,1850,Vermont,26549,0,7799257,243312,115287,0,NA
G2800210,1850,Mississippi,14941,11450,1988431,96896,152398,1,NA
G3700290,1850,North Carolina,6049,2187,981280,38521,36950,1,NA
G2100010,1850,Kentucky,9898,1707,660390,63746,145395,1,NA
G3600390,1850,New York,33126,0,7943072,207523,106895,0,NA
G2101570,1850,Kentucky,5269,249,200593,18521,67930,1,NA
G1300990,1850,Georgia,7246,3529,720943,44742,135632,1,NA
G1301450,1850,Georgia,14721,7982,1632822,135292,150911,1,NA
G4201070,1850,Pennsylvania,60713,0,3097598,81599,82909,0,NA
G2102070,1850,Kentucky,5349,435,356512,42342,87997,1,NA
G4400090,1850,Rhode Island,16430,0,3140755,119844,54349,0,NA
G2801430,1850,Mississippi,1314,917,267770,6015,24374,1,NA
G3300150,1850,New Hampshire,49194,0,9141870,236069,102986,0,NA
G1800570,1850,Indiana,12684,0,1618531,54250,95954,0,NA
G1700150,1850,Illinois,4586,0,599717,32776,54760,0,NA
G0500350,1850,Arkansas,2648,801,481217,8475,78775,1,NA
G2300050,1850,Maine,79538,0,8304058,250607,202676,0,NA
G0100310,1850,Alabama,5940,557,232001,24820,36433,1,NA
G0500410,1850,Arkansas,2911,1169,391697,9207,33659,1,NA
G1801410,1850,Indiana,10954,0,1440166,56081,87474,0,NA
G1201070,1850,Florida,687,204,29900,693,2755,1,NA
G1700010,1850,Illinois,26508,0,3156090,147273,168872,0,NA
G2102110,1850,Kentucky,17095,6617,5942763,147170,76556,1,NA
G4800510,1850,Texas,1713,500,135636,5182,316531,1,NA
G1000010,1850,Delaware,22816,347,3976908,174784,107945,1,NA
G2902030,1850,Missouri,1199,9,34577,3613,167,1,NA
G5100670,1850,Virginia,17430,5726,1652467,126269,225598,1,NA
G3700010,1850,North Carolina,11444,3196,911472,98260,114846,1,NA
G5101370,1850,Virginia,10067,5921,1844296,95196,67036,1,NA
G3600410,1850,New York,2188,0,220777,13845,23687,0,NA
G2900610,1850,Missouri,5298,241,324785,17919,64422,1,NA
G5101590,1850,Virginia,6448,2277,562900,46607,46901,1,NA
G0100630,1850,Alabama,31441,22127,3705218,239367,287360,1,NA
G3601150,1850,New York,44750,0,11958956,299802,102242,0,NA
G1800070,1850,Indiana,1144,0,277360,12100,21092,0,NA
G3600030,1850,New York,37808,0,5540150,191969,186320,0,NA
G4700970,1850,Tennessee,5169,1766,446937,17971,64991,1,NA
G1800290,1850,Indiana,20166,0,3627022,85335,69209,0,NA
G5101810,1850,Virginia,5679,2479,541515,44298,65466,1,NA
G2101810,1850,Kentucky,10361,1513,2108677,57092,49908,1,NA
G4200810,1850,Pennsylvania,26257,0,4110234,113264,90997,0,NA
G1800470,1850,Indiana,17968,0,4179281,90073,142866,0,NA
G0601010,1850,California,3444,0,100000,200,1000,0,NA
G4802450,1850,Texas,1836,269,48292,1832,42690,1,NA
G0100490,1850,Alabama,8245,506,464967,31972,47034,1,NA
G0601050,1850,California,1635,0,NA,NA,NA,0,NA
G5101410,1850,Virginia,9609,2324,711039,38192,184034,1,NA
G0501430,1850,Arkansas,9970,1199,740473,38847,108130,1,NA
G4200770,1850,Pennsylvania,32479,0,9913608,141935,37099,0,NA
G2200770,1850,Louisiana,11339,7811,2208130,43010,124962,1,NA
G2901830,1850,Missouri,11454,1949,1587955,56371,122558,1,NA
G2100970,1850,Kentucky,13064,3185,3420627,137883,63238,1,NA
G2101550,1850,Kentucky,11765,3086,2542902,86959,125741,1,NA
G1900990,1850,Iowa,1280,0,123591,6173,24347,0,NA
G2101750,1850,Kentucky,7620,187,524225,31742,260193,1,NA
G3400210,1850,New Jersey,27992,6,6336970,95380,21587,0,NA
G2400390,1850,Maryland,22456,5588,3140325,127626,146434,1,NA
G1900950,1850,Iowa,822,0,124485,3494,6163,0,NA
G1701990,1850,Illinois,7216,0,253008,27149,31586,0,NA
G3300190,1850,New Hampshire,19375,0,3900975,207454,72242,0,NA
G1700650,1850,Illinois,6362,0,357805,19102,37475,0,NA
G4130115,1850,Oregon Territory,994,0,108425,6041,0,0,NA
G3700570,1850,North Carolina,15320,2992,1106746,95243,195114,1,NA
G1301130,1850,Georgia,8709,1965,974977,56104,156094,1,NA
G0100170,1850,Alabama,23960,11158,2274615,171290,225261,1,NA
G0501450,1850,Arkansas,2619,308,156005,8515,25584,1,NA
G0501110,1850,Arkansas,2308,279,100612,8046,51354,1,NA
G2500170,1850,Massachusetts,161383,0,18859728,220203,128111,0,NA
G1901550,1850,Iowa,7828,0,20450,2835,0,0,NA
G1302350,1850,Georgia,6627,2804,729979,98964,138657,1,NA
G1800230,1850,Indiana,11869,0,1432134,66553,99204,0,NA
G3600610,1850,New York,515547,0,4937000,2428,245,0,NA
G1901150,1850,Iowa,4939,0,475535,29490,51098,0,NA
G3900430,1850,Ohio,18568,0,3036845,85773,39442,0,NA
G4802910,1850,Texas,2522,892,227038,7084,118574,1,NA
G2750075,1850,Minnesota Territory,158,0,NA,NA,NA,0,NA
G3700270,1850,North Carolina,6317,1203,422804,26568,97759,1,NA
G4801770,1850,Texas,1492,601,214557,6504,362193,1,NA
G3900130,1850,Ohio,34600,0,7218850,179697,130296,0,NA
G2601050,1850,Michigan,93,0,0,0,0,0,NA
G3901410,1850,Ohio,32074,0,7022203,179002,130557,0,NA
G2901860,1850,Missouri,5313,616,288516,18428,59020,1,NA
G3600870,1850,New York,16962,0,3269780,43080,34323,0,NA
G3900910,1850,Ohio,19162,0,3453100,97672,119036,0,NA
G1701410,1850,Illinois,10020,0,1751410,77208,146848,0,NA
G2400130,1850,Maryland,20616,975,5337282,153519,65252,1,NA
G5101210,1850,Virginia,8359,1471,1547730,59734,107106,1,NA
G2900710,1850,Missouri,11021,1459,1018198,42674,171269,1,NA
G5100910,1850,Virginia,4227,364,1230446,43699,163473,1,NA
G0500010,1850,Arkansas,3245,1538,552681,12193,38416,1,NA
G4700850,1850,Tennessee,6422,1097,373848,28076,144336,1,NA
G4701350,1850,Tennessee,5821,313,404231,22157,174428,1,NA
G2900310,1850,Missouri,13912,1674,872874,53356,119222,1,NA
G2102170,1850,Kentucky,7250,1640,527282,45888,70833,1,NA
G2101850,1850,Kentucky,7629,2424,1572031,59490,30406,1,NA
G4803490,1850,Texas,2190,246,115823,5904,55271,1,NA
G2100510,1850,Kentucky,5421,515,310121,19186,137006,1,NA
G1302070,1850,Georgia,16985,10170,2357484,157797,158338,1,NA
G5000230,1850,Vermont,24654,0,3965385,165654,120239,0,NA
G4800730,1850,Texas,6673,1283,547233,19133,169750,1,NA
G5000090,1850,Vermont,4650,0,767185,42993,52310,0,NA
G2900830,1850,Missouri,4052,672,296619,24657,67739,1,NA
G5500710,1850,Wisconsin,3702,0,49550,1122,6927,0,NA
G2800750,1850,Mississippi,8717,2661,370431,51386,86714,1,NA
G1302230,1850,Georgia,7039,1477,728465,28295,62685,1,NA
G2800310,1850,Mississippi,3338,1114,129523,16765,27011,1,NA
G1702030,1850,Illinois,4415,0,696205,36651,57842,0,NA
G4200010,1850,Pennsylvania,25981,0,6390056,183009,72106,0,NA
G0500590,1850,Arkansas,3609,361,189610,9408,19679,1,NA
G1801770,1850,Indiana,25320,0,5834438,135352,122115,0,NA
G0900010,1850,Connecticut,59775,0,13046150,206525,58367,0,NA
G3701270,1850,North Carolina,10657,4056,629556,82626,220623,1,NA
G4801710,1850,Texas,1240,5,23590,2217,8407,1,NA
G1100075,1850,District of Columbia,3320,849,1594260,15438,10774,1,NA
G2100650,1850,Kentucky,5985,411,477452,26839,84619,1,NA
G0500190,1850,Arkansas,4070,950,285063,14351,33745,1,NA
G4700530,1850,Tennessee,19548,4194,2097842,88861,229892,1,NA
G2100570,1850,Kentucky,7005,1485,632946,40066,108351,1,NA
G3550555,1850,New Mexico Territory,14189,0,416368,46721,27106,1,NA
G5101050,1850,Virginia,10267,787,1103087,54844,206030,1,NA
G3601210,1850,New York,31981,0,8071848,223533,126747,0,NA
G3600790,1850,New York,14138,0,4820700,85501,35344,0,NA
G2800610,1850,Mississippi,6184,1887,254989,31103,66878,1,NA
G3701630,1850,North Carolina,14585,5685,1804720,112987,358148,1,NA
G5101990,1850,Virginia,4460,2181,707515,20817,25683,1,NA
G1701290,1850,Illinois,6349,0,1124406,55785,55704,0,NA
G0500470,1850,Arkansas,3972,472,205770,15502,26526,1,NA
G2200870,1850,Louisiana,3802,2323,958650,11435,12273,1,NA
G4950235,1850,Utah Territory,6157,0,166581,9296,7801,0,NA
G3550395,1850,New Mexico Territory,7074,0,190167,42880,0,1,NA
G5500270,1850,Wisconsin,19138,0,2073824,82622,183613,0,NA
G2600650,1850,Michigan,8631,0,994235,39110,78879,0,NA
G5100035,1850,Virginia,10008,1382,413210,6092,6021,1,NA
G4950655,1850,Utah Territory,NA,NA,NA,NA,NA,0,NA
G5101290,1850,Virginia,33036,10400,1209764,39014,75866,1,NA
G0100055,1850,Alabama,17163,3763,1301300,74991,131603,1,NA
G1302090,1850,Georgia,2154,613,117922,10022,177244,1,NA
G1800150,1850,Indiana,11015,0,2056005,54876,104830,0,NA
G3900670,1850,Ohio,20157,0,4800223,134298,90102,0,NA
G4803910,1850,Texas,288,19,19750,458,22780,1,NA
G1801210,1850,Indiana,14968,0,2290909,85288,137181,0,NA
G5101553,1850,Virginia,5335,632,486425,20239,31522,1,NA
G2300070,1850,Maine,20027,0,2313279,154568,143944,0,NA
G5101510,1850,Virginia,7669,3130,1077115,50064,63175,1,NA
G0501130,1850,Arkansas,1263,67,50115,4237,1652,1,NA
G2100250,1850,Kentucky,3785,170,273828,13517,274043,1,NA
G3400050,1850,New Jersey,43203,0,11666550,132017,40670,0,NA
G1302750,1850,Georgia,10103,5156,1104240,63931,383453,1,NA
G1303010,1850,Georgia,12425,6108,1680835,135115,236236,1,NA
G2902070,1850,Missouri,4277,50,119691,13124,8829,1,NA
G1800830,1850,Indiana,11084,0,823033,50434,89609,0,NA
G1302910,1850,Georgia,7234,278,476518,31316,147967,1,NA
G3400370,1850,New Jersey,22989,1,8390180,149582,94895,0,NA
G4701590,1850,Tennessee,18412,4517,1197542,90548,144908,1,NA
G2300290,1850,Maine,38811,0,1749097,63590,141367,0,NA
G3900930,1850,Ohio,26086,0,4155317,127165,90262,0,NA
G0600770,1850,California,3647,0,0,0,0,0,NA
G3601050,1850,New York,25088,0,3543001,94425,141830,0,NA
G3300110,1850,New Hampshire,57478,0,7994720,317294,111482,0,NA
G4500590,1850,South Carolina,23407,11953,3850500,182525,282957,1,NA
G1300010,1850,Georgia,2949,404,141860,9957,343701,1,NA
G2601450,1850,Michigan,2609,0,104476,2930,7881,0,NA
G3600190,1850,New York,40047,0,4256119,133578,102504,0,NA
G4700170,1850,Tennessee,15967,3135,958124,76341,202875,1,NA
G4500510,1850,South Carolina,7646,2075,354345,33664,472971,1,NA
G1302590,1850,Georgia,16027,7373,2238361,145821,233130,1,NA
G1900710,1850,Iowa,1244,0,42305,4436,1949,0,NA
G1901450,1850,Iowa,551,0,17240,1864,0,0,NA
G4700990,1850,Tennessee,9280,1162,658185,36725,200989,1,NA
G1801130,1850,Indiana,7946,0,1010896,32206,74754,0,NA
G0600970,1850,California,560,0,223360,897,243766,0,NA
G1302990,1850,Georgia,3888,288,169770,11316,265315,1,NA
G1303030,1850,Georgia,11766,5738,1331638,117433,308418,1,NA
G5000030,1850,Vermont,18589,0,3338756,138065,85760,0,NA
G3900890,1850,Ohio,38846,0,7681286,233761,167984,0,NA
G2900210,1850,Missouri,12975,902,2522286,56897,133359,1,NA
G3700410,1850,North Carolina,6721,3673,794615,40617,52041,1,NA
G0501250,1850,Arkansas,3903,503,216247,17871,28710,1,NA
G2102130,1850,Kentucky,7733,1935,707210,45296,72419,1,NA
G1900150,1850,Iowa,735,0,0,0,0,0,NA
G1801370,1850,Indiana,14820,0,1578335,65792,100854,0,NA
G2100290,1850,Kentucky,6774,1355,1049359,50144,111734,1,NA
G2101390,1850,Kentucky,6578,1118,492276,26902,96758,1,NA
G2901450,1850,Missouri,4268,241,170600,14355,19460,1,NA
G3550035,1850,New Mexico Territory,7751,0,144379,13436,806,1,NA
G4200630,1850,Pennsylvania,27170,0,3118954,157655,189246,0,NA
G0501090,1850,Arkansas,1861,110,80195,5531,8337,1,NA
G3700770,1850,North Carolina,21249,9865,1406027,173332,242131,1,NA
G4500890,1850,South Carolina,12447,8508,819519,70360,432440,1,NA
G5101557,1850,Virginia,5243,201,852238,35054,291098,1,NA
G3901330,1850,Ohio,24419,0,5428401,162659,88273,0,NA
G0100870,1850,Alabama,26898,15596,2490003,186014,292729,1,NA
G0101110,1850,Alabama,11581,936,607907,41477,111572,1,NA
G1301750,1850,Georgia,6442,2974,408957,62249,282158,1,NA
G5101190,1850,Virginia,4394,2342,871868,34828,37645,1,NA
G2600750,1850,Michigan,19431,0,3521626,147859,167322,0,NA
G3701250,1850,North Carolina,9342,1976,459526,45602,254677,1,NA
G4130135,1850,Oregon Territory,2749,0,835750,30211,152567,0,NA
G1700230,1850,Illinois,9532,0,575999,35899,67120,0,NA
G5100615,1850,Virginia,3955,156,489935,19912,116293,1,NA
G1701470,1850,Illinois,1606,0,274960,23502,22892,0,NA
G0101150,1850,Alabama,6829,1321,377090,31841,71879,1,NA
G2200510,1850,Louisiana,25093,6196,1532936,22430,35003,1,NA
G4500450,1850,South Carolina,20156,6691,2004678,130727,239730,1,NA
G4130035,1850,Oregon Territory,1859,0,841750,36210,82388,0,NA
G2500270,1850,Massachusetts,130789,0,22127322,516632,251083,0,NA
G2500150,1850,Massachusetts,35732,0,7290149,211219,86983,0,NA
G1201115,1850,Florida,139,27,0,0,0,1,NA
G3400250,1850,New Jersey,30313,75,11522920,145739,82440,0,NA
G2500130,1850,Massachusetts,51283,0,7213335,198153,96843,0,NA
G2750175,1850,Minnesota Territory,1056,0,77864,2914,13346,0,NA
G1700370,1850,Illinois,7540,0,924090,63749,81293,0,NA
G5101770,1850,Virginia,14911,7481,1232599,88324,99072,1,NA
G2600370,1850,Michigan,5102,0,558030,22015,50441,0,NA
G0600430,1850,California,4379,0,0,0,0,0,NA
G4700430,1850,Tennessee,8404,2118,436226,31029,162249,1,NA
G2801130,1850,Mississippi,7360,3102,388524,43286,70650,1,NA
G2200730,1850,Louisiana,5008,2708,601690,20373,38539,1,NA
G4803870,1850,Texas,3906,1406,299967,14711,211790,1,NA
G5101470,1850,Virginia,11857,7192,1570746,147328,57491,1,NA
G2101270,1850,Kentucky,6281,137,447796,26665,173411,1,NA
G4400030,1850,Rhode Island,15068,0,1894128,51974,31095,0,NA
G1300570,1850,Georgia,12800,1157,930029,50535,128501,1,NA
G0101190,1850,Alabama,22250,14831,1780640,154785,187816,1,NA
G3901190,1850,Ohio,45049,0,8052686,212795,157796,0,NA
G3701350,1850,North Carolina,17055,5244,1097624,140587,183065,1,NA
G1800770,1850,Indiana,23916,0,2062495,76449,94558,0,NA
G2901530,1850,Missouri,2294,15,74904,7191,1284,1,NA
G4701570,1850,Tennessee,31157,14360,3221776,121889,184792,1,NA
G5100715,1850,Virginia,3475,72,299361,10746,75440,1,NA
G1302130,1850,Georgia,14433,1930,1622680,51102,163470,1,NA
G2900390,1850,Missouri,3361,82,162846,13176,22563,1,NA
G2901070,1850,Missouri,13690,4615,2540095,77504,177241,1,NA
G5100990,1850,Virginia,5971,3403,1081994,59385,39927,1,NA
G4800150,1850,Texas,3841,1549,410169,12381,107922,1,NA
G1800390,1850,Indiana,12690,0,1845665,67557,93782,0,NA
G3701990,1850,North Carolina,8205,346,596016,38690,254895,1,NA
G2801330,1850,Mississippi,1102,754,200140,5966,22322,1,NA
G2101510,1850,Kentucky,15727,5393,4698009,149164,102331,1,NA
G2200550,1850,Louisiana,6720,3170,322806,24448,57676,1,NA
G3900990,1850,Ohio,23735,0,5548999,143098,86746,0,NA
G2102030,1850,Kentucky,4697,375,277727,25938,73463,1,NA
G1800870,1850,Indiana,8387,0,1281700,53003,85415,0,NA
G2901370,1850,Missouri,10541,2048,1158495,74792,159247,1,NA
G3601230,1850,New York,20590,0,7578553,133971,52529,0,NA
G2200690,1850,Louisiana,14228,7881,1400731,70784,144939,1,NA
G3900530,1850,Ohio,17063,0,1886360,82706,132831,0,NA
G4802410,1850,Texas,1767,541,312561,5676,330823,1,NA
G3901170,1850,Ohio,20280,0,2900082,95976,83951,0,NA
G1701310,1850,Illinois,5246,0,579764,34929,47434,0,NA
G4500370,1850,South Carolina,39262,22725,5356854,263379,688042,1,NA
G5500210,1850,Wisconsin,9565,0,1035670,41520,98898,0,NA
G1701970,1850,Illinois,16703,0,1950289,102578,82789,0,NA
G1200250,1850,Florida,159,11,2100,51,36,1,NA
G3700310,1850,North Carolina,6939,1623,151900,9941,49313,1,NA
G1200870,1850,Florida,2645,431,4400,39,155,1,NA
