GISJOIN,year,state,census_pop,enslaved,farmv_total,improved,unimproved,slavery_legal,total_farmland
G2100590,1880,Kentucky,27730,4854,5843190,185309,96945,1,NA
G4500730,1880,South Carolina,16256,4301,1516185,59013,222624,1,NA
G1650035,1880,Idaho Territory,1693,1,44045,919,525,0,NA
G1301550,1880,Georgia,2696,535,314981,12606,213651,1,NA
G3600190,1880,New York,50897,171,11593193,275959,142038,0,NA
G3900050,1880,Ohio,23883,40,12927092,200594,59121,0,NA
G2000310,1880,Kansas,11438,433,3932428,108336,72691,0,NA
G2900530,1880,Missouri,21596,3502,6990681,230272,102950,1,NA
G2700190,1880,Minnesota,14140,2,4768952,93134,105359,0,NA
G1201270,1880,Florida,3294,538,803798,6108,36316,1,NA
G0501470,1880,Arkansas,8646,4483,1230324,40671,51919,1,NA
G3700310,1880,North Carolina,9784,2676,495279,22472,69660,1,NA
G4200730,1880,Pennsylvania,33312,236,13542502,162521,47026,0,NA
G0950675,1880,Dakota Territory,3010,0,126636,3601,12974,0,NA
G2001570,1880,Kansas,14913,15,4433792,159348,216139,0,NA
G2600190,1880,Michigan,3433,64,729919,13279,40602,0,NA
G2800810,1880,Mississippi,20470,7814,2378289,106629,152163,1,NA
G4804230,1880,Texas,21863,10357,2117498,122684,226767,1,NA
G0600290,1880,California,5601,4,2841406,79069,440989,0,NA
G2100310,1880,Kentucky,12181,820,1653186,88765,142249,1,NA
G3900130,1880,Ohio,49638,1631,16807287,264762,77550,0,NA
G1900410,1880,Iowa,4248,2,1518297,53457,31872,0,NA
G1300450,1880,Georgia,16901,2310,1701035,92360,162617,1,NA
G5500910,1880,Wisconsin,6226,1,1731587,45784,53042,0,NA
G3901110,1880,Ohio,26496,80,7826724,193325,87618,0,NA
G2200430,1880,Louisiana,6188,2862,330980,24304,40423,1,NA
G1801310,1880,Indiana,9851,4,3562550,86397,69919,0,NA
G2101150,1880,Kentucky,9155,103,853674,52341,114229,1,NA
G2600735,1880,Michigan,55,0,0,0,0,0,NA
G0500690,1880,Arkansas,22386,17011,2498981,73382,124814,1,NA
G3101370,1880,Nebraska,2447,2,613886,26889,62788,0,NA
G4500450,1880,South Carolina,37496,14511,3405396,144744,249451,1,NA
G3600210,1880,New York,47928,1219,22429297,348700,59775,0,NA
G4200150,1880,Pennsylvania,58541,537,26611964,477416,173595,0,NA
G5400970,1880,West Virginia,10249,201,3706278,95487,92848,1,NA
G5500730,1880,Wisconsin,17121,0,2304656,41315,142512,0,NA
G2100430,1880,Kentucky,12345,371,1197481,54061,108996,1,NA
G3600750,1880,New York,77911,247,20374993,356564,143600,0,NA
G4802530,1880,Texas,546,4,23398,1191,4961,1,NA
G2400030,1880,Maryland,28526,13877,7668798,160168,72589,1,NA
G4801650,1880,Texas,8,0,0,0,0,1,NA
G3400210,1880,New Jersey,58061,3230,12142727,105851,15057,0,NA
G3101290,1880,Nebraska,4235,0,1173977,43811,56281,0,NA
G0950475,1880,Dakota Territory,0,0,0,0,0,0,NA
G1800770,1880,Indiana,25977,944,5654336,159882,72146,0,NA
G1801650,1880,Indiana,12025,74,5162906,126049,36466,0,NA
G4701790,1880,Tennessee,16181,1577,3485735,120471,80274,1,NA
G2600310,1880,Michigan,6524,21,514320,8964,25387,0,NA
G3200330,1880,Nevada,2682,9,499835,22472,7888,0,NA
G1701290,1880,Illinois,13024,54,7275229,161749,29534,0,NA
G4701850,1880,Tennessee,11176,988,1872946,77163,108061,1,NA
G3701990,1880,North Carolina,7694,325,805105,45689,113790,1,NA
G5350135,1880,Washington Territory,1712,8,160765,4646,11723,0,NA
G3100530,1880,Nebraska,11263,20,4103189,173253,56132,0,NA
G2101570,1880,Kentucky,9647,440,1351991,60150,96052,1,NA
G2901130,1880,Missouri,17426,2146,5479999,194311,152041,1,NA
G4802030,1880,Texas,25177,17196,2196943,129564,224107,1,NA
G3100270,1880,Nebraska,2899,0,1020418,43597,40126,0,NA
G2500170,1880,Massachusetts,317830,2658,32670172,265077,125644,0,NA
G0800530,1880,Colorado,1487,16,8600,538,442,0,NA
G0950315,1880,Dakota Territory,0,0,0,0,0,0,NA
G4950535,1880,Utah Territory,11557,2,1423944,39492,10048,0,NA
G4701030,1880,Tennessee,26960,6310,5510744,172741,159170,1,NA
G0900130,1880,Connecticut,24112,195,6838020,137033,69891,0,NA
G0950115,1880,Dakota Territory,0,0,0,0,0,0,NA
G1800690,1880,Indiana,21805,7,10481404,144006,85489,0,NA
G2600090,1880,Michigan,5237,5,1055981,16203,49474,0,NA
G2701510,1880,Minnesota,7473,0,2390484,80783,141533,0,NA
G1901850,1880,Iowa,16127,22,7096622,250359,44068,0,NA
G1701350,1880,Illinois,28078,167,12475023,358601,54250,0,NA
G2102010,1880,Kentucky,5814,283,1255308,47561,13751,1,NA
G2101770,1880,Kentucky,15098,2078,1932841,85949,139467,1,NA
G4802550,1880,Texas,3270,489,1020015,167153,120262,1,NA
G4805050,1880,Texas,3636,7,602401,57889,347133,1,NA
G2601450,1880,Michigan,59095,316,11186667,137857,149569,0,NA
G2400090,1880,Maryland,10538,5696,2381015,77735,48073,1,NA
G2400370,1880,Maryland,16934,8690,3492794,99608,91951,1,NA
G1700010,1880,Illinois,59135,1884,19814419,375280,98769,0,NA
G1300190,1880,Georgia,6619,836,642471,26394,281298,1,NA
G0101090,1880,Alabama,20640,6272,1927534,119278,180135,1,NA
G3600350,1880,New York,30985,272,7885113,192445,91241,0,NA
G0951395,1880,Dakota Territory,537,0,62920,702,5861,0,NA
G2801290,1880,Mississippi,8088,1636,611715,34281,148927,1,NA
G4800970,1880,Texas,20391,814,2890530,121445,140405,1,NA
G3100990,1880,Nebraska,4072,0,1467169,63362,110340,0,NA
G4804570,1880,Texas,5825,1502,405364,19661,150054,1,NA
G2900430,1880,Missouri,9628,193,1535806,56086,81546,1,NA
G1200330,1880,Florida,12156,5302,64374,2349,17111,1,NA
G1801350,1880,Indiana,26435,591,12626384,190507,94409,0,NA
G4802810,1880,Texas,5421,172,737807,31953,106646,1,NA
G2200650,1880,Louisiana,13906,12645,2111502,48697,74850,1,NA
G4500110,1880,South Carolina,39857,26003,4023728,239993,395773,1,NA
G0500150,1880,Arkansas,13337,60,835671,45707,94538,1,NA
G2800150,1880,Mississippi,17795,9961,2055839,89251,228461,1,NA
G4800170,1880,Texas,0,0,0,0,0,1,NA
G4804730,1880,Texas,9024,5830,925606,32536,70833,1,NA
G3700410,1880,North Carolina,7900,4267,707347,36052,49180,1,NA
G4802930,1880,Texas,16246,3171,2650894,97650,171891,1,NA
G1901610,1880,Iowa,8774,0,4788601,166764,56184,0,NA
G2000650,1880,Kansas,4258,484,422886,21519,112362,0,NA
G0501050,1880,Arkansas,3872,800,561691,15873,60094,1,NA
G1800010,1880,Indiana,15385,2,5945638,109426,83570,0,NA
G1700330,1880,Illinois,16197,37,5647865,166351,70272,0,NA
G1801770,1880,Indiana,38613,1710,15004448,188063,56695,0,NA
G5000070,1880,Vermont,32792,208,12031186,265867,78993,0,NA
G3400230,1880,New Jersey,52286,1625,13141951,116325,38641,0,NA
G2901870,1880,Missouri,13822,653,2341286,75564,107728,1,NA
G4801750,1880,Texas,5832,1666,1109228,233900,138290,1,NA
G2100490,1880,Kentucky,12115,4186,7804176,174907,33556,1,NA
G4801990,1880,Texas,1870,236,151830,3765,89106,1,NA
G3600810,1880,New York,90574,3801,24424743,130242,35969,0,NA
G1701790,1880,Illinois,29666,87,16482598,306103,58662,0,NA
G3901390,1880,Ohio,36306,186,21279322,233585,77431,0,NA
G1800810,1880,Indiana,19537,355,10220490,143981,51870,0,NA
G3900430,1880,Ohio,32640,468,11888759,127472,22471,0,NA
G1800990,1880,Indiana,23414,9,10164109,150919,104561,0,NA
G2500270,1880,Massachusetts,226897,1398,32477350,471808,238735,0,NA
G2801190,1880,Mississippi,1407,815,286870,5714,20160,1,NA
G1901570,1880,Iowa,18936,62,10793695,335036,26965,0,NA
G4804270,1880,Texas,8304,211,412021,1391,381297,1,NA
G0500670,1880,Arkansas,10877,2763,1420161,48497,113954,1,NA
G3901310,1880,Ohio,17927,1227,4426315,151341,103539,0,NA
G4803070,1880,Texas,1533,22,212655,3382,20056,1,NA
G4801130,1880,Texas,33488,4947,5608486,236984,135874,1,NA
G2901810,1880,Missouri,5377,10,651003,24681,74182,1,NA
G2900910,1880,Missouri,8814,91,1088479,42109,124365,1,NA
G0500110,1880,Arkansas,6285,2210,840891,35212,154591,1,NA
G0950875,1880,Dakota Territory,89,1,69550,3365,115,0,NA
G4700430,1880,Tennessee,12460,2231,1615518,63377,153362,1,NA
G5400190,1880,West Virginia,11560,1122,1366840,50109,132086,1,NA
G4800690,1880,Texas,0,0,0,0,0,1,NA
G4805030,1880,Texas,4726,17,900238,28897,65372,1,NA
G1801430,1880,Indiana,8343,10,2060238,73512,36415,0,NA
G5100450,1880,Virginia,3794,236,957349,32624,73916,1,NA
G2101130,1880,Kentucky,10864,4401,3981098,111920,16180,1,NA
G5650035,1880,Wyoming Territory,3438,17,997070,12882,12035,0,NA
G4950715,1880,Utah Territory,2927,1,447074,14257,5648,0,NA
G3400070,1880,New Jersey,62942,5687,6396082,56985,24807,0,NA
G3400310,1880,New Jersey,68860,1077,4679994,35787,51128,0,NA
G3550315,1880,New Mexico Territory,11023,14,1619520,18762,42377,1,NA
G4200850,1880,Pennsylvania,56161,425,23104117,300597,111469,0,NA
G2800170,1880,Mississippi,17905,10209,2498413,100652,147329,1,NA
G5101570,1880,Virginia,9291,3536,2498849,101464,51224,1,NA
G2800550,1880,Mississippi,10004,9174,1411741,32928,58564,1,NA
G2900090,1880,Missouri,14405,13,1935212,77052,99894,1,NA
G4700990,1880,Tennessee,10383,784,1378076,50352,192306,1,NA
G0800650,1880,Colorado,23563,298,78605,2785,2446,0,NA
G4701890,1880,Tennessee,28747,8455,7575004,196180,149547,1,NA
G2100690,1880,Kentucky,15221,1575,4452249,139581,60277,1,NA
G4100390,1880,Oregon,9411,4,5522549,228661,133174,0,NA
G2100970,1880,Kentucky,16504,2932,5926360,154977,33729,1,NA
G2000590,1880,Kansas,16797,923,5773283,178890,76194,0,NA
G2001010,1880,Kansas,601,0,141801,3060,41678,0,NA
G4100290,1880,Oregon,8154,61,2305782,90855,96757,0,NA
G2002050,1880,Kansas,13775,77,4086836,148654,112234,0,NA
G4801390,1880,Texas,21294,2539,4593312,204506,135146,1,NA
G2500130,1880,Massachusetts,104142,1103,11866679,184946,116684,0,NA
G3701110,1880,North Carolina,9836,1897,1008992,38795,126993,1,NA
G2901390,1880,Missouri,16249,1917,4513097,196105,93652,1,NA
G4500030,1880,South Carolina,28112,15170,3021096,102783,349276,1,NA
G2600630,1880,Michigan,20089,2,6069817,95205,191897,0,NA
G2900930,1880,Missouri,8183,400,965170,31976,55648,1,NA
G2700690,1880,Minnesota,905,1,117200,2144,21724,0,NA
G1300330,1880,Georgia,27128,21031,2579217,238143,258143,1,NA
G4200950,1880,Pennsylvania,70312,322,20431437,190970,27274,0,NA
G2100130,1880,Kentucky,6055,181,519807,27535,123337,1,NA
G3700510,1880,North Carolina,23836,11241,1560124,59639,314948,1,NA
G1200830,1880,Florida,13046,8305,1631817,52888,163650,1,NA
G1300970,1880,Georgia,6934,1471,786345,29994,66614,1,NA
G1901270,1880,Iowa,23752,97,12080437,325988,24052,0,NA
G2900170,1880,Missouri,11130,26,1712869,76348,154431,1,NA
G5101690,1880,Virginia,17233,676,2442967,114693,169328,1,NA
G4950395,1880,Utah Territory,1783,0,298267,7693,3345,0,NA
G1901690,1880,Iowa,16906,9,7721978,235380,39302,0,NA
G5100750,1880,Virginia,10292,6234,1667057,58142,99412,1,NA
G0800230,1880,Colorado,2879,7,135281,11173,4412,0,NA
G2100230,1880,Kentucky,13509,816,3747577,97573,22527,1,NA
G3101070,1880,Nebraska,3666,1,906098,36011,98956,0,NA
G3100190,1880,Nebraska,7531,12,2100085,83858,147132,0,NA
G5400430,1880,West Virginia,8739,52,959241,36493,106423,1,NA
G1901470,1880,Iowa,4131,0,1478257,35859,44790,0,NA
G4802850,1880,Texas,13641,3420,2799651,155931,207980,1,NA
G4701130,1880,Tennessee,30874,15467,3705434,129946,167838,1,NA
G4400090,1880,Rhode Island,22495,761,5228882,96611,70732,0,NA
G2800250,1880,Mississippi,17367,12110,1758749,85171,113655,1,NA
G0100490,1880,Alabama,12675,682,1123500,53859,131280,1,NA
G4950615,1880,Utah Territory,4497,5,900227,13870,8805,0,NA
G1800310,1880,Indiana,19779,235,9455921,159428,63922,0,NA
G4804450,1880,Texas,0,0,0,0,0,1,NA
G4701250,1880,Tennessee,28481,13694,4340634,150609,146797,1,NA
G1201330,1880,Florida,4089,918,214467,12183,16458,1,NA
G2701550,1880,Minnesota,1507,1,641194,16240,83255,0,NA
G1800470,1880,Indiana,20092,12,8224243,157688,83254,0,NA
G2801490,1880,Mississippi,31238,22516,1956086,78850,122010,1,NA
G2601210,1880,Michigan,26586,85,2494119,44604,72200,0,NA
G4800830,1880,Texas,3603,35,1189300,78877,90225,1,NA
G4100030,1880,Oregon,6403,8,3760831,138654,74801,0,NA
G0800910,1880,Colorado,2669,6,45145,1922,1874,0,NA
G3700830,1880,North Carolina,30300,21162,2621970,137245,217754,1,NA
G4804810,1880,Texas,4549,3631,709596,28941,68439,1,NA
G5500170,1880,Wisconsin,15491,4,3127690,81287,124570,0,NA
G5101250,1880,Virginia,16536,7508,2148368,89391,144753,1,NA
G1201230,1880,Florida,2279,165,176887,9573,24530,1,NA
G1700130,1880,Illinois,7467,1,2569926,55827,83927,0,NA
G3200170,1880,Nevada,2637,16,266984,7264,1380,0,NA
G3901050,1880,Ohio,32325,1798,6810880,189378,78675,0,NA
G2100210,1880,Kentucky,11930,4737,4659115,90740,24641,1,NA
G2300130,1880,Maine,32863,117,4596620,99888,62112,0,NA
G1302750,1880,Georgia,20597,12213,1695399,94797,221046,1,NA
G2101530,1880,Kentucky,6944,150,815622,41224,166877,1,NA
G4801910,1880,Texas,36,1,21800,0,0,1,NA
G0800550,1880,Colorado,4124,0,394983,5705,13522,0,NA
G3701610,1880,North Carolina,15198,3255,1436693,66698,205612,1,NA
G0951575,1880,Dakota Territory,0,0,0,0,0,0,NA
G0500930,1880,Arkansas,7332,2654,1391757,30111,71899,1,NA
G4803690,1880,Texas,0,0,0,0,0,1,NA
G5101430,1880,Virginia,52589,27200,5546665,205465,328387,1,NA
G4950595,1880,Utah Territory,4921,7,466852,18312,10306,0,NA
G2100370,1880,Kentucky,37440,441,4805812,71973,15000,1,NA
G2701410,1880,Minnesota,3855,0,1039084,39205,51149,0,NA
G3101010,1880,Nebraska,194,1,477300,0,0,0,NA
G2900470,1880,Missouri,15572,1513,6270384,184455,61848,1,NA
G3900030,1880,Ohio,31314,510,12519697,163020,86684,0,NA
G2700950,1880,Minnesota,1501,0,197225,6696,12628,0,NA
G5500470,1880,Wisconsin,14483,13,6195516,165665,48429,0,NA
G0601130,1880,California,11772,102,12276795,332769,77680,0,NA
G2000555,1880,Kansas,411,1,20711,1318,3095,0,NA
G0101210,1880,Alabama,23360,12504,2216424,116757,187384,1,NA
G1200090,1880,Florida,1478,84,519929,1956,20070,1,NA
G0950355,1880,Dakota Territory,5001,2,1626108,145216,5702,0,NA
G5501230,1880,Wisconsin,23235,130,6179180,178759,222215,0,NA
G0950335,1880,Dakota Territory,114,0,36451,225,9705,0,NA
G3700730,1880,North Carolina,8897,3924,902728,49984,107702,1,NA
G3200070,1880,Nevada,5716,33,2021082,98501,45112,0,NA
G3700170,1880,North Carolina,16158,8560,1221919,40563,310501,1,NA
G2001150,1880,Kansas,12453,97,4191316,141053,104473,0,NA
G0600670,1880,California,34390,560,14921054,401872,96736,0,NA
G4701110,1880,Tennessee,9321,890,1320194,64342,117720,1,NA
G4802190,1880,Texas,0,0,0,0,0,1,NA
G0250055,1880,Alaska Territory,9964,0,NA,NA,NA,0,NA
G0250095,1880,Alaska Territory,23462,0,NA,NA,NA,0,NA
G2101030,1890,Kentucky,14164,0,5421410,148291,27351,1,NA
G4200070,1890,Pennsylvania,50077,0,15619760,192142,58803,0,NA
G3001110,1890,Montana,2065,0,1507700,35681,15542,0,NA
G3800915,1890,North Dakota,16,0,NA,NA,NA,0,NA
G4400050,1890,Rhode Island,28552,0,6158460,41140,10454,0,NA
G1200370,1890,Florida,3308,0,27890,202,4027,1,NA
G1700390,1890,Illinois,17011,0,13793370,212752,26405,0,NA
G2800170,1890,Mississippi,19891,0,2351440,110965,119501,1,NA
G5101090,1890,Virginia,16997,0,2286430,115344,141111,1,NA
G1301410,1890,Georgia,17149,0,2059890,124980,136423,1,NA
G5400650,1890,West Virginia,6744,0,984900,44837,55814,1,NA
G2201190,1890,Louisiana,12466,0,1102540,73952,114665,1,NA
G3100510,1890,Nebraska,8084,0,4614630,138196,57545,0,NA
G2901950,1890,Missouri,33762,0,17514328,341349,75558,1,NA
G0100790,1890,Alabama,20725,0,2832010,140798,176303,1,NA
G0500570,1890,Arkansas,22796,0,2569500,119401,135151,1,NA
G2600735,1890,Michigan,135,0,NA,NA,NA,0,NA
G3600030,1890,New York,43240,0,22199560,415782,154353,0,NA
G0450015,1890,Arizona Territory,4281,0,4828250,7897,1077638,1,NA
G0500430,1890,Arkansas,17352,0,2108540,90575,193324,1,NA
G2902110,1890,Missouri,19000,0,7884820,293382,75771,1,NA
G3200250,1890,Nevada,4883,0,233870,4977,3025,0,NA
G4200030,1890,Pennsylvania,551959,0,50869588,292742,69372,0,NA
G0500610,1890,Arkansas,13789,0,1780170,84138,137140,1,NA
G2701430,1890,Minnesota,15199,0,8212140,230002,95922,0,NA
G4801450,1890,Texas,20706,0,5553490,154844,143974,1,NA
G3800170,1890,North Dakota,19613,0,14006997,644178,85596,0,NA
G2000710,1890,Kansas,1264,0,352830,30766,24842,0,NA
G0100090,1890,Alabama,21927,0,2533470,110232,222353,1,NA
G5501390,1890,Wisconsin,50097,0,12886498,194101,56849,0,NA
G3800190,1890,North Dakota,6471,0,2418395,114370,171078,0,NA
G3550495,1890,New Mexico Territory,9868,0,554540,14353,11499,1,NA
G3200230,1890,Nevada,1290,0,565410,18186,18239,0,NA
G5100210,1890,Virginia,5129,0,1982090,51222,87998,1,NA
G4700875,1890,Tennessee,4903,0,1008690,26069,59693,1,NA
G4600230,1890,South Dakota,4178,0,1956340,89397,83511,0,NA
G0450035,1890,Arizona Territory,6938,0,982430,6193,25320,1,NA
G4200790,1890,Pennsylvania,201203,0,11783170,146387,93541,0,NA
G2801510,1890,Mississippi,40414,0,10788660,199001,151781,1,NA
G3101250,1890,Nebraska,5773,0,5264425,193443,21615,0,NA
G4201090,1890,Pennsylvania,17651,0,6219390,109735,35820,0,NA
G2700850,1890,Minnesota,17026,0,7724500,199260,72088,0,NA
G4804390,1890,Texas,41142,0,9401800,311416,98470,1,NA
G1801110,1890,Indiana,8803,0,7219980,171153,53947,0,NA
G2200950,1890,Louisiana,11359,0,2458960,42426,32941,1,NA
G3100530,1890,Nebraska,19260,0,12085315,267284,40027,0,NA
G1300190,1890,Georgia,10694,0,1168380,40510,243907,1,NA
G5100730,1890,Virginia,11653,0,1942020,59263,44660,1,NA
G2000030,1890,Kansas,14203,0,10777880,277217,31292,0,NA
G5101130,1890,Virginia,10225,0,2351760,96033,71855,1,NA
G5400410,1890,West Virginia,15895,0,5284610,142938,82265,1,NA
G2901470,1890,Missouri,30914,0,20150729,452352,67783,1,NA
G2500010,1890,Massachusetts,29172,0,2120240,15837,36673,0,NA
G3101650,1890,Nebraska,2452,0,1106420,54408,79069,0,NA
G1800870,1890,Indiana,15615,0,12318290,162958,54618,0,NA
G4500150,1890,South Carolina,55428,0,3601252,136800,448269,1,NA
G1700570,1890,Illinois,43110,0,23550180,348318,128906,0,NA
G3600130,1890,New York,75202,0,29072836,453075,148435,0,NA
G4800350,1890,Texas,14224,0,4961990,281871,172311,1,NA
G5100950,1890,Virginia,5643,0,611210,21422,38651,1,NA
G3600650,1890,New York,122922,0,34469066,507102,156844,0,NA
G3701710,1890,North Carolina,19281,0,2440980,94812,207620,1,NA
G2100330,1890,Kentucky,13186,0,2526550,122167,70831,1,NA
G4803270,1890,Texas,1215,0,1917390,3786,327340,1,NA
G2902210,1890,Missouri,13153,0,2508240,71159,143312,1,NA
G2800890,1890,Mississippi,27321,0,4295320,201601,139600,1,NA
G1303150,1890,Georgia,7980,0,692270,31443,169738,1,NA
G5500790,1890,Wisconsin,236101,0,29167034,105077,19648,0,NA
G2000150,1890,Kansas,24055,0,14398832,480405,142649,0,NA
G5100690,1890,Virginia,17880,0,5828750,140036,80544,1,NA
G4700590,1890,Tennessee,26614,0,5603870,190336,155603,1,NA
G2400190,1890,Maryland,24843,0,4389900,130607,90744,1,NA
G4804070,1890,Texas,7360,0,658400,27483,57598,1,NA
G3100790,1890,Nebraska,16513,0,8270935,219087,54318,0,NA
G2600110,1890,Michigan,5683,0,1112790,18093,32499,0,NA
G0501090,1890,Arkansas,8537,0,1047210,60429,116634,1,NA
G2100790,1890,Kentucky,11138,0,4490000,106880,23698,1,NA
G4800590,1890,Texas,5457,0,1777760,161500,81581,1,NA
G3701930,1890,North Carolina,22675,0,2610120,125918,295094,1,NA
G1200310,1890,Florida,26800,0,1326610,8849,54365,1,NA
G1800390,1890,Indiana,39201,0,18277920,220564,51138,0,NA
G5400230,1890,West Virginia,6802,0,2565320,70742,139164,1,NA
G3200310,1890,Nevada,6437,0,4144570,49380,104211,0,NA
G0600530,1890,California,18637,0,22759680,479350,565862,0,NA
G1701850,1890,Illinois,11866,0,4237545,90258,29551,0,NA
G2101450,1890,Kentucky,21051,0,1601980,63110,40493,1,NA
G2201110,1890,Louisiana,17304,0,1392870,99001,234953,1,NA
G0600910,1890,California,5051,0,844490,22044,22551,0,NA
G2000930,1890,Kansas,1571,0,668490,15947,53435,0,NA
G4802130,1890,Texas,12285,0,1577850,74381,122548,1,NA
G5400750,1890,West Virginia,6814,0,2953970,74260,244885,1,NA
G5400730,1890,West Virginia,7539,0,1698940,42694,29506,1,NA
G3400410,1890,New Jersey,36553,0,9472050,154989,33557,0,NA
G4100090,1890,Oregon,5191,0,1724330,20028,59344,0,NA
G2600350,1890,Michigan,7558,0,719700,13639,22770,0,NA
G2900290,1890,Missouri,10040,0,1864885,56552,146095,1,NA
G5300110,1890,Washington,11709,0,4160290,37002,101598,0,NA
G4100590,1890,Oregon,13381,0,8210490,384229,141853,0,NA
G3400170,1890,New Jersey,275126,0,2337300,1150,135,0,NA
G5500390,1890,Wisconsin,44088,0,21587705,343471,88475,0,NA
G1302090,1890,Georgia,9248,0,795955,41288,254883,1,NA
G4050075,1890,Oklahoma Territory,6605,0,1296450,80205,73146,1,NA
G4802950,1890,Texas,632,0,243990,3979,47177,1,NA
G4600235,1890,South Dakota,8,0,NA,NA,NA,0,NA
G1701230,1890,Illinois,13653,0,12753990,201032,25308,0,NA
G5400310,1890,West Virginia,7567,0,2242790,63172,131857,1,NA
G2900890,1890,Missouri,17371,0,7791310,191531,83940,1,NA
G4601350,1890,South Dakota,10444,0,4309167,170502,69267,0,NA
G4700070,1890,Tennessee,6134,0,1327380,46942,108022,1,NA
G2801370,1890,Mississippi,19253,0,2707600,146937,81782,1,NA
G4701510,1890,Tennessee,9794,0,1175790,38163,177301,1,NA
G0600370,1890,California,101454,0,54117710,436792,323141,0,NA
G5400990,1890,West Virginia,18652,0,2729890,90837,135104,1,NA
G3400010,1890,New Jersey,28836,0,2337630,28922,27601,0,NA
G3600770,1890,New York,50861,0,24704460,466809,126360,0,NA
G1801050,1890,Indiana,17673,0,4922485,155491,80320,0,NA
G2600170,1890,Michigan,56412,0,6116290,66064,46932,0,NA
G2800910,1890,Mississippi,9532,0,992475,32141,172258,1,NA
G5100610,1890,Virginia,22590,0,8606910,261303,105691,1,NA
G3400270,1890,New Jersey,54101,0,14316790,133699,78880,0,NA
G2901530,1890,Missouri,9795,0,1150520,45984,145316,1,NA
G1302110,1890,Georgia,16041,0,1945920,102811,79458,1,NA
G2601210,1890,Michigan,40013,0,4774150,72179,67037,0,NA
G1300470,1890,Georgia,5431,0,904740,34489,58100,1,NA
G0800710,1890,Colorado,17208,0,3036650,62341,104619,0,NA
G4600610,1890,South Dakota,4267,0,2623610,118183,68130,0,NA
G5100035,1890,Virginia,18597,0,1282220,5018,3449,1,NA
G0600070,1890,California,17939,0,20774750,360273,144265,0,NA
G2901450,1890,Missouri,22108,0,6546764,148533,97640,1,NA
G0900030,1890,Connecticut,147180,0,21777805,238174,102586,0,NA
G1302930,1890,Georgia,12188,0,1129600,77263,77225,1,NA
G4800497,1890,Texas,298,0,NA,NA,NA,1,NA
G4804050,1890,Texas,6688,0,667750,36547,76997,1,NA
G3701430,1890,North Carolina,9293,0,1352210,51821,56548,1,NA
G3901490,1890,Ohio,24707,0,11684100,182295,56908,0,NA
G3550455,1890,New Mexico Territory,3630,0,329340,1731,6669,1,NA
G3601110,1890,New York,87062,0,18842861,277259,208049,0,NA
G2200050,1890,Louisiana,19545,0,2491670,47926,38482,1,NA
G4803710,1890,Texas,1326,0,48290,5788,8776,1,NA
G4601090,1890,South Dakota,1997,0,760765,30402,32759,0,NA
G4600210,1890,South Dakota,3510,0,1416230,57056,163025,0,NA
G4100710,1890,Oregon,10692,0,7914710,122794,141838,0,NA
G4200970,1890,Pennsylvania,74698,0,11710700,164640,36961,0,NA
G0501230,1890,Arkansas,13543,0,1921450,54623,83947,1,NA
G3701190,1890,North Carolina,42673,0,5795780,169133,143640,1,NA
G1701970,1890,Illinois,62007,0,30416135,411235,65195,0,NA
G2000510,1890,Kansas,7942,0,3359280,169569,83813,0,NA
G0101330,1890,Alabama,6552,0,502350,27091,147548,1,NA
G2700930,1890,Minnesota,15456,0,7213300,153839,147764,0,NA
G2001170,1890,Kansas,23912,0,14693960,413725,86688,0,NA
G4800210,1890,Texas,20736,0,4507850,194848,198483,1,NA
G4804350,1890,Texas,658,0,NA,NA,NA,1,NA
G5600070,1890,Wyoming,6857,0,2660560,80241,53000,0,NA
G4801390,1890,Texas,31774,0,9808399,303910,107307,1,NA
G2200550,1890,Louisiana,15966,0,2709590,103221,18963,1,NA
G1900490,1890,Iowa,20479,0,13305540,294236,48854,0,NA
G1301590,1890,Georgia,13879,0,1485240,99767,94100,1,NA
G0500130,1890,Arkansas,7267,0,775630,41678,118694,1,NA
G4701590,1890,Tennessee,18404,0,4415150,121135,83034,1,NA
G4804970,1890,Texas,24134,0,6087200,323575,160201,1,NA
G1800630,1890,Indiana,21498,0,13605820,185266,63273,0,NA
G1900010,1890,Iowa,14534,0,9741091,274835,43291,0,NA
G1200770,1890,Florida,1452,0,64190,2099,18478,1,NA
G5500350,1890,Wisconsin,30673,0,4289025,133249,91859,0,NA
G1600635,1890,Idaho,4169,0,1392800,34396,49497,0,NA
G5400050,1890,West Virginia,6885,0,1290670,29988,201434,1,NA
G2900250,1890,Missouri,15152,0,8779720,188736,67591,1,NA
G2900930,1890,Missouri,9119,0,1293030,42499,87181,1,NA
G5101530,1890,Virginia,9805,0,2765870,90613,77701,1,NA
G2700350,1890,Minnesota,8852,0,848610,13202,77084,0,NA
G5401070,1890,West Virginia,28612,0,5647990,130223,69526,1,NA
G2001370,1890,Kansas,10617,0,4573610,212945,137378,0,NA
G4804950,1890,Texas,18,0,NA,NA,NA,1,NA
G4800890,1890,Texas,19512,0,4215592,194246,116215,1,NA
G1900650,1890,Iowa,23141,0,13925545,333620,81457,0,NA
G4803450,1890,Texas,139,0,732990,26387,3838,1,NA
G3901450,1890,Ohio,35377,0,4818124,129486,122894,0,NA
G4700770,1890,Tennessee,16336,0,2075030,94481,209065,1,NA
G4801430,1890,Texas,21594,0,4559390,164233,278605,1,NA
