bw_method,kernel,p_order,year,spec,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,pc_black_coef
msetwo,epanechnikov,2,1870,1,-0.24994591440541924,0.18194115128729596,0.1695120408738502,462,602,247.54633876463745,165.86791298722875,NA,NA,NA
msesum,epanechnikov,2,1870,1,-0.24182126314923913,0.184474274686173,0.18990265747068996,579,554,218.2322944445341,218.2322944445341,NA,NA,NA
cerrd,epanechnikov,2,1870,1,-0.17754209217657824,0.1877976907710188,0.34445971512433166,406,399,143.74430061598162,143.74430061598162,NA,NA,NA
certwo,epanechnikov,2,1870,1,-0.19889835944559486,0.18329873671929023,0.2778751923617153,385,518,200.49808190697487,134.34332565698642,NA,NA,NA
cersum,epanechnikov,2,1870,1,-0.17127523094895558,0.1806196293765582,0.34299468210779355,487,465,176.75541744888767,176.75541744888767,NA,NA,NA
mserd,triangular,1,1870,2,-0.1867983272998477,0.1790897026841207,0.29692820590670815,348,352,120.00490045849355,120.00490045849355,-0.05853832040330481,-1.4660606030137682e-4,NA
msetwo,triangular,1,1870,2,-0.2452421121183491,0.17919975659923507,0.17114297550805713,493,332,111.97258515859797,180.3117014162307,-0.06307915098270847,6.83353886649302e-5,NA
msesum,triangular,1,1870,2,-0.3294823848829773,0.17835880495046624,0.06470353936720702,496,474,181.68996904029825,181.68996904029825,-0.058895792983588435,-2.335736365353812e-4,NA
cerrd,triangular,1,1870,2,-0.1941080439682223,0.18596448860367576,0.2965821351681754,303,300,99.79205853928983,99.79205853928983,-0.057153485741631545,-1.6449339519533125e-5,NA
certwo,triangular,1,1870,2,-0.23998323031293048,0.18693148439353421,0.1992108377531153,423,283,93.1126539853862,149.94117568782926,-0.06498087155069311,2.14566883013572e-4,NA
cersum,triangular,1,1870,2,-0.2777969253444589,0.17874631947807504,0.12015086507577305,426,413,151.0872969120315,151.0872969120315,-0.05966132409028915,-1.8507738730725535e-4,NA
mserd,uniform,1,1870,2,-0.17147920140325668,0.18151420591442236,0.3448043734359059,301,299,98.94206726210342,98.94206726210342,-0.0666030682572664,-2.0632635946266336e-4,NA
msetwo,uniform,1,1870,2,-0.2991749264612786,0.1850553453516605,0.10594778085636013,355,359,124.94343408246274,121.94825957285607,-0.06337668848399883,-2.428231554370921e-4,NA
msesum,uniform,1,1870,2,-0.2330328405322813,0.18507398452130744,0.20798214219263642,350,355,121.12892670619799,121.12892670619799,-0.061587632309107895,-2.940907006339032e-4,NA
cerrd,uniform,1,1870,2,-0.23790791209673165,0.18831933565736625,0.2064735739137305,261,256,82.27691144690544,82.27691144690544,-0.06634140689421457,4.914836987762652e-5,NA
certwo,uniform,1,1870,2,-0.23790346651050948,0.18107568732600082,0.18890193940285266,309,318,103.89877780340721,101.40809093265366,-0.06229824952169035,-4.1882845136157745e-4,NA
cersum,uniform,1,1870,2,-0.16229218491661546,0.18177346726105495,0.371950044521215,305,304,100.72676114461731,100.72676114461731,-0.06689516069086315,-1.9483910865136268e-4,NA
mserd,epanechnikov,1,1870,2,-0.18437691830734373,0.17946571946275086,0.30424831251415796,332,332,112.08929499690828,112.08929499690828,-0.06245501712276997,-1.30330821213553e-4,NA
msetwo,epanechnikov,1,1870,2,-0.23918199236272644,0.18295101055776888,0.19109203567282093,455,318,103.90211085206418,162.61764832027595,-0.06714878352311057,1.6943777193815677e-4,NA
msesum,epanechnikov,1,1870,2,-0.21136111120310197,0.1803118457830178,0.24111773549247395,403,397,142.41404994401665,142.41404994401665,-0.06224575467917567,-2.0509184573785227e-4,NA
cerrd,epanechnikov,1,1870,2,-0.2099336098472481,0.18929977751703242,0.26742982515274566,286,284,93.20970598053204,93.20970598053204,-0.06140618640599751,3.409669105681329e-5,NA
certwo,epanechnikov,1,1870,2,-0.2353720843038983,0.18870559438600912,0.21228830133868815,386,269,86.40151767878172,135.22739337058516,-0.06873196678809135,2.612100100787187e-4,NA
cersum,epanechnikov,1,1870,2,-0.1792287753297839,0.17953774911750192,0.3181440589418514,344,342,118.42675719518745,118.42675719518745,-0.06236787443188922,-1.699266691812273e-4,NA
mserd,triangular,2,1870,2,-0.13157217320289355,0.19129647198673974,0.49158380713629884,532,508,196.48565530635966,196.48565530635966,-0.055062509500372864,-3.0549858515611233e-4,NA
msetwo,triangular,2,1870,2,-0.1542406986486901,0.19017200304981188,0.4173318377360713,560,529,211.43620227147795,211.28411239307755,-0.05382250554448696,-3.244423272285692e-4,NA
msesum,triangular,2,1870,2,-0.2749432027449785,0.18842215840357435,0.14451358936036388,663,622,262.20981815489523,262.20981815489523,-0.049735563279772944,-4.04008123413074e-4,NA
cerrd,triangular,2,1870,2,-0.10972089687974124,0.1963230919098651,0.576244150683717,449,430,159.14190938051473,159.14190938051473,-0.05785001009182575,-2.3606122747740028e-4,NA
certwo,triangular,2,1870,2,-0.11350650665016872,0.1927541394608885,0.5559506536819152,477,449,171.25097956481014,171.1277956427658,-0.057016261977187,-2.6064825477569624e-4,NA
cersum,triangular,2,1870,2,-0.19528033726781072,0.19008975280337218,0.304276413663213,562,531,212.37464411549308,212.37464411549308,-0.05375000284038517,-3.250830578986805e-4,NA
mserd,uniform,2,1870,2,-0.10084060604745575,0.18960829234750748,0.5948392569813177,420,408,149.36545320121002,149.36545320121002,-0.056102697397304634,-2.922476798035644e-4,NA
msetwo,uniform,2,1870,2,-0.17317416630765334,0.20212188140264792,0.3915659865109119,477,479,185.93779110155342,171.4019519291679,-0.04869192299072496,-4.739216439465666e-4,NA
msesum,uniform,2,1870,2,-0.1575558856109132,0.20126929585273176,0.43373791195892114,500,474,182.73353838775364,182.73353838775364,-0.047039418525941734,-4.964914961424049e-4,NA
cerrd,uniform,2,1870,2,-0.10878859257219753,0.20278799612910875,0.5916374566447746,349,355,120.9772966930533,120.9772966930533,-0.06084725943752962,-3.1835542477897695e-4,NA
certwo,uniform,2,1870,2,-0.07310797976620644,0.19093345392758412,0.7017956190987165,393,413,150.59875519034256,138.82557410628488,-0.05780269421573678,-3.1422490851092154e-4,NA
cersum,uniform,2,1870,2,-0.11603072605239395,0.1900730510481297,0.5415615531384643,417,407,148.00349756597956,148.00349756597956,-0.056519628898602,-2.893844652629451e-4,NA
mserd,epanechnikov,2,1870,2,-0.10626857775434699,0.19243469298036567,0.5807894754843199,500,474,182.46265794879326,182.46265794879326,-0.05643814835310291,-3.22775509440302e-4,NA
msetwo,epanechnikov,2,1870,2,-0.14822618375494548,0.192571184466418,0.44146510507832143,545,517,200.7114129725065,200.61026423934086,-0.054283438349400005,-3.4980716322727647e-4,NA
msesum,epanechnikov,2,1870,2,-0.28741205119051433,0.1916867939351627,0.1337741239786053,636,598,245.9060487595312,245.9060487595312,-0.048896898801200864,-4.287321667702888e-4,NA
cerrd,epanechnikov,2,1870,2,-0.11302158177320888,0.2000197814271295,0.5720383811413499,416,407,147.7841002252283,147.7841002252283,-0.060884584710071896,-2.3245893988912492e-4,NA
certwo,epanechnikov,2,1870,2,-0.10384408697840625,0.1928469735921326,0.5902462507946368,454,435,162.56452637777798,162.48260180927804,-0.05901165293748884,-2.6882435789863995e-4,NA
cersum,epanechnikov,2,1870,2,-0.18562701880287652,0.19258652308123245,0.3351146294075354,539,512,199.16954276785364,199.16954276785364,-0.0544968500873181,-3.467716138784143e-4,NA
mserd,triangular,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,triangular,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,triangular,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,triangular,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,triangular,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,triangular,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,uniform,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,uniform,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,uniform,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,uniform,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,uniform,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,uniform,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,epanechnikov,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,epanechnikov,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,epanechnikov,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,epanechnikov,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,epanechnikov,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,epanechnikov,1,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,triangular,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,triangular,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,triangular,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,triangular,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,triangular,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,triangular,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,uniform,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,uniform,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,uniform,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,uniform,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,uniform,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,uniform,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,epanechnikov,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,epanechnikov,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,epanechnikov,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,epanechnikov,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,epanechnikov,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,epanechnikov,2,1870,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,triangular,1,1870,4,-0.3093009008286914,0.18437945125755043,0.09344011733681082,314,319,104.50040816716371,104.50040816716371,-0.03803403582025042,0.03611558632872767,7.655127954810429e-4
msetwo,triangular,1,1870,4,-0.3071237915484796,0.1796782153272171,0.08739558076649447,371,323,106.58359531030723,129.0002659203541,-0.04323034303662748,0.03356442592944401,8.058675443733841e-4
msesum,triangular,1,1870,4,-0.32902532172901067,0.17278772846791948,0.056881934776223435,449,430,159.5410845302476,159.5410845302476,-0.04430795105432767,0.02849399939008712,5.196752330289124e-4
cerrd,triangular,1,1870,4,-0.318443486131857,0.19584049890362787,0.10394223118999449,273,271,86.89904170041916,86.89904170041916,-0.034208461316942954,0.037264555423814724,8.838702903781147e-4
certwo,triangular,1,1870,4,-0.31851267012100104,0.18975936953450712,0.09324791834543675,321,272,88.63135040233568,107.27230337364784,-0.04047994814381038,0.03609656622651256,9.142712442586206e-4
cersum,triangular,1,1870,4,-0.317798971309643,0.17460284814437618,0.0687400040856782,382,380,132.66902589841217,132.66902589841217,-0.04120920953445917,0.03234107172433128,5.709436905479677e-4
mserd,uniform,1,1870,4,-0.30894416096058963,0.19687649487776915,0.11659475983007815,245,231,74.94974315907898,74.94974315907898,-0.0447366743302206,0.039518193012781894,9.356126029248309e-4
msetwo,uniform,1,1870,4,-0.37241008653060415,0.1763911117809451,0.03474870982493687,289,357,123.30330394101148,94.57984985420858,-0.0422531547752033,0.032363665964283875,1.0317339297708601e-4
msesum,uniform,1,1870,4,-0.28372153845745446,0.1739147735487611,0.10280961040762328,328,330,111.11595865422062,111.11595865422062,-0.04541864487992094,0.02900438258771102,2.956126610777774e-4
cerrd,uniform,1,1870,4,-0.3325357299914534,0.20828783332750136,0.11037270306226411,208,196,62.32569776950455,62.32569776950455,-0.03781054843165178,0.0415538973294203,0.0010976370188913957
certwo,uniform,1,1870,4,-0.3894393787624344,0.18195141664232495,0.03232664110539124,251,315,102.53490047454457,78.64943745820517,-0.03280770488948418,0.03768476667920184,9.544044575877323e-5
cersum,uniform,1,1870,4,-0.3086636478663986,0.18499639687279787,0.09521955726041834,285,283,92.40031205647723,92.40031205647723,-0.04840350456684077,0.03559939103472227,6.494466990475791e-4
mserd,epanechnikov,1,1870,4,-0.33197348329038356,0.18946430388205954,0.07974474932844254,291,290,95.85103252586715,95.85103252586715,-0.041231051835207595,0.03771694179790989,8.729408476981231e-4
msetwo,epanechnikov,1,1870,4,-0.31395921454704206,0.18409891706757076,0.08812296510446202,336,292,96.74707034552631,114.86690776667996,-0.046247998004118815,0.03536281466106347,9.037094476851242e-4
msesum,epanechnikov,1,1870,4,-0.32865594501486334,0.17234263751999623,0.05652168807297528,408,403,144.90415810124392,144.90415810124392,-0.045814599339612516,0.029348872514204635,5.00176451488104e-4
cerrd,epanechnikov,1,1870,4,-0.3301981203888607,0.19868108944849208,0.09652271562003611,252,253,79.70651042022274,79.70651042022274,-0.03647385714349906,0.03876834365098619,9.517723235580677e-4
certwo,epanechnikov,1,1870,4,-0.33197766930668704,0.19399484684947907,0.08703117926069283,291,253,80.45162547978458,95.51947579044413,-0.04225751082860378,0.03784180018219698,9.721347226714296e-4
cersum,epanechnikov,1,1870,4,-0.3165170340415855,0.17492357956647916,0.07037973429533988,349,355,120.49744779236964,120.49744779236964,-0.043115965512440464,0.03364955352398836,5.804001812007289e-4
mserd,triangular,2,1870,4,-0.18853807614911003,0.19425672034576555,0.33176673117585187,496,474,181.81500073189935,181.81500073189935,-0.04190729263271708,0.02657179685526686,4.176242122061204e-4
msetwo,triangular,2,1870,4,-0.20743851019625414,0.193898288029218,0.284695128551512,491,528,208.16089107317697,178.75933417188034,-0.040518524590250904,0.026690806468106246,3.519435774336707e-4
msesum,triangular,2,1870,4,-0.23000965673473125,0.1881146729254595,0.22143931892666507,595,565,226.9629434070579,226.9629434070579,-0.0414328082930525,0.021773270327307602,2.9557418530881414e-4
cerrd,triangular,2,1870,4,-0.20816916755659245,0.20765032932638536,0.31610283513346155,413,405,147.25953569170107,147.25953569170107,-0.04117722975794491,0.031005508962757826,5.191396860409563e-4
certwo,triangular,2,1870,4,-0.19577473650926044,0.2014928387180256,0.33123897557648063,408,445,168.59816871660706,144.78462417699836,-0.03941635368827214,0.03108912217003244,4.1624124388212015e-4
cersum,triangular,2,1870,4,-0.1957028532919766,0.194015195667427,0.31311921072437926,505,475,183.82673338724805,183.82673338724805,-0.04191941042760638,0.026324513439491107,4.1129096150898823e-4
mserd,uniform,2,1870,4,-0.14787110729294237,0.18980045917700053,0.43592835279511594,443,426,156.84911529438702,156.84911529438702,-0.04139930665007512,0.021429193267485387,2.694987878313045e-4
msetwo,uniform,2,1870,4,-0.2343432283989035,0.19944712242142634,0.24000903925564446,477,474,181.87481120209648,173.16755835568654,-0.03873905040665033,0.019475609579011326,1.0551946120176915e-4
msesum,uniform,2,1870,4,-0.4217669036282077,0.19162958648701847,0.0277396504293784,592,560,224.58747154733243,224.58747154733243,-0.032880395165633805,0.01345691394905973,-1.0037871390047989e-4
cerrd,uniform,2,1870,4,-0.171776089054065,0.20412547416391308,0.40005553323492227,367,370,127.0386260700494,127.0386260700494,-0.04328714905549145,0.027022820327251104,3.1507982981171393e-4
certwo,uniform,2,1870,4,-0.22030911426624933,0.19363656046172886,0.2552267920006258,398,406,147.3079786806474,140.2556122304043,-0.045781358808884336,0.0236139255761669,3.781095809063284e-4
cersum,uniform,2,1870,4,-0.2760975435732988,0.19794209842793128,0.16306411350576347,496,474,181.9027398679911,181.9027398679911,-0.03881034958170512,0.017553631734663927,6.469612645741696e-5
mserd,epanechnikov,2,1870,4,-0.17633413868982628,0.19320492288419958,0.3614112205058824,471,442,168.06716964957897,168.06716964957897,-0.04387017292420993,0.02644867298605999,4.131010122681118e-4
msetwo,epanechnikov,2,1870,4,-0.20465019335441503,0.19463328818325015,0.2930448331815843,473,515,200.0401275070502,169.16334163709388,-0.042264922041043845,0.026064732485469515,3.3575804085407427e-4
msesum,epanechnikov,2,1870,4,-0.27555598668529996,0.1886568506307031,0.14411972903659814,597,568,227.88765589131066,227.88765589131066,-0.04120253122885031,0.019457506942819915,2.0639995340484196e-4
cerrd,epanechnikov,2,1870,4,-0.21542568143576157,0.21345016536899092,0.3128522773264722,388,384,136.12459515433738,136.12459515433738,-0.04324794708954235,0.03155220948376886,4.961062613419841e-4
certwo,epanechnikov,2,1870,4,-0.19698542858722268,0.20128204767234237,0.32775109691011406,390,435,162.02082434240273,137.01243046643972,-0.041539163302864855,0.031033960529866428,3.6926743977193886e-4
cersum,epanechnikov,2,1870,4,-0.21006199132393003,0.1925154118195375,0.2752096277548691,506,476,184.57569651202442,184.57569651202442,-0.04335493700277583,0.024279551210463116,3.483022797893037e-4
