bw_method,kernel,year,spec,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,pc_black_coef
cersum,triangular,1890,3,-0.2489360065603709,0.3305237187055162,0.4513560223025928,141,125,63.39248610180005,63.39248610180005,-0.05919319909031816,3.653106517075694e-4,NA
mserd,uniform,1890,3,-0.20061537357139125,0.28694166665390947,0.48445806028706745,138,123,61.37255658992465,61.37255658992465,-0.06789663046015179,4.59137887615141e-4,NA
msetwo,uniform,1890,3,-0.05962375259185677,0.2684262254627265,0.8242178027140822,280,114,56.16372151022425,115.83176437961512,-0.07516303635990346,8.997127029310992e-4,NA
msesum,uniform,1890,3,-0.05764201391160483,0.21049323847266468,0.784205590945678,173,156,72.84714252606346,72.84714252606346,-0.0696683994683839,4.4369780425923414e-4,NA
cerrd,uniform,1890,3,-0.41270222118017663,0.47909414665629224,0.3890056829053055,79,70,41.59974735398172,41.59974735398172,-0.054232202401253295,4.705850072067297e-4,NA
certwo,uniform,1890,3,-0.3412487806761681,0.551633005811251,0.5361696250885861,186,55,38.06907769698935,78.51346597721789,-0.07187468957865226,4.6415308850926125e-4,NA
cersum,uniform,1890,3,-0.02468351107770966,0.36586249888592,0.9462102241917,105,91,49.37748878203379,49.37748878203379,-0.0632626349332791,5.977176227745335e-4,NA
mserd,epanechnikov,1890,3,-0.16296276388248251,0.24464819899544302,0.5053403959665468,183,167,76.28262776050434,76.28262776050434,-0.06559156867152885,4.326223920745119e-4,NA
msetwo,epanechnikov,1890,3,-0.044462455613414005,0.156260804307226,0.7759965534929403,349,247,104.19037686739685,142.95975741916428,-0.0698261457754444,6.81304935301208e-4,NA
msesum,epanechnikov,1890,3,-0.12688789201468165,0.2127869168602499,0.5509652463694485,201,190,84.2133641948604,84.2133641948604,-0.06693840246998435,4.4879444201542944e-4,NA
cerrd,epanechnikov,1890,3,-0.2512804629419778,0.4195430323489373,0.5492139148707327,111,97,51.70614063771576,51.70614063771576,-0.05480193089989237,2.8329333720865857e-4,NA
certwo,epanechnikov,1890,3,-0.11002105330486611,0.2516313998545812,0.6619438163556517,232,152,70.62266255845367,96.90145108603907,-0.07008492109887954,5.564099559666148e-4,NA
cersum,epanechnikov,1890,3,-0.22458965101729567,0.3530728654045259,0.524711243065035,129,116,57.08177838741302,57.08177838741302,-0.058758074712667474,3.903964974746679e-4,NA
mserd,triangular,1890,4,-0.02093135808168332,0.11187190744589454,0.8515813577282146,275,262,84.45601894270175,84.45601894270175,-0.04257967316470416,0.021716235994706286,7.933914400680916e-4
msetwo,triangular,1890,4,-0.04426470593353311,0.09615714878721253,0.6452742536625247,388,273,88.9348874671332,129.7006592884,-0.050238705544861706,0.018210787183453318,9.111851908442028e-4
msesum,triangular,1890,4,-0.007245606672979554,0.08701170578774373,0.9336355569685901,419,398,142.15373479915908,142.15373479915908,-0.047590691429899204,0.01625709691974665,6.243140581841276e-4
cerrd,triangular,1890,4,0.049602915280686326,0.13544819276401357,0.7142059977182835,202,187,57.07876658778448,57.07876658778448,-0.03682271514195921,0.016974541497439516,6.413140227446022e-4
certwo,triangular,1890,4,-0.025305344538595984,0.11554980937046776,0.8266504772910512,282,193,60.105765661193786,87.65691007560909,-0.04372705303900292,0.020460852918270208,7.801083457197407e-4
cersum,triangular,1890,4,-0.02616693023549022,0.10508934775991288,0.8033631173765668,300,292,96.07319821323621,96.07319821323621,-0.0444339961530055,0.02150145711497954,7.940606433625389e-4
mserd,uniform,1890,4,-0.07070237150068098,0.11756463619372251,0.5475792667180805,216,196,63.666464186503646,63.666464186503646,-0.04554499056083685,0.025213543480234475,9.116494685066309e-4
msetwo,uniform,1890,4,-0.04919226251656621,0.10413618062667813,0.6366527434815595,281,196,63.60066465089125,87.46211977983468,-0.05208783922450316,0.021829567003146845,9.975066091800332e-4
msesum,uniform,1890,4,0.04401053116041008,0.09326763901490491,0.6370170543344704,319,306,101.08241277310651,101.08241277310651,-0.049776886926325925,0.01700273385173618,5.980844473230731e-4
cerrd,uniform,1890,4,-0.005329534730619137,0.13679216050246332,0.9689216260616097,160,145,43.0283512562489,43.0283512562489,-0.040025284544087276,0.020555037188791113,6.939891744354391e-4
certwo,uniform,1890,4,-0.04196947978232712,0.1271171984165019,0.7412763019330518,204,144,42.98388128972877,59.11041016002607,-0.04444555002579087,0.024079002852920094,8.808671722551759e-4
cersum,uniform,1890,4,-0.07496515829586861,0.11127966514708576,0.5005246459294179,230,217,68.31555070954259,68.31555070954259,-0.047944683601249774,0.024846710468650127,9.218300503389231e-4
mserd,epanechnikov,1890,4,-0.03671476511818081,0.11208619960275239,0.7432456547741362,259,248,77.57602084414647,77.57602084414647,-0.043326003222579505,0.023219819826775463,8.206149178113294e-4
msetwo,epanechnikov,1890,4,-0.04287903965850484,0.09909456911439511,0.6652267203506459,341,253,81.14159667100121,109.04481300623478,-0.04990388519426514,0.02063358471135273,9.09427647044356e-4
msesum,epanechnikov,1890,4,0.0031746391330677443,0.08987070296400147,0.9718209741578293,373,358,123.159075306511,123.159075306511,-0.047602716139275504,0.01837255760851206,6.291208365624072e-4
cerrd,epanechnikov,1890,4,0.03536656875329828,0.13575989727563725,0.7944717779708717,185,172,52.42898779749764,52.42898779749764,-0.036488649072407286,0.018398251808162753,6.24455103954968e-4
certwo,epanechnikov,1890,4,-0.03445266319298264,0.11950397085269353,0.7731192310285255,247,184,54.83874701797621,73.69686029617594,-0.04267445956983292,0.02189863886206364,7.661395226307797e-4
cersum,epanechnikov,1890,4,-0.044649864591159764,0.10812268875285577,0.6796391794121768,271,258,83.23584512498725,83.23584512498725,-0.04436083504500177,0.023465887961083908,8.380449511776746e-4
