bw_method,kernel,p_order,year,spec,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,pc_enslaved_coef
cersum,triangular,2,1860,1,-0.0397051544828706,0.17653859936057384,0.8220499150247317,489,480,186.53100711923761,186.53100711923761,NA,NA,NA
mserd,uniform,2,1860,1,-0.002537496027610331,0.17346917099948167,0.9883290114875309,408,410,149.95411305203592,149.95411305203592,NA,NA,NA
msetwo,uniform,2,1860,1,-0.09730228397188156,0.17983285931058343,0.5884588799296853,383,522,211.83125635479587,140.10009077835215,NA,NA,NA
msesum,uniform,2,1860,1,-0.059892622745074675,0.18299944061262752,0.7434537795746134,458,450,172.3304937721689,172.3304937721689,NA,NA,NA
cerrd,uniform,2,1860,1,0.0076882609334560925,0.1856441690442509,0.9669658806865926,339,355,121.45407680450734,121.45407680450734,NA,NA,NA
certwo,uniform,2,1860,1,-0.03517425068848823,0.1758716571545038,0.8414809401760324,322,449,171.57095030786388,113.47289406998637,NA,NA,NA
cersum,uniform,2,1860,1,0.02791890744819625,0.17816672560791885,0.8754804839858552,383,394,139.57763878807793,139.57763878807793,NA,NA,NA
mserd,epanechnikov,2,1860,1,-0.05515247646747845,0.17812057422959202,0.7568380570860922,500,487,190.11740965827892,190.11740965827892,NA,NA,NA
msetwo,epanechnikov,2,1860,1,-0.1388002612289032,0.17600640899750358,0.4303404925682952,459,611,263.37082373229623,173.79708338781958,NA,NA,NA
msesum,epanechnikov,2,1860,1,-0.13770723742320357,0.1875022289499198,0.4626867882262565,563,549,221.77807948921412,221.77807948921412,NA,NA,NA
cerrd,epanechnikov,2,1860,1,-0.014953284307866355,0.18032430085965934,0.9339116531067246,420,420,153.98400220271313,153.98400220271313,NA,NA,NA
certwo,epanechnikov,2,1860,1,-0.053012494378478436,0.17796998943762424,0.7657999255848231,385,528,213.31499085022514,140.76549075288614,NA,NA,NA
cersum,epanechnikov,2,1860,1,-0.04550344411573093,0.17604890150879174,0.7960438284416844,474,469,179.6272963215892,179.6272963215892,NA,NA,NA
mserd,triangular,1,1860,2,-0.19750134034271835,0.17808628560240045,0.26742134130156875,418,418,153.51799553508735,153.51799553508735,-0.0382629212802471,-9.65659445224177e-4,NA
msetwo,triangular,1,1860,2,-0.17451913154197365,0.18235248758032505,0.33854566306749245,470,374,130.03368687710153,177.9890246121135,-0.039220415856534914,-8.388661667270809e-4,NA
msesum,triangular,1,1860,2,-0.2129337966660406,0.18202612107452337,0.24208225924329668,459,454,173.89405700920793,173.89405700920793,-0.03749470272629397,-9.89011199004462e-4,NA
cerrd,triangular,1,1860,2,-0.13815914207393737,0.17467343345745298,0.42896919408864287,355,371,127.66042668874678,127.66042668874678,-0.03802224399641351,-9.442490569662166e-4,NA
certwo,triangular,1,1860,2,-0.1444680124796104,0.18005345671543999,0.42234371345410887,402,327,108.13166165166365,148.00971539980142,-0.041544192863345236,-7.117424581450222e-4,NA
cersum,triangular,1,1860,2,-0.16217541892085466,0.17624235243999783,0.35747653668269774,392,401,144.6044774038165,144.6044774038165,-0.03835519978927804,-9.588007523723319e-4,NA
mserd,uniform,1,1860,2,-0.15489993952032757,0.17950086428589618,0.38816597309216977,319,330,111.36357683976932,111.36357683976932,-0.04145432197784854,-0.0010830111096296383,NA
msetwo,uniform,1,1860,2,-0.2149536760481892,0.1873890842614912,0.25134104921264,383,313,102.06297063246474,140.4759624139549,-0.038199294750682664,-9.801676205809587e-4,NA
msesum,uniform,1,1860,2,-0.2596470332364782,0.18684230173042868,0.16463253659043867,351,368,126.23828645243707,126.23828645243707,-0.03872566030536562,-0.0010571713585801044,NA
cerrd,uniform,1,1860,2,-0.09230489237634718,0.17982527345043947,0.6077392300555242,275,281,92.60622305155545,92.60622305155545,-0.046975243275053334,-9.138946692616758e-4,NA
certwo,uniform,1,1860,2,-0.18392125399454176,0.18747467332451245,0.32657012194712143,327,262,84.87215022999399,116.81510847488303,-0.04978707011229426,-5.146472079980997e-4,NA
cersum,uniform,1,1860,2,-0.1364855842001034,0.1743980927634939,0.4338565283659133,304,320,104.97553369429609,104.97553369429609,-0.04082869727296104,-0.0011870264506488731,NA
mserd,epanechnikov,1,1860,2,-0.20104928321852514,0.17854303589895193,0.2601422281455948,387,396,141.98126641469355,141.98126641469355,-0.040494794618842214,-9.789922767418327e-4,NA
msetwo,epanechnikov,1,1860,2,-0.20172720724273016,0.18603518632187402,0.27820975600473696,465,355,121.83103870181944,175.75398488827076,-0.04094545329514699,-8.135742323116817e-4,NA
msesum,epanechnikov,1,1860,2,-0.23555624312094237,0.18348086513433934,0.19920525136978026,432,429,158.93838129881237,158.93838129881237,-0.039472340525466706,-9.925648876620342e-4,NA
cerrd,epanechnikov,1,1860,2,-0.13325082821992376,0.17429057536690934,0.4445499121176645,330,342,118.06686889789255,118.06686889789255,-0.04099408623109614,-9.453041045028492e-4,NA
certwo,epanechnikov,1,1860,2,-0.1692679604936228,0.1849379447166724,0.3600504496372627,396,307,101.31061397979738,146.1511311744306,-0.04594208936300263,-6.012888117281913e-4,NA
cersum,epanechnikov,1,1860,2,-0.16527459830026034,0.17685381531575778,0.35003231093845166,366,379,132.1678380642203,132.1678380642203,-0.04062678085067743,-9.798597673063032e-4,NA
mserd,triangular,2,1860,2,-0.03511489997844418,0.18127619616978183,0.8464034450161425,517,505,198.6063302066729,198.6063302066729,-0.03306488311067826,-0.0010641973490522834,NA
msetwo,triangular,2,1860,2,-0.050473318668281496,0.18092136323992936,0.7802606961428997,512,550,222.5924981327558,195.87887985889657,-0.03242046800109971,-0.0011053721933055901,NA
msesum,triangular,2,1860,2,-0.18922482170455746,0.18802579241305667,0.31423428179729374,627,602,260.0277709526871,260.0277709526871,-0.027961989354500907,-0.0011593574998291082,NA
cerrd,triangular,2,1860,2,0.02292795149130142,0.18619689703698503,0.9019976590574456,435,430,160.859532238453,160.859532238453,-0.03638292835288366,-0.0010145998698891572,NA
certwo,triangular,2,1860,2,0.028900849777456838,0.18313918493255538,0.874608002993402,432,469,180.28692787467244,158.65045669342706,-0.03543441442435868,-0.0010739979383047617,NA
cersum,triangular,2,1860,2,-0.09368114969322901,0.18272017153426973,0.6081592072970439,537,521,210.6073132761177,210.6073132761177,-0.03200633452472079,-0.001079937961312273,NA
mserd,uniform,2,1860,2,0.05975401121174874,0.17544945527880765,0.7334222094120304,409,413,150.36532592732328,150.36532592732328,-0.03093763032531656,-0.0011432256751543282,NA
msetwo,uniform,2,1860,2,0.10948084080722477,0.1779282612295302,0.5383507480885013,391,413,150.89313053841005,143.57795063245408,-0.03343238831432528,-0.001070597554100057,NA
msesum,uniform,2,1860,2,-0.018312400304564207,0.18827893933984477,0.9225182729896929,472,463,178.4761377920686,178.4761377920686,-0.024618197676819262,-0.001238496917728797,NA
cerrd,uniform,2,1860,2,0.054561434335647516,0.19013418237436286,0.7741408162507604,341,355,121.78713522565796,121.78713522565796,-0.040154943835774295,-0.0010623702693153031,NA
certwo,uniform,2,1860,2,0.036238342227243224,0.1906582098313718,0.8492545399283391,326,355,122.21462614583339,116.28975750399454,-0.038898822956802664,-0.001143421150488425,NA
cersum,uniform,2,1860,2,0.03859027085881576,0.1814943449546989,0.8316193164119313,392,401,144.5552516431988,144.5552516431988,-0.035932562008805916,-0.0010076055045763472,NA
mserd,epanechnikov,2,1860,2,-0.021250453577561355,0.1795691515891895,0.9057972048942149,489,478,186.35688970969173,186.35688970969173,-0.033741486712119656,-0.001085416776045608,NA
msetwo,epanechnikov,2,1860,2,-0.05985202891286331,0.18242477566563728,0.7428424365835664,510,517,207.12825346165974,195.27559177342408,-0.032187887590796924,-0.001110782251878642,NA
msesum,epanechnikov,2,1860,2,-0.2486127236831688,0.19273688951405749,0.19708284062027526,622,599,255.86229962266162,255.86229962266162,-0.025470197132010486,-0.0012145403640883715,NA
cerrd,epanechnikov,2,1860,2,0.019551392270258688,0.18827320322168128,0.9172916739909929,410,413,150.93820059470988,150.93820059470988,-0.03897868603172906,-0.0010057273470075265,NA
certwo,epanechnikov,2,1860,2,0.026670555683420905,0.18135891108553295,0.8830850352480283,430,440,167.76179253973677,158.16182856594918,-0.03709538319786679,-0.0010620700697140696,NA
cersum,epanechnikov,2,1860,2,-0.1280828797994842,0.18497441260774145,0.4886637769162371,534,517,207.23352469141693,207.23352469141693,-0.031094192821138997,-0.0011141592338293205,NA
mserd,triangular,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,triangular,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,triangular,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,triangular,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,triangular,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,triangular,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,uniform,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,uniform,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,uniform,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,uniform,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,uniform,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,uniform,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,epanechnikov,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,epanechnikov,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,epanechnikov,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,epanechnikov,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,epanechnikov,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,epanechnikov,1,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,triangular,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,triangular,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,triangular,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,triangular,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,triangular,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,triangular,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,uniform,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,uniform,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,uniform,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,uniform,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,uniform,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,uniform,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,epanechnikov,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,epanechnikov,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,epanechnikov,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,epanechnikov,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,epanechnikov,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,epanechnikov,2,1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,triangular,1,1860,4,-0.36356490807773234,0.1806746184702962,0.0441921865481878,353,371,127.20886880043692,127.20886880043692,-0.01960195613958726,-5.301558986487409e-4,0.029335196644778943
msetwo,triangular,1,1860,4,-0.4105112202338807,0.18033850429121662,0.02282584375634261,440,381,134.00588313355027,164.27991682694474,-0.02286510159612866,-3.642752038336065e-4,0.027350465645794072
msesum,triangular,1,1860,4,-0.463923152590623,0.17946283797641163,0.009736056011399017,521,507,200.1891926668098,200.1891926668098,-0.021944609350501125,-4.8356332814937205e-4,0.024339422778870443
cerrd,triangular,1,1860,4,-0.3390003881190392,0.18606451505206384,0.068462454451765,305,320,105.78263748854741,105.78263748854741,-0.018930454540446336,-4.838475371537414e-4,0.030009745184472476
certwo,triangular,1,1860,4,-0.3813617177724785,0.18198805548176036,0.03612376403290681,374,330,111.4348071052127,136.60968022296987,-0.022305785608854888,-3.4115857451814133e-4,0.029346912766252214
cersum,triangular,1,1860,4,-0.44588439423843806,0.18077724617705887,0.01364463837694952,447,438,166.4706320926374,166.4706320926374,-0.021709395796679836,-4.757820888791996e-4,0.02679591570158242
mserd,uniform,1,1860,4,-0.3516392116927814,0.19164447942025165,0.06652765593929523,271,276,91.19472566790209,91.19472566790209,-0.02651644020885701,-3.9502745627460073e-4,0.03289057035662924
msetwo,uniform,1,1860,4,-0.380626134591503,0.1776336153989662,0.032132406919089015,306,326,107.42324988215054,106.71216868787384,-0.019593000611655288,-7.501396774452992e-4,0.02948582873072019
msesum,uniform,1,1860,4,-0.4744833288202859,0.1776446829295102,0.007563277380665634,371,382,135.3028179148527,135.3028179148527,-0.0219457751653511,-4.894588261169294e-4,0.02648181766118926
cerrd,uniform,1,1860,4,-0.3387872349854628,0.19634720465756475,0.08444645237382001,235,235,75.83448148830708,75.83448148830708,-0.024830295223735043,-2.3397801738575237e-4,0.033816142680712834
certwo,uniform,1,1860,4,-0.3894115904145337,0.19042491425027083,0.04085866832883535,267,273,89.32957904021661,88.73826771964274,-0.024944126356295265,-4.0074133954767744e-4,0.032992021367677295
cersum,uniform,1,1860,4,-0.40215690842908247,0.18054142470022053,0.025913548596959757,321,333,112.51329465966168,112.51329465966168,-0.021194326587279884,-6.368256783331317e-4,0.028637466809799186
mserd,epanechnikov,1,1860,4,-0.3774221564925013,0.1794399989345925,0.0354366292210278,330,346,118.81849229322776,118.81849229322776,-0.021424339996717882,-5.205985855390769e-4,0.030529483830088022
msetwo,epanechnikov,1,1860,4,-0.44285458063594996,0.1816552471875083,0.014773477922001623,441,365,125.8720794896231,164.4277021178749,-0.025087391209675444,-2.9179193581848316e-4,0.027182076534982846
msesum,epanechnikov,1,1860,4,-0.48234879875187836,0.18313674669071306,0.008443081459412256,471,466,179.00667335209144,179.00667335209144,-0.02271555765240155,-4.637852661043177e-4,0.025349843047695143
cerrd,epanechnikov,1,1860,4,-0.36698900398753687,0.18909574425491232,0.0522876853649749,288,298,98.80548121930244,98.80548121930244,-0.021698258816725987,-3.951406307440524e-4,0.03179581986526146
certwo,epanechnikov,1,1860,4,-0.4175640125699889,0.1831944978631469,0.022646386727019793,374,320,104.67100824132706,136.7325735243884,-0.02612803860017788,-2.0228534415449577e-4,0.02993875836642112
cersum,epanechnikov,1,1860,4,-0.4417242386262706,0.1796004127813847,0.013913712167793598,402,406,148.8559580302633,148.8559580302633,-0.02254867991035014,-4.800658986090254e-4,0.028052693268234036
mserd,triangular,2,1860,4,-0.17579295143894785,0.1913144821036708,0.35816408378085757,457,449,172.86389890629988,172.86389890629988,-0.018774480523143906,-5.01011539214514e-4,0.027309876853060747
msetwo,triangular,2,1860,4,-0.2194587766864094,0.1942542947253679,0.2585816098648115,417,576,239.97270253434678,152.66596921850078,-0.015838198937270936,-7.029246861018077e-4,0.02811203344088331
msesum,triangular,2,1860,4,-0.1864299679824733,0.1887035933448867,0.3231764797371471,539,524,212.44600541881843,212.44600541881843,-0.017488119407617946,-5.101668421306187e-4,0.024676293126602383
cerrd,triangular,2,1860,4,-0.19192952289335485,0.2130839599937066,0.36773586820114174,382,394,140.00966580494398,140.00966580494398,-0.019482777662822255,-5.319307588892225e-4,0.029098061916163404
certwo,triangular,2,1860,4,-0.17936720140036116,0.20537426342845408,0.38246281448961716,346,497,194.36387873187473,123.65052197310571,-0.014745232593353953,-8.385914124933389e-4,0.02929462790443794
cersum,triangular,2,1860,4,-0.16870943223532806,0.1915476851771727,0.37844238378574435,457,449,172.06886115884126,172.06886115884126,-0.018799393451061006,-5.012805418641668e-4,0.027352141652678155
mserd,uniform,2,1860,4,-0.11426788525070677,0.20173686659738377,0.5711080013379659,363,377,131.04814626950449,131.04814626950449,-0.01907657849587575,-5.520845169767238e-4,0.027149084333170467
msetwo,uniform,2,1860,4,-0.17458650838601922,0.20040611863281743,0.38366485178638055,348,500,195.55597392910084,124.06094592403433,-0.016819374538283617,-5.687955321765005e-4,0.027505843181514573
msesum,uniform,2,1860,4,-0.18965684248871661,0.1902000376414204,0.31869457710863763,479,470,182.24828289406773,182.24828289406773,-0.01292465681512248,-6.088830257718477e-4,0.021522479148876186
cerrd,uniform,2,1860,4,-0.22727442364172334,0.25170746118710646,0.3665626136558637,305,321,106.14134749729436,106.14134749729436,-0.020848719060946395,-7.102299848031509e-4,0.029882293517581454
certwo,uniform,2,1860,4,-0.16911383026208598,0.21202297549584337,0.42509086451109884,292,429,158.38892174250222,100.48212315102565,-0.01617276010505929,-9.151819643154552e-4,0.03067109286647828
cersum,uniform,2,1860,4,-0.17190985388104923,0.18330215061414648,0.34832169242479316,400,405,147.61046894675462,147.61046894675462,-0.019112125442290004,-4.700619482385878e-4,0.025486589292332718
mserd,epanechnikov,2,1860,4,-0.16604216245952122,0.18978955630673397,0.3816418532548663,440,434,163.83425852950097,163.83425852950097,-0.019813505393956567,-4.950364128541787e-4,0.02751204129403059
msetwo,epanechnikov,2,1860,4,-0.2325943388409873,0.1945286666655343,0.2318208515843808,402,557,228.9205592466579,148.45985735342407,-0.017154011267964793,-6.597327911925674e-4,0.02843663714853277
msesum,epanechnikov,2,1860,4,-0.21412274178917723,0.18932431303225017,0.2580618859750985,541,526,212.98467232335747,212.98467232335747,-0.01676387391995389,-5.28389938297277e-4,0.023618657149902873
cerrd,epanechnikov,2,1860,4,-0.21029968874011992,0.21503212855623288,0.32807831007300603,367,379,132.69618427702983,132.69618427702983,-0.021132171039897205,-5.27095504822799e-4,0.02978915781060184
certwo,epanechnikov,2,1860,4,-0.19636169953315535,0.2042427659442491,0.33634442930370856,335,474,185.41228792588208,120.2438169277289,-0.016043443879261092,-8.400228139771755e-4,0.030276827734286457
cersum,epanechnikov,2,1860,4,-0.17782295624240232,0.1868183653843797,0.3411733448728075,457,449,172.50514990253998,172.50514990253998,-0.01930081366457207,-4.903302205870741e-4,0.02688293726272226
