GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002
"G2900470","1870","Missouri","290","Clay","0470","Clay","34","470",15564,159896,40361,4103,7168052,232319
"G2900490","1870","Missouri","290","Clinton","0490","Clinton","34","490",14063,131446,44004,25040,5565385,186854
"G2900510","1870","Missouri","290","Cole","0510","Cole","34","510",10292,32642,73088,580,1172440,53850
"G2900530","1870","Missouri","290","Cooper","0530","Cooper","34","530",20692,156334,145123,5618,7679556,301415
"G2900550","1870","Missouri","290","Crawford","0550","Crawford","34","550",7982,39543,143794,306,1237629,95612
"G2900570","1870","Missouri","290","Dade","0570","Dade","34","570",8683,44885,66075,23285,1933005,77811
"G2900590","1870","Missouri","290","Dallas","0590","Dallas","34","590",8383,38991,101638,14323,775056,58871
"G2900610","1870","Missouri","290","Daviess","0610","Daviess","34","610",14410,108664,105561,57582,3543211,280574
"G2900630","1870","Missouri","290","DeKalb","0630","De Kalb","34","630",9858,84248,41983,42756,3299869,55026
"G2900650","1870","Missouri","290","Dent","0650","Dent","34","650",6357,22950,4163,112539,764040,21268
"G2900670","1870","Missouri","290","Douglas","0670","Douglas","34","670",3915,12840,228,40134,226210,8542
"G2900690","1870","Missouri","290","Dunklin","0690","Dunklin","34","690",5982,20997,35743,7179,352911,31516
"G2900710","1870","Missouri","290","Franklin","0710","Franklin","34","710",30098,120666,194877,56811,7579265,521071
"G2900730","1870","Missouri","290","Gasconade","0730","Gasconade","34","730",10093,47620,177786,422,2941185,195258
"G2900750","1870","Missouri","290","Gentry","0750","Gentry","34","750",11607,83959,63967,48430,3430754,146953
"G2900770","1870","Missouri","290","Greene","0770","Greene","34","770",21549,93095,121647,21348,4062269,195648
"G2900790","1870","Missouri","290","Grundy","0790","Grundy","34","790",10567,89892,56164,40089,2942289,135663
"G2900810","1870","Missouri","290","Harrison","0810","Harrison","34","810",14635,109489,77223,100350,3515584,238802
"G2900830","1870","Missouri","290","Henry","0830","Henry","34","830",17401,148462,67075,70821,6024430,322927
"G2900850","1870","Missouri","290","Hickory","0850","Hickory","34","850",6452,39191,77790,17919,1250389,77102
"G2900870","1870","Missouri","290","Holt","0870","Holt","34","870",11652,70826,52751,42151,3654270,118314
"G2900890","1870","Missouri","290","Howard","0890","Howard","34","890",17233,128342,116418,363,5006825,202187
"G2900910","1870","Missouri","290","Howell","0910","Howell","34","910",4218,12934,61233,2989,363950,23142
"G2900930","1870","Missouri","290","Iron","0930","Iron","34","930",6278,15477,53435,1615,580870,17727
"G2900950","1870","Missouri","290","Jackson","0950","Jackson","34","950",55041,195134,70914,13385,10349680,318450
"G2900970","1870","Missouri","290","Jasper","0970","Jasper","34","970",14928,81266,50909,56012,3588880,167329
"G2900990","1870","Missouri","290","Jefferson","0990","Jefferson","34","990",15380,70361,193487,2773,4923823,219048
"G2901010","1870","Missouri","290","Johnson","1010","Johnson","34","1010",24648,197491,108712,80784,11835734,444572
"G2901030","1870","Missouri","290","Knox","1030","Knox","34","1030",10974,154710,86098,37109,3937436,34210
"G2901050","1870","Missouri","290","Laclede","1050","Laclede","34","1050",9380,31091,88931,864,1097560,22870
"G2901070","1870","Missouri","290","Lafayette","1070","Lafayette","34","1070",22623,166608,75839,33236,8623786,272861
"G2901090","1870","Missouri","290","Lawrence","1090","Lawrence","34","1090",13067,85283,70627,18396,2634050,206703
"G2901110","1870","Missouri","290","Lewis","1110","Lewis","34","1110",15114,138126,108970,15258,5239259,265588
"G2901130","1870","Missouri","290","Lincoln","1130","Lincoln","34","1130",15960,135423,156110,8097,5133736,222162
"G2901150","1870","Missouri","290","Linn","1150","Linn","34","1150",15900,103120,66393,59627,5095497,219959
"G2901170","1870","Missouri","290","Livingston","1170","Livingston","34","1170",16730,94918,59911,49890,4843993,179385
"G2901190","1870","Missouri","290","McDonald","1190","Mcdonald","34","1190",5226,21958,40762,4256,726827,47257
"G2901210","1870","Missouri","290","Macon","1210","Macon","34","1210",23230,140087,110096,65073,5283315,245016
"G2901230","1870","Missouri","290","Madison","1230","Madison","34","1230",5849,18298,62839,1790,591757,34451
"G2901250","1870","Missouri","290","Maries","1250","Maries","34","1250",5916,29935,65847,25789,910452,38453
"G2901270","1870","Missouri","290","Marion","1270","Marion","34","1270",23780,99544,104592,4485,5412589,130615
"G2901290","1870","Missouri","290","Mercer","1290","Mercer","34","1290",11557,81353,81429,43685,2822948,106587
"G2901310","1870","Missouri","290","Miller","1310","Miller","34","1310",6616,40664,138932,947,1005740,68928
"G2901330","1870","Missouri","290","Mississippi","1330","Mississippi","34","1330",4982,21109,26352,14543,630718,42108
"G2901350","1870","Missouri","290","Moniteau","1350","Moniteau","34","1350",11375,98029,116759,14726,3616805,195154
"G2901370","1870","Missouri","290","Monroe","1370","Monroe","34","1370",17149,226132,115602,11895,9412406,166925
"G2901390","1870","Missouri","290","Montgomery","1390","Montgomery","34","1390",10405,77711,89543,18179,2865995,52160
"G2901410","1870","Missouri","290","Morgan","1410","Morgan","34","1410",8434,66076,100220,7055,1537375,69751
"G2901430","1870","Missouri","290","New Madrid","1430","New Madrid","34","1430",6357,35385,95,34943,776800,44966
"G2901450","1870","Missouri","290","Newton","1450","Newton","34","1450",12821,47283,60166,18951,1834208,97158
"G2901470","1870","Missouri","290","Nodaway","1470","Nodaway","34","1470",14751,111803,59858,80601,5667785,241810
"G2901490","1870","Missouri","290","Oregon","1490","Oregon","34","1490",3287,15745,69542,0,366260,22197
"G2901510","1870","Missouri","290","Osage","1510","Osage","34","1510",10793,55702,1327,198555,2519865,132654
"G2901530","1870","Missouri","290","Ozark","1530","Ozark","34","1530",3363,7692,1244,28926,175623,5126
"G2901550","1870","Missouri","290","Pemiscot","1550","Pemiscot","34","1550",2059,8919,84342,0,193985,18032
"G2901570","1870","Missouri","290","Perry","1570","Perry","34","1570",9877,63458,158993,0,2080920,137051
"G2901590","1870","Missouri","290","Pettis","1590","Pettis","34","1590",18706,196024,79282,31651,7475790,248612
"G2901610","1870","Missouri","290","Phelps","1610","Phelps","34","1610",10506,33959,104564,5287,1296090,54434
"G2901630","1870","Missouri","290","Pike","1630","Pike","34","1630",23076,174840,140444,30616,8256252,267575
"G2901650","1870","Missouri","290","Platte","1650","Platte","34","1650",17352,112237,102286,4288,7116577,214156
"G2901670","1870","Missouri","290","Polk","1670","Polk","34","1670",12445,74680,175519,24391,2596553,115238
"G2901690","1870","Missouri","290","Pulaski","1690","Pulaski","34","1690",4714,15148,44894,962,551385,19022
"G2901710","1870","Missouri","290","Putnam","1710","Putnam","34","1710",11217,79965,83009,42038,2127123,136058
"G2901730","1870","Missouri","290","Ralls","1730","Ralls","34","1730",10510,94794,73216,11735,4504516,169479
"G2901750","1870","Missouri","290","Randolph","1750","Randolph","34","1750",15908,163991,105555,399,4310300,155337
"G2901770","1870","Missouri","290","Ray","1770","Ray","34","1770",18700,136790,79368,75976,5728321,217373
"G2901790","1870","Missouri","290","Reynolds","1790","Reynolds","34","1790",3756,16556,56025,0,291284,23871
"G2901810","1870","Missouri","290","Ripley","1810","Ripley","34","1810",3175,10933,50836,193,277510,7380
"G2901830","1870","Missouri","290","St Charles","1830","St Charles","34","1830",21304,131012,126227,9216,8560516,319206
"G2901850","1870","Missouri","290","St Clair","1850","St Clair","34","1850",6742,45492,44628,28757,1175957,56387
"G2901860","1870","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",8384,37221,120027,105,1161505,64403
"G2901870","1870","Missouri","290","St Francois","1870","St Francois","34","1870",9742,41946,3017,102821,1195510,63433
"G2901890","1870","Missouri","290","St Louis","1890","St Louis","34","1890",351189,132556,79386,3103,28409636,516660
"G2901950","1870","Missouri","290","Saline","1950","Saline","34","1950",21672,200799,88190,37215,9354974,299521
"G2901970","1870","Missouri","290","Schuyler","1970","Schuyler","34","1970",8820,54561,67382,21241,1933568,73155
"G2901990","1870","Missouri","290","Scotland","1990","Scotland","34","1990",10670,109447,78088,45884,3556785,266254
"G2902010","1870","Missouri","290","Scott","2010","Scott","34","2010",7317,32542,63724,0,1081580,62298
"G2902030","1870","Missouri","290","Shannon","2030","Shannon","34","2030",2339,8404,50851,570,216205,10570
"G2902050","1870","Missouri","290","Shelby","2050","Shelby","34","2050",10119,77849,61445,21134,2579765,18930
"G2902070","1870","Missouri","290","Stoddard","2070","Stoddard","34","2070",8535,36646,99891,62581,916070,41077
"G2902090","1870","Missouri","290","Stone","2090","Stone","34","2090",3253,11744,19997,186,265407,6388
"G2902110","1870","Missouri","290","Sullivan","2110","Sullivan","34","2110",11907,89435,108146,68673,2679579,168222
"G2902130","1870","Missouri","290","Taney","2130","Taney","34","2130",4407,11376,26052,0,275806,24253
"G2902150","1870","Missouri","290","Texas","2150","Texas","34","2150",9618,31387,101443,87402,1008853,44403
"G2902170","1870","Missouri","290","Vernon","2170","Vernon","34","2170",11247,71214,55924,94009,3560020,183460
"G2902190","1870","Missouri","290","Warren","2190","Warren","34","2190",9673,70523,103878,0,3375930,224919
"G2902210","1870","Missouri","290","Washington","2210","Washington","34","2210",11719,38650,431,111795,1303240,52890
"G2902230","1870","Missouri","290","Wayne","2230","Wayne","34","2230",6068,27489,97766,0,735177,24146
"G2902250","1870","Missouri","290","Webster","2250","Webster","34","2250",10434,38686,93541,13558,1261832,71436
"G2902270","1870","Missouri","290","Worth","2270","Worth","34","2270",5004,45125,24122,41613,1803383,59452
"G2902290","1870","Missouri","290","Wright","2290","Wright","34","2290",5684,22186,96557,22923,608918,34920
"G3050015","1870","Montana Territory","305","Beaverhead","0015","Beaverhead","64","10",722,2814,0,0,15560,4810
"G3050035","1870","Montana Territory","305","Big Horn","0035","Big Horn","64","30",38,6,0,0,250,0
"G3050055","1870","Montana Territory","305","Chouteau","0055","Chouteau","64","150",517,20,0,960,9000,700
"G3050095","1870","Montana Territory","305","Dawson","0095","Dawson","64","210",177,0,0,0,0,0
"G3050115","1870","Montana Territory","305","Deer Lodge","0115","Deer Lodge","64","230",4367,15904,0,120,103650,11715
"G3050135","1870","Montana Territory","305","Gallatin","0135","Gallatin","64","310",1578,10986,1034,18904,117343,33955
"G3050155","1870","Montana Territory","305","Jefferson","0155","Jefferson","64","430",1531,11577,0,10773,108090,24958
"G3050175","1870","Montana Territory","305","Lewis And Clark","0175","Lewis And Clark","64","490",5040,14269,0,2089,150180,24095
"G3050195","1870","Montana Territory","305","Madison","0195","Madison","64","570",2684,4790,0,16424,62650,17110
"G3050215","1870","Montana Territory","305","Meagher","0215","Meagher","64","590",1387,13040,0,0,65950,15570
"G3050235","1870","Montana Territory","305","Missoula","0235","Missoula","64","630",2554,11268,164,4395,96520,12525
"G3100010","1870","Nebraska","310","Adams","0010","Adams","35","10",19,416,6,1824,8940,1770
"G3100075","1870","Nebraska","310","Blackbird","0075","Blackbird","35","1730",31,,,,,
"G3100190","1870","Nebraska","310","Buffalo","0190","Buffalo","35","190",193,295,83,1022,4685,1030
"G3100210","1870","Nebraska","310","Burt","0210","Burt","35","210",2847,25451,3693,63940,1040787,62502
"G3100230","1870","Nebraska","310","Butler","0230","Butler","35","230",1290,9260,1318,30165,317800,9040
"G3100250","1870","Nebraska","310","Cass","0250","Cass","35","250",8151,65195,11994,53007,2886152,125974
"G3100270","1870","Nebraska","310","Cedar","0270","Cedar","35","270",1032,5324,5509,20824,244050,27865
"G3100330","1870","Nebraska","310","Cheyenne","0330","Cheyenne","35","330",190,,,,,
"G3100350","1870","Nebraska","310","Clay","0350","Clay","35","350",54,0,0,0,0,0
"G3100370","1870","Nebraska","310","Colfax","0370","Colfax","35","370",1424,4141,689,12185,104127,16533
"G3100390","1870","Nebraska","310","Cuming","0390","Cuming","35","390",2964,21293,3487,69543,865645,54476
"G3100430","1870","Nebraska","310","Dakota","0430","Dakota","35","430",2040,9564,11250,37544,777285,39870
"G3100470","1870","Nebraska","310","Dawson","0470","Dawson","35","470",103,0,0,0,0,0
"G3100510","1870","Nebraska","310","Dixon","0510","Dixon","35","510",1345,4996,83155,30735,187279,16448
"G3100530","1870","Nebraska","310","Dodge","0530","Dodge","35","530",4212,35392,2419,86869,1520300,60136
"G3100550","1870","Nebraska","310","Douglas","0550","Douglas","35","550",19982,30333,3544,31259,2515905,99955
"G3100590","1870","Nebraska","310","Fillmore","0590","Fillmore","35","590",238,0,0,0,0,0
"G3100610","1870","Nebraska","310","Franklin","0610","Franklin","35","610",26,0,0,0,0,0
"G3100670","1870","Nebraska","310","Gage","0670","Gage","35","670",3359,19324,6808,68673,1018940,41350
"G3100755","1870","Nebraska","310","Grant (old)","0755","Grant (old)","35","750",484,0,0,0,0,0
"G3100790","1870","Nebraska","310","Hall","0790","Hall","35","790",1057,5807,931,8662,258600,24954
"G3100810","1870","Nebraska","310","Hamilton","0810","Hamilton","35","810",130,1122,167,4311,43400,2330
"G3100835","1870","Nebraska","310","Harrison","0835","Harrison","35","835",631,0,0,0,0,0
"G3100935","1870","Nebraska","310","Jackson","0935","Jackson","35","935",9,0,0,0,0,0
"G3100950","1870","Nebraska","310","Jefferson","0950","Jefferson","35","950",2440,8737,5370,31581,355490,20244
"G3100970","1870","Nebraska","310","Johnson","0970","Johnson","35","970",3429,11237,3319,24028,541825,36696
"G3100990","1870","Nebraska","310","Kearney","0990","Kearney","35","990",58,0,0,0,0,0
"G3101090","1870","Nebraska","310","Lancaster","1090","Lancaster","35","1090",7074,37805,4312,79327,2136053,125868
"G3101095","1870","Nebraska","310","L'Eau Qui Court","1095","L'Eau Qui","35","1070",261,797,894,8410,51850,5215
"G3101110","1870","Nebraska","310","Lincoln","1110","Lincoln","35","1110",17,0,0,0,0,0
"G3101155","1870","Nebraska","310","Lyon","1155","Lyon","35","1155",78,0,0,0,0,0
"G3101190","1870","Nebraska","310","Madison","1190","Madison","35","1190",1133,3912,278,12669,150350,9530
"G3101210","1870","Nebraska","310","Merrick","1210","Merrick","35","1210",557,3485,719,5105,131670,12135
"G3101215","1870","Nebraska","310","Monroe","1215","Monroe","35","1215",235,0,0,0,0,0
"G3101270","1870","Nebraska","310","Nemaha","1270","Nemaha","35","1270",7593,10760,3042,10286,540950,30112
"G3101290","1870","Nebraska","310","Nuckolls","1290","Nuckolls","35","1290",8,0,0,0,0,0
"G3101310","1870","Nebraska","310","Otoe","1310","Otoe","35","1310",12345,77162,9495,81130,3765270,146709
"G3101330","1870","Nebraska","310","Pawnee","1330","Pawnee","35","1330",4171,29052,8272,91408,1542530,70842
"G3101390","1870","Nebraska","310","Pierce","1390","Pierce","35","1390",152,0,0,0,0,0
"G3101410","1870","Nebraska","310","Platte","1410","Platte","35","1410",1899,10342,1008,22554,396390,32325
"G3101430","1870","Nebraska","310","Polk","1430","Polk","35","1430",136,718,0,2505,27500,25
"G3101470","1870","Nebraska","310","Richardson","1470","Richardson","35","1470",9780,73939,17095,84426,3669350,172162
"G3101510","1870","Nebraska","310","Saline","1510","Saline","35","1510",3106,4114,2056,13667,182150,10604
"G3101530","1870","Nebraska","310","Sarpy","1530","Sarpy","35","1530",2913,29707,5757,38048,1820461,78070
"G3101550","1870","Nebraska","310","Saunders","1550","Saunders","35","1550",4547,41441,1302,20551,615530,38821
"G3101590","1870","Nebraska","310","Seward","1590","Seward","35","1590",2953,23513,6076,71977,781460,64440
"G3101670","1870","Nebraska","310","Stanton","1670","Stanton","35","1670",636,3115,820,29023,159600,10961
"G3101675","1870","Nebraska","310","Taylor","1675","Taylor","35","1675",97,0,0,0,0,0
"G3101731","1870","Nebraska","310","Unorganized NW Territory","1731","Unorganized NW Territory","35","8010",52,,,,,
"G3101733","1870","Nebraska","310","Unorganized Territory West of Madison County","1733","Unorganized Territory West of Madison County","35","8030",183,,,,,
"G3101770","1870","Nebraska","310","Washington","1770","Washington","35","1770",4452,35093,8156,50543,1426060,92378
"G3101790","1870","Nebraska","310","Wayne","1790","Wayne","35","1790",182,0,0,0,0,0
"G3101810","1870","Nebraska","310","Webster","1810","Webster","35","1810",16,,,,,
"G3101850","1870","Nebraska","310","York","1850","York","35","1850",604,4189,350,15575,153802,8346
"G3109015","1870","Nebraska","310","Pawnee Reservation","9015","Pawnee Reservation","35","8070",44,,,,,
"G3109035","1870","Nebraska","310","Winnebago Reservation","9035","Winnebago Reservation","35","8050",31,,,,,
"G3200010","1870","Nevada","320","Churchill","0010","Churchill","65","10",196,2265,0,4635,16230,3375
"G3200050","1870","Nevada","320","Douglas","0050","Douglas","65","50",1215,14274,1283,15263,218765,14280
"G3200070","1870","Nevada","320","Elko","0070","Elko","65","70",3447,2970,0,6645,62300,13900
"G3200090","1870","Nevada","320","Esmeralda","0090","Esmeralda","65","90",1553,20180,0,0,168150,19185
"G3200130","1870","Nevada","320","Humboldt","0130","Humboldt","65","130",1916,5186,0,11422,158970,11460
"G3200150","1870","Nevada","320","Lander","0150","Lander","65","150",2815,2357,4533,18046,67740,12285
"G3200170","1870","Nevada","320","Lincoln","0170","Lincoln","65","170",2985,8097,20,4515,66980,23250
"G3200190","1870","Nevada","320","Lyon","0190","Lyon","65","190",1837,2335,0,2875,22300,1960
"G3200230","1870","Nevada","320","Nye","0230","Nye","65","230",1087,4465,0,4930,32670,5740
"G3200250","1870","Nevada","320","Ormsby","0250","Ormsby","65","250",3668,4957,6713,11895,256850,9765
"G3200255","1870","Nevada","320","Rio Virgin","0255","Rio Virgin","67","335",450,487,0,19,12596,4445
"G3200275","1870","Nevada","320","Roop","0275","Roop","65","279",133,755,0,5050,29050,350
"G3200290","1870","Nevada","320","Storey","0290","Storey","65","290",11359,0,0,0,0,0
"G3200310","1870","Nevada","320","Washoe","0310","Washoe","65","310",3091,16338,866,2775,221800,2130
"G3200330","1870","Nevada","320","White Pine","0330","White Pine","65","330",7189,5315,0,13145,120400,15988
"G3300010","1870","New Hampshire","330","Belknap","0010","Belknap","4","10",17681,155421,53544,2579,4934900,184548
"G3300030","1870","New Hampshire","330","Carroll","0030","Carroll","4","30",17332,176191,151164,120659,4963413,177522
"G3300050","1870","New Hampshire","330","Cheshire","0050","Cheshire","4","50",27265,260180,72073,8327,7151499,323446
"G3300070","1870","New Hampshire","330","Coos","0070","Coos","4","70",14932,120874,112529,5030,3647955,186435
"G3300090","1870","New Hampshire","330","Grafton","0090","Grafton","4","90",39103,442738,230309,31052,12106924,646343
"G3300110","1870","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",64238,283874,92084,21606,11073396,530817
"G3300130","1870","New Hampshire","330","Merrimack","0130","Merrimack","4","130",42151,335882,124211,2682,12096578,442380
"G3300150","1870","New Hampshire","330","Rockingham","0150","Rockingham","4","150",47297,235605,97105,24127,13418030,464255
"G3300170","1870","New Hampshire","330","Strafford","0170","Strafford","4","170",30243,102412,49739,6019,5127390,190226
"G3300190","1870","New Hampshire","330","Sullivan","0190","Sullivan","4","190",18058,221310,64332,2336,6069230,313971
"G3400010","1870","New Jersey","340","Atlantic","0010","Atlantic","12","10",14093,18432,92506,30663,2628540,31429
"G3400030","1870","New Jersey","340","Bergen","0030","Bergen","12","30",30122,69082,25719,10345,19143150,411309
"G3400050","1870","New Jersey","340","Burlington","0050","Burlington","12","50",53639,180775,67022,20151,23616048,743199
"G3400070","1870","New Jersey","340","Camden","0070","Camden","12","70",46193,67739,34805,10755,8793480,294989
"G3400090","1870","New Jersey","340","Cape May","0090","Cape May","12","90",8349,21402,16169,3927,1683430,35885
"G3400110","1870","New Jersey","340","Cumberland","0110","Cumberland","12","110",34665,74241,41269,25064,9515930,343877
"G3400130","1870","New Jersey","340","Essex","0130","Essex","12","130",143839,20964,6221,7220,8810100,136715
"G3400150","1870","New Jersey","340","Gloucester","0150","Gloucester","12","150",21562,98122,14830,11306,10800430,456815
"G3400170","1870","New Jersey","340","Hudson","0170","Hudson","12","170",129067,1762,316,657,3134000,73880
"G3400190","1870","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",36963,223059,32105,6791,21797348,910952
"G3400210","1870","New Jersey","340","Mercer","0210","Mercer","12","210",46386,108400,12032,8147,14102100,513161
"G3400230","1870","New Jersey","340","Middlesex","0230","Middlesex","12","230",45029,115621,24450,17016,16896100,547804
"G3400250","1870","New Jersey","340","Monmouth","0250","Monmouth","12","250",46195,156777,36882,9418,22280816,688910
"G3400270","1870","New Jersey","340","Morris","0270","Morris","12","270",43137,130204,73009,25162,15000520,381870
"G3400290","1870","New Jersey","340","Ocean","0290","Ocean","12","290",13628,23653,52245,53428,3218500,93729
"G3400310","1870","New Jersey","340","Passaic","0310","Passaic","12","310",46416,46253,48636,794,7174170,106719
"G3400330","1870","New Jersey","340","Salem","0330","Salem","12","330",23940,122021,22696,33303,13661904,452271
"G3400350","1870","New Jersey","340","Somerset","0350","Somerset","12","350",23510,157276,14507,2265,17189580,699832
"G3400370","1870","New Jersey","340","Sussex","0370","Sussex","12","370",23168,157403,67673,6508,13264704,356810
"G3400390","1870","New Jersey","340","Union","0390","Union","12","390",41859,27349,7485,2374,8893600,110900
"G3400410","1870","New Jersey","340","Warren","0410","Warren","12","410",34336,155939,27758,9408,15918928,496935
"G3550035","1870","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",7591,4966,2845,43868,144300,7850
"G3550075","1870","New Mexico Territory","355","Colfax","0075","Colfax","66","70",1992,2817,0,15000,67200,5135
"G3550115","1870","New Mexico Territory","355","Dona Ana","0115","Dona Ana","66","130",5864,17184,2800,5338,117460,7125
"G3550155","1870","New Mexico Territory","355","Grant","0155","Grant","66","170",1143,,,,,
"G3550195","1870","New Mexico Territory","355","Lincoln","0195","Lincoln","66","270",1803,9887,0,6615,139770,12843
"G3550255","1870","New Mexico Territory","355","Mora","0255","Mora","66","330",8056,20503,0,8919,446638,43525
"G3550315","1870","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",9294,6721,0,1152,100892,2528
"G3550395","1870","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",16058,20541,0,13360,257126,13242
"G3550415","1870","New Mexico Territory","355","Santa Anna","0415","Santa Anna","66","475",2599,1534,10700,34104,72097,940
"G3550435","1870","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",9699,10925,81886,440278,218451,4463
"G3550475","1870","New Mexico Territory","355","Socorro","0475","Socorro","66","530",6603,4655,360,3584,113040,3266
"G3550495","1870","New Mexico Territory","355","Taos","0495","Taos","66","550",12079,33686,0,9681,330582,15120
"G3550555","1870","New Mexico Territory","355","Valencia","0555","Valencia","66","610",9093,9588,7692,2360,252583,5077
"G3600010","1870","New York","360","Albany","0010","Albany","13","10",133052,248562,54892,9153,22382712,1012138
"G3600030","1870","New York","360","Allegany","0030","Allegany","13","30",40814,354804,214278,22846,18232212,715648
"G3600070","1870","New York","360","Broome","0070","Broome","13","70",44103,244424,118103,9982,17653310,699026
"G3600090","1870","New York","360","Cattaraugus","0090","Cattaraugus","13","90",43909,362605,274373,6683,22914176,749720
"G3600110","1870","New York","360","Cayuga","0110","Cayuga","13","110",59550,334376,68492,10009,32712556,1312233
"G3600130","1870","New York","360","Chautauqua","0130","Chautauqua","13","130",59327,425220,177840,20396,33061756,1196333
"G3600150","1870","New York","360","Chemung","0150","Chemung","13","150",35281,145824,68071,7620,11714796,333486
"G3600170","1870","New York","360","Chenango","0170","Chenango","13","170",40564,400690,119410,13245,27048542,1227171
"G3600190","1870","New York","360","Clinton","0190","Clinton","13","190",47947,224898,99037,31584,10067946,430609
"G3600210","1870","New York","360","Columbia","0210","Columbia","13","210",47044,313762,50660,8748,26450746,966840
"G3600230","1870","New York","360","Cortland","0230","Cortland","13","230",25173,231875,75044,442,16832124,603254
"G3600250","1870","New York","360","Delaware","0250","Delaware","13","250",42972,458159,295957,5206,23435700,965045
"G3600270","1870","New York","360","Dutchess","0270","Dutchess","13","270",74041,376302,75732,8091,39732864,1279015
"G3600290","1870","New York","360","Erie","0290","Erie","13","290",178699,425927,117983,11585,34577980,1592270
"G3600310","1870","New York","360","Essex","0310","Essex","13","310",29042,235984,150847,69707,6843040,258864
"G3600330","1870","New York","360","Franklin","0330","Franklin","13","330",30271,192392,114362,24723,9650834,460204
"G3600350","1870","New York","360","Fulton","0350","Fulton","13","350",27064,152099,107869,3521,7772385,405561
"G3600370","1870","New York","360","Genesee","0370","Genesee","13","370",31606,232624,44284,2522,21185076,889276
"G3600390","1870","New York","360","Greene","0390","Greene","13","390",31832,231406,90404,17298,14734776,629106
"G3600410","1870","New York","360","Hamilton","0410","Hamilton","13","410",2960,23892,73947,289,613488,34141
"G3600430","1870","New York","360","Herkimer","0430","Herkimer","13","430",39929,296629,80644,3280,27489168,709527
"G3600450","1870","New York","360","Jefferson","0450","Jefferson","13","450",65415,554155,129862,13490,33432152,1266729
"G3600470","1870","New York","360","Kings","0470","Kings","13","470",419921,11031,459,539,6808865,218165
"G3600490","1870","New York","360","Lewis","0490","Lewis","13","490",28699,233704,154679,45834,15181008,587501
"G3600510","1870","New York","360","Livingston","0510","Livingston","13","510",38309,292713,69880,7437,25674042,839371
"G3600530","1870","New York","360","Madison","0530","Madison","13","530",43522,307324,71042,10953,26568018,1029597
"G3600550","1870","New York","360","Monroe","0550","Monroe","13","550",117868,350575,36996,7618,43077032,1393130
"G3600570","1870","New York","360","Montgomery","0570","Montgomery","13","570",34457,209234,29765,3262,19455516,727907
"G3600610","1870","New York","360","New York","0610","New York","13","610",942292,1149,69,33,9144476,35660
"G3600630","1870","New York","360","Niagara","0630","Niagara","13","630",50437,249870,44937,7662,25621272,802712
"G3600650","1870","New York","360","Oneida","0650","Oneida","13","650",110008,496463,126234,30845,40166660,1381224
"G3600670","1870","New York","360","Onondaga","0670","Onondaga","13","670",104183,360147,60478,16587,37222292,1219330
"G3600690","1870","New York","360","Ontario","0690","Ontario","13","690",45108,321875,67958,11439,31471540,1043038
"G3600710","1870","New York","360","Orange","0710","Orange","13","710",80902,305071,92300,20831,35558444,942282
"G3600730","1870","New York","360","Orleans","0730","Orleans","13","730",27689,188961,31364,3539,18693108,706145
"G3600750","1870","New York","360","Oswego","0750","Oswego","13","750",77941,323252,118424,35586,22956268,1085994
"G3600770","1870","New York","360","Otsego","0770","Otsego","13","770",48967,450742,143817,11929,33512708,1330650
"G3600790","1870","New York","360","Putnam","0790","Putnam","13","790",15420,91495,34766,1007,10732460,204750
"G3600810","1870","New York","360","Queens","0810","Queens","13","810",73803,112703,28466,12996,26729700,895635
"G3600830","1870","New York","360","Rensselaer","0830","Rensselaer","13","830",99549,301498,54493,2852,25601728,1035185
"G3600850","1870","New York","360","Richmond","0850","Richmond","13","850",33029,11879,3379,2178,4328609,63605
"G3600870","1870","New York","360","Rockland","0870","Rockland","13","870",25213,31089,18523,6560,5933900,151843
"G3600890","1870","New York","360","St Lawrence","0890","St Lawrence","13","890",84826,664823,278507,41758,37661216,1484550
"G3600910","1870","New York","360","Saratoga","0910","Saratoga","13","910",51529,313714,87575,9180,21339426,825741
"G3600930","1870","New York","360","Schenectady","0930","Schenectady","13","930",21347,103726,18237,1710,7115793,342108
"G3600950","1870","New York","360","Schoharie","0950","Schoharie","13","950",33340,278733,93200,1394,18494894,888431
"G3600970","1870","New York","360","Schuyler","0970","Schuyler","13","970",18989,142440,41259,4247,11819674,413605
"G3600990","1870","New York","360","Seneca","0990","Seneca","13","990",27823,167360,24531,1989,18294264,590839
"G3601010","1870","New York","360","Steuben","1010","Steuben","13","1010",67717,478710,264729,16527,26678048,1118388
"G3601030","1870","New York","360","Suffolk","1030","Suffolk","13","1030",46924,132033,158768,29213,16324870,618095
"G3601050","1870","New York","360","Sullivan","1050","Sullivan","13","1050",34550,155563,143902,95602,8182347,418556
"G3601070","1870","New York","360","Tioga","1070","Tioga","13","1070",30572,185116,88582,6676,13431806,450065
