GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AJR001,AJU001,AJU002,AJU003,AJV001,AJV002
"G1201130","1870","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",3312,1740,4821,25,11135,2129
"G1201190","1870","Florida","120","Sumter","1190","Sumter","43","1190",2952,16070,31528,0,95110,8955
"G1201210","1870","Florida","120","Suwannee","1210","Suwannee","43","1210",3556,11834,35453,1075,134955,10888
"G1201230","1870","Florida","120","Taylor","1230","Taylor","43","1230",1453,5653,16845,0,44050,1840
"G1201270","1870","Florida","120","Volusia","1270","Volusia","43","1270",1723,3813,15390,0,146120,3450
"G1201290","1870","Florida","120","Wakulla","1290","Wakulla","43","1290",2506,11806,35435,2684,88148,6536
"G1201310","1870","Florida","120","Walton","1310","Walton","43","1310",3041,6803,18260,1261,56585,12994
"G1201330","1870","Florida","120","Washington","1330","Washington","43","1330",2302,5671,0,11414,67390,1763
"G1300010","1870","Georgia","130","Appling","0010","Appling","44","10",5086,19906,271385,65656,138475,21096
"G1300070","1870","Georgia","130","Baker","0070","Baker","44","70",6843,67330,69921,955,424058,25050
"G1300090","1870","Georgia","130","Baldwin","0090","Baldwin","44","90",10618,47128,25779,26951,407566,20854
"G1300110","1870","Georgia","130","Banks","0110","Banks","44","110",4973,26311,85677,2257,297816,14341
"G1300150","1870","Georgia","130","Bartow","0150","Bartow","44","150",16566,79309,136322,35676,1959589,69477
"G1300190","1870","Georgia","130","Berrien","0190","Berrien","44","190",4518,21691,147885,55820,132772,18179
"G1300210","1870","Georgia","130","Bibb","0210","Bibb","44","210",21255,35705,71851,28348,1388754,62376
"G1300270","1870","Georgia","130","Brooks","0270","Brooks","44","270",8342,60520,155198,500,913551,27046
"G1300290","1870","Georgia","130","Bryan","0290","Bryan","44","290",5252,29037,113230,4622,342916,33772
"G1300310","1870","Georgia","130","Bulloch","0310","Bulloch","44","310",5610,38875,412385,220,189255,8881
"G1300330","1870","Georgia","130","Burke","0330","Burke","44","330",17679,145884,159830,33642,1499497,54732
"G1300350","1870","Georgia","130","Butts","0350","Butts","44","350",6941,71727,42161,1290,616335,33861
"G1300370","1870","Georgia","130","Calhoun","0370","Calhoun","44","370",5503,49039,84255,6933,529930,35324
"G1300390","1870","Georgia","130","Camden","0390","Camden","44","390",4615,10332,106773,15915,283193,27945
"G1300395","1870","Georgia","130","Campbell","0395","Campbell","44","410",9176,49574,82464,3110,796235,17165
"G1300450","1870","Georgia","130","Carroll","0450","Carroll","44","450",11782,53893,104851,19264,915093,26638
"G1300470","1870","Georgia","130","Catoosa","0470","Catoosa","44","470",4409,28446,48922,1467,542538,26301
"G1300490","1870","Georgia","130","Charlton","0490","Charlton","44","490",1897,5013,98109,8264,88415,7171
"G1300510","1870","Georgia","130","Chatham","0510","Chatham","44","510",41279,22154,94412,11754,2157630,80912
"G1300530","1870","Georgia","130","Chattahoochee","0530","Chattahoochee","44","530",6059,43326,52554,23592,682530,29622
"G1300550","1870","Georgia","130","Chattooga","0550","Chattooga","44","550",6902,41286,94837,0,763725,46207
"G1300570","1870","Georgia","130","Cherokee","0570","Cherokee","44","570",10399,53382,120676,3,704048,29894
"G1300590","1870","Georgia","130","Clarke","0590","Clarke","44","590",12941,50925,37648,83733,871100,28383
"G1300610","1870","Georgia","130","Clay","0610","Clay","44","610",5493,43503,66922,1935,491581,26106
"G1300630","1870","Georgia","130","Clayton","0630","Clayton","44","630",5477,36993,29775,1163,421921,5159
"G1300650","1870","Georgia","130","Clinch","0650","Clinch","44","650",3945,10923,123618,0,90245,13463
"G1300670","1870","Georgia","130","Cobb","0670","Cobb","44","670",13814,54438,89780,15708,1238766,61594
"G1300690","1870","Georgia","130","Coffee","0690","Coffee","44","690",3192,11669,226065,0,111540,14934
"G1300710","1870","Georgia","130","Colquitt","0710","Colquitt","44","710",1654,9120,60766,13435,77912,8751
"G1300730","1870","Georgia","130","Columbia","0730","Columbia","44","730",13529,104464,65804,53039,1136235,62489
"G1300770","1870","Georgia","130","Coweta","0770","Coweta","44","770",15875,127123,94155,15145,1637823,51742
"G1300790","1870","Georgia","130","Crawford","0790","Crawford","44","790",7557,51187,66521,36742,646555,34554
"G1300830","1870","Georgia","130","Dade","0830","Dade","44","830",3033,14548,560,55778,496307,19788
"G1300850","1870","Georgia","130","Dawson","0850","Dawson","44","850",4369,27939,103263,0,348012,5475
"G1300870","1870","Georgia","130","Decatur","0870","Decatur","44","870",15183,79918,184342,16637,805560,74341
"G1300890","1870","Georgia","130","DeKalb","0890","De Kalb","44","890",10014,40289,68800,49713,1124168,43496
"G1300930","1870","Georgia","130","Dooly","0930","Dooly","44","930",9790,56852,117725,10848,802516,31676
"G1300950","1870","Georgia","130","Dougherty","0950","Dougherty","44","950",11517,91130,76488,13427,1739470,52844
"G1300990","1870","Georgia","130","Early","0990","Early","44","990",6998,47681,118954,10248,469250,40349
"G1301010","1870","Georgia","130","Echols","1010","Echols","44","1010",1978,9946,16934,33771,95300,6395
"G1301030","1870","Georgia","130","Effingham","1030","Effingham","44","1030",4214,19346,174478,82,106485,8387
"G1301050","1870","Georgia","130","Elbert","1050","Elbert","44","1050",9249,64549,53345,85186,865410,28366
"G1301070","1870","Georgia","130","Emanuel","1070","Emanuel","44","1070",6134,41528,41881,381755,314542,32980
"G1301110","1870","Georgia","130","Fannin","1110","Fannin","44","1110",5429,19591,87513,570,301020,9705
"G1301130","1870","Georgia","130","Fayette","1130","Fayette","44","1130",8221,55618,61750,4308,858221,18431
"G1301150","1870","Georgia","130","Floyd","1150","Floyd","44","1150",17230,76447,150082,11177,2331144,87309
"G1301170","1870","Georgia","130","Forsyth","1170","Forsyth","44","1170",7983,29216,33417,0,273299,16354
"G1301190","1870","Georgia","130","Franklin","1190","Franklin","44","1190",7893,36925,108566,37593,571583,35249
"G1301210","1870","Georgia","130","Fulton","1210","Fulton","44","1210",33446,26711,37998,4098,1037600,32987
"G1301230","1870","Georgia","130","Gilmer","1230","Gilmer","44","1230",6644,23636,250,118807,252525,9517
"G1301250","1870","Georgia","130","Glascock","1250","Glascock","44","1250",2736,25479,45142,10798,162590,14833
"G1301270","1870","Georgia","130","Glynn","1270","Glynn","44","1270",5376,12936,59403,4436,260210,13744
"G1301290","1870","Georgia","130","Gordon","1290","Gordon","44","1290",9268,49337,125884,140,1511450,46088
"G1301330","1870","Georgia","130","Greene","1330","Greene","44","1330",12454,51789,37566,92591,1059700,44055
"G1301350","1870","Georgia","130","Gwinnett","1350","Gwinnett","44","1350",12431,104923,114508,26450,925718,59585
"G1301370","1870","Georgia","130","Habersham","1370","Habersham","44","1370",6322,20298,19887,2285,165845,16803
"G1301390","1870","Georgia","130","Hall","1390","Hall","44","1390",9607,50218,146582,0,588055,38549
"G1301410","1870","Georgia","130","Hancock","1410","Hancock","44","1410",11317,78841,63625,80652,1090348,48177
"G1301430","1870","Georgia","130","Haralson","1430","Haralson","44","1430",4004,18845,57647,21763,291600,9077
"G1301450","1870","Georgia","130","Harris","1450","Harris","44","1450",13284,98271,87251,113002,1298789,87037
"G1301470","1870","Georgia","130","Hart","1470","Hart","44","1470",6783,37625,82446,0,191999,26997
"G1301490","1870","Georgia","130","Heard","1490","Heard","44","1490",7866,66246,115793,5592,1031224,7885
"G1301510","1870","Georgia","130","Henry","1510","Henry","44","1510",10102,82551,98162,22891,1073010,34471
"G1301530","1870","Georgia","130","Houston","1530","Houston","44","1530",20406,154433,130125,12130,2539566,124541
"G1301550","1870","Georgia","130","Irwin","1550","Irwin","44","1550",1837,8143,0,119856,73829,8510
"G1301570","1870","Georgia","130","Jackson","1570","Jackson","44","1570",11181,59050,102961,50013,847616,79998
"G1301590","1870","Georgia","130","Jasper","1590","Jasper","44","1590",10439,57571,48712,144514,938380,45964
"G1301630","1870","Georgia","130","Jefferson","1630","Jefferson","44","1630",12190,104484,135347,6500,1036830,60869
"G1301670","1870","Georgia","130","Johnson","1670","Johnson","44","1670",2964,20443,48964,1100,132580,4157
"G1301690","1870","Georgia","130","Jones","1690","Jones","44","1690",9436,83820,54254,52895,874176,33865
"G1301750","1870","Georgia","130","Laurens","1750","Laurens","44","1750",7834,93183,247092,760,853466,49129
"G1301770","1870","Georgia","130","Lee","1770","Lee","44","1770",9567,82058,82385,152,992374,50879
"G1301790","1870","Georgia","130","Liberty","1790","Liberty","44","1790",7688,67693,358739,18555,684656,55593
"G1301810","1870","Georgia","130","Lincoln","1810","Lincoln","44","1810",5413,29402,30341,76369,331907,22271
"G1301850","1870","Georgia","130","Lowndes","1850","Lowndes","44","1850",8321,62926,204563,61192,842935,44080
"G1301870","1870","Georgia","130","Lumpkin","1870","Lumpkin","44","1870",5161,19803,74325,900,304895,16480
"G1301910","1870","Georgia","130","McIntosh","1910","Mcintosh","44","1910",4491,15193,61337,12156,438054,38913
"G1301930","1870","Georgia","130","Macon","1930","Macon","44","1930",11458,92749,95093,0,1067361,39166
"G1301950","1870","Georgia","130","Madison","1950","Madison","44","1950",5227,13286,27450,27466,122905,14082
"G1301970","1870","Georgia","130","Marion","1970","Marion","44","1970",8000,50360,85455,34425,578295,54823
"G1301990","1870","Georgia","130","Meriwether","1990","Meriwether","44","1990",13756,73699,83289,80286,510380,15120
"G1302010","1870","Georgia","130","Miller","2010","Miller","44","2010",3091,29086,68270,850,224782,8323
"G1302015","1870","Georgia","130","Milton","2015","Milton","44","2030",4284,33945,38893,860,422380,5743
"G1302050","1870","Georgia","130","Mitchell","2050","Mitchell","44","2050",6633,58132,85692,5662,779085,24038
"G1302070","1870","Georgia","130","Monroe","2070","Monroe","44","2070",17213,75219,64698,123470,1712229,74475
"G1302090","1870","Georgia","130","Montgomery","2090","Montgomery","44","2090",3586,20664,278187,0,255402,23992
"G1302110","1870","Georgia","130","Morgan","2110","Morgan","44","2110",10696,41826,26050,83684,606603,28689
"G1302130","1870","Georgia","130","Murray","2130","Murray","44","2130",6500,34862,88939,307,806756,27422
"G1302150","1870","Georgia","130","Muscogee","2150","Muscogee","44","2150",16663,37441,44116,39753,1097480,45543
"G1302170","1870","Georgia","130","Newton","2170","Newton","44","2170",14615,123651,89350,3837,1329917,73131
"G1302210","1870","Georgia","130","Oglethorpe","2210","Oglethorpe","44","2210",11782,103931,122505,291,975891,54368
"G1302230","1870","Georgia","130","Paulding","2230","Paulding","44","2230",7639,33734,69524,2314,509064,26059
"G1302270","1870","Georgia","130","Pickens","2270","Pickens","44","2270",5317,25271,91471,45,223894,6039
"G1302290","1870","Georgia","130","Pierce","2290","Pierce","44","2290",2778,9745,101243,0,91185,8617
"G1302310","1870","Georgia","130","Pike","2310","Pike","44","2310",10905,93625,76957,0,1073293,35206
"G1302330","1870","Georgia","130","Polk","2330","Polk","44","2330",7822,38905,50431,0,908923,18622
"G1302350","1870","Georgia","130","Pulaski","2350","Pulaski","44","2350",11940,88592,168040,15866,590240,47699
"G1302370","1870","Georgia","130","Putnam","2370","Putnam","44","2370",10461,45639,33029,110060,1085455,55885
"G1302390","1870","Georgia","130","Quitman","2390","Quitman","44","2390",4150,42185,57341,720,487773,15258
"G1302410","1870","Georgia","130","Rabun","2410","Rabun","44","2410",3256,16654,128018,335,182974,4846
"G1302430","1870","Georgia","130","Randolph","2430","Randolph","44","2430",10561,77760,112467,10814,899155,59545
"G1302450","1870","Georgia","130","Richmond","2450","Richmond","44","2450",25724,32827,48800,8608,795314,40833
"G1302490","1870","Georgia","130","Schley","2490","Schley","44","2490",5129,54210,50557,180,697827,32080
"G1302510","1870","Georgia","130","Screven","2510","Screven","44","2510",9175,66991,197512,14875,395851,38867
"G1302550","1870","Georgia","130","Spalding","2550","Spalding","44","2550",10205,56593,4654,2686,792376,39643
"G1302590","1870","Georgia","130","Stewart","2590","Stewart","44","2590",14204,163172,107649,0,1745412,78190
"G1302610","1870","Georgia","130","Sumter","2610","Sumter","44","2610",16559,110440,120601,7366,1893170,103483
"G1302630","1870","Georgia","130","Talbot","2630","Talbot","44","2630",11913,141114,82846,1711,962631,61262
"G1302650","1870","Georgia","130","Taliaferro","2650","Taliaferro","44","2650",4796,23107,15170,60172,514358,19390
"G1302670","1870","Georgia","130","Tattnall","2670","Tattnall","44","2670",4860,19258,266096,186503,207661,16181
"G1302690","1870","Georgia","130","Taylor","2690","Taylor","44","2690",7143,51267,108928,190,618965,37290
"G1302710","1870","Georgia","130","Telfair","2710","Telfair","44","2710",3245,21900,232822,0,159889,18729
"G1302730","1870","Georgia","130","Terrell","2730","Terrell","44","2730",9053,55570,78605,4112,603325,15426
"G1302750","1870","Georgia","130","Thomas","2750","Thomas","44","2750",14523,94395,204797,16180,990380,60944
"G1302810","1870","Georgia","130","Towns","2810","Towns","44","2810",2780,14289,36220,12679,149280,10970
"G1302850","1870","Georgia","130","Troup","2850","Troup","44","2850",17632,114117,71877,52195,1571308,63760
"G1302890","1870","Georgia","130","Twiggs","2890","Twiggs","44","2890",8545,127428,113574,13815,665028,36217
"G1302910","1870","Georgia","130","Union","2910","Union","44","2910",5267,22517,133963,0,367950,10852
"G1302930","1870","Georgia","130","Upson","2930","Upson","44","2930",9430,5057,53701,46136,883429,34321
"G1302950","1870","Georgia","130","Walker","2950","Walker","44","2950",9925,63889,114772,2035,1202175,67262
"G1302970","1870","Georgia","130","Walton","2970","Walton","44","2970",11038,50468,67318,70577,483819,44298
"G1302990","1870","Georgia","130","Ware","2990","Ware","44","2990",2286,6922,267093,0,83863,7964
"G1303010","1870","Georgia","130","Warren","3010","Warren","44","3010",10545,57906,43299,100951,1364913,52216
"G1303030","1870","Georgia","130","Washington","3030","Washington","44","3030",15842,112556,275632,63919,1042836,63434
"G1303050","1870","Georgia","130","Wayne","3050","Wayne","44","3050",2177,6804,84916,68937,59760,8553
"G1303070","1870","Georgia","130","Webster","3070","Webster","44","3070",4677,36301,45415,14118,283975,17870
"G1303110","1870","Georgia","130","White","3110","White","44","3110",4606,17737,77438,27476,284098,18424
"G1303130","1870","Georgia","130","Whitfield","3130","Whitfield","44","3130",10117,43062,93125,1384,966354,48290
"G1303150","1870","Georgia","130","Wilcox","3150","Wilcox","44","3150",2439,17749,113875,6795,165289,11388
"G1303170","1870","Georgia","130","Wilkes","3170","Wilkes","44","3170",11796,69897,39452,176770,1182489,59860
"G1303190","1870","Georgia","130","Wilkinson","3190","Wilkinson","44","3190",9383,62949,73194,46717,850663,59174
"G1303210","1870","Georgia","130","Worth","3210","Worth","44","3210",3778,32759,107757,1040,201845,10621
"G1650015","1870","Idaho Territory","165","Ada","0015","Ada","63","10",2675,19180,3763,27123,319300,33645
"G1650035","1870","Idaho Territory","165","Alturas","0035","Alturas","63","35",689,630,15,1278,14500,2265
"G1650075","1870","Idaho Territory","165","Boise","0075","Boise","63","150",3834,2320,110,4583,40150,5665
"G1650115","1870","Idaho Territory","165","Idaho","0115","Idaho","63","490",849,825,28,2436,24200,2170
"G1650155","1870","Idaho Territory","165","Lemhi","0155","Lemhi","63","590",988,0,0,0,0,0
"G1650175","1870","Idaho Territory","165","Nez Perce","0175","Nez Perce","63","690",1607,2725,0,3395,59100,10250
"G1650195","1870","Idaho Territory","165","Oneida","0195","Oneida","63","710",1922,359,0,1186,8050,1950
"G1650215","1870","Idaho Territory","165","Owyhee","0215","Owyhee","63","730",1713,564,3560,3059,27560,3350
"G1650235","1870","Idaho Territory","165","Shoshone","0235","Shoshone","63","790",722,,,,,
"G1700010","1870","Illinois","170","Adams","0010","Adams","21","10",56362,287926,112576,19370,21202264,721194
"G1700030","1870","Illinois","170","Alexander","0030","Alexander","21","30",10564,13836,17761,0,546250,22353
"G1700050","1870","Illinois","170","Bond","0050","Bond","21","50",13152,145045,42613,1915,6579103,223528
"G1700070","1870","Illinois","170","Boone","0070","Boone","21","70",12942,137307,29886,2658,6916863,260304
"G1700090","1870","Illinois","170","Brown","0090","Brown","21","90",12205,57062,35491,25608,3149005,101635
