GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AWS001,AWT001,AWU001,AWW001,AWW002,AWW003,AWW004
"G4600890","1900","South Dakota","460","McPherson","0890","Mcpherson","37","890",6327,419344,169470,1243180,278060,186170,910115
"G4600910","1900","South Dakota","460","Marshall","0910","Marshall","37","910",5942,412704,218426,2897760,388800,230310,1001991
"G4600930","1900","South Dakota","460","Meade","0930","Meade","37","930",4907,263941,59534,915960,249940,90720,1716332
"G4600955","1900","South Dakota","460","Meyer","0955","Meyer","37","955",0,5180,512,6800,5620,2580,45632
"G4600970","1900","South Dakota","460","Miner","0970","Miner","37","970",5864,330018,252744,3180630,532060,202160,845655
"G4600990","1900","South Dakota","460","Minnehaha","0990","Minnehaha","37","990",23926,491419,420470,10928550,1784350,552390,1809294
"G4601010","1900","South Dakota","460","Moody","1010","Moody","37","1010",8326,299637,271497,6480700,785580,305340,929147
"G4601030","1900","South Dakota","460","Pennington","1030","Pennington","37","1030",5610,217406,44215,839360,241200,81360,1296586
"G4601070","1900","South Dakota","460","Potter","1070","Potter","37","1070",2988,289493,148518,1282880,188440,116320,564686
"G4601090","1900","South Dakota","460","Roberts","1090","Roberts","37","1090",12216,526888,335051,5337400,718630,415340,1119254
"G4601110","1900","South Dakota","460","Sanborn","1110","Sanborn","37","1110",4464,313448,198418,2482070,365210,140280,885323
"G4601150","1900","South Dakota","460","Spink","1150","Spink","37","1150",9487,828602,545823,5333530,837400,455480,1687776
"G4601170","1900","South Dakota","460","Stanley","1170","Stanley","37","1170",1341,56219,19185,107970,42690,42080,3475353
"G4601190","1900","South Dakota","460","Sully","1190","Sully","37","1190",1715,366996,108863,705300,239390,80970,981912
"G4601250","1900","South Dakota","460","Turner","1250","Turner","37","1250",13175,391300,317510,8619590,1328140,444480,1687438
"G4601270","1900","South Dakota","460","Union","1270","Union","37","1270",11153,273100,233383,7900800,1477900,371650,1531106
"G4601290","1900","South Dakota","460","Walworth","1290","Walworth","37","1290",3839,337000,188350,1811890,267790,137560,586298
"G4601330","1900","South Dakota","460","Washington","1330","Washington","37","1330",0,320,30,400,100,120,5884
"G4601350","1900","South Dakota","460","Yankton","1350","Yankton","37","1350",12649,329349,262660,6577460,981570,335410,1386541
"G4609015","1900","South Dakota","460","Cheyenne River Indian Reservation","9015","Cheyenne River Indian Reservation","37","235",2357,,,,,,
"G4609035","1900","South Dakota","460","Crow Creek Indian Reservation","9035","Crow Creek Indian Reservation","37","315",0,109900,4617,399840,48990,24910,72971
"G4609055","1900","South Dakota","460","Lower Brule Indian Reservation","9055","Lower Brule Indian Reservation","37","835",0,100840,1419,133040,9570,10970,68057
"G4609075","1900","South Dakota","460","Pine Ridge Indian Reservation","9075","Pine Ridge Indian Reservation","37","1055",6827,14100,14001,92080,73340,60740,1513933
"G4609095","1900","South Dakota","460","Rosebud Indian Reservation","9095","Rosebud Indian Reservation","37","1095",5201,776452,43414,1585120,145980,128980,952314
"G4609115","1900","South Dakota","460","Standing Rock Indian Reservation (South Dakota","9115","Standing Rock Indian Reservation (South Dakota","37","1155",1658,,,,,,
"G4700010","1900","Tennessee","470","Anderson","0010","Anderson","54","10",17634,180291,70295,1381210,386100,85620,378428
"G4700030","1900","Tennessee","470","Bedford","0030","Bedford","54","30",23845,287612,190144,5187330,1441930,345010,1253968
"G4700050","1900","Tennessee","470","Benton","0050","Benton","54","50",11888,204047,70420,876720,294930,77710,444690
"G4700070","1900","Tennessee","470","Bledsoe","0070","Bledsoe","54","70",6626,140101,50493,1102790,235040,57730,321440
"G4700090","1900","Tennessee","470","Blount","0090","Blount","54","90",19206,277982,131944,2447520,633750,184070,612447
"G4700110","1900","Tennessee","470","Bradley","0110","Bradley","54","110",15759,192081,93040,1405600,476850,133210,393091
"G4700130","1900","Tennessee","470","Campbell","0130","Campbell","54","130",17317,167969,68392,1031660,328170,67010,384623
"G4700150","1900","Tennessee","470","Cannon","0150","Cannon","54","150",12121,155225,74353,1395270,416080,110340,548196
"G4700170","1900","Tennessee","470","Carroll","0170","Carroll","54","170",24250,320326,173287,1977500,738340,227620,907579
"G4700190","1900","Tennessee","470","Carter","0190","Carter","54","190",16688,134838,55637,1598560,506770,79750,311614
"G4700210","1900","Tennessee","470","Cheatham","0210","Cheatham","54","210",10112,143093,60842,1276860,456930,112050,361139
"G4700230","1900","Tennessee","470","Chester","0230","Chester","54","230",9896,152418,55270,676500,251350,88790,371713
"G4700250","1900","Tennessee","470","Claiborne","0250","Claiborne","54","250",20696,222536,113634,1438580,493220,89240,562313
"G4700270","1900","Tennessee","470","Clay","0270","Clay","54","270",8421,143013,57803,718040,168980,56130,283616
"G4700290","1900","Tennessee","470","Cocke","0290","Cocke","54","290",19153,216048,107441,1873810,444000,109570,518115
"G4700310","1900","Tennessee","470","Coffee","0310","Coffee","54","310",15574,193788,97420,1675760,463730,146140,534835
"G4700330","1900","Tennessee","470","Crockett","0330","Crockett","54","330",15867,151499,97184,1465680,648600,202070,754131
"G4700350","1900","Tennessee","470","Cumberland","0350","Cumberland","54","350",8311,152417,24288,463300,182000,44530,246828
"G4700370","1900","Tennessee","470","Davidson","0370","Davidson","54","370",122815,302844,177337,9663080,3059980,470550,1486389
"G4700390","1900","Tennessee","470","Decatur","0390","Decatur","54","390",10439,180457,57091,918970,245040,76450,376280
"G4700410","1900","Tennessee","470","DeKalb","0410","De Kalb","54","410",16460,193331,96212,1655140,435910,121130,672621
"G4700430","1900","Tennessee","470","Dickson","0430","Dickson","54","430",18635,237881,88676,1263410,519060,141350,570259
"G4700450","1900","Tennessee","470","Dyer","0450","Dyer","54","450",23776,212214,125576,3108570,864810,249170,1063128
"G4700470","1900","Tennessee","470","Fayette","0470","Fayette","54","470",29701,380121,205741,2475680,821110,237590,1035548
"G4700490","1900","Tennessee","470","Fentress","0490","Fentress","54","490",6106,177022,37607,507440,140580,45230,211847
"G4700510","1900","Tennessee","470","Franklin","0510","Franklin","54","510",20392,254441,128983,2274580,717990,218130,631732
"G4700530","1900","Tennessee","470","Gibson","0530","Gibson","54","530",39408,354011,234310,4233760,1504500,439810,1483954
"G4700550","1900","Tennessee","470","Giles","0550","Giles","54","550",33035,340702,224783,4445400,1438850,329370,1263235
"G4700570","1900","Tennessee","470","Grainger","0570","Grainger","54","570",15512,177829,103479,1319860,520800,104360,430556
"G4700590","1900","Tennessee","470","Greene","0590","Greene","54","590",30596,355948,229823,3830430,1266850,270450,1016556
"G4700610","1900","Tennessee","470","Grundy","0610","Grundy","54","610",7802,69406,19297,356090,126920,40500,145395
"G4700630","1900","Tennessee","470","Hamblen","0630","Hamblen","54","630",12728,107071,76183,1385170,464130,101660,338828
"G4700650","1900","Tennessee","470","Hamilton","0650","Hamilton","54","650",61695,138182,67794,2231480,558680,131880,408449
"G4700670","1900","Tennessee","470","Hancock","0670","Hancock","54","670",11147,124519,65133,1051130,285560,50770,324485
"G4700690","1900","Tennessee","470","Hardeman","0690","Hardeman","54","690",22976,348521,130594,1565240,641410,176390,768653
"G4700710","1900","Tennessee","470","Hardin","0710","Hardin","54","710",19246,258720,102635,1601180,455890,142880,714644
"G4700730","1900","Tennessee","470","Hawkins","0730","Hawkins","54","730",24267,281924,150298,2589680,876530,149390,773068
"G4700750","1900","Tennessee","470","Haywood","0750","Haywood","54","750",25189,259160,155549,2157470,791470,222430,941602
"G4700770","1900","Tennessee","470","Henderson","0770","Henderson","54","770",18117,298990,109876,1138900,362370,137200,629923
"G4700790","1900","Tennessee","470","Henry","0790","Henry","54","790",24208,320498,172809,2593340,892540,252220,933018
"G4700810","1900","Tennessee","470","Hickman","0810","Hickman","54","810",16367,242815,87673,1720250,524080,140500,719719
"G4700830","1900","Tennessee","470","Houston","0830","Houston","54","830",6476,75410,25714,353770,137490,34640,174507
"G4700850","1900","Tennessee","470","Humphreys","0850","Humphreys","54","850",13398,235369,69095,1556760,392170,106610,532034
"G4700870","1900","Tennessee","470","Jackson","0870","Jackson","54","870",15039,175842,81560,1532770,349830,89020,544751
"G4700875","1900","Tennessee","470","James","0875","James","54","875",5407,85517,38236,729990,154890,44590,172219
"G4700890","1900","Tennessee","470","Jefferson","0890","Jefferson","54","890",18590,188557,125618,2681490,800080,173510,596325
"G4700910","1900","Tennessee","470","Johnson","0910","Johnson","54","910",10589,122570,55992,1392290,404380,60680,302537
"G4700930","1900","Tennessee","470","Knox","0930","Knox","54","930",74302,290955,188771,5644870,1739620,354410,957296
"G4700950","1900","Tennessee","470","Lake","0950","Lake","54","950",7368,54285,42372,1301080,173170,44350,290525
"G4700970","1900","Tennessee","470","Lauderdale","0970","Lauderdale","54","970",21971,215965,119545,2340470,668030,190930,823464
"G4700990","1900","Tennessee","470","Lawrence","0990","Lawrence","54","990",15402,219282,63553,931640,312540,99610,353199
"G4701010","1900","Tennessee","470","Lewis","1010","Lewis","54","1010",4455,62282,15967,350600,89160,31700,138196
"G4701030","1900","Tennessee","470","Lincoln","1030","Lincoln","54","1030",26304,337277,181932,4280520,1117880,284140,1094049
"G4701050","1900","Tennessee","470","Loudon","1050","Loudon","54","1050",10838,139819,81356,1484560,429470,111990,346436
"G4701070","1900","Tennessee","470","McMinn","1070","Mcminn","54","1070",19163,268704,149149,1995310,661290,188640,622849
"G4701090","1900","Tennessee","470","McNairy","1090","Mcnairy","54","1090",17760,291422,87743,1065020,379120,123670,637497
"G4701110","1900","Tennessee","470","Macon","1110","Macon","54","1110",12881,176130,78384,967650,368670,97930,466946
"G4701130","1900","Tennessee","470","Madison","1130","Madison","54","1130",36333,298363,157657,2237040,774360,162690,853925
"G4701150","1900","Tennessee","470","Marion","1150","Marion","54","1150",17281,123181,50154,1238750,350260,84790,352228
"G4701170","1900","Tennessee","470","Marshall","1170","Marshall","54","1170",18763,229482,136927,3290210,1031030,238230,1026241
"G4701190","1900","Tennessee","470","Maury","1190","Maury","54","1190",42703,368104,233671,7886920,1879660,425830,1633806
"G4701210","1900","Tennessee","470","Meigs","1210","Meigs","54","1210",7491,124819,64248,1212460,282580,75060,304499
"G4701230","1900","Tennessee","470","Monroe","1230","Monroe","54","1230",18585,286223,120950,1912220,530750,152640,570571
"G4701250","1900","Tennessee","470","Montgomery","1250","Montgomery","54","1250",36017,321368,204103,3781660,1451170,248750,982888
"G4701270","1900","Tennessee","470","Moore","1270","Moore","54","1270",5706,68743,43195,897300,235450,69460,294049
"G4701290","1900","Tennessee","470","Morgan","1290","Morgan","54","1290",9587,126113,33092,510460,243060,46830,248215
"G4701310","1900","Tennessee","470","Obion","1310","Obion","54","1310",28286,304879,186788,5624770,1264270,424090,1315725
"G4701330","1900","Tennessee","470","Overton","1330","Overton","54","1330",13353,235615,99414,958040,318960,82640,449112
"G4701350","1900","Tennessee","470","Perry","1350","Perry","54","1350",8800,194481,45055,1128010,275340,71800,376461
"G4701370","1900","Tennessee","470","Pickett","1370","Pickett","54","1370",5366,88025,37680,322390,115830,32870,179137
"G4701390","1900","Tennessee","470","Polk","1390","Polk","54","1390",11357,131051,44022,664140,205450,62200,238644
"G4701410","1900","Tennessee","470","Putnam","1410","Putnam","54","1410",16890,209388,93015,1064030,414950,122280,554501
"G4701430","1900","Tennessee","470","Rhea","1430","Rhea","54","1430",14318,115993,55377,1175530,304050,77650,283249
"G4701450","1900","Tennessee","470","Roane","1450","Roane","54","1450",22738,198034,95005,1641590,495080,111500,447394
"G4701470","1900","Tennessee","470","Robertson","1470","Robertson","54","1470",25029,278608,196142,3877860,1443260,333620,847754
"G4701490","1900","Tennessee","470","Rutherford","1490","Rutherford","54","1490",33543,361299,214949,5360270,1700060,370830,1458283
"G4701510","1900","Tennessee","470","Scott","1510","Scott","54","1510",11077,164743,39728,545220,210880,42520,273694
"G4701530","1900","Tennessee","470","Sequatchie","1530","Sequatchie","54","1530",3326,57034,19850,425290,99550,31480,137113
"G4701550","1900","Tennessee","470","Sevier","1550","Sevier","54","1550",22021,249233,114794,1977750,536730,132770,567380
"G4701570","1900","Tennessee","470","Shelby","1570","Shelby","54","1570",153557,377689,243181,6245940,2005430,432500,1549000
"G4701590","1900","Tennessee","470","Smith","1590","Smith","54","1590",19026,203870,115240,2866900,859750,167190,981803
"G4701610","1900","Tennessee","470","Stewart","1610","Stewart","54","1610",15224,197694,83199,1046500,453310,125480,574465
"G4701630","1900","Tennessee","470","Sullivan","1630","Sullivan","54","1630",24935,238148,150084,2715310,968390,179680,658568
"G4701650","1900","Tennessee","470","Sumner","1650","Sumner","54","1650",26072,312740,187509,4179030,1529930,290570,1251684
"G4701670","1900","Tennessee","470","Tipton","1670","Tipton","54","1670",29273,244561,155956,2752630,1011940,253190,1007163
"G4701690","1900","Tennessee","470","Trousdale","1690","Trousdale","54","1690",6004,71457,42431,830670,307850,54990,329209
"G4701710","1900","Tennessee","470","Unicoi","1710","Unicoi","54","1710",5851,52551,18950,422150,154010,30610,110308
"G4701730","1900","Tennessee","470","Union","1730","Union","54","1730",12894,152918,80654,944540,312360,73880,363288
"G4701750","1900","Tennessee","470","Van Buren","1750","Van Buren","54","1750",3126,83401,24229,306510,100080,25730,134270
"G4701770","1900","Tennessee","470","Warren","1770","Warren","54","1770",16410,233466,122426,1790540,711460,214270,578929
"G4701790","1900","Tennessee","470","Washington","1790","Washington","54","1790",22604,185073,132789,2473060,957930,186760,581785
"G4701810","1900","Tennessee","470","Wayne","1810","Wayne","54","1810",12936,231708,62488,984250,282520,84550,445216
"G4701830","1900","Tennessee","470","Weakley","1830","Weakley","54","1830",32546,343005,214172,3889540,1454420,422670,1365647
"G4701850","1900","Tennessee","470","White","1850","White","54","1850",14157,182104,97324,1248310,416990,119310,478787
"G4701870","1900","Tennessee","470","Williamson","1870","Williamson","54","1870",26429,340886,182179,6046420,1610980,345200,1234082
"G4701890","1900","Tennessee","470","Wilson","1890","Wilson","54","1890",27078,364731,202990,4851850,1577260,323140,1598047
"G4800010","1900","Texas","480","Anderson","0010","Anderson","49","10",28015,368136,157431,1519130,643600,159360,818650
"G4800030","1900","Texas","480","Andrews","0030","Andrews","49","30",87,921626,70,600600,4800,4220,981304
"G4800050","1900","Texas","480","Angelina","0050","Angelina","49","50",13481,141139,43782,550310,230920,75760,389081
"G4800070","1900","Texas","480","Aransas","0070","Aransas","49","70",1716,12899,5536,305410,14500,2690,52605
"G4800090","1900","Texas","480","Archer","0090","Archer","49","90",2508,658483,155402,2415550,165200,75990,1447733
"G4800110","1900","Texas","480","Armstrong","0110","Armstrong","49","110",1205,1060291,22486,1959790,91380,26070,1477658
"G4800130","1900","Texas","480","Atascosa","0130","Atascosa","49","130",7143,791749,51605,2021630,241700,59850,1298830
"G4800150","1900","Texas","480","Austin","0150","Austin","49","150",20676,326423,133077,4790220,1300110,291810,1151560
"G4800170","1900","Texas","480","Bailey","0170","Bailey","49","170",4,306666,275,252700,16300,700,378210
"G4800190","1900","Texas","480","Bandera","0190","Bandera","49","190",5332,371847,27842,967380,169000,55400,626432
"G4800210","1900","Texas","480","Bastrop","0210","Bastrop","49","210",26845,389154,168004,3770550,807700,190330,954434
"G4800230","1900","Texas","480","Baylor","0230","Baylor","49","230",3052,608495,47032,1605120,126740,47090,971711
"G4800250","1900","Texas","480","Bee","0250","Bee","49","250",7720,566892,52776,2342650,269770,59250,1091015
"G4800270","1900","Texas","480","Bell","0270","Bell","49","270",45535,563120,323864,9673440,1717180,542270,1976509
"G4800290","1900","Texas","480","Bexar","0290","Bexar","49","290",69422,649850,122629,6767360,1023720,296760,1290611
"G4800310","1900","Texas","480","Blanco","0310","Blanco","49","310",4703,441470,31452,1387940,286110,72170,797550
"G4800330","1900","Texas","480","Borden","0330","Borden","49","330",776,1150134,3542,1480360,71800,13460,1062614
"G4800350","1900","Texas","480","Bosque","0350","Bosque","49","350",17390,577407,164806,4709182,783498,288150,1500884
"G4800370","1900","Texas","480","Bowie","0370","Bowie","49","370",26676,277625,118143,1206580,468040,144670,669588
"G4800390","1900","Texas","480","Brazoria","0390","Brazoria","49","390",14861,277160,73558,2749710,620320,250400,782985
"G4800410","1900","Texas","480","Brazos","0410","Brazos","49","410",18859,255101,134546,2182490,513690,156000,714602
"G4800430","1900","Texas","480","Brewster","0430","Brewster","49","430",2356,1644855,743,1364990,68810,12640,1803485
"G4800450","1900","Texas","480","Briscoe","0450","Briscoe","49","450",1253,260014,9434,275880,41610,17960,445709
"G4800490","1900","Texas","480","Brown","0490","Brown","49","490",16019,489695,113860,2758580,507440,203850,1073078
"G4800510","1900","Texas","480","Burleson","0510","Burleson","49","510",18367,310432,123961,3059990,531620,191060,696809
"G4800530","1900","Texas","480","Burnet","0530","Burnet","49","530",10528,512885,75030,3175310,502800,168980,1080070
"G4800550","1900","Texas","480","Caldwell","0550","Caldwell","49","550",21765,288411,130129,4253090,754440,218310,782620
"G4800570","1900","Texas","480","Calhoun","0570","Calhoun","49","570",2395,260425,9364,1207660,95190,18580,593463
"G4800590","1900","Texas","480","Callahan","0590","Callahan","49","590",8768,529552,66165,2292556,379050,131810,1141878
"G4800610","1900","Texas","480","Cameron","0610","Cameron","49","610",16095,1459070,20497,6608550,166690,40270,2972023
"G4800630","1900","Texas","480","Camp","0630","Camp","49","630",9146,93081,57065,509420,190280,55200,199833
"G4800650","1900","Texas","480","Carson","0650","Carson","49","650",469,362196,4663,493000,24080,7970,430798
"G4800670","1900","Texas","480","Cass","0670","Cass","49","670",22841,368279,164728,1187290,573260,131870,677065
"G4800690","1900","Texas","480","Castro","0690","Castro","49","690",400,191362,12131,261090,37520,7680,312645
"G4800710","1900","Texas","480","Chambers","0710","Chambers","49","710",3046,366436,11681,790410,140240,24500,1274713
"G4800730","1900","Texas","480","Cherokee","0730","Cherokee","49","730",25154,340814,148970,1644550,673021,142890,756104
"G4800750","1900","Texas","480","Childress","0750","Childress","49","750",2138,486983,27544,944470,95610,29700,942365
"G4800770","1900","Texas","480","Clay","0770","Clay","49","770",9231,637201,191671,4462460,513160,204340,2414593
"G4800790","1900","Texas","480","Cochran","0790","Cochran","49","790",25,1900,0,5600,300,50,21050
"G4800810","1900","Texas","480","Coke","0810","Coke","49","810",3430,605842,21274,1428150,141030,67750,962933
"G4800830","1900","Texas","480","Coleman","0830","Coleman","49","830",10077,807872,89031,3577714,444480,151610,1798014
"G4800850","1900","Texas","480","Collin","0850","Collin","49","850",50087,509419,377594,14994460,2386660,831030,2593802
"G4800870","1900","Texas","480","Collingsworth","0870","Collingsworth","49","870",1233,584692,21494,995660,54600,27020,1035682
"G4800890","1900","Texas","480","Colorado","0890","Colorado","49","890",22203,473241,183555,5079950,974470,254260,1123990
"G4800910","1900","Texas","480","Comal","0910","Comal","49","910",7008,317099,41992,2330960,588340,134810,600281
"G4800930","1900","Texas","480","Comanche","0930","Comanche","49","930",23009,522273,167423,3600400,726000,278660,1285073
"G4800950","1900","Texas","480","Concho","0950","Concho","49","950",1427,646088,6184,1435950,98030,82140,1063944
"G4800970","1900","Texas","480","Cooke","0970","Cooke","49","970",27494,470818,225179,6656620,1137810,420240,1964823
"G4800990","1900","Texas","480","Coryell","0990","Coryell","49","990",21308,550280,206555,4878840,895220,330970,1331301
"G4801010","1900","Texas","480","Cottle","1010","Cottle","49","1010",1002,435661,7758,925590,47890,14970,931231
"G4801030","1900","Texas","480","Crane","1030","Crane","49","1030",51,758980,0,565552,2010,2530,354740
"G4801050","1900","Texas","480","Crockett","1050","Crockett","49","1050",1591,1706005,110,1953480,48800,23980,2370685
"G4801070","1900","Texas","480","Crosby","1070","Crosby","49","1070",788,351256,5985,661300,47870,11795,677990
"G4801110","1900","Texas","480","Dallam","1110","Dallam","49","1110",146,26090,1280,59500,3600,1620,368890
"G4801130","1900","Texas","480","Dallas","1130","Dallas","49","1130",82726,455529,294382,11698912,2229300,632730,2533393
"G4801150","1900","Texas","480","Dawson","1150","Dawson","49","1150",37,825772,35,412980,3800,2220,678197
"G4801170","1900","Texas","480","Deaf Smith","1170","Deaf Smith","49","1170",843,317961,11041,511450,110550,17120,548682
"G4801190","1900","Texas","480","Delta","1190","Delta","49","1190",15249,145151,106213,2293490,591520,163310,670567
"G4801210","1900","Texas","480","Denton","1210","Denton","49","1210",28318,528468,286189,8997450,1470220,553930,1978767
"G4801230","1900","Texas","480","DeWitt","1230","De Witt","49","1230",21311,532515,126956,6804660,776520,164630,1558113
"G4801250","1900","Texas","480","Dickens","1250","Dickens","49","1250",1151,732972,40842,1301180,46290,18720,1485109
"G4801270","1900","Texas","480","Dimmit","1270","Dimmit","49","1270",1106,904496,3081,1601350,70130,18010,1399863
"G4801290","1900","Texas","480","Donley","1290","Donley","49","1290",2756,358074,14504,533900,103060,27380,987156
"G4801310","1900","Texas","480","Duval","1310","Duval","49","1310",8483,728911,15090,1186860,78480,22430,583314
"G4801330","1900","Texas","480","Eastland","1330","Eastland","49","1330",17971,408291,113768,2393560,449240,165610,884163
"G4801350","1900","Texas","480","Ector","1350","Ector","49","1350",381,767321,92,514080,16830,18110,595876
"G4801370","1900","Texas","480","Edwards","1370","Edwards","49","1370",3108,994590,5104,1251150,97080,35120,1499790
"G4801390","1900","Texas","480","Ellis","1390","Ellis","49","1390",50059,521644,394968,13279370,2237810,687500,2306485
"G4801410","1900","Texas","480","El Paso","1410","El Paso","49","1410",24886,945105,6280,1297520,77790,31500,1442049
"G4801430","1900","Texas","480","Erath","1430","Erath","49","1430",29966,593352,199563,4125670,925120,302770,1592069
"G4801450","1900","Texas","480","Falls","1450","Falls","49","1450",33342,383320,260780,6941790,1182810,365390,1448075
"G4801470","1900","Texas","480","Fannin","1470","Fannin","49","1470",51793,449399,346288,9574060,1970960,692210,2162029
"G4801490","1900","Texas","480","Fayette","1490","Fayette","49","1490",36542,535348,221173,8548580,1957620,488610,1536150
"G4801510","1900","Texas","480","Fisher","1510","Fisher","49","1510",3708,523272,299801,1344160,190870,71350,799152
"G4801530","1900","Texas","480","Floyd","1530","Floyd","49","1530",2020,651483,18607,914990,61920,30330,1337193
"G4801550","1900","Texas","480","Foard","1550","Foard","49","1550",1568,497754,23959,892920,72040,30870,898763
"G4801570","1900","Texas","480","Fort Bend","1570","Fort Bend","49","1570",16538,432087,139909,5218690,690410,543740,1153703
"G4801590","1900","Texas","480","Franklin","1590","Franklin","49","1590",8674,118528,59841,724820,288290,81630,334990
"G4801610","1900","Texas","480","Freestone","1610","Freestone","49","1610",18910,323851,159174,2032710,655250,164830,808462
"G4801630","1900","Texas","480","Frio","1630","Frio","49","1630",4200,836733,33105,1934960,201140,43960,1103246
"G4801650","1900","Texas","480","Gaines","1650","Gaines","49","1650",55,338300,55,297050,2250,1090,329323
"G4801670","1900","Texas","480","Galveston","1670","Galveston","49","1670",44116,85021,18091,1801840,439570,69570,492564
"G4801690","1900","Texas","480","Garza","1690","Garza","49","1690",185,505118,545,509990,13850,3890,621272
"G4801710","1900","Texas","480","Gillespie","1710","Gillespie","49","1710",8229,638962,56930,2453850,505050,154220,928360
"G4801730","1900","Texas","480","Glasscock","1730","Glasscock","49","1730",286,481910,1100,542940,21670,14850,529906
"G4801750","1900","Texas","480","Goliad","1750","Goliad","49","1750",8310,585855,55999,4102910,399260,82400,1535401
"G4801770","1900","Texas","480","Gonzales","1770","Gonzales","49","1770",28882,596546,193954,5892480,969750,254080,1486709
"G4801790","1900","Texas","480","Gray","1790","Gray","49","1790",480,445890,8782,646650,29350,17000,564984
"G4801810","1900","Texas","480","Grayson","1810","Grayson","49","1810",63661,526240,362918,11636210,2096080,732920,2226397
"G4801830","1900","Texas","480","Gregg","1830","Gregg","49","1830",12343,112894,53953,501370,228960,58120,242556
"G4801850","1900","Texas","480","Grimes","1850","Grimes","49","1850",26106,355150,169060,2777480,869560,202940,921455
"G4801870","1900","Texas","480","Guadalupe","1870","Guadalupe","49","1870",21385,374660,169676,6824160,1287280,283080,939564
"G4801890","1900","Texas","480","Hale","1890","Hale","49","1890",1680,469893,20313,634690,112190,28370,712496
"G4801910","1900","Texas","480","Hall","1910","Hall","49","1910",1670,718876,25360,1441690,89620,21510,1831318
"G4801930","1900","Texas","480","Hamilton","1930","Hamilton","49","1930",13520,517864,132826,3533940,538500,209750,1134351
"G4801950","1900","Texas","480","Hansford","1950","Hansford","49","1950",167,174892,2266,226740,27140,7120,352487
"G4801970","1900","Texas","480","Hardeman","1970","Hardeman","49","1970",3634,375380,43764,964540,130080,47380,747774
"G4801990","1900","Texas","480","Hardin","1990","Hardin","49","1990",5049,37731,6281,104410,84670,15030,133454
"G4802010","1900","Texas","480","Harris","2010","Harris","49","2010",63786,391946,70355,3965940,963320,182500,1409776
"G4802030","1900","Texas","480","Harrison","2030","Harrison","49","2030",31878,348926,175020,1424280,598530,178310,734971
"G4802050","1900","Texas","480","Hartley","2050","Hartley","49","2050",377,3246335,2641,6394880,97560,13350,3260747
"G4802070","1900","Texas","480","Haskell","2070","Haskell","49","2070",2637,353859,25552,1134760,103990,32380,494360
"G4802090","1900","Texas","480","Hays","2090","Hays","49","2090",14142,389325,87241,3316420,643670,155570,904523
"G4802110","1900","Texas","480","Hemphill","2110","Hemphill","49","2110",815,503437,11994,1036080,42700,17070,899689
"G4802130","1900","Texas","480","Henderson","2130","Henderson","49","2130",19970,286015,129422,1546150,662080,185560,844466
"G4802150","1900","Texas","480","Hidalgo","2150","Hidalgo","49","2150",6837,1187419,23125,1796800,88630,30340,824794
"G4802170","1900","Texas","480","Hill","2170","Hill","49","2170",41355,531507,365155,9662850,1879130,629150,2159487
"G4802190","1900","Texas","480","Hockley","2190","Hockley","49","2190",44,353855,360,660160,27800,12400,330447
"G4802210","1900","Texas","480","Hood","2210","Hood","49","2210",9146,231205,115113,1522130,326420,101920,689364
"G4802230","1900","Texas","480","Hopkins","2230","Hopkins","49","2230",27950,387795,213041,2843330,924910,283950,1194348
"G4802250","1900","Texas","480","Houston","2250","Houston","49","2250",25452,425167,174444,2080760,680360,228790,853645
"G4802270","1900","Texas","480","Howard","2270","Howard","49","2270",2528,773207,5835,942730,68280,15860,974053
"G4802310","1900","Texas","480","Hunt","2310","Hunt","49","2310",47295,459926,306701,8396380,1865670,614160,2017846
"G4802330","1900","Texas","480","Hutchinson","2330","Hutchinson","49","2330",303,325238,1805,383090,10710,3690,724681
"G4802350","1900","Texas","480","Irion","2350","Irion","49","2350",848,927046,1226,1085490,32840,20540,1202590
"G4802370","1900","Texas","480","Jack","2370","Jack","49","2370",10224,533390,83691,2315190,335250,110430,1344984
"G4802390","1900","Texas","480","Jackson","2390","Jackson","49","2390",6094,487794,64999,2460000,306930,61220,1366729
"G4802410","1900","Texas","480","Jasper","2410","Jasper","49","2410",7138,113998,20511,328520,153060,34080,281118
"G4802430","1900","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",1150,1552421,1168,643830,60810,17400,1531540
"G4802450","1900","Texas","480","Jefferson","2450","Jefferson","49","2450",14239,199842,16122,1049860,159230,62530,507867
"G4802510","1900","Texas","480","Johnson","2510","Johnson","49","2510",33819,431918,248968,6907850,1319140,458640,1661325
"G4802530","1900","Texas","480","Jones","2530","Jones","49","2530",7053,667366,77970,2499200,316615,109780,1154978
"G4802550","1900","Texas","480","Karnes","2550","Karnes","49","2550",8681,454754,70994,3324480,326190,99340,874377
"G4802570","1900","Texas","480","Kaufman","2570","Kaufman","49","2570",33376,384779,245395,6098240,1224180,317600,1532373
"G4802590","1900","Texas","480","Kendall","2590","Kendall","49","2590",4103,339653,22300,1303260,302980,76130,428063
"G4802630","1900","Texas","480","Kent","2630","Kent","49","2630",899,524057,5750,650500,46770,10810,611954
"G4802650","1900","Texas","480","Kerr","2650","Kerr","49","2650",4980,881886,24887,2048430,212510,79260,1274922
"G4802670","1900","Texas","480","Kimble","2670","Kimble","49","2670",2503,719615,13931,1047070,105140,30090,752651
