GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AUM001,AVF001,AVF002,AVF003,AVF004,AVF005,AVF006,AVF007,AVF008,AVF009,AVF010,AVF011,AVF012,AUY001,AUY002
"G2701070","1890","Minnesota","270","Norman","1070","Norman","33","1070",10618,2,0,0,0,0,0,0,0,0,0,0,0,3320280,261390
"G2701090","1890","Minnesota","270","Olmsted","1090","Olmsted","33","1090",19806,6,13,27,0,2,0,0,0,0,0,0,0,8677600,366020
"G2701110","1890","Minnesota","270","Otter Tail","1110","Otter Tail","33","1110",34232,9,6,0,1,0,0,0,0,0,5,15,2,8511466,564640
"G2701150","1890","Minnesota","270","Pine","1150","Pine","33","1150",4052,6,2,2,0,0,0,0,0,0,135,171,1,300330,13620
"G2701170","1890","Minnesota","270","Pipestone","1170","Pipestone","33","1170",5132,6,1,0,0,0,0,0,0,0,0,0,0,1592110,100430
"G2701190","1890","Minnesota","270","Polk","1190","Polk","33","1190",30192,6,59,0,1,0,0,0,0,0,16,163,0,9085270,689860
"G2701210","1890","Minnesota","270","Pope","1210","Pope","33","1210",10032,0,0,1,0,0,0,0,0,0,0,0,0,3386252,232310
"G2701230","1890","Minnesota","270","Ramsey","1230","Ramsey","33","1230",139796,1495,491,198,36,8,0,1,0,0,12,26,1,8424800,76410
"G2701270","1890","Minnesota","270","Redwood","1270","Redwood","33","1270",9386,5,0,1,0,0,0,0,0,0,101,28,2,3630586,241910
"G2701290","1890","Minnesota","270","Renville","1290","Renville","33","1290",17099,1,0,0,0,0,0,0,0,0,0,0,0,6862455,407910
"G2701310","1890","Minnesota","270","Rice","1310","Rice","33","1310",23968,36,41,19,1,1,0,0,1,0,6,53,39,7198310,321230
"G2701330","1890","Minnesota","270","Rock","1330","Rock","33","1330",6817,0,0,0,0,0,0,0,0,0,0,0,0,3412250,184510
"G2701370","1890","Minnesota","270","St Louis","1370","St Louis","33","1370",44862,228,13,22,24,0,0,0,0,0,44,124,10,1072040,15070
"G2701390","1890","Minnesota","270","Scott","1390","Scott","33","1390",13831,1,8,8,0,0,0,0,0,0,35,47,10,4879310,217420
"G2701410","1890","Minnesota","270","Sherburne","1410","Sherburne","33","1410",5908,6,0,0,0,0,0,0,0,0,0,0,0,1800374,105850
"G2701430","1890","Minnesota","270","Sibley","1430","Sibley","33","1430",15199,0,0,1,0,0,0,0,0,0,0,0,0,7386880,375970
"G2701450","1890","Minnesota","270","Stearns","1450","Stearns","33","1450",34844,14,2,5,0,0,0,0,0,0,120,0,0,9859330,461360
"G2701470","1890","Minnesota","270","Steele","1470","Steele","33","1470",13232,15,32,13,0,0,0,0,0,0,3,0,0,4404262,194620
"G2701490","1890","Minnesota","270","Stevens","1490","Stevens","33","1490",5251,0,3,0,0,0,0,0,0,0,54,0,13,1947738,136800
"G2701510","1890","Minnesota","270","Swift","1510","Swift","33","1510",10161,1,0,0,0,0,0,0,0,0,98,0,0,2911310,189680
"G2701530","1890","Minnesota","270","Todd","1530","Todd","33","1530",12930,0,0,1,0,0,0,0,0,0,8,4,0,2469480,166380
"G2701550","1890","Minnesota","270","Traverse","1550","Traverse","33","1550",4516,0,1,0,0,0,0,0,0,0,4,0,8,2142070,146170
"G2701570","1890","Minnesota","270","Wabasha","1570","Wabasha","33","1570",16972,17,23,23,0,0,0,0,0,0,15,34,0,6167640,311140
"G2701590","1890","Minnesota","270","Wadena","1590","Wadena","33","1590",4053,4,0,1,0,0,0,0,0,0,4,0,0,635650,45440
"G2701610","1890","Minnesota","270","Waseca","1610","Waseca","33","1610",13313,1,5,2,1,0,0,0,0,0,0,4,0,5323830,232870
"G2701630","1890","Minnesota","270","Washington","1630","Washington","33","1630",25992,69,43,21,0,2,0,0,0,0,74,18,13,7172860,220640
"G2701650","1890","Minnesota","270","Watonwan","1650","Watonwan","33","1650",7746,5,3,0,0,0,0,0,0,0,0,0,0,3670280,176170
"G2701670","1890","Minnesota","270","Wilkin","1670","Wilkin","33","1670",4346,2,1,0,0,0,0,0,0,0,0,9,0,1791094,124750
"G2701690","1890","Minnesota","270","Winona","1690","Winona","33","1690",33797,55,68,50,1,4,0,0,0,0,8,0,0,7732670,336360
"G2701710","1890","Minnesota","270","Wright","1710","Wright","33","1710",24164,3,3,0,0,0,0,0,0,0,0,0,0,7549371,341450
"G2701730","1890","Minnesota","270","Yellow Medicine","1730","Yellow Medicine","33","1730",9854,0,0,0,0,0,0,0,0,0,18,2,0,3842717,240010
"G2800010","1890","Mississippi","280","Adams","0010","Adams","46","10",26031,19895,17847,14287,2,0,0,0,0,0,6,6,0,1570310,59540
"G2800030","1890","Mississippi","280","Alcorn","0030","Alcorn","46","30",13115,3510,4409,2768,0,0,0,0,0,0,0,0,0,841920,39070
"G2800050","1890","Mississippi","280","Amite","0050","Amite","46","50",18198,10597,8510,6777,0,0,0,0,0,0,1,0,0,1604570,80170
"G2800070","1890","Mississippi","280","Attala","0070","Attala","46","70",22213,9444,8260,5948,0,0,0,3,0,0,24,75,0,1894310,119930
"G2800090","1890","Mississippi","280","Benton","0090","Benton","46","90",10585,4919,5246,0,1,0,0,0,0,0,0,0,0,932570,46520
"G2800110","1890","Mississippi","280","Bolivar","0110","Bolivar","46","110",29980,26737,15958,7816,21,0,16,0,0,0,0,0,0,6127770,227280
"G2800130","1890","Mississippi","280","Calhoun","0130","Calhoun","46","130",14688,3412,3300,2000,0,0,0,0,0,0,0,1,0,1450810,64460
"G2800150","1890","Mississippi","280","Carroll","0150","Carroll","46","150",18773,10611,9961,11550,0,0,0,0,0,0,1,3,0,1679230,89305
"G2800170","1890","Mississippi","280","Chickasaw","0170","Chickasaw","46","170",19891,11400,10209,10069,0,0,0,0,0,0,0,0,0,1746350,89760
"G2800190","1890","Mississippi","280","Choctaw","0190","Choctaw","46","190",10847,2638,2498,4462,0,0,0,0,0,0,1,1,0,949120,60560
"G2800210","1890","Mississippi","280","Claiborne","0210","Claiborne","46","210",14516,10980,12858,9996,2,0,0,0,0,0,1,0,0,1120750,44940
"G2800230","1890","Mississippi","280","Clarke","0230","Clarke","46","230",15826,8104,7828,3432,0,0,0,0,0,0,6,12,0,856170,56450
"G2800250","1890","Mississippi","280","Clay","0250","Clay","46","250",18607,12982,12110,0,0,0,0,0,0,0,1,2,0,2052060,85260
"G2800270","1890","Mississippi","280","Coahoma","0270","Coahoma","46","270",18342,16069,11155,5381,26,1,0,0,0,0,2,0,0,4175442,128860
"G2800290","1890","Mississippi","280","Copiah","0290","Copiah","46","290",30233,15600,14442,10390,0,0,0,0,0,0,1,9,1,2630810,154360
"G2800310","1890","Mississippi","280","Covington","0310","Covington","46","310",8299,2971,1958,1647,0,0,0,0,0,0,9,1,0,591090,32520
"G2800330","1890","Mississippi","280","DeSoto","0330","De Soto","46","330",24183,17224,15343,17745,0,0,0,0,0,0,2,0,0,3099680,126700
"G2800370","1890","Mississippi","280","Franklin","0370","Franklin","46","370",10424,4934,4871,3800,0,0,0,0,0,0,6,6,0,807740,60650
"G2800410","1890","Mississippi","280","Greene","0410","Greene","46","410",3906,933,785,372,0,0,0,0,0,0,37,28,0,220260,8060
"G2800430","1890","Mississippi","280","Grenada","0430","Grenada","46","430",14974,11076,8831,6642,0,1,0,0,0,0,2,3,0,1335210,73900
"G2800450","1890","Mississippi","280","Hancock","0450","Hancock","46","450",8318,2509,1764,1186,0,0,0,0,0,0,39,40,0,79210,4490
"G2800470","1890","Mississippi","280","Harrison","0470","Harrison","46","470",12481,3314,2146,1427,3,0,0,0,0,0,1,0,0,415040,19190
"G2800490","1890","Mississippi","280","Hinds","0490","Hinds","46","490",39279,28368,32279,20659,5,4,0,0,0,0,14,0,0,3137600,150010
"G2800510","1890","Mississippi","280","Holmes","0510","Holmes","46","510",30970,23883,20233,13225,1,0,0,0,0,0,2,20,0,3920800,199840
"G2800550","1890","Mississippi","280","Issaquena","0550","Issaquena","46","550",12318,11579,9174,6146,3,4,0,0,0,0,0,0,0,2077820,115640
"G2800570","1890","Mississippi","280","Itawamba","0570","Itawamba","46","570",11708,985,1108,986,0,0,0,0,0,0,0,0,0,724900,41070
"G2800590","1890","Mississippi","280","Jackson","0590","Jackson","46","590",11251,3436,2482,1194,0,0,0,0,0,0,1,1,1,489280,15830
"G2800610","1890","Mississippi","280","Jasper","0610","Jasper","46","610",14785,7238,5631,4898,0,0,0,0,0,0,179,251,185,969980,46620
"G2800630","1890","Mississippi","280","Jefferson","0630","Jefferson","46","630",18947,15356,13051,10633,0,2,0,0,0,0,2,1,0,1652660,75140
"G2800670","1890","Mississippi","280","Jones","0670","Jones","46","670",8333,1246,359,308,0,0,0,0,0,0,5,0,0,486110,41320
"G2800690","1890","Mississippi","280","Kemper","0690","Kemper","46","690",17961,10058,8537,7214,0,0,0,0,0,0,34,82,0,1416510,62180
"G2800710","1890","Mississippi","280","Lafayette","0710","Lafayette","46","710",20553,8853,10286,7983,0,0,0,0,0,0,0,0,0,1864410,74350
"G2800750","1890","Mississippi","280","Lauderdale","0750","Lauderdale","46","750",29661,14972,11538,6411,4,0,0,0,0,0,14,4,0,1694400,72050
"G2800770","1890","Mississippi","280","Lawrence","0770","Lawrence","46","770",12318,6078,4473,3042,0,0,0,0,0,0,0,10,0,973250,52920
"G2800790","1890","Mississippi","280","Leake","0790","Leake","46","790",14803,5018,4660,3005,0,0,0,0,0,0,435,382,0,1026070,56810
"G2800810","1890","Mississippi","280","Lee","0810","Lee","46","810",20040,7530,7814,4855,0,0,0,0,0,0,0,0,0,1626550,67280
"G2800830","1890","Mississippi","280","Leflore","0830","Leflore","46","830",16869,14267,7997,0,2,3,0,0,0,0,3,16,0,3276060,137520
"G2800850","1890","Mississippi","280","Lincoln","0850","Lincoln","46","850",17912,7587,5842,4162,0,0,0,0,0,0,0,4,0,1181910,72820
"G2800870","1890","Mississippi","280","Lowndes","0870","Lowndes","46","870",27047,21036,22656,23022,2,0,0,0,0,0,0,0,0,2656840,74400
"G2800890","1890","Mississippi","280","Madison","0890","Madison","46","890",27321,21290,19907,15139,0,0,0,0,0,0,0,13,0,3413240,125500
"G2800910","1890","Mississippi","280","Marion","0910","Marion","46","910",9532,3002,2451,1649,0,0,0,0,0,0,0,0,0,637690,34855
"G2800930","1890","Mississippi","280","Marshall","0930","Marshall","46","930",26043,16306,18338,16499,0,0,0,0,0,0,6,0,0,2851010,113540
"G2800950","1890","Mississippi","280","Monroe","0950","Monroe","46","950",30730,18619,18001,14000,2,0,0,0,0,0,0,1,0,3456780,229190
"G2800970","1890","Mississippi","280","Montgomery","0970","Montgomery","46","970",14459,7009,6677,0,0,0,0,0,0,0,2,0,0,1374780,71490
"G2800990","1890","Mississippi","280","Neshoba","0990","Neshoba","46","990",11146,2172,1768,1703,0,0,0,0,0,0,623,418,317,873480,49470
"G2801010","1890","Mississippi","280","Newton","1010","Newton","46","1010",16625,6156,4686,3386,1,0,0,0,0,0,349,322,295,1427870,73330
"G2801030","1890","Mississippi","280","Noxubee","1030","Noxubee","46","1030",27338,22629,24572,15798,0,0,0,0,0,0,0,0,0,2096400,99500
"G2801050","1890","Mississippi","280","Oktibbeha","1050","Oktibbeha","46","1050",17694,11934,10869,9304,0,0,0,0,0,0,1,0,0,1569025,66755
"G2801070","1890","Mississippi","280","Panola","1070","Panola","46","1070",26977,17729,18830,12585,0,0,0,0,0,0,0,1,0,3117630,148290
"G2801090","1890","Mississippi","280","Pearl River","1090","Pearl River","46","1090",2957,656,0,0,0,0,0,0,0,0,0,0,0,140120,8260
"G2801110","1890","Mississippi","280","Perry","1110","Perry","46","1110",6494,1874,1070,723,0,0,0,0,0,0,38,0,0,468240,39050
"G2801130","1890","Mississippi","280","Pike","1130","Pike","46","1130",21203,10620,8112,5312,0,0,0,0,0,0,2,4,1,1356410,56110
"G2801150","1890","Mississippi","280","Pontotoc","1150","Pontotoc","46","1150",14940,4355,4249,3012,0,0,0,0,0,0,0,0,0,1257120,60940
"G2801170","1890","Mississippi","280","Prentiss","1170","Prentiss","46","1170",13679,2845,2421,1754,1,0,0,0,0,0,0,0,0,1124020,51270
"G2801190","1890","Mississippi","280","Quitman","1190","Quitman","46","1190",3286,2392,815,0,0,0,0,0,0,0,0,0,0,494130,19020
"G2801210","1890","Mississippi","280","Rankin","1210","Rankin","46","1210",17922,10413,9559,7273,1,0,0,0,0,0,1,0,0,1455710,93450
"G2801230","1890","Mississippi","280","Scott","1230","Scott","46","1230",11740,4616,4132,3167,1,0,0,0,0,0,123,80,0,716130,39440
"G2801250","1890","Mississippi","280","Sharkey","1250","Sharkey","46","1250",8382,7141,4893,0,6,0,0,0,0,0,12,8,0,1668530,75700
"G2801270","1890","Mississippi","280","Simpson","1270","Simpson","46","1270",10138,3909,3014,2149,0,0,0,0,0,0,0,0,0,748770,40700
"G2801290","1890","Mississippi","280","Smith","1290","Smith","46","1290",10635,1711,1636,1711,0,0,0,0,0,0,0,0,0,676490,51840
"G2801330","1890","Mississippi","280","Sunflower","1330","Sunflower","46","1330",9384,6850,2897,3243,4,0,0,0,0,0,0,0,0,1455650,59840
"G2801350","1890","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",14361,9207,6757,4637,0,0,0,0,0,0,0,1,0,1953030,66950
"G2801370","1890","Mississippi","280","Tate","1370","Tate","46","1370",19253,10756,9627,0,2,0,0,0,0,0,0,0,0,1998300,96950
"G2801390","1890","Mississippi","280","Tippah","1390","Tippah","46","1390",12951,2925,3065,5091,0,0,0,0,0,0,0,0,0,1123120,64060
"G2801410","1890","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",9302,991,1163,741,0,0,0,0,0,0,0,0,0,507250,21700
"G2801430","1890","Mississippi","280","Tunica","1430","Tunica","46","1430",12158,10895,7205,4127,4,0,0,0,0,0,0,0,0,2318360,85750
"G2801450","1890","Mississippi","280","Union","1450","Union","46","1450",15606,3998,3098,0,0,0,0,0,0,0,0,0,0,1365800,67130
"G2801490","1890","Mississippi","280","Warren","1490","Warren","46","1490",33164,24356,22516,18862,5,3,0,0,0,0,0,2,0,1848710,63750
"G2801510","1890","Mississippi","280","Washington","1510","Washington","46","1510",40414,35530,21861,12405,46,28,0,0,0,0,0,0,0,9241440,364420
"G2801530","1890","Mississippi","280","Wayne","1530","Wayne","46","1530",9817,4011,3770,1636,0,0,0,0,0,0,7,0,0,527050,26240
"G2801550","1890","Mississippi","280","Webster","1550","Webster","46","1550",12060,2980,2295,0,0,0,0,0,0,0,0,0,0,887990,49890
"G2801570","1890","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",17592,13626,14243,10007,0,0,0,3,0,0,1,2,0,1907320,88540
"G2801590","1890","Mississippi","280","Winston","1590","Winston","46","1590",12089,5061,3927,3403,0,0,0,0,0,0,41,47,9,750090,33730
"G2801610","1890","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",16629,8945,8116,7052,0,0,0,1,0,0,0,0,0,1515850,75160
"G2801630","1890","Mississippi","280","Yazoo","1630","Yazoo","46","1630",36394,27701,25342,12395,2,5,0,0,0,0,1,0,0,4744050,229280
"G2900010","1890","Missouri","290","Adair","0010","Adair","34","10",17417,303,226,143,0,0,0,0,0,0,0,0,0,4819601,200690
"G2900030","1890","Missouri","290","Andrew","0030","Andrew","34","30",16000,249,367,401,0,0,0,0,0,0,0,1,0,8667438,248005
"G2900050","1890","Missouri","290","Atchison","0050","Atchison","34","50",15533,46,40,34,1,0,0,0,0,0,1,2,1,10348580,305720
"G2900070","1890","Missouri","290","Audrain","0070","Audrain","34","70",22074,1840,1844,1070,1,1,0,0,0,0,3,0,0,9338600,291650
"G2900090","1890","Missouri","290","Barry","0090","Barry","34","90",22943,97,13,52,0,0,0,0,0,0,0,0,1,4028837,147620
"G2900110","1890","Missouri","290","Barton","0110","Barton","34","110",18504,47,17,19,0,0,0,0,0,0,0,0,0,6371950,225440
"G2900130","1890","Missouri","290","Bates","0130","Bates","34","130",32223,404,252,120,0,0,0,0,0,0,2,0,0,11441630,364890
"G2900150","1890","Missouri","290","Benton","0150","Benton","34","150",14973,165,271,320,0,0,0,0,0,0,0,1,0,3671075,169730
"G2900170","1890","Missouri","290","Bollinger","0170","Bollinger","34","170",13121,19,26,46,0,0,0,0,0,0,5,0,0,1713009,103080
"G2900190","1890","Missouri","290","Boone","0190","Boone","34","190",26043,4677,5082,4038,0,0,0,1,0,0,1,2,0,7212630,216110
"G2900210","1890","Missouri","290","Buchanan","0210","Buchanan","34","210",70100,3974,3726,1953,10,2,0,0,0,0,0,1,1,11931100,278810
"G2900230","1890","Missouri","290","Butler","0230","Butler","34","230",10164,596,140,21,0,0,0,0,0,0,0,0,2,872000,42990
"G2900250","1890","Missouri","290","Caldwell","0250","Caldwell","34","250",15152,374,413,284,0,0,0,1,0,0,0,0,0,6865050,211000
"G2900270","1890","Missouri","290","Callaway","0270","Callaway","34","270",25131,4484,4431,3434,0,0,0,0,0,0,2,0,0,7925970,230650
"G2900290","1890","Missouri","290","Camden","0290","Camden","34","290",10040,97,114,149,0,0,0,0,0,0,0,0,0,1303910,65840
"G2900310","1890","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",22060,2038,1995,1646,0,0,0,0,0,0,0,0,0,4937150,268090
"G2900330","1890","Missouri","290","Carroll","0330","Carroll","34","330",25742,1377,1467,827,0,0,0,0,0,0,0,0,0,10856600,353820
"G2900350","1890","Missouri","290","Carter","0350","Carter","34","350",4659,9,11,30,0,0,0,0,0,0,0,0,0,253800,13810
"G2900370","1890","Missouri","290","Cass","0370","Cass","34","370",23301,784,751,502,0,0,0,0,0,0,0,1,1,10192802,333470
"G2900390","1890","Missouri","290","Cedar","0390","Cedar","34","390",15620,127,146,111,0,0,0,0,0,0,0,0,0,3476240,144840
"G2900410","1890","Missouri","290","Chariton","0410","Chariton","34","410",26254,3490,3990,2800,1,0,0,0,0,0,0,0,0,9285330,359210
"G2900430","1890","Missouri","290","Christian","0430","Christian","34","430",14017,92,193,114,0,0,0,0,0,0,0,4,1,2789475,111870
"G2900450","1890","Missouri","290","Clark","0450","Clark","34","450",15126,170,308,295,0,0,0,0,0,0,0,0,0,6190600,291130
"G2900470","1890","Missouri","290","Clay","0470","Clay","34","470",19856,1348,1513,1846,4,0,0,0,0,0,1,0,0,9833220,170700
"G2900490","1890","Missouri","290","Clinton","0490","Clinton","34","490",17138,1086,975,683,0,0,0,0,0,0,0,0,0,8397706,177095
"G2900510","1890","Missouri","290","Cole","0510","Cole","34","510",17281,1935,1868,1251,1,0,0,0,0,0,0,1,0,5419150,179510
"G2900530","1890","Missouri","290","Cooper","0530","Cooper","34","530",22707,3539,3502,3352,1,0,0,0,0,0,6,0,0,9123336,255830
"G2900550","1890","Missouri","290","Crawford","0550","Crawford","34","550",11961,78,122,86,0,0,0,0,0,0,0,0,0,1844297,92610
"G2900570","1890","Missouri","290","Dade","0570","Dade","34","570",17526,287,248,204,0,0,0,0,0,0,1,0,0,5004640,172140
"G2900590","1890","Missouri","290","Dallas","0590","Dallas","34","590",12647,55,89,89,0,0,0,0,0,0,0,0,0,2424420,96120
"G2900610","1890","Missouri","290","Daviess","0610","Daviess","34","610",20456,376,450,324,1,0,0,0,0,0,0,0,0,7943720,302670
"G2900630","1890","Missouri","290","DeKalb","0630","De Kalb","34","630",14539,110,132,122,0,0,0,0,0,0,1,0,0,6985550,217550
"G2900650","1890","Missouri","290","Dent","0650","Dent","34","650",12149,41,62,31,0,0,0,0,0,0,0,0,0,1393710,75570
"G2900670","1890","Missouri","290","Douglas","0670","Douglas","34","670",14111,33,26,27,0,0,0,0,0,0,0,0,0,1396400,64700
"G2900690","1890","Missouri","290","Dunklin","0690","Dunklin","34","690",15085,158,164,166,0,0,0,0,0,0,0,0,0,2009767,121360
"G2900710","1890","Missouri","290","Franklin","0710","Franklin","34","710",28056,1794,2077,2173,0,0,0,0,0,0,0,0,0,8120467,402390
"G2900730","1890","Missouri","290","Gasconade","0730","Gasconade","34","730",11706,86,167,80,0,0,0,0,0,0,0,0,0,3289802,236190
"G2900750","1890","Missouri","290","Gentry","0750","Gentry","34","750",19018,36,28,56,0,0,0,0,0,0,0,0,0,6204750,255220
"G2900770","1890","Missouri","290","Greene","0770","Greene","34","770",48616,3441,2799,2156,5,0,0,0,0,0,1,9,0,9455510,241260
"G2900790","1890","Missouri","290","Grundy","0790","Grundy","34","790",17876,254,199,115,2,0,0,0,0,0,0,0,0,5038950,186000
"G2900810","1890","Missouri","290","Harrison","0810","Harrison","34","810",21033,56,73,10,0,0,0,0,0,0,1,0,0,7532970,318910
"G2900830","1890","Missouri","290","Henry","0830","Henry","34","830",28235,1158,991,642,1,0,0,0,0,0,0,4,0,9520750,310590
"G2900850","1890","Missouri","290","Hickory","0850","Hickory","34","850",9453,25,50,90,0,0,0,0,0,0,0,0,0,1817990,71180
"G2900870","1890","Missouri","290","Holt","0870","Holt","34","870",15469,80,232,184,0,0,0,0,0,0,0,0,0,6957370,221600
"G2900890","1890","Missouri","290","Howard","0890","Howard","34","890",17371,4544,5231,5193,0,0,0,1,0,0,0,0,0,6219650,184370
"G2900910","1890","Missouri","290","Howell","0910","Howell","34","910",18618,208,91,24,0,0,0,0,0,0,0,0,1,3657514,127060
"G2900930","1890","Missouri","290","Iron","0930","Iron","34","930",9119,320,400,352,0,0,0,0,0,0,0,0,0,1024290,44580
"G2900950","1890","Missouri","290","Jackson","0950","Jackson","34","950",160510,14992,9850,5223,187,25,0,1,0,0,8,10,8,20087082,260740
"G2900970","1890","Missouri","290","Jasper","0970","Jasper","34","970",50500,913,767,138,3,1,0,0,0,0,13,10,0,9648140,301470
"G2900990","1890","Missouri","290","Jefferson","0990","Jefferson","34","990",22484,1067,1005,763,0,0,0,0,0,0,2,0,0,4102610,192900
"G2901010","1890","Missouri","290","Johnson","1010","Johnson","34","1010",28132,1829,2019,1458,0,0,0,1,0,0,0,0,1,11491654,380460
"G2901030","1890","Missouri","290","Knox","1030","Knox","34","1030",13501,214,228,200,0,0,0,0,0,0,0,0,0,5868130,189010
"G2901050","1890","Missouri","290","Laclede","1050","Laclede","34","1050",14701,472,477,162,0,0,0,0,0,0,0,0,0,2609860,103970
"G2901070","1890","Missouri","290","Lafayette","1070","Lafayette","34","1070",30184,4170,4415,4039,1,0,0,0,0,0,2,0,2,12727470,364200
"G2901090","1890","Missouri","290","Lawrence","1090","Lawrence","34","1090",26228,364,299,259,2,0,0,0,0,0,1,11,0,7232100,261340
"G2901110","1890","Missouri","290","Lewis","1110","Lewis","34","1110",15935,1050,1408,1181,0,0,0,0,0,0,0,0,0,6244980,247890
"G2901130","1890","Missouri","290","Lincoln","1130","Lincoln","34","1130",18346,2039,2146,1987,0,0,0,0,0,0,1,0,1,6205730,234130
"G2901150","1890","Missouri","290","Linn","1150","Linn","34","1150",24121,808,839,742,1,0,0,0,0,0,1,0,0,7491704,299540
"G2901170","1890","Missouri","290","Livingston","1170","Livingston","34","1170",20668,865,1172,956,0,0,0,0,0,0,0,0,0,7034550,258690
"G2901190","1890","Missouri","290","McDonald","1190","Mcdonald","34","1190",11283,3,12,37,0,0,0,0,0,0,10,0,0,1691423,62395
"G2901210","1890","Missouri","290","Macon","1210","Macon","34","1210",30575,1196,1499,1496,1,0,0,0,0,0,0,1,0,7742020,350660
"G2901230","1890","Missouri","290","Madison","1230","Madison","34","1230",9268,241,306,159,0,0,2,0,0,0,0,3,0,1202076,67840
"G2901250","1890","Missouri","290","Maries","1250","Maries","34","1250",8600,3,12,22,0,0,0,0,0,0,0,0,0,1779490,107660
"G2901270","1890","Missouri","290","Marion","1270","Marion","34","1270",26233,3721,3708,3592,2,1,0,0,0,0,0,3,1,6606309,217250
"G2901290","1890","Missouri","290","Mercer","1290","Mercer","34","1290",14581,73,101,93,0,0,0,0,0,0,0,0,0,4622420,193980
"G2901310","1890","Missouri","290","Miller","1310","Miller","34","1310",14162,228,230,176,0,0,0,0,0,0,1,0,0,2488870,114730
"G2901330","1890","Missouri","290","Mississippi","1330","Mississippi","34","1330",10134,2108,2154,919,1,0,0,0,0,0,0,0,0,1836010,86740
"G2901350","1890","Missouri","290","Moniteau","1350","Moniteau","34","1350",15630,843,978,879,0,0,0,0,0,0,0,0,0,5297240,206495
"G2901370","1890","Missouri","290","Monroe","1370","Monroe","34","1370",20790,2049,2146,2005,1,0,0,0,0,0,0,0,0,7420956,231820
"G2901390","1890","Missouri","290","Montgomery","1390","Montgomery","34","1390",16850,1667,1917,939,0,0,0,0,0,0,0,0,0,6018950,227910
"G2901410","1890","Missouri","290","Morgan","1410","Morgan","34","1410",12311,414,416,307,0,0,0,0,0,0,0,0,0,3409410,130360
"G2901430","1890","Missouri","290","New Madrid","1430","New Madrid","34","1430",9317,2033,1881,1425,0,0,0,0,0,0,0,0,1,1561563,64670
"G2901450","1890","Missouri","290","Newton","1450","Newton","34","1450",22108,681,591,350,0,0,0,0,0,0,10,12,0,5132420,182860
"G2901470","1890","Missouri","290","Nodaway","1470","Nodaway","34","1470",30914,135,109,87,2,3,0,0,0,0,0,0,1,15338914,481197
"G2901490","1890","Missouri","290","Oregon","1490","Oregon","34","1490",10467,22,18,4,0,0,0,0,0,0,0,0,0,1065310,54200
"G2901510","1890","Missouri","290","Osage","1510","Osage","34","1510",13080,371,400,326,0,0,0,0,0,0,0,2,0,3322780,198450
"G2901530","1890","Missouri","290","Ozark","1530","Ozark","34","1530",9795,12,13,12,0,0,0,0,0,0,0,1,0,785480,41830
"G2901550","1890","Missouri","290","Pemiscot","1550","Pemiscot","34","1550",5975,412,268,148,0,0,0,0,0,0,0,0,0,510768,25752
"G2901570","1890","Missouri","290","Perry","1570","Perry","34","1570",13237,492,471,400,0,0,0,0,0,0,0,0,0,3090979,201890
"G2901590","1890","Missouri","290","Pettis","1590","Pettis","34","1590",31151,2799,3008,2126,1,0,0,0,0,0,0,4,0,10484030,264310
"G2901610","1890","Missouri","290","Phelps","1610","Phelps","34","1610",12636,281,503,294,0,0,0,0,0,0,0,0,0,2012640,97050
"G2901630","1890","Missouri","290","Pike","1630","Pike","34","1630",26321,4919,5376,4195,1,0,0,0,0,0,1,0,0,8343100,270070
"G2901650","1890","Missouri","290","Platte","1650","Platte","34","1650",16248,1210,1630,1192,0,0,0,0,0,0,2,2,0,8789380,220610
"G2901670","1890","Missouri","290","Polk","1670","Polk","34","1670",20339,163,285,259,0,0,0,0,0,0,0,1,0,4465588,149140
"G2901690","1890","Missouri","290","Pulaski","1690","Pulaski","34","1690",9387,23,60,25,0,0,0,0,0,0,0,0,0,1359260,66280
"G2901710","1890","Missouri","290","Putnam","1710","Putnam","34","1710",15365,34,23,9,0,0,0,0,0,0,0,0,0,4379107,196800
"G2901730","1890","Missouri","290","Ralls","1730","Ralls","34","1730",12294,1077,1211,1255,0,0,0,0,0,0,1,0,0,5629990,183260
"G2901750","1890","Missouri","290","Randolph","1750","Randolph","34","1750",24893,2935,2811,2134,0,2,0,0,0,0,1,1,0,6271899,216600
"G2901770","1890","Missouri","290","Ray","1770","Ray","34","1770",24215,1749,1739,1833,4,0,0,1,0,0,1,0,0,7867210,249580
"G2901790","1890","Missouri","290","Reynolds","1790","Reynolds","34","1790",6803,19,14,11,0,0,0,0,0,0,0,0,0,698724,44870
"G2901810","1890","Missouri","290","Ripley","1810","Ripley","34","1810",8512,1,10,10,0,0,0,0,0,0,0,0,0,761820,46290
"G2901830","1890","Missouri","290","St Charles","1830","St Charles","34","1830",22977,2315,2411,1922,3,0,0,0,0,0,3,2,1,8394240,309980
"G2901850","1890","Missouri","290","St Clair","1850","St Clair","34","1850",16747,244,310,152,0,0,0,0,0,0,0,0,0,4466117,151540
