GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G4804690","1850","Texas","480","Victoria","4690","Victoria","49","4690",4072,130545,202310,11425,0,0,54110,0,0,0,270,420,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,6700,0
"G4804710","1850","Texas","480","Walker","4710","Walker","49","4710",11976,433885,422445,20977,0,0,102475,2565,0,0,873,95,2,20,17590,0,0,0,1985,0,8,0,0,0,0,0,0,0,0,0,6,0,540,1020
"G4804770","1850","Texas","480","Washington","4770","Washington","49","4770",19535,244382,649229,43732,57,10,161743,830,0,200,4008,1045,223,5162,23999,0,0,0,101300,0,111,1,0,0,0,0,0,0,0,0,9,0,0,8445
"G4804790","1850","Texas","480","Webb","4790","Webb","49","4790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804810","1850","Texas","480","Wharton","4810","Wharton","49","4810",7242,76305,281065,38925,0,0,103700,0,0,0,2892,60,5,175,35690,0,0,60,2235,0,0,0,0,0,0,0,0,0,0,0,317,0,11490,400
"G4804910","1850","Texas","480","Williamson","4910","Williamson","49","4910",4506,122105,245320,33388,753,60,57015,60,0,0,0,3499,80,441,2458,0,0,0,58950,6545,21,0,0,0,0,0,0,0,0,0,0,0,0,11690
"G4950115","1850","Utah Territory","495","Davis","0115","Davis","67","110",2115,5639,46169,10340,17675,50,2078,2585,0,0,0,1818,31,6982,0,209,46,0,16033,11910,636,0,0,50,0,0,0,0,0,0,0,0,0,0
"G4950235","1850","Utah Territory","495","Great Salt Lake","0235","Great Salt Lake","67","350",9296,7801,166581,40709,58492,160,5220,4906,0,70,0,5378,102,25859,60,1123,143,0,37592,9433,2205,2,0,0,0,0,0,0,0,0,0,58,0,10
"G4950295","1850","Utah Territory","495","Iron","0295","Iron","67","210",1325,1766,38855,5040,8948,0,663,1188,0,0,0,518,5,2530,0,198,0,0,3485,1535,312,0,0,0,0,0,500,5,0,0,0,0,0,0
"G4950535","1850","Utah Territory","495","Sanpete","0535","San Pete","67","390",592,712,4520,4667,3210,0,47,262,0,0,0,136,38,967,0,164,43,0,1973,550,439,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950615","1850","Utah Territory","495","Tooele","0615","Tooele","67","450",352,197,2160,1040,730,0,36,3,0,0,0,0,0,335,0,0,19,0,460,280,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950675","1850","Utah Territory","495","Utah","0675","Utah","67","490",2128,10591,47655,15336,13142,0,1460,1376,0,0,0,1207,111,5882,0,95,39,0,17970,4940,1127,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4950755","1850","Utah Territory","495","Weber","0755","Weber","67","570",525,3810,5859,7156,5505,0,395,580,0,0,0,165,2,1413,0,10,42,0,5796,2350,61,0,0,0,0,0,50,0,0,0,0,0,0,0
"G5000010","1850","Vermont","500","Addison","0010","Addison","6","10",243312,115287,7799257,256270,103434,20096,175478,211385,0,0,0,622594,26355,318421,0,149,15659,114,876771,817149,88793,5,1589,5962,0,0,1282,51,76,205263,0,650,0,40654
"G5000030","1850","Vermont","500","Bennington","0030","Bennington","6","30",138065,85760,3338756,131194,6973,17270,150920,177511,0,0,0,221679,3150,200013,0,3003,22797,7,502786,558494,54600,0,622,193,0,0,2522,132,0,220009,0,165,0,14814
"G5000050","1850","Vermont","500","Caledonia","0050","Caledonia","6","50",210474,151607,4751609,319559,62551,2090,96389,218735,0,0,0,136790,6419,565341,0,3658,14380,47,1206272,121602,59449,179,2991,1422,0,0,2365,113,0,854820,0,364,0,22863
"G5000070","1850","Vermont","500","Chittenden","0070","Chittenden","6","70",177707,104454,5624439,217343,36491,25566,198598,184752,0,0,0,185215,10390,383113,0,682,10003,303,838481,1663456,57407,2,619,0,0,0,968,26,4,242842,0,70,0,18319
"G5000090","1850","Vermont","500","Essex","0090","Essex","6","90",42993,52310,767185,61096,8826,1360,21931,45597,0,0,0,29614,2506,94124,0,1221,15400,0,292615,122321,14972,38,923,28250,0,0,855,11,0,145041,0,129,0,3855
"G5000110","1850","Vermont","500","Franklin","0110","Franklin","6","110",180843,127002,4284070,215418,55488,9138,137896,145840,0,0,0,209350,10255,258757,0,815,10095,0,1399455,1196660,78619,0,1050,1610,0,0,1052,33,0,684511,0,36,0,20536
"G5000130","1850","Vermont","500","Grand Isle","0130","Grand Isle","6","130",33171,15113,1189682,38993,31324,3986,23245,81027,0,0,0,70291,10469,31793,0,739,12142,0,93225,26793,6980,1,300,0,0,0,331,8,30,32665,0,0,0,4866
"G5000150","1850","Vermont","500","Lamoille","0150","Lamoille","6","150",76083,76070,1851471,107505,14466,6663,66017,90434,0,0,0,49053,4351,278252,0,629,10373,94,437110,213035,26973,9,587,15657,0,0,1293,41,0,427918,0,23,0,11501
"G5000170","1850","Vermont","500","Orange","0170","Orange","6","170",226257,120142,4807788,279641,58515,4853,70306,169587,0,0,0,81947,3723,407132,0,8974,15305,0,645160,68092,45288,39,1798,77605,0,0,660,140,0,656883,0,0,0,6461
"G5000190","1850","Vermont","500","Orleans","0190","Orleans","6","190",119377,127520,2492090,150114,52822,9740,176586,205457,0,0,0,248715,5658,599925,0,1861,28942,0,869042,428876,70549,206,609,23827,0,0,3752,158,15,532156,0,674,0,12438
"G5000210","1850","Vermont","500","Rutland","0210","Rutland","6","210",290392,154524,7972180,255240,25874,20598,258831,183706,0,0,0,623199,4220,416000,0,627,12051,19,1120814,1930047,103950,1,773,162,0,0,986,22,0,492664,0,0,0,37370
"G5000230","1850","Vermont","500","Washington","0230","Washington","6","230",165654,120239,3965385,165179,30580,10567,133477,208554,0,0,0,153843,4954,446551,0,865,10135,0,970368,437476,54959,37,767,12125,0,0,2730,31,0,765429,0,407,0,17299
"G5000250","1850","Vermont","500","Windham","0250","Windham","6","250",319558,99674,6301500,248874,8749,18302,210141,160393,0,0,0,179122,2279,338295,0,14124,7531,15,1144653,469728,84749,76,392,41510,0,0,518,10,1,470934,0,1360,0,7255
"G5000270","1850","Vermont","500","Windsor","0270","Windsor","6","270",377523,174711,8221815,292856,39862,26004,312581,224756,0,0,0,589305,9920,613297,0,4803,25006,60,1741228,667105,118865,167,1916,79700,0,0,1538,163,142,618222,0,2119,0,31191
"G5100010","1850","Virginia","510","Accomack","0010","Accomack","40","10",112942,110791,3746281,99989,13267,37,761636,449498,0,140,0,20029,8081,20866,143977,119,6,0,94216,52,0,0,1,2659,0,0,9159,876,1,0,0,0,0,10060
"G5100030","1850","Virginia","510","Albemarle","0030","Albemarle","40","30",220467,169154,5370831,119200,278575,525,798354,191549,0,1456300,0,50407,3788,25229,10103,0,0,0,164882,0,4328,51,0,0,0,0,9215,797,0,0,0,0,0,8231
"G5100035","1850","Virginia","510","Alexandria","0035","Alexandria","40","130",6092,6021,413210,12455,6238,1738,28380,6312,0,0,0,0,20,10130,0,75,111,0,13770,0,912,0,0,0,0,0,0,0,0,0,0,0,0,100
"G5100050","1850","Virginia","510","Alleghany","0050","Alleghany","40","50",20184,68464,519592,15797,16937,2504,88426,42210,0,19216,0,7207,344,3775,116,4,1139,6,29712,852,1211,30,52,121,0,0,3434,199,12,8933,0,359,0,3097
"G5100070","1850","Virginia","510","Amelia","0070","Amelia","40","70",109109,83878,1411032,54791,109960,0,250251,70074,0,1786788,15,19790,3810,6671,10261,0,0,0,56790,0,182,12,606,1006,0,0,1386,7,0,0,0,0,0,2628
"G5100090","1850","Virginia","510","Amherst","0090","Amherst","40","90",110150,116486,1833563,57275,122088,2889,358183,94262,0,948261,0,9550,2103,15601,1132,33,486,32,84968,50,724,55,38,17,5,0,3507,109,0,0,0,0,0,3442
"G5100110","1850","Virginia","510","Appomattox","0110","Appomattox","40","110",198016,79775,1008889,42884,76345,32,186855,92116,0,964100,36,14652,1532,10258,9978,0,129,3,83299,0,824,3,52,0,0,0,14034,731,0,0,0,0,0,5093
"G5100150","1850","Virginia","510","Augusta","0150","Augusta","40","150",178695,155981,7033273,230134,419006,28104,505800,250026,0,0,0,42004,171,24386,3,1396,2461,165,275483,12094,15285,4781,607,142,0,0,11771,781,0,380,0,28,0,2884
"G5100155","1850","Virginia","510","Barbour","0155","Barbour","40","155",57731,138469,1757362,31471,38110,2958,209673,51993,0,400,0,33264,5237,8555,1168,49,3965,100,147649,8644,9916,13,16,2,0,0,33063,1549,2,70454,0,2536,0,10328
"G5100170","1850","Virginia","510","Bath","0170","Bath","40","170",28879,105615,692346,20506,17502,4912,73671,42676,0,0,0,12271,0,4745,0,0,1591,23,36120,340,3853,0,6,0,0,0,4130,271,0,6188,0,6,0,4779
"G5100190","1850","Virginia","510","Bedford","0190","Bedford","40","190",219172,219666,3213072,120681,178990,2338,602262,294852,0,1955436,8,27614,12656,32373,24952,57,796,103,238233,3151,3950,424,507,264,0,0,29244,1575,52,0,0,0,0,18971
"G5100195","1850","Virginia","510","Berkeley","0195","Berkeley","40","195",96594,44587,3618370,97245,356234,3294,171686,50531,0,0,0,34517,0,5235,0,60,0,0,157850,2301,6667,700,253,0,0,0,0,0,0,0,0,0,0,0
"G5100215","1850","Virginia","510","Boone","0215","Boone","40","215",11673,127822,254250,9073,3215,171,134040,19185,0,8019,0,6619,2863,3884,7934,0,119,0,33996,60,110,0,0,0,0,0,16299,596,0,4227,0,195,0,25763
"G5100230","1850","Virginia","510","Botetourt","0230","Botetourt","40","230",83443,121559,1802618,72600,121694,5807,368141,154063,0,156183,0,22081,69,13609,2506,10,1913,0,140885,4362,5531,1770,202,0,3,2,42521,650,0,140,0,0,0,4725
"G5100233","1850","Virginia","510","Braxton","0233","Braxton","40","235",16111,904332,1287282,28030,9062,565,137120,27769,0,3743,0,13479,2222,4356,3506,1,509,0,72407,1652,796,3,58,53,0,0,7699,967,41,17721,0,654,0,4348
"G5100237","1850","Virginia","510","Brooke","0237","Brooke","40","245",33811,18630,1279368,37223,65516,498,150571,51729,0,0,0,123572,0,9885,13,2546,20,0,88608,2786,4755,29,169,0,0,0,0,0,0,2153,0,684,0,2854
"G5100250","1850","Virginia","510","Brunswick","0250","Brunswick","40","250",177196,117772,1034422,63526,79287,59,394200,98782,0,2155017,108,17253,4099,9993,34959,0,0,0,80089,0,2889,5,10,13,0,0,180,0,5,0,0,0,0,3607
"G5100290","1850","Virginia","510","Buckingham","0290","Buckingham","40","290",141536,166342,1991262,71889,133819,250,304711,117091,0,2342987,2,24077,4143,17108,13425,0,332,15,83480,0,525,8,80,122,0,0,9434,592,0,0,0,0,0,4224
"G5100293","1850","Virginia","510","Cabell","0293","Cabell","40","295",27326,83312,744448,20053,11559,124,281826,44912,0,8947,0,11264,1802,10413,4990,0,172,0,44913,703,912,20,12,26,0,0,2833,197,0,5464,0,374,0,3823
"G5100310","1850","Virginia","510","Campbell","0310","Campbell","40","310",122912,158227,2368184,84420,100500,455,339267,167254,0,2534730,6,20275,7915,19628,21116,0,30,0,94552,0,2168,20,960,5,0,0,13063,0,0,0,0,0,0,20068
"G5100330","1850","Virginia","510","Caroline","0330","Caroline","40","330",187647,127547,2700568,85879,173353,280,629994,43757,0,663155,89,18312,7548,12372,22809,0,52,0,71242,28,231,16,0,90,23,0,0,0,0,0,0,0,0,6097
"G5100350","1850","Virginia","510","Carroll","0350","Carroll","40","350",39161,135292,495858,19903,11578,6431,132189,82847,0,5526,0,15357,408,3675,795,399,4973,0,56178,5529,2715,57,38,28,0,0,15285,1221,0,71,0,9,0,10854
"G5100360","1850","Virginia","510","Charles City","0360","Charles City","40","360",36124,49796,885252,29424,81229,0,178940,26536,0,0,2,5144,1164,2461,3061,0,20,5,24065,0,1045,0,0,45,0,0,0,0,0,0,0,0,0,0
"G5100370","1850","Virginia","510","Charlotte","0370","Charlotte","40","370",155613,142248,2482923,68865,85653,0,372867,171872,0,3868040,0,25755,5831,11230,28136,0,10,2,69606,65,1043,14,2729,143,0,0,16090,520,8,0,0,0,0,10235
"G5100410","1850","Virginia","510","Chesterfield","0410","Chesterfield","40","410",87180,103933,1500933,61353,95875,275,333938,116690,0,218562,212,10880,3646,11638,10475,50,81,0,73044,0,2892,573,35,96,0,0,85,0,0,0,0,0,0,275
"G5100430","1850","Virginia","510","Clarke","0430","Clarke","40","430",60275,23946,3111228,80706,306210,500,166897,36915,0,0,0,42595,61,7523,0,450,35,205,75314,2295,2236,535,132,71,0,0,40,0,0,0,0,0,0,8228
"G5100470","1850","Virginia","510","Culpeper","0470","Culpeper","40","470",135366,78374,2898534,102963,191395,2332,359670,62599,0,2562,0,45444,1690,13503,2371,0,226,0,96514,290,3472,25,321,44,0,0,13577,917,0,0,0,0,0,5414
"G5100490","1850","Virginia","510","Cumberland","0490","Cumberland","40","490",94153,83630,1510498,46030,118616,0,220535,69870,0,2476135,0,18610,5421,10715,10896,0,0,0,60884,0,67,1,25,0,0,0,12130,8,0,0,0,0,0,270
"G5100530","1850","Virginia","510","Dinwiddie","0530","Dinwiddie","40","530",102517,192529,1450785,54274,60275,140,304556,97377,0,1782521,4,11235,4233,12644,25248,0,253,5,80941,0,576,5,0,304,0,0,3,0,0,0,0,0,0,2265
"G5100533","1850","Virginia","510","Doddridge","0533","Doddridge","40","535",10343,60606,271922,9691,2757,324,59423,13398,0,1690,0,7192,667,2707,588,0,970,0,35200,989,1860,0,89,166,0,0,4912,138,0,9912,0,560,0,2204
"G5100550","1850","Virginia","510","Elizabeth City","0550","Elizabeth City","40","550",16909,15067,659415,17409,22188,30,87295,17754,0,0,0,2032,1732,3022,42579,0,1,0,18971,0,704,13,0,7,0,0,0,0,0,0,0,0,0,0
"G5100570","1850","Virginia","510","Essex","0570","Essex","40","570",93223,59797,1897664,44204,104840,0,391895,8960,0,999,191,14260,11777,4625,7585,0,0,0,57747,0,782,14,28,10,0,0,0,0,0,0,0,0,0,387
"G5100590","1850","Virginia","510","Fairfax","0590","Fairfax","40","590",82694,96650,2265023,80296,56156,5860,207531,76798,0,0,0,16302,503,27971,210,442,5153,60,122758,22115,4420,113,68,21,0,0,0,0,0,0,0,0,0,2544
"G5100610","1850","Virginia","510","Fauquier","0610","Fauquier","40","610",247297,130206,5976203,172592,386324,4051,562959,123458,0,2565,0,72825,1087,25292,2288,0,1110,383,210711,89859,8523,0,244,326,0,0,9079,573,0,0,0,0,0,21304
"G5100615","1850","Virginia","510","Fayette","0615","Fayette","40","615",19912,116293,489935,16055,8414,1718,111064,56037,0,170,0,10862,22,2453,1591,0,1417,0,56409,260,950,270,2,0,1,0,3392,648,16,4705,0,45,0,7062
"G5100630","1850","Virginia","510","Floyd","0630","Floyd","40","630",34398,94494,578414,26793,23992,8516,104630,92654,0,14624,0,13015,1219,3129,565,0,7963,11,59804,4679,3326,0,78,430,0,0,16348,1131,0,34,0,0,0,7901
"G5100650","1850","Virginia","510","Fluvanna","0650","Fluvanna","40","650",61304,80223,1377103,53953,92657,110,200174,62027,0,1054974,0,11075,251,8614,5942,0,15,0,45229,0,420,208,3,5,0,0,465,136,0,0,0,0,0,0
"G5100670","1850","Virginia","510","Franklin","0670","Franklin","40","670",126269,225598,1652467,52791,76831,4287,431408,187792,0,1125404,0,13952,1893,19745,15988,33,865,0,126197,446,1260,218,121,150,5,0,22625,2667,0,0,0,45,0,13597
"G5100690","1850","Virginia","510","Frederick","0690","Frederick","40","690",126972,111965,3784400,118807,311060,5257,199242,50701,0,0,0,38040,168,13637,5,179,2025,30,193394,5482,6433,440,762,117,0,0,786,109,0,360,0,27,0,12892
"G5100710","1850","Virginia","510","Giles","0710","Giles","40","710",45935,167842,844088,37930,38565,7775,204720,68494,0,1022,0,23591,238,4195,713,0,4883,21,83120,5624,1960,0,561,55,0,0,19997,1277,0,10298,0,549,0,13327
"G5100715","1850","Virginia","510","Gilmer","0715","Gilmer","40","715",10746,75440,299361,10528,5652,450,117990,22085,0,4961,0,7277,515,2367,1951,0,1034,0,33277,830,1023,7,110,32,0,0,8152,295,0,19185,0,601,0,6649
"G5100730","1850","Virginia","510","Gloucester","0730","Gloucester","40","730",64515,60111,1526584,52810,65551,57,336063,37069,0,575,62,11934,7057,10696,19967,795,0,0,63588,0,4095,0,0,354,0,0,0,0,0,0,0,0,0,1480
"G5100750","1850","Virginia","510","Goochland","0750","Goochland","40","750",76971,83747,2035643,59228,141969,223,276338,104018,0,924208,1,12014,5087,15239,7933,0,31,10,53503,30,1032,0,34,299,0,0,342,11,0,0,0,0,0,2708
"G5100770","1850","Virginia","510","Grayson","0770","Grayson","40","770",42200,136301,571191,33336,17127,18271,177266,110770,0,0,0,28169,392,1889,235,242,8506,0,81707,4897,3522,135,29,0,0,0,20980,1266,0,0,0,0,0,7212
"G5100775","1850","Virginia","510","Greenbrier","0775","Greenbrier","40","775",97917,250631,2352596,48858,47778,9081,182119,124158,0,0,0,42574,87,7223,235,437,2293,7,116938,9803,6359,228,205,17,0,6,10931,518,2,93313,0,2842,0,9345
"G5100790","1850","Virginia","510","Greene","0790","Greene","40","790",37998,39385,692422,27472,42416,5133,137293,23365,0,200714,0,6783,458,5601,1686,0,467,155,30820,90,521,33,36,150,6,0,4471,533,0,0,0,0,0,1750
"G5100810","1850","Virginia","510","Greensville","0810","Greensville","40","810",74906,82066,408518,18655,17619,66,211537,16540,0,138000,715,5667,8837,3123,21796,0,0,0,17319,0,1244,0,0,0,0,0,0,0,0,0,0,0,0,208
"G5100830","1850","Virginia","510","Halifax","0830","Halifax","40","830",242758,210291,3329238,91752,146769,467,649896,365182,0,6485762,26,32708,13913,20043,75015,0,105,10,140928,0,304,45,505,169,0,0,6521,45,0,0,0,0,0,8005
"G5100833","1850","Virginia","510","Hampshire","0833","Hampshire","40","835",136288,294871,2984190,115473,177343,23351,292252,84118,0,0,0,45346,10,19353,38,26,9676,105,248467,9934,8996,234,530,0,0,0,10870,435,0,15346,0,712,0,21705
"G5100837","1850","Virginia","510","Hancock","0837","Hancock","40","845",26877,22862,1148840,32672,52413,5196,52392,52444,0,0,0,63666,65,10598,45,4166,4900,0,75966,0,2859,74,203,0,0,0,590,25,0,553,0,85,0,3737
"G5100850","1850","Virginia","510","Hanover","0850","Hanover","40","850",188064,99998,2005259,85170,157388,20,377616,94186,0,404550,20,15993,4894,11528,35310,0,45,0,78316,0,1616,1,196,21,0,0,0,0,0,0,0,0,0,905
"G5100853","1850","Virginia","510","Hardy","0853","Hardy","40","855",100861,245588,2556716,71744,85225,9839,327846,28272,0,1197,0,32176,198,13033,252,3,3288,89,119686,6099,6362,135,288,206,3,0,6620,538,0,52659,0,2246,0,15902
"G5100857","1850","Virginia","510","Harrison","0857","Harrison","40","865",87533,143613,2184971,52970,47662,2660,277585,87453,0,4473,0,31974,1875,11144,1757,86,1361,20,173006,9592,8928,87,316,13,0,0,14128,808,3,31839,0,1431,0,7558
"G5100870","1850","Virginia","510","Henrico","0870","Henrico","40","870",53617,53804,2601202,72786,113044,1150,266011,83832,0,400,338,3615,2909,24435,10285,0,18,207,66615,0,2196,2,204,100,0,0,0,0,0,0,0,0,0,750
"G5100890","1850","Virginia","510","Henry","0890","Henry","40","890",61539,96409,794407,25663,29704,2347,232311,60240,0,1013079,1,7349,1428,10662,12186,0,62,3,38880,10,19,7,53,80,0,0,7683,472,9,0,0,0,0,5799
"G5100910","1850","Virginia","510","Highland","0910","Highland","40","910",43699,163473,1230446,26692,22456,7741,54241,34644,0,164,0,26662,903,4059,0,0,6214,5,83067,4904,6354,25,27,53,3,0,16845,387,0,56221,0,1910,0,10262
"G5100930","1850","Virginia","510","Isle Of Wight","0930","Isle Of Wight","40","930",65925,92901,945102,37637,3799,124,315699,12694,205,44,9,7904,31319,10930,89713,0,0,145,33202,132,29,0,0,128,0,30,1276,24,0,0,0,0,0,3622
"G5100935","1850","Virginia","510","Jackson","0935","Jackson","40","935",28384,255539,836512,29745,16630,1072,257242,43324,0,7832,0,31028,71,13813,1827,46,3181,0,98561,0,1954,0,0,0,0,0,13617,160,196,18826,0,459,0,1622
"G5100950","1850","Virginia","510","James City","0950","James City","40","950",21251,44132,547001,14930,25476,0,102430,22040,0,0,0,2197,300,2789,5730,0,0,0,17785,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24
"G5100953","1850","Virginia","510","Jefferson","0953","Jefferson","40","955",81087,29716,5264388,128283,472008,7702,287395,21236,0,0,0,47456,127,13819,0,90,56,30,130198,30,5558,570,213,60,0,0,0,0,0,0,0,0,0,2531
"G5100957","1850","Virginia","510","Kanawha","0957","Kanawha","40","965",32771,266317,1030917,39010,25074,643,352995,58596,0,5627,0,15171,1158,10712,7021,0,394,0,49523,40,2014,0,36,29,1,0,9445,362,1,5188,0,0,0,6761
"G5100970","1850","Virginia","510","King And Queen","0970","King And Queen","40","970",93589,89917,1287950,31643,68755,18,376986,13150,0,7600,26,11034,7187,4933,11603,0,0,0,48883,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1849
"G5100990","1850","Virginia","510","King George","0990","King George","40","990",59385,39927,1081994,35202,76707,449,241900,9732,0,0,0,12306,411,3591,2007,0,0,0,40090,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
"G5101010","1850","Virginia","510","King William","1010","King William","40","1010",84639,66803,1458110,39725,108819,1110,353685,19860,0,0,42,10271,5892,4834,8700,0,55,0,32580,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2190
"G5101030","1850","Virginia","510","Lancaster","1030","Lancaster","40","1030",30037,31436,686513,15486,24424,61,120530,9615,0,0,7,3343,958,3852,10857,0,0,0,17335,0,8,0,0,0,0,0,0,0,0,0,0,0,0,115
"G5101050","1850","Virginia","510","Lee","1050","Lee","40","1050",54844,206030,1103087,30341,20243,2999,485625,107030,0,5131,0,21257,3309,6213,14062,0,508,0,91167,9213,1407,69,101,0,0,0,28501,1189,0,17760,0,394,0,16196
"G5101053","1850","Virginia","510","Lewis","1053","Lewis","40","1055",48152,126827,1133510,33233,31056,2632,235675,48028,0,8800,0,24238,0,7983,1963,0,1652,0,96862,11957,9190,19,128,60,0,0,17069,779,0,38341,0,1180,0,6823
"G5101057","1850","Virginia","510","Logan","1057","Logan","40","1065",12887,112853,275487,7478,1588,207,154943,20014,0,8353,0,8202,545,3160,9921,7,84,0,31374,241,129,0,9,0,0,0,2936,68,0,3677,0,42,0,13989
"G5101070","1850","Virginia","510","Loudoun","1070","Loudoun","40","1070",208454,86221,8349371,195794,563930,8633,749428,117055,0,0,0,60228,920,21735,115,75,3751,3,422021,12120,11990,338,182,26,0,0,1213,268,2,0,0,0,0,17073
"G5101090","1850","Virginia","510","Louisa","1090","Louisa","40","1090",185649,108645,2534084,94546,199521,172,377288,100487,0,1584285,0,23427,4719,16639,14256,0,0,530,89445,0,1604,0,0,0,0,0,0,0,0,0,0,0,0,150
"G5101110","1850","Virginia","510","Lunenburg","1110","Lunenburg","40","1110",114862,123778,1026166,36420,49960,0,240065,106545,0,2284668,4,15689,3888,5999,13747,0,0,14,53268,30,8,1,100,5,0,0,2928,461,16,0,0,0,0,2855
"G5101130","1850","Virginia","510","Madison","1130","Madison","40","1130",111138,110870,2089467,81371,136684,10155,343448,21890,0,51300,0,17391,1438,12748,5168,0,241,797,81184,0,1667,161,245,148,1,0,6871,954,0,90,0,0,0,1430
"G5101133","1850","Virginia","510","Marion","1133","Marion","40","1141",60641,88265,1602410,44369,48469,2141,167071,93095,0,1096,0,34916,741,5586,2106,55,2029,0,144409,6030,6125,35,211,69,0,0,17548,889,0,45304,0,2117,0,9607
