GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ADI001,ADI002,ADJ001,ADJ002,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G2801110","1850","Mississippi","280","Perry","1110","Perry","46","1110",6768,32690,74900,20336,0,9,58360,1705,88000,100,388,2799,6428,270,44980,0,0,0,15310,690,0,0,0,0,0,0,0,0,0,0,150,0,230,12110
"G2801130","1850","Mississippi","280","Pike","1130","Pike","46","1130",43286,70650,388524,60190,0,51,245751,27366,290550,183,4128,12440,6841,126,64040,0,0,0,48315,349,39,0,0,0,0,0,0,0,0,0,0,0,914,5567
"G2801150","1850","Mississippi","280","Pontotoc","1150","Pontotoc","46","1150",77078,163484,1097834,128230,8339,328,667012,30331,32131,2761,9017,9702,3546,2297,116371,6,0,0,129660,370,0,0,0,0,0,0,0,0,0,0,0,0,0,8484
"G2801210","1850","Mississippi","280","Rankin","1210","Rankin","46","1210",37199,101305,564190,55133,0,0,217673,11626,66105,0,2676,3390,8000,1467,68206,0,0,0,53664,370,67,0,0,0,0,0,0,0,0,0,0,0,0,12893
"G2801230","1850","Mississippi","280","Scott","1230","Scott","46","1230",14656,32855,147347,18001,0,0,95500,3865,57590,0,881,4470,808,35,34367,0,0,0,14008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3555
"G2801270","1850","Mississippi","280","Simpson","1270","Simpson","46","1270",23152,52147,211988,49327,113,2,165099,6199,83207,373,1851,6228,21589,672,40280,5,0,0,24962,1181,1,0,0,0,0,0,0,0,0,0,0,0,235,6563
"G2801290","1850","Mississippi","280","Smith","1290","Smith","46","1290",13348,36105,108502,28782,212,103,128641,8251,36195,595,1111,4898,3527,660,46450,0,0,30,25171,449,3,0,0,12,0,0,0,0,0,0,100,0,508,10618
"G2801330","1850","Mississippi","280","Sunflower","1330","Sunflower","46","1330",5966,22322,200140,14959,0,0,33390,0,0,1300,1900,0,0,0,9410,0,0,0,5655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801350","1850","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",27372,48462,451190,63399,203,12,190930,10962,282,520,4977,1526,9703,3836,38052,4,0,0,29139,25,3,0,2,39,0,0,0,0,0,0,0,0,0,4528
"G2801390","1850","Mississippi","280","Tippah","1390","Tippah","46","1390",102770,282543,1383250,139485,22011,475,865131,83440,32333,7593,12098,21113,9484,7915,125675,0,0,0,216022,442,3,0,0,0,0,0,100,5,0,0,0,0,0,2793
"G2801410","1850","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",59450,263274,840385,75083,8559,358,526769,50704,10600,820,3945,15534,8578,9566,73990,48,0,0,132382,518,13,0,8,0,5,0,95,3,0,0,0,0,0,7504
"G2801430","1850","Mississippi","280","Tunica","1430","Tunica","46","1430",6015,24374,267770,14997,0,50,94735,680,50,0,717,410,368,2768,7270,0,0,0,8825,30,23,0,0,0,0,0,0,0,0,0,0,0,0,950
"G2801490","1850","Mississippi","280","Warren","1490","Warren","46","1490",78472,134825,1965210,276837,0,0,451875,7790,580,900,18513,18385,23319,20630,71374,0,0,0,88664,0,320,0,0,81,0,0,0,0,0,0,0,0,0,10665
"G2801510","1850","Mississippi","280","Washington","1510","Washington","46","1510",59126,97780,3296875,296830,0,0,424600,1400,0,500,26178,9664,13433,10060,22315,0,0,0,17710,0,15,0,0,25,0,0,0,0,0,0,0,0,0,0
"G2801530","1850","Mississippi","280","Wayne","1530","Wayne","46","1530",12359,30898,126896,15838,0,0,84280,580,6300,0,1217,0,0,0,37605,0,0,0,7510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2801570","1850","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",96630,149611,1829803,73189,0,0,504795,19450,17690,0,26381,15596,13069,740,33720,0,0,0,10965,0,150,0,0,0,0,0,0,0,0,0,0,0,0,425
"G2801590","1850","Mississippi","280","Winston","1590","Winston","46","1590",40627,120045,436626,67198,6235,269,326408,34221,44394,598,3091,10305,8900,2213,87173,0,0,0,100409,460,0,0,0,0,0,0,0,0,0,0,0,0,0,18249
"G2801610","1850","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",98606,248669,1218424,158524,3313,347,640775,59335,5135,0,14314,16131,65824,5263,135424,0,0,8,173701,200,0,0,0,0,0,0,0,0,0,0,0,0,200,3320
"G2801630","1850","Mississippi","280","Yazoo","1630","Yazoo","46","1630",107298,167860,1831839,145892,0,36,556505,30270,16210,0,22052,13272,41140,10014,128272,0,0,0,59633,0,42,0,0,0,0,0,0,0,0,0,0,0,0,5548
"G2900010","1850","Missouri","290","Adair","0010","Adair","34","10",12273,31808,137143,13788,5801,530,141370,11157,0,0,0,7287,13,0,3815,0,548,1,32605,820,231,0,0,0,0,0,2238,6,0,7303,0,126,0,11879
"G2900030","1850","Missouri","290","Andrew","0030","Andrew","34","30",40447,114951,1337583,60749,109547,390,518795,59293,0,9443,0,25969,25,11364,3922,1742,250,0,117079,4851,2478,24,91,0,475,0,9432,104,40,4762,0,240,0,29893
"G2900050","1850","Missouri","290","Atchison","0050","Atchison","34","50",6477,30204,163595,13216,15577,324,149387,9773,0,0,0,4424,0,1582,12,0,45,0,350,0,24,0,0,0,5,0,862,5,0,0,0,0,0,5652
"G2900070","1850","Missouri","290","Audrain","0070","Audrain","34","70",31731,52767,345030,25674,11448,0,285186,76022,0,144380,0,14084,0,8934,2207,0,0,0,61044,0,1092,0,0,0,0,0,13250,0,0,0,0,0,0,0
"G2900090","1850","Missouri","290","Barry","0090","Barry","34","90",11563,14910,154319,18678,13166,159,194525,23324,0,500,0,7263,317,5301,4382,0,0,10,28109,787,154,1,3,0,0,0,2323,9,0,1019,0,0,0,2939
"G2900130","1850","Missouri","290","Bates","0130","Bates","34","130",20828,27660,174331,28253,8614,16,120340,49035,0,4590,0,12836,346,6738,1481,17,60,10,47962,2295,859,3,0,0,0,0,2800,72,0,100,0,0,0,16863
"G2900150","1850","Missouri","290","Benton","0150","Benton","34","150",18940,54823,246688,30262,11072,0,154965,39415,0,7850,0,12502,69,4289,2155,14,247,0,65843,4000,597,33,10,0,0,0,2554,53,0,477,0,90,0,6522
"G2900190","1850","Missouri","290","Boone","0190","Boone","34","190",104163,182459,1743425,91276,70163,4941,1001983,80543,0,584949,0,55725,1676,16791,5072,67,477,170,151678,2500,4812,129,290,17,51,0,21695,643,11,20020,0,914,0,11599
"G2900210","1850","Missouri","290","Buchanan","0210","Buchanan","34","210",56897,133359,2522286,84295,121682,300,1935713,56549,60,300,0,30073,407,15153,1564,35,245,0,182961,500,1075,0,106,0,1894,0,620,0,0,385,0,0,0,32300
"G2900230","1850","Missouri","290","Butler","0230","Butler","34","230",4950,12094,38365,6400,2337,10,55800,3058,0,1050,0,1558,87,1562,811,0,0,0,10308,255,7,0,0,0,0,0,440,11,0,1820,0,15,0,406
"G2900250","1850","Missouri","290","Caldwell","0250","Caldwell","34","250",14707,36837,233491,19585,12734,0,16135,45740,0,760,0,13691,16,3043,526,0,155,0,9965,7400,1015,0,0,0,20,0,2000,110,2,0,0,0,0,9886
"G2900270","1850","Missouri","290","Callaway","0270","Callaway","34","270",92616,220494,1575450,79844,50178,790,811855,184418,0,886800,0,56019,260,17718,7878,0,191,15,177369,2115,4943,23,8,15,45,0,25035,760,0,9215,0,456,0,6623
"G2900290","1850","Missouri","290","Camden","0290","Camden","34","290",20305,34440,240732,24934,22241,235,256054,45176,0,11800,0,17253,44,7258,4888,0,51,0,74015,1954,219,4,2,0,3,0,6980,26,0,245,0,0,0,1650
"G2900310","1850","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",53356,119222,872874,79556,52640,166,510730,65677,0,32055,0,20001,642,15267,10089,44,265,5,121512,1810,608,16,2,10,0,0,1693,54,0,11027,0,254,0,3554
"G2900330","1850","Missouri","290","Carroll","0330","Carroll","34","330",22437,68299,429974,31249,26452,170,311675,34055,80,289869,0,13668,86,6599,1574,0,100,0,81962,1487,231,3,12,0,300,0,1779,33,30,0,0,0,0,20821
"G2900370","1850","Missouri","290","Cass","0370","Cass","34","370",34800,85898,518741,39063,13524,29,300976,65113,0,5353,0,18475,318,7482,1968,0,0,0,59090,3555,1610,0,53,1,1,0,2048,59,0,0,0,0,0,22024
"G2900390","1850","Missouri","290","Cedar","0390","Cedar","34","390",13176,22563,162846,16012,9067,15,147225,45769,0,3080,0,9456,49,4776,3670,42,16,9,57487,1389,202,0,0,20,0,0,4277,140,0,0,0,0,0,10028
"G2900410","1850","Missouri","290","Chariton","0410","Chariton","34","410",34651,94054,702733,47101,14592,277,377397,34170,0,2667908,0,15779,696,10422,2249,75,139,44,77592,557,730,6,52,3,169,1,3213,37,0,0,0,0,0,27000
"G2900450","1850","Missouri","290","Clark","0450","Clark","34","450",30450,78135,725698,40242,48936,2339,320970,50896,0,700,0,15839,14,6740,302,221,1401,0,105111,3900,2023,22,172,8,29,0,5903,102,26,955,0,26,0,23018
"G2900470","1850","Missouri","290","Clay","0470","Clay","34","470",71905,142661,1927268,106991,50890,2018,834830,112027,0,20050,0,41461,2714,18338,8536,10,49,0,118230,3942,2959,34,14,0,1274,14,8497,381,4,3900,0,119,0,11891
"G2900490","1850","Missouri","290","Clinton","0490","Clinton","34","490",26244,85217,800204,34604,22363,234,299070,48469,0,6850,0,14672,43,5591,1683,0,52,0,52596,2090,1585,0,31,0,193,0,6276,50,5,930,0,40,0,9303
"G2900510","1850","Missouri","290","Cole","0510","Cole","34","510",26450,70204,515115,32354,31262,182,220173,43769,0,43150,0,14126,55,11437,3234,620,694,2020,78320,280,1314,2,4,0,11,0,5129,32,0,0,0,0,0,470
"G2900530","1850","Missouri","290","Cooper","0530","Cooper","34","530",73880,153888,1441056,80015,92666,160,997870,123840,0,127800,0,42292,632,20723,4628,62,171,10,171879,1617,3800,34,403,960,26,13,9835,325,0,300,0,0,0,12153
"G2900550","1850","Missouri","290","Crawford","0550","Crawford","34","550",26912,39564,278175,38492,26482,402,297133,48440,0,44847,0,15212,812,10681,4820,23,250,0,68354,2289,597,0,10,0,0,2,3165,67,0,2492,0,250,0,2740
"G2900570","1850","Missouri","290","Dade","0570","Dade","34","570",21463,36850,218017,34077,11371,43,325958,105545,0,10607,0,12335,345,7287,6289,0,87,6,67751,3455,588,0,30,64,125,0,22862,99,0,100,0,0,0,16339
"G2900590","1850","Missouri","290","Dallas","0590","Dallas","34","590",16414,17589,154905,16821,8858,71,187580,65795,560,2050,0,8903,68,4941,3775,0,0,0,45576,1437,155,0,16,0,0,0,12340,63,0,435,0,0,0,3848
"G2900610","1850","Missouri","290","Daviess","0610","Daviess","34","610",17919,64422,324785,21881,19168,160,212536,45936,0,1775,0,14015,223,3329,1187,30,76,0,2200,452,742,2,29,0,12,0,2962,27,0,0,0,0,0,27246
"G2900630","1850","Missouri","290","DeKalb","0630","De Kalb","34","630",8852,36042,196889,13817,11731,0,103865,13547,0,1000,0,9178,10,2754,632,18,162,0,30375,1793,108,0,0,0,13,0,1204,25,0,0,0,0,0,15335
"G2900655","1850","Missouri","290","Dodge","0655","Dodge","34","655",4106,22547,65767,8898,1770,417,75208,5325,0,1388,0,4092,21,1609,83,0,32,0,16267,371,87,0,1,0,0,0,1343,16,0,7880,0,92,0,14111
"G2900690","1850","Missouri","290","Dunklin","0690","Dunklin","34","690",3062,3975,38455,6000,215,20,77360,2776,0,0,0,917,240,1690,3896,0,0,0,27845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22235
"G2900710","1850","Missouri","290","Franklin","0710","Franklin","34","710",42674,171269,1018198,55832,51960,0,521382,72103,0,656821,0,19514,187,21705,3309,31,1099,25,65853,2250,1067,0,15,0,0,0,7249,154,0,530,0,5,0,1030
"G2900730","1850","Missouri","290","Gasconade","0730","Gasconade","34","730",14114,37013,214102,16321,20427,424,190913,26269,0,2000,0,5081,0,11824,649,924,293,5228,57896,348,334,0,0,2,0,0,1710,58,0,60,0,0,0,134
"G2900750","1850","Missouri","290","Gentry","0750","Gentry","34","750",14246,35354,208101,21176,17045,60,160523,23864,0,8117,0,11582,0,3158,1277,10,98,0,54561,2825,1191,0,41,4,6,0,5866,57,0,50,0,0,0,24845
"G2900770","1850","Missouri","290","Greene","0770","Greene","34","770",61124,109613,698745,113772,61306,776,1010987,288769,0,63830,0,39216,6467,26387,18599,231,23,500,306757,9715,900,0,0,10,0,0,6385,142,0,300,0,0,0,134802
"G2900790","1850","Missouri","290","Grundy","0790","Grundy","34","790",13639,46295,187653,12605,10902,121,152770,28136,0,26935,0,11828,75,2594,242,0,0,0,19350,550,201,0,0,0,0,0,435,0,0,1330,0,88,0,22212
"G2900810","1850","Missouri","290","Harrison","0810","Harrison","34","810",6447,16999,99176,7384,4120,30,80980,16234,0,900,0,5466,39,1353,628,0,37,0,16482,575,464,0,11,0,0,0,2896,27,0,5510,0,80,0,16586
"G2900830","1850","Missouri","290","Henry","0830","Henry","34","830",24657,67739,296619,27350,5684,180,184650,53257,0,30,0,13689,0,3621,1708,0,145,80,3281,45,892,0,0,0,0,0,6981,74,0,0,0,0,0,25106
"G2900850","1850","Missouri","290","Hickory","0850","Hickory","34","850",6827,21030,101301,10040,4278,0,79212,28212,0,0,0,6048,101,2104,1463,0,0,0,26395,770,542,0,0,0,0,0,7385,16,0,0,0,0,0,4959
"G2900870","1850","Missouri","290","Holt","0870","Holt","34","870",16640,65693,211112,27442,48355,115,240327,11423,0,2100,0,11607,12,2836,367,0,43,0,42716,4219,870,1,65,0,78,16,0,2,0,0,0,0,0,6873
"G2900890","1850","Missouri","290","Howard","0890","Howard","34","890",110880,305810,3446710,223213,114196,2046,939048,97534,0,3188122,0,48590,7405,37744,17975,317,204,329,229645,3470,5401,43,266,59,904,0,16948,1403,24,6230,0,287,0,7379
"G2900950","1850","Missouri","290","Jackson","0950","Jackson","34","950",49619,129688,1723995,84985,55856,15,938309,124363,0,38920,0,30027,323,18041,6534,85,90,83,139622,1885,798,0,80,0,361,0,1443,276,0,0,0,0,0,4253
"G2900970","1850","Missouri","290","Jasper","0970","Jasper","34","970",22612,43838,296148,29086,16909,95,275116,63265,0,6163,0,11775,59,5280,1860,135,0,0,55025,1896,201,0,26,0,0,0,5373,154,0,258,0,0,0,18332
"G2900990","1850","Missouri","290","Jefferson","0990","Jefferson","34","990",24160,94924,570920,32517,17322,241,289116,35441,0,800,0,7503,351,15474,2171,167,201,0,41454,995,751,0,14,315,0,0,1185,30,0,1519,0,50,0,471
"G2901010","1850","Missouri","290","Johnson","1010","Johnson","34","1010",41000,105915,752935,53060,22930,535,445895,89245,0,900,0,31589,29,8442,2950,0,200,8,102155,1625,1247,0,62,0,65,0,7670,27,0,0,0,0,0,30765
"G2901030","1850","Missouri","290","Knox","1030","Knox","34","1030",18845,55118,360002,21427,20906,806,216027,26639,0,200,0,11076,397,4727,1088,314,1065,0,46432,1272,1378,0,41,0,7,0,4317,69,0,0,0,0,0,12661
"G2901050","1850","Missouri","290","Laclede","1050","Laclede","34","1050",10312,12927,143570,11528,9601,29,136829,18672,0,7391,0,6420,204,5571,2904,0,0,0,30975,637,53,0,7,0,0,0,1192,37,0,60,0,0,0,2931
"G2901070","1850","Missouri","290","Lafayette","1070","Lafayette","34","1070",77504,177241,2540095,114187,83037,871,788675,94075,0,75035,0,32925,121,20664,5012,207,412,3,154663,1310,2358,0,141,0,2462,0,6807,597,0,50,0,0,0,19445
"G2901090","1850","Missouri","290","Lawrence","1090","Lawrence","34","1090",18239,33072,199455,24624,19488,134,293564,68687,0,1040,0,11169,1031,6065,5123,0,0,0,29678,785,30,0,0,0,0,0,0,0,0,0,0,0,0,5343
"G2901110","1850","Missouri","290","Lewis","1110","Lewis","34","1110",37071,73483,727283,50101,68527,160,336730,67104,0,15350,0,19983,20,6306,1456,45,1025,8,94861,950,2224,5,70,6,20,0,13535,35,0,670,0,0,0,13340
"G2901130","1850","Missouri","290","Lincoln","1130","Lincoln","34","1130",48444,142854,954011,57893,64552,486,567472,70494,0,695758,0,29434,74,10823,2051,4,162,0,119959,1068,1200,0,0,0,5,0,1495,9,0,5987,0,391,0,791
"G2901150","1850","Missouri","290","Linn","1150","Linn","34","1150",18851,66705,253034,22728,15570,200,219500,24257,0,344665,0,14634,341,6064,953,0,46,0,47179,1648,873,0,9,52,14,0,5621,96,0,55,0,0,0,36872
"G2901170","1850","Missouri","290","Livingston","1170","Livingston","34","1170",23488,63054,343790,24659,32233,108,270270,39881,0,52900,0,13558,0,4951,1166,0,4,0,42665,1906,972,2,59,0,3,0,70,6,0,90,0,0,0,32513
"G2901190","1850","Missouri","290","McDonald","1190","Mcdonald","34","1190",9711,23234,134100,11844,7839,0,145659,7870,0,8187,0,4841,40,2181,1400,0,0,0,26295,885,25,0,0,0,0,0,125,9,5,2,0,0,0,10742
"G2901210","1850","Missouri","290","Macon","1210","Macon","34","1210",33329,79287,358760,38651,19131,1278,420023,76683,0,845110,0,20976,2222,11563,3037,20,537,3,99401,3360,954,5,90,8,2,0,33162,216,0,0,0,315,0,24726
"G2901230","1850","Missouri","290","Madison","1230","Madison","34","1230",19955,35089,370767,28687,11439,151,266690,39505,0,2740,0,10102,1304,9716,5000,0,5,0,45561,540,540,0,11,0,10,0,7673,185,0,9030,0,172,0,494
"G2901270","1850","Missouri","290","Marion","1270","Marion","34","1270",62145,122248,1661153,80680,105841,532,668653,65384,0,86190,0,39088,532,13315,1973,30,1263,82,144128,2295,4585,19,122,127,498,2,18855,355,0,4662,0,100,0,14830
"G2901290","1850","Missouri","290","Mercer","1290","Mercer","34","1290",10141,18873,118855,13201,7311,43,149555,26500,0,18400,0,8575,104,3248,403,6,34,0,33906,348,375,0,12,0,0,0,5069,10,0,2925,0,0,0,40533
"G2901310","1850","Missouri","290","Miller","1310","Miller","34","1310",13434,26308,168061,15580,14724,156,144994,34603,0,12900,0,11304,43,4379,3385,0,51,0,41815,1450,182,4,9,0,3,0,5600,26,0,160,0,0,0,1160
"G2901330","1850","Missouri","290","Mississippi","1330","Mississippi","34","1330",14817,37724,237665,18402,3727,28,354700,4985,0,0,0,1050,99,3951,1663,0,0,0,22955,261,95,0,0,0,0,0,0,0,0,0,0,0,0,5160
"G2901350","1850","Missouri","290","Moniteau","1350","Moniteau","34","1350",33866,86187,457451,35374,24540,0,343914,68615,0,39550,0,21674,126,8410,2704,20,120,50,63258,592,630,0,1,0,11,0,7621,124,0,2965,0,195,0,2910
"G2901370","1850","Missouri","290","Monroe","1370","Monroe","34","1370",74792,159247,1158495,77929,43669,1246,793145,130412,0,629412,0,41102,144,13165,5043,43,403,5,133635,3019,4298,2,162,47,10,0,23570,583,0,5659,0,0,0,10281
"G2901390","1850","Missouri","290","Montgomery","1390","Montgomery","34","1390",28390,97869,200858,35756,21170,625,344721,74953,0,353865,0,20696,449,8959,3125,0,735,0,113586,584,1009,0,20,87,8,0,7721,220,0,5018,0,0,0,2432
"G2901410","1850","Missouri","290","Morgan","1410","Morgan","34","1410",22622,54799,291197,28694,11933,160,234015,54272,0,850,0,18343,31,6534,2746,0,777,0,69103,1440,572,3,5,0,0,0,6099,384,0,350,0,0,0,9659
"G2901430","1850","Missouri","290","New Madrid","1430","New Madrid","34","1430",28246,57977,547236,33737,195,0,586260,13260,0,0,0,2419,140,14554,9544,0,0,0,13265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3471
"G2901450","1850","Missouri","290","Newton","1450","Newton","34","1450",14355,19460,170600,17789,18416,29,196210,31318,0,14690,0,7062,130,3703,4104,50,9,0,43011,1440,66,0,1,0,0,0,2650,16,0,524,0,0,0,3331
"G2901470","1850","Missouri","290","Nodaway","1470","Nodaway","34","1470",9576,35639,234428,12100,10208,765,167113,16485,0,2200,0,7487,0,2655,346,0,27,35,32522,1491,64,0,2,0,5,0,1612,19,0,0,0,0,0,12490
"G2901490","1850","Missouri","290","Oregon","1490","Oregon","34","1490",3905,1522,39095,4166,2257,132,69201,5512,0,5220,0,2019,106,1830,2822,0,5,0,13277,470,16,0,5,0,0,0,250,9,0,0,0,0,0,1722
"G2901510","1850","Missouri","290","Osage","1510","Osage","34","1510",23324,50232,332387,21899,26229,278,301383,43410,0,99535,0,13244,0,9141,2345,113,665,25,79409,1140,558,0,2,16,16,0,1755,1,0,0,0,0,0,332
"G2901530","1850","Missouri","290","Ozark","1530","Ozark","34","1530",7191,1284,74904,7424,5090,208,115670,6280,0,6151,0,4218,424,2977,2967,0,0,0,28958,209,0,0,0,0,0,0,849,36,0,595,0,0,0,2748
"G2901570","1850","Missouri","290","Perry","1570","Perry","34","1570",32806,92910,474460,45820,65395,40,349280,42916,0,3700,0,11731,141,14226,5009,25,16,0,73845,0,230,0,0,0,0,0,16,18,0,1905,0,0,0,5
"G2901590","1850","Missouri","290","Pettis","1590","Pettis","34","1590",49112,91545,692965,38965,20000,155,519434,89915,0,1300,0,25516,64,8706,2777,0,72,0,61398,1627,1244,12,34,0,52,0,2784,74,0,0,0,0,0,14557
"G2901630","1850","Missouri","290","Pike","1630","Pike","34","1630",72672,139549,1399950,83714,106241,1171,748540,85060,0,848830,0,44405,66,14399,5158,0,572,0,138240,765,3695,33,101,20,145,0,10032,320,0,4950,0,0,0,10635
"G2901650","1850","Missouri","290","Platte","1650","Platte","34","1650",94446,124752,3738215,189292,129067,2455,1844287,127392,0,66000,0,59786,200,43630,9176,135,419,0,959811,1027,3551,0,51,0,4345,10,420,0,0,250,0,0,0,136213
"G2901670","1850","Missouri","290","Polk","1670","Polk","34","1670",28565,59367,352391,32271,14360,120,308000,104925,0,1087,0,17173,395,6615,5564,0,12,0,60212,2891,308,0,0,0,0,0,3688,793,0,240,0,0,0,5980
"G2901690","1850","Missouri","290","Pulaski","1690","Pulaski","34","1690",15500,18928,205145,21531,11352,260,246430,32838,0,4780,0,11894,138,6004,2817,0,10,0,54827,1917,143,0,0,0,0,0,7545,28,0,535,0,23,0,2881
"G2901710","1850","Missouri","290","Putnam","1710","Putnam","34","1710",2005,8724,24360,3434,680,245,40940,2020,0,2750,0,2203,20,955,30,0,19,0,9843,246,35,0,4,0,0,0,865,24,0,4261,0,86,0,5539
"G2901730","1850","Missouri","290","Ralls","1730","Ralls","34","1730",40420,83947,735124,48761,61427,0,495435,49603,0,18350,0,29388,10,6960,2121,0,464,0,78274,1951,2291,4,145,0,66,0,3370,200,0,3195,0,47,0,3908
"G2901750","1850","Missouri","290","Randolph","1750","Randolph","34","1750",62420,134212,983402,71799,35483,2095,668195,109830,0,2262796,0,38309,1440,14972,4934,20,404,27,138768,3675,2578,11,85,81,22,1,17368,464,1,4171,0,136,0,20907
"G2901770","1850","Missouri","290","Ray","1770","Ray","34","1770",46704,127398,1085373,71040,48003,70,655020,138641,0,516906,0,27277,3400,12363,2468,0,177,25,183137,5079,1226,10,35,0,431,0,6802,9,1,7640,0,35,0,29376
"G2901790","1850","Missouri","290","Reynolds","1790","Reynolds","34","1790",4916,3440,72275,6529,2882,153,75925,7551,0,1100,0,2793,105,2559,1582,20,12,0,10900,0,54,0,0,0,0,0,1305,24,0,200,0,0,0,0
"G2901810","1850","Missouri","290","Ripley","1810","Ripley","34","1810",8310,2785,80130,11206,2808,82,115241,8603,0,4870,0,3000,253,2913,2782,0,0,0,24225,664,2,0,0,0,0,0,10,1,0,833,0,0,0,470
"G2901830","1850","Missouri","290","St Charles","1830","St Charles","34","1830",56371,122558,1587955,121361,122902,396,658001,114658,0,210712,0,21028,393,28930,3047,1031,352,482,122390,32992,2369,41,56,92,34,0,2518,52,0,40,0,15,0,7428
"G2901850","1850","Missouri","290","St Clair","1850","St Clair","34","1850",15791,51047,182475,19713,13208,53,126615,56285,0,8700,0,9139,140,3100,2287,0,392,0,59082,445,638,0,15,0,0,1,4031,96,0,300,0,5,0,15525
"G2901860","1850","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",18428,59020,288516,22988,30183,254,195214,34413,0,43600,0,4333,343,11537,1295,330,54,765,34698,880,453,0,44,28,0,0,2525,26,0,200,0,204,0,996
"G2901870","1850","Missouri","290","St Francois","1870","St Francois","34","1870",19188,50779,374295,24908,14741,52,226759,32191,0,6613,0,8953,324,10162,3517,0,10,0,46734,809,1114,0,25,0,4,0,4380,102,0,2020,0,145,0,321
"G2901890","1850","Missouri","290","St Louis","1890","St Louis","34","1890",70983,120774,6001924,141317,98430,2505,668210,138837,0,10300,0,13245,764,70051,10690,1488,715,500,203482,2195,14169,36,861,25,116,0,1690,58,1,100,0,20,0,5953
"G2901950","1850","Missouri","290","Saline","1950","Saline","34","1950",47033,139916,1176880,57464,42146,100,539030,65347,0,287533,0,20583,129,12067,2553,0,10,0,97775,2675,2595,0,42,1,1559,0,160,8,0,0,0,0,0,12818
"G2901970","1850","Missouri","290","Schuyler","1970","Schuyler","34","1970",16121,35828,195654,22165,7395,1087,221780,21996,0,28900,0,12584,162,5180,405,60,843,0,37738,1440,415,0,18,20,4,0,5903,893,15,2775,0,38,0,19973
"G2901990","1850","Missouri","290","Scotland","1990","Scotland","34","1990",23461,57969,374245,28070,14461,1525,236370,40345,0,7400,0,14669,415,4443,339,20,534,0,53375,14395,778,0,3,0,12,0,2047,47,0,10,0,0,0,14001
"G2902010","1850","Missouri","290","Scott","2010","Scott","34","2010",9977,33200,194300,17591,3700,70,169100,9365,0,7000,0,2177,23,5546,3366,35,48,0,25590,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2902030","1850","Missouri","290","Shannon","2030","Shannon","34","2030",3613,167,34577,4536,2248,38,56713,4639,0,2303,0,2937,76,1776,1025,0,31,0,10416,330,1,0,0,0,0,0,891,15,0,1045,0,41,0,1098
"G2902050","1850","Missouri","290","Shelby","2050","Shelby","34","2050",22522,63414,436160,33341,22477,2199,278435,33718,0,36790,0,14446,91,9488,871,600,2277,0,67655,1669,2335,0,13,0,25,0,7528,149,0,0,0,0,0,12576
"G2902070","1850","Missouri","290","Stoddard","2070","Stoddard","34","2070",13124,8829,119691,20475,5972,26,151094,17260,0,11118,0,2961,228,4878,3248,0,0,0,33174,234,63,2,31,5,5,0,661,15,0,868,0,94,0,12756
"G2902110","1850","Missouri","290","Sullivan","2110","Sullivan","34","2110",14108,45968,252345,22298,11482,425,176789,15974,0,33675,0,11420,138,2751,1263,0,281,0,35648,481,1201,2,52,0,0,0,4925,83,0,1049,0,30,0,21248
"G2902130","1850","Missouri","290","Taney","2130","Taney","34","2130",13544,22534,203270,21420,11557,180,301116,38826,0,16100,0,10657,1089,7193,6368,10,0,0,78585,2630,229,0,4,0,0,0,4560,678,18,4715,0,78,0,7085
"G2902150","1850","Missouri","290","Texas","2150","Texas","34","2150",6991,7576,93350,5443,2848,38,112042,5957,0,3490,0,3495,81,4252,2359,0,0,0,32127,545,6,0,0,0,0,0,1670,5,0,0,0,0,0,195
"G2902190","1850","Missouri","290","Warren","2190","Warren","34","2190",32176,85515,612348,44102,35732,649,365496,52831,0,431000,0,17090,186,12111,3860,75,270,0,65907,912,730,1,12,2027,14,0,3221,262,0,1390,0,24,0,613
"G2902210","1850","Missouri","290","Washington","2210","Washington","34","2210",36139,86606,709461,46041,30299,320,334348,79112,0,100,0,13244,825,13904,3028,10,73,0,69639,2306,1330,47,17,0,0,0,5761,225,3,3071,0,310,0,84
"G2902230","1850","Missouri","290","Wayne","2230","Wayne","34","2230",16822,33457,221975,19243,10072,4,253138,21678,0,1700,0,6199,3,4945,7292,0,33,0,26475,318,221,0,2,0,0,0,2114,9,0,5193,0,0,0,1097
