GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AYM001,AZ3001,AZ3002,AZ3003,AZ3004
"G4801690","1900","Texas","480","Garza","1690","Garza","49","1690",185,2,0,2,0
"G4801710","1900","Texas","480","Gillespie","1710","Gillespie","49","1710",8229,55,51,54,51
"G4801730","1900","Texas","480","Glasscock","1730","Glasscock","49","1730",286,1,0,1,0
"G4801750","1900","Texas","480","Goliad","1750","Goliad","49","1750",8310,890,916,890,916
"G4801770","1900","Texas","480","Gonzales","1770","Gonzales","49","1770",28882,4250,4415,4235,4407
"G4801790","1900","Texas","480","Gray","1790","Gray","49","1790",480,10,3,10,3
"G4801810","1900","Texas","480","Grayson","1810","Grayson","49","1810",63661,3819,3933,3809,3933
"G4801830","1900","Texas","480","Gregg","1830","Gregg","49","1830",12343,3359,3544,3358,3540
"G4801850","1900","Texas","480","Grimes","1850","Grimes","49","1850",26106,7049,7278,7049,7278
"G4801870","1900","Texas","480","Guadalupe","1870","Guadalupe","49","1870",21385,2581,2609,2578,2609
"G4801890","1900","Texas","480","Hale","1890","Hale","49","1890",1680,3,1,2,1
"G4801910","1900","Texas","480","Hall","1910","Hall","49","1910",1670,1,0,0,0
"G4801930","1900","Texas","480","Hamilton","1930","Hamilton","49","1930",13520,6,1,6,1
"G4801950","1900","Texas","480","Hansford","1950","Hansford","49","1950",167,1,0,1,0
"G4801970","1900","Texas","480","Hardeman","1970","Hardeman","49","1970",3634,11,9,9,9
"G4801990","1900","Texas","480","Hardin","1990","Hardin","49","1990",5049,511,437,511,437
"G4802010","1900","Texas","480","Harris","2010","Harris","49","2010",63786,9383,10557,9338,10556
"G4802030","1900","Texas","480","Harrison","2030","Harrison","49","2030",31878,10609,11095,10603,11094
"G4802050","1900","Texas","480","Hartley","2050","Hartley","49","2050",377,1,0,1,0
"G4802070","1900","Texas","480","Haskell","2070","Haskell","49","2070",2637,5,0,5,0
"G4802090","1900","Texas","480","Hays","2090","Hays","49","2090",14142,1065,1068,1064,1068
"G4802110","1900","Texas","480","Hemphill","2110","Hemphill","49","2110",815,2,1,1,1
"G4802130","1900","Texas","480","Henderson","2130","Henderson","49","2130",19970,2266,2081,2266,2081
"G4802150","1900","Texas","480","Hidalgo","2150","Hidalgo","49","2150",6837,51,59,51,59
"G4802170","1900","Texas","480","Hill","2170","Hill","49","2170",41355,1476,1501,1474,1499
"G4802190","1900","Texas","480","Hockley","2190","Hockley","49","2190",44,0,0,0,0
"G4802210","1900","Texas","480","Hood","2210","Hood","49","2210",9146,115,126,115,126
"G4802230","1900","Texas","480","Hopkins","2230","Hopkins","49","2230",27950,1892,1916,1892,1916
"G4802250","1900","Texas","480","Houston","2250","Houston","49","2250",25452,5137,5207,5135,5207
"G4802270","1900","Texas","480","Howard","2270","Howard","49","2270",2528,44,47,39,47
"G4802310","1900","Texas","480","Hunt","2310","Hunt","49","2310",47295,2171,2179,2163,2177
"G4802330","1900","Texas","480","Hutchinson","2330","Hutchinson","49","2330",303,0,0,0,0
"G4802350","1900","Texas","480","Irion","2350","Irion","49","2350",848,5,0,4,0
"G4802370","1900","Texas","480","Jack","2370","Jack","49","2370",10224,54,62,53,62
"G4802390","1900","Texas","480","Jackson","2390","Jackson","49","2390",6094,1083,1107,1082,1107
"G4802410","1900","Texas","480","Jasper","2410","Jasper","49","2410",7138,1479,1517,1479,1517
"G4802430","1900","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",1150,32,11,31,11
"G4802450","1900","Texas","480","Jefferson","2450","Jefferson","49","2450",14239,2007,1942,2003,1942
"G4802510","1900","Texas","480","Johnson","2510","Johnson","49","2510",33819,566,583,564,583
"G4802530","1900","Texas","480","Jones","2530","Jones","49","2530",7053,2,2,2,2
"G4802550","1900","Texas","480","Karnes","2550","Karnes","49","2550",8681,305,328,305,328
"G4802570","1900","Texas","480","Kaufman","2570","Kaufman","49","2570",33376,3213,2882,3210,2882
"G4802590","1900","Texas","480","Kendall","2590","Kendall","49","2590",4103,114,121,114,121
"G4802630","1900","Texas","480","Kent","2630","Kent","49","2630",899,0,0,0,0
"G4802650","1900","Texas","480","Kerr","2650","Kerr","49","2650",4980,71,77,71,77
"G4802670","1900","Texas","480","Kimble","2670","Kimble","49","2670",2503,4,2,4,2
"G4802690","1900","Texas","480","King","2690","King","49","2690",490,0,0,0,0
"G4802710","1900","Texas","480","Kinney","2710","Kinney","49","2710",2447,219,132,218,131
"G4802750","1900","Texas","480","Knox","2750","Knox","49","2750",2322,0,0,0,0
"G4802770","1900","Texas","480","Lamar","2770","Lamar","49","2770",48627,5515,5507,5503,5504
"G4802790","1900","Texas","480","Lamb","2790","Lamb","49","2790",31,0,0,0,0
"G4802810","1900","Texas","480","Lampasas","2810","Lampasas","49","2810",8625,178,194,176,194
"G4802830","1900","Texas","480","La Salle","2830","La Salle","49","2830",2303,32,31,32,31
"G4802850","1900","Texas","480","Lavaca","2850","Lavaca","49","2850",28121,2422,2515,2391,2499
"G4802870","1900","Texas","480","Lee","2870","Lee","49","2870",14595,2185,2160,2183,2160
"G4802890","1900","Texas","480","Leon","2890","Leon","49","2890",18072,3467,3470,3467,3470
"G4802910","1900","Texas","480","Liberty","2910","Liberty","49","2910",8102,1201,1165,1201,1165
"G4802930","1900","Texas","480","Limestone","2930","Limestone","49","2930",32573,3286,3069,3285,3069
"G4802950","1900","Texas","480","Lipscomb","2950","Lipscomb","49","2950",790,0,0,0,0
"G4802970","1900","Texas","480","Live Oak","2970","Live Oak","49","2970",2268,39,34,39,34
"G4802990","1900","Texas","480","Llano","2990","Llano","49","2990",7301,21,18,21,18
"G4803010","1900","Texas","480","Loving","3010","Loving","49","3010",33,0,0,0,0
"G4803030","1900","Texas","480","Lubbock","3030","Lubbock","49","3030",293,0,0,0,0
"G4803050","1900","Texas","480","Lynn","3050","Lynn","49","3050",17,0,0,0,0
"G4803070","1900","Texas","480","McCulloch","3070","Mcculloch","49","3070",3960,14,17,14,17
"G4803090","1900","Texas","480","McLennan","3090","Mclennan","49","3090",59772,7054,7373,7032,7373
"G4803110","1900","Texas","480","McMullen","3110","Mcmullen","49","3110",1024,20,13,20,13
"G4803130","1900","Texas","480","Madison","3130","Madison","49","3130",10432,1248,1210,1248,1210
"G4803150","1900","Texas","480","Marion","3150","Marion","49","3150",10754,3488,3660,3487,3660
"G4803170","1900","Texas","480","Martin","3170","Martin","49","3170",332,1,1,1,1
"G4803190","1900","Texas","480","Mason","3190","Mason","49","3190",5573,27,27,27,27
"G4803210","1900","Texas","480","Matagorda","3210","Matagorda","49","3210",6097,1942,1849,1942,1849
"G4803230","1900","Texas","480","Maverick","3230","Maverick","49","3230",4066,103,92,103,92
"G4803250","1900","Texas","480","Medina","3250","Medina","49","3250",7783,171,185,171,185
"G4803270","1900","Texas","480","Menard","3270","Menard","49","3270",2011,7,13,7,13
"G4803290","1900","Texas","480","Midland","3290","Midland","49","3290",1741,35,26,30,26
"G4803310","1900","Texas","480","Milam","3310","Milam","49","3310",39666,5348,5125,5348,5125
"G4803330","1900","Texas","480","Mills","3330","Mills","49","3330",7851,5,8,5,8
"G4803350","1900","Texas","480","Mitchell","3350","Mitchell","49","3350",2855,72,71,69,71
"G4803370","1900","Texas","480","Montague","3370","Montague","49","3370",24800,11,15,11,15
"G4803390","1900","Texas","480","Montgomery","3390","Montgomery","49","3390",17067,3280,3339,3280,3339
"G4803410","1900","Texas","480","Moore","3410","Moore","49","3410",209,0,0,0,0
"G4803430","1900","Texas","480","Morris","3430","Morris","49","3430",8220,1650,1692,1650,1692
"G4803450","1900","Texas","480","Motley","3450","Motley","49","3450",1257,0,0,0,0
"G4803470","1900","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",24663,3403,3274,3403,3274
"G4803490","1900","Texas","480","Navarro","3490","Navarro","49","3490",43374,4627,4453,4621,4451
"G4803510","1900","Texas","480","Newton","3510","Newton","49","3510",7282,1180,1305,1180,1305
"G4803530","1900","Texas","480","Nolan","3530","Nolan","49","3530",2611,12,8,12,8
"G4803550","1900","Texas","480","Nueces","3550","Nueces","49","3550",10439,278,317,269,308
"G4803570","1900","Texas","480","Ochiltree","3570","Ochiltree","49","3570",267,0,0,0,0
"G4803590","1900","Texas","480","Oldham","3590","Oldham","49","3590",349,1,0,1,0
"G4803610","1900","Texas","480","Orange","3610","Orange","49","3610",5905,538,480,538,480
"G4803630","1900","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",12291,145,153,139,153
"G4803650","1900","Texas","480","Panola","3650","Panola","49","3650",21404,4626,4578,4626,4578
"G4803670","1900","Texas","480","Parker","3670","Parker","49","3670",25823,415,452,413,452
"G4803690","1900","Texas","480","Parmer","3690","Parmer","49","3690",34,0,0,0,0
"G4803710","1900","Texas","480","Pecos","3710","Pecos","49","3710",2360,21,9,13,9
"G4803730","1900","Texas","480","Polk","3730","Polk","49","3730",14447,2573,2464,2482,2367
"G4803750","1900","Texas","480","Potter","3750","Potter","49","3750",1820,10,8,7,8
"G4803770","1900","Texas","480","Presidio","3770","Presidio","49","3770",3673,37,22,31,22
"G4803790","1900","Texas","480","Rains","3790","Rains","49","3790",6127,259,280,259,280
"G4803810","1900","Texas","480","Randall","3810","Randall","49","3810",963,2,0,1,0
"G4803870","1900","Texas","480","Red River","3870","Red River","49","3870",29893,4264,4161,4261,4161
"G4803890","1900","Texas","480","Reeves","3890","Reeves","49","3890",1847,18,4,8,4
"G4803910","1900","Texas","480","Refugio","3910","Refugio","49","3910",1641,232,229,232,229
"G4803930","1900","Texas","480","Roberts","3930","Roberts","49","3930",620,4,5,4,5
"G4803950","1900","Texas","480","Robertson","3950","Robertson","49","3950",31480,8512,8261,8489,8258
"G4803970","1900","Texas","480","Rockwall","3970","Rockwall","49","3970",8531,222,180,222,180
"G4803990","1900","Texas","480","Runnels","3990","Runnels","49","3990",5379,15,18,15,18
"G4804010","1900","Texas","480","Rusk","4010","Rusk","49","4010",26099,5502,5541,5499,5540
"G4804030","1900","Texas","480","Sabine","4030","Sabine","49","4030",6394,891,861,891,861
"G4804050","1900","Texas","480","San Augustine","4050","San Augustine","49","4050",8434,1444,1477,1444,1477
"G4804070","1900","Texas","480","San Jacinto","4070","San Jacinto","49","4070",10277,2809,2748,2795,2736
"G4804090","1900","Texas","480","San Patricio","4090","San Patricio","49","4090",2372,16,20,16,20
"G4804110","1900","Texas","480","San Saba","4110","San Saba","49","4110",7569,29,32,29,32
"G4804130","1900","Texas","480","Schleicher","4130","Schleicher","49","4130",515,8,5,8,5
"G4804150","1900","Texas","480","Scurry","4150","Scurry","49","4150",4158,1,0,0,0
"G4804170","1900","Texas","480","Shackelford","4170","Shackelford","49","4170",2461,57,78,56,78
"G4804190","1900","Texas","480","Shelby","4190","Shelby","49","4190",20452,2087,2030,2087,2030
"G4804210","1900","Texas","480","Sherman","4210","Sherman","49","4210",104,3,0,3,0
"G4804230","1900","Texas","480","Smith","4230","Smith","49","4230",37370,7813,8239,7804,8239
"G4804250","1900","Texas","480","Somervell","4250","Somervell","49","4250",3498,3,3,3,3
"G4804270","1900","Texas","480","Starr","4270","Starr","49","4270",11469,118,23,118,23
"G4804290","1900","Texas","480","Stephens","4290","Stephens","49","4290",6466,4,1,4,1
"G4804310","1900","Texas","480","Sterling","4310","Sterling","49","4310",1127,2,0,2,0
"G4804330","1900","Texas","480","Stonewall","4330","Stonewall","49","4330",2183,0,0,0,0
"G4804350","1900","Texas","480","Sutton","4350","Sutton","49","4350",1727,4,1,4,1
"G4804370","1900","Texas","480","Swisher","4370","Swisher","49","4370",1227,0,0,0,0
"G4804390","1900","Texas","480","Tarrant","4390","Tarrant","49","4390",52376,2877,2902,2854,2902
"G4804410","1900","Texas","480","Taylor","4410","Taylor","49","4410",10499,90,94,84,94
"G4804450","1900","Texas","480","Terry","4450","Terry","49","4450",48,0,0,0,0
"G4804470","1900","Texas","480","Throckmorton","4470","Throckmorton","49","4470",1750,2,0,2,0
"G4804490","1900","Texas","480","Titus","4490","Titus","49","4490",12292,1076,1072,1076,1072
"G4804510","1900","Texas","480","Tom Green","4510","Tom Green","49","4510",6804,471,437,461,437
"G4804530","1900","Texas","480","Travis","4530","Travis","49","4530",47386,6493,6828,6473,6826
"G4804550","1900","Texas","480","Trinity","4550","Trinity","49","4550",10976,1455,1358,1455,1358
"G4804570","1900","Texas","480","Tyler","4570","Tyler","49","4570",11899,1251,1138,1251,1138
"G4804590","1900","Texas","480","Upshur","4590","Upshur","49","4590",16266,2435,2522,2435,2522
"G4804610","1900","Texas","480","Upton","4610","Upton","49","4610",48,0,0,0,0
"G4804630","1900","Texas","480","Uvalde","4630","Uvalde","49","4630",4647,59,70,59,70
"G4804650","1900","Texas","480","Val Verde","4650","Val Verde","49","4650",5263,76,81,75,81
"G4804670","1900","Texas","480","Van Zandt","4670","Van Zandt","49","4670",25481,702,664,701,664
"G4804690","1900","Texas","480","Victoria","4690","Victoria","49","4690",13678,1829,1961,1826,1961
"G4804710","1900","Texas","480","Walker","4710","Walker","49","4710",15813,4260,4061,4258,4061
"G4804730","1900","Texas","480","Waller","4730","Waller","49","4730",14246,3877,3994,3877,3994
"G4804750","1900","Texas","480","Ward","4750","Ward","49","4750",1451,0,3,0,3
"G4804770","1900","Texas","480","Washington","4770","Washington","49","4770",32931,7883,8160,7879,8160
"G4804790","1900","Texas","480","Webb","4790","Webb","49","4790",21851,153,57,149,56
"G4804810","1900","Texas","480","Wharton","4810","Wharton","49","4810",16942,4526,4193,4524,4193
"G4804830","1900","Texas","480","Wheeler","4830","Wheeler","49","4830",636,7,7,7,7
"G4804850","1900","Texas","480","Wichita","4850","Wichita","49","4850",5806,107,101,103,101
"G4804870","1900","Texas","480","Wilbarger","4870","Wilbarger","49","4870",5759,25,21,22,21
"G4804910","1900","Texas","480","Williamson","4910","Williamson","49","4910",38072,2235,2101,2231,2101
"G4804930","1900","Texas","480","Wilson","4930","Wilson","49","4930",13961,580,534,580,534
"G4804950","1900","Texas","480","Winkler","4950","Winkler","49","4950",60,0,0,0,0
"G4804970","1900","Texas","480","Wise","4970","Wise","49","4970",27116,83,86,81,86
"G4804990","1900","Texas","480","Wood","4990","Wood","49","4990",21048,2011,2001,2011,2001
"G4805010","1900","Texas","480","Yoakum","5010","Yoakum","49","5010",26,0,0,0,0
"G4805030","1900","Texas","480","Young","5030","Young","49","5030",6540,3,4,3,4
"G4805050","1900","Texas","480","Zapata","5050","Zapata","49","5050",4760,0,0,0,0
"G4805070","1900","Texas","480","Zavala","5070","Zavala","49","5070",792,1,0,1,0
"G4900010","1900","Utah","490","Beaver","0010","Beaver","67","10",3613,23,17,1,1
"G4900030","1900","Utah","490","Box Elder","0030","Box Elder","67","30",10009,120,104,6,4
"G4900050","1900","Utah","490","Cache","0050","Cache","67","50",18139,6,6,3,6
"G4900070","1900","Utah","490","Carbon","0070","Carbon","67","70",5004,131,0,1,0
"G4900110","1900","Utah","490","Davis","0110","Davis","67","110",7996,9,4,0,0
"G4900150","1900","Utah","490","Emery","0150","Emery","67","150",4657,71,0,0,0
"G4900170","1900","Utah","490","Garfield","0170","Garfield","67","170",3400,6,10,0,0
"G4900190","1900","Utah","490","Grand","0190","Grand","67","190",1149,119,0,0,0
"G4900210","1900","Utah","490","Iron","0210","Iron","67","210",3546,11,14,0,0
"G4900230","1900","Utah","490","Juab","0230","Juab","67","230",10082,33,1,3,1
"G4900250","1900","Utah","490","Kane","0250","Kane","67","250",1811,41,25,0,0
"G4900270","1900","Utah","490","Millard","0270","Millard","67","270",5678,49,42,4,5
"G4900290","1900","Utah","490","Morgan","0290","Morgan","67","290",2045,17,0,0,0
"G4900310","1900","Utah","490","Piute","0310","Piute","67","310",1954,24,26,0,0
"G4900330","1900","Utah","490","Rich","0330","Rich","67","330",1946,2,0,0,0
"G4900350","1900","Utah","490","Salt Lake","0350","Salt Lake","67","350",77725,449,180,182,154
"G4900370","1900","Utah","490","San Juan","0370","San Juan","67","370",1023,232,240,1,0
"G4900390","1900","Utah","490","Sanpete","0390","Sanpete","67","390",16313,18,9,9,3
"G4900410","1900","Utah","490","Sevier","0410","Sevier","67","410",8451,1,3,0,0
"G4900430","1900","Utah","490","Summit","0430","Summit","67","430",9439,119,8,4,5
"G4900450","1900","Utah","490","Tooele","0450","Tooele","67","450",7361,100,33,3,2
"G4900470","1900","Utah","490","Uintah","0470","Uintah","67","470",6458,882,650,202,12
"G4900490","1900","Utah","490","Utah","0490","Utah","67","490",32456,9,3,4,3
"G4900510","1900","Utah","490","Wasatch","0510","Wasatch","67","510",4736,86,72,0,0
