GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AYM001,AZ3001,AZ3002,AZ3003,AZ3004
"G1701350","1900","Illinois","170","Montgomery","1350","Montgomery","21","1350",30836,133,141,130,141
"G1701370","1900","Illinois","170","Morgan","1370","Morgan","21","1370",35006,587,591,581,591
"G1701390","1900","Illinois","170","Moultrie","1390","Moultrie","21","1390",15224,5,6,5,6
"G1701410","1900","Illinois","170","Ogle","1410","Ogle","21","1410",29129,25,29,22,29
"G1701430","1900","Illinois","170","Peoria","1430","Peoria","21","1430",88608,907,643,892,643
"G1701450","1900","Illinois","170","Perry","1450","Perry","21","1450",19830,365,354,361,354
"G1701470","1900","Illinois","170","Piatt","1470","Piatt","21","1470",17706,29,17,27,17
"G1701490","1900","Illinois","170","Pike","1490","Pike","21","1490",31595,147,158,147,158
"G1701510","1900","Illinois","170","Pope","1510","Pope","21","1510",13585,352,337,352,337
"G1701530","1900","Illinois","170","Pulaski","1530","Pulaski","21","1530",14554,3058,2768,3058,2768
"G1701550","1900","Illinois","170","Putnam","1550","Putnam","21","1550",4746,14,4,14,4
"G1701570","1900","Illinois","170","Randolph","1570","Randolph","21","1570",28001,805,530,802,530
"G1701590","1900","Illinois","170","Richland","1590","Richland","21","1590",16391,6,6,6,6
"G1701610","1900","Illinois","170","Rock Island","1610","Rock Island","21","1610",55249,346,255,346,255
"G1701630","1900","Illinois","170","St Clair","1630","St Clair","21","1630",86685,2155,1851,2136,1851
"G1701650","1900","Illinois","170","Saline","1650","Saline","21","1650",21685,447,422,446,422
"G1701670","1900","Illinois","170","Sangamon","1670","Sangamon","21","1670",71593,1588,1525,1581,1525
"G1701690","1900","Illinois","170","Schuyler","1690","Schuyler","21","1690",16129,5,2,5,2
"G1701710","1900","Illinois","170","Scott","1710","Scott","21","1710",10455,15,19,15,19
"G1701730","1900","Illinois","170","Shelby","1730","Shelby","21","1730",32126,33,35,33,35
"G1701750","1900","Illinois","170","Stark","1750","Stark","21","1750",10186,5,1,5,1
"G1701770","1900","Illinois","170","Stephenson","1770","Stephenson","21","1770",34933,56,6,54,6
"G1701790","1900","Illinois","170","Tazewell","1790","Tazewell","21","1790",33221,17,11,13,11
"G1701810","1900","Illinois","170","Union","1810","Union","21","1810",22610,106,88,106,88
"G1701830","1900","Illinois","170","Vermilion","1830","Vermilion","21","1830",65635,654,472,652,472
"G1701850","1900","Illinois","170","Wabash","1850","Wabash","21","1850",12583,28,25,28,25
"G1701870","1900","Illinois","170","Warren","1870","Warren","21","1870",23163,191,188,188,188
"G1701890","1900","Illinois","170","Washington","1890","Washington","21","1890",19526,45,35,44,35
"G1701910","1900","Illinois","170","Wayne","1910","Wayne","21","1910",27626,3,2,3,2
"G1701930","1900","Illinois","170","White","1930","White","21","1930",25386,287,259,286,259
"G1701950","1900","Illinois","170","Whiteside","1950","Whiteside","21","1950",34710,32,22,32,22
"G1701970","1900","Illinois","170","Will","1970","Will","21","1970",74764,759,501,743,501
"G1701990","1900","Illinois","170","Williamson","1990","Williamson","21","1990",27796,360,251,359,251
"G1702010","1900","Illinois","170","Winnebago","2010","Winnebago","21","2010",47845,139,103,135,103
"G1702030","1900","Illinois","170","Woodford","2030","Woodford","21","2030",21822,58,48,55,48
"G1789015","1900","Indian Territory","178","Cherokee Nation","9015","Cherokee Nation","97","10",101754,17380,17423,4630,4532
"G1789035","1900","Indian Territory","178","Chickasaw Nation","9035","Chickasaw Nation","97","30",139260,7613,7341,4699,4367
"G1789055","1900","Indian Territory","178","Choctaw Nation","9055","Choctaw Nation","97","50",99781,10545,9904,5414,4709
"G1789075","1900","Indian Territory","178","Creek Nation","9075","Creek Nation","97","70",40674,7888,7599,3916,3604
"G1789095","1900","Indian Territory","178","Seminole Nation","9095","Seminole Nation","97","90",3786,1323,1320,487,494
"G1789115","1900","Indian Territory","178","Modoc Indian Reservation","9115","Modoc Indian Reservation","97","110",140,20,24,0,0
"G1789135","1900","Indian Territory","178","Ottawa Indian Reservation","9135","Ottawa Indian Reservation","97","130",2205,86,90,0,0
"G1789155","1900","Indian Territory","178","Peroria Indian Reservation","9155","Peroria Indian Reservation","97","150",1180,96,89,1,0
"G1789177","1900","Indian Territory","178","Quapaw Indian Reservation","9177","Quapaw Indian Reservation","97","170",800,90,99,0,0
"G1789195","1900","Indian Territory","178","Seneca Indian Reservation","9195","Seneca Indian Reservation","97","190",970,84,87,0,0
"G1789215","1900","Indian Territory","178","Shawnee Indian Reservation","9215","Shawnee Indian Reservation","97","210",297,34,24,0,0
"G1789235","1900","Indian Territory","178","Wyandotte Indian Reservation","9235","Wyandotte Indian Reservation","97","230",1213,110,111,0,0
"G1800010","1900","Indiana","180","Adams","0010","Adams","22","10",22232,0,0,0,0
"G1800030","1900","Indiana","180","Allen","0030","Allen","22","30",77270,184,147,160,147
"G1800050","1900","Indiana","180","Bartholomew","0050","Bartholomew","22","50",24594,162,173,162,173
"G1800070","1900","Indiana","180","Benton","0070","Benton","22","70",13123,31,41,31,41
"G1800090","1900","Indiana","180","Blackford","0090","Blackford","22","90",17213,12,12,11,12
"G1800110","1900","Indiana","180","Boone","0110","Boone","22","110",26321,68,52,67,52
"G1800130","1900","Indiana","180","Brown","0130","Brown","22","130",9727,0,1,0,1
"G1800150","1900","Indiana","180","Carroll","0150","Carroll","22","150",19953,14,13,14,13
"G1800170","1900","Indiana","180","Cass","0170","Cass","22","170",34545,155,90,153,90
"G1800190","1900","Indiana","180","Clark","0190","Clark","22","190",31835,1677,1507,1675,1507
"G1800210","1900","Indiana","180","Clay","0210","Clay","22","210",34285,224,192,220,192
"G1800230","1900","Indiana","180","Clinton","0230","Clinton","22","230",28202,55,46,53,46
"G1800250","1900","Indiana","180","Crawford","0250","Crawford","22","250",13476,2,0,2,0
"G1800270","1900","Indiana","180","Daviess","0270","Daviess","22","270",29914,201,178,201,178
"G1800290","1900","Indiana","180","Dearborn","0290","Dearborn","22","290",22194,74,77,72,77
"G1800310","1900","Indiana","180","Decatur","0310","Decatur","22","310",19518,64,69,64,69
"G1800330","1900","Indiana","180","DeKalb","0330","De Kalb","22","330",25711,7,4,7,4
"G1800350","1900","Indiana","180","Delaware","0350","Delaware","22","350",49624,521,481,513,481
"G1800370","1900","Indiana","180","Dubois","0370","Dubois","22","370",20357,10,9,10,9
"G1800390","1900","Indiana","180","Elkhart","0390","Elkhart","22","390",45052,43,20,31,20
"G1800410","1900","Indiana","180","Fayette","0410","Fayette","22","410",13495,207,227,206,227
"G1800430","1900","Indiana","180","Floyd","0430","Floyd","22","430",30118,1038,1069,1038,1069
"G1800450","1900","Indiana","180","Fountain","0450","Fountain","22","450",21446,17,13,16,13
"G1800470","1900","Indiana","180","Franklin","0470","Franklin","22","470",16388,4,3,4,3
"G1800490","1900","Indiana","180","Fulton","0490","Fulton","22","490",17453,17,9,17,9
"G1800510","1900","Indiana","180","Gibson","0510","Gibson","22","510",30099,796,687,794,687
"G1800530","1900","Indiana","180","Grant","0530","Grant","22","530",54693,793,625,769,597
"G1800550","1900","Indiana","180","Greene","0550","Greene","22","550",28530,75,59,74,59
"G1800570","1900","Indiana","180","Hamilton","0570","Hamilton","22","570",29914,298,300,295,299
"G1800590","1900","Indiana","180","Hancock","0590","Hancock","22","590",19189,55,59,55,59
"G1800610","1900","Indiana","180","Harrison","0610","Harrison","22","610",21702,183,175,183,175
"G1800630","1900","Indiana","180","Hendricks","0630","Hendricks","22","630",21292,244,122,242,122
"G1800650","1900","Indiana","180","Henry","0650","Henry","22","650",25088,235,244,230,242
"G1800670","1900","Indiana","180","Howard","0670","Howard","22","670",28575,285,264,282,264
"G1800690","1900","Indiana","180","Huntington","0690","Huntington","22","690",28901,8,6,7,5
"G1800710","1900","Indiana","180","Jackson","0710","Jackson","22","710",26633,124,104,124,104
"G1800730","1900","Indiana","180","Jasper","0730","Jasper","22","730",14292,5,1,5,1
"G1800750","1900","Indiana","180","Jay","0750","Jay","22","750",26818,71,74,71,74
"G1800770","1900","Indiana","180","Jefferson","0770","Jefferson","22","770",22913,434,437,433,435
"G1800790","1900","Indiana","180","Jennings","0790","Jennings","22","790",15757,208,173,203,171
"G1800810","1900","Indiana","180","Johnson","0810","Johnson","22","810",20223,202,219,199,219
"G1800830","1900","Indiana","180","Knox","0830","Knox","22","830",32746,308,307,305,307
"G1800850","1900","Indiana","180","Kosciusko","0850","Kosciusko","22","850",29109,17,14,16,14
"G1800870","1900","Indiana","180","Lagrange","0870","Lagrange","22","870",15284,7,3,6,3
"G1800890","1900","Indiana","180","Lake","0890","Lake","22","890",37892,37,17,24,17
"G1800910","1900","Indiana","180","LaPorte","0910","Laporte","22","910",38386,215,55,214,55
"G1800930","1900","Indiana","180","Lawrence","0930","Lawrence","22","930",25729,283,152,283,152
"G1800950","1900","Indiana","180","Madison","0950","Madison","22","950",70470,671,514,665,514
"G1800970","1900","Indiana","180","Marion","0970","Marion","22","970",197227,8741,8827,8709,8827
"G1800990","1900","Indiana","180","Marshall","0990","Marshall","22","990",25119,6,9,6,9
"G1801010","1900","Indiana","180","Martin","1010","Martin","22","1010",14711,192,25,192,25
"G1801030","1900","Indiana","180","Miami","1030","Miami","22","1030",28344,105,106,44,36
"G1801050","1900","Indiana","180","Monroe","1050","Monroe","22","1050",20873,214,214,214,214
"G1801070","1900","Indiana","180","Montgomery","1070","Montgomery","22","1070",29388,126,159,123,159
"G1801090","1900","Indiana","180","Morgan","1090","Morgan","22","1090",20457,59,47,59,47
"G1801110","1900","Indiana","180","Newton","1110","Newton","22","1110",10448,21,19,21,19
"G1801130","1900","Indiana","180","Noble","1130","Noble","22","1130",23533,2,5,2,4
"G1801150","1900","Indiana","180","Ohio","1150","Ohio","22","1150",4724,79,65,78,65
"G1801170","1900","Indiana","180","Orange","1170","Orange","22","1170",16854,128,66,128,66
"G1801190","1900","Indiana","180","Owen","1190","Owen","22","1190",15149,65,43,65,43
"G1801210","1900","Indiana","180","Parke","1210","Parke","22","1210",23000,158,166,155,166
"G1801230","1900","Indiana","180","Perry","1230","Perry","22","1230",18778,126,127,125,127
"G1801250","1900","Indiana","180","Pike","1250","Pike","22","1250",20486,89,58,88,58
"G1801270","1900","Indiana","180","Porter","1270","Porter","22","1270",19175,6,8,4,7
"G1801290","1900","Indiana","180","Posey","1290","Posey","22","1290",22333,647,579,647,579
"G1801310","1900","Indiana","180","Pulaski","1310","Pulaski","22","1310",14033,4,2,4,2
"G1801330","1900","Indiana","180","Putnam","1330","Putnam","22","1330",21478,128,134,124,134
"G1801350","1900","Indiana","180","Randolph","1350","Randolph","22","1350",28653,225,173,223,173
"G1801370","1900","Indiana","180","Ripley","1370","Ripley","22","1370",19881,19,13,19,13
"G1801390","1900","Indiana","180","Rush","1390","Rush","22","1390",20148,300,277,300,277
"G1801410","1900","Indiana","180","St Joseph","1410","St Joseph","22","1410",58881,387,268,364,263
"G1801430","1900","Indiana","180","Scott","1430","Scott","22","1430",8307,1,0,1,0
"G1801450","1900","Indiana","180","Shelby","1450","Shelby","22","1450",26491,201,184,199,184
"G1801470","1900","Indiana","180","Spencer","1470","Spencer","22","1470",22407,672,651,670,651
"G1801490","1900","Indiana","180","Starke","1490","Starke","22","1490",10431,4,1,3,1
"G1801510","1900","Indiana","180","Steuben","1510","Steuben","22","1510",15219,5,4,4,4
"G1801530","1900","Indiana","180","Sullivan","1530","Sullivan","22","1530",26005,97,74,96,73
"G1801550","1900","Indiana","180","Switzerland","1550","Switzerland","22","1550",11840,37,44,37,44
"G1801570","1900","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",38659,212,184,202,184
"G1801590","1900","Indiana","180","Tipton","1590","Tipton","22","1590",19116,3,4,3,4
"G1801610","1900","Indiana","180","Union","1610","Union","22","1610",6748,70,58,66,54
"G1801630","1900","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",71769,4086,3976,4083,3976
"G1801650","1900","Indiana","180","Vermillion","1650","Vermillion","22","1650",15252,72,51,69,51
"G1801670","1900","Indiana","180","Vigo","1670","Vigo","22","1670",62035,1174,1086,1167,1086
"G1801690","1900","Indiana","180","Wabash","1690","Wabash","22","1690",28235,91,88,75,76
"G1801710","1900","Indiana","180","Warren","1710","Warren","22","1710",11371,13,11,13,11
"G1801730","1900","Indiana","180","Warrick","1730","Warrick","22","1730",22329,385,330,385,330
"G1801750","1900","Indiana","180","Washington","1750","Washington","22","1750",19409,2,3,2,3
"G1801770","1900","Indiana","180","Wayne","1770","Wayne","22","1770",38970,690,718,684,718
"G1801790","1900","Indiana","180","Wells","1790","Wells","22","1790",23449,3,1,2,1
"G1801810","1900","Indiana","180","White","1810","White","22","1810",19138,5,6,5,6
"G1801830","1900","Indiana","180","Whitley","1830","Whitley","22","1830",17328,35,26,35,26
"G1900010","1900","Iowa","190","Adair","0010","Adair","31","10",16192,7,6,7,6
"G1900030","1900","Iowa","190","Adams","0030","Adams","31","30",13601,14,14,14,14
"G1900050","1900","Iowa","190","Allamakee","0050","Allamakee","31","50",18711,11,8,8,8
"G1900070","1900","Iowa","190","Appanoose","0070","Appanoose","31","70",25927,196,172,196,172
"G1900090","1900","Iowa","190","Audubon","0090","Audubon","31","90",13626,2,1,2,1
"G1900110","1900","Iowa","190","Benton","0110","Benton","31","110",25177,15,7,15,7
"G1900130","1900","Iowa","190","Black Hawk","0130","Black Hawk","31","130",32399,13,11,11,11
"G1900150","1900","Iowa","190","Boone","0150","Boone","31","150",28200,130,106,129,106
"G1900170","1900","Iowa","190","Bremer","0170","Bremer","31","170",16305,5,1,5,1
"G1900190","1900","Iowa","190","Buchanan","0190","Buchanan","31","190",21427,14,12,14,12
"G1900210","1900","Iowa","190","Buena Vista","0210","Buena Vista","31","210",16975,4,1,2,1
"G1900230","1900","Iowa","190","Butler","0230","Butler","31","230",17955,4,0,1,0
"G1900250","1900","Iowa","190","Calhoun","0250","Calhoun","31","250",18569,4,0,3,0
"G1900270","1900","Iowa","190","Carroll","0270","Carroll","31","270",20319,24,10,22,10
"G1900290","1900","Iowa","190","Cass","0290","Cass","31","290",21274,9,3,6,3
"G1900310","1900","Iowa","190","Cedar","0310","Cedar","31","310",19371,29,19,28,19
"G1900330","1900","Iowa","190","Cerro Gordo","0330","Cerro Gordo","31","330",20672,34,25,33,25
"G1900350","1900","Iowa","190","Cherokee","0350","Cherokee","31","350",16570,11,6,11,6
"G1900370","1900","Iowa","190","Chickasaw","0370","Chickasaw","31","370",17037,5,0,3,0
"G1900390","1900","Iowa","190","Clarke","0390","Clarke","31","390",12440,42,27,42,27
"G1900410","1900","Iowa","190","Clay","0410","Clay","31","410",13401,1,1,1,1
"G1900430","1900","Iowa","190","Clayton","0430","Clayton","31","430",27750,3,0,3,0
"G1900450","1900","Iowa","190","Clinton","0450","Clinton","31","450",43832,97,86,96,86
"G1900470","1900","Iowa","190","Crawford","0470","Crawford","31","470",21685,11,4,11,4
"G1900490","1900","Iowa","190","Dallas","0490","Dallas","31","490",23058,9,14,9,14
"G1900510","1900","Iowa","190","Davis","0510","Davis","31","510",15620,31,28,31,28
"G1900530","1900","Iowa","190","Decatur","0530","Decatur","31","530",18115,25,33,25,33
"G1900550","1900","Iowa","190","Delaware","0550","Delaware","31","550",19185,1,0,1,0
"G1900570","1900","Iowa","190","Des Moines","0570","Des Moines","31","570",35989,224,208,220,208
"G1900590","1900","Iowa","190","Dickinson","0590","Dickinson","31","590",7995,3,1,3,1
"G1900610","1900","Iowa","190","Dubuque","0610","Dubuque","31","610",56403,77,43,75,43
"G1900630","1900","Iowa","190","Emmet","0630","Emmet","31","630",9936,2,5,2,5
"G1900650","1900","Iowa","190","Fayette","0650","Fayette","31","650",29845,51,38,51,38
"G1900670","1900","Iowa","190","Floyd","0670","Floyd","31","670",17754,9,8,7,8
"G1900690","1900","Iowa","190","Franklin","0690","Franklin","31","690",14996,7,1,4,1
"G1900710","1900","Iowa","190","Fremont","0710","Fremont","31","710",18546,35,30,34,30
"G1900730","1900","Iowa","190","Greene","0730","Greene","31","730",17820,8,4,7,4
"G1900750","1900","Iowa","190","Grundy","0750","Grundy","31","750",13757,2,1,2,1
"G1900770","1900","Iowa","190","Guthrie","0770","Guthrie","31","770",18729,6,4,3,4
"G1900790","1900","Iowa","190","Hamilton","0790","Hamilton","31","790",19514,25,17,23,17
"G1900810","1900","Iowa","190","Hancock","0810","Hancock","31","810",13752,6,5,4,4
"G1900830","1900","Iowa","190","Hardin","0830","Hardin","31","830",22794,50,9,46,9
"G1900850","1900","Iowa","190","Harrison","0850","Harrison","31","850",25597,19,20,19,20
"G1900870","1900","Iowa","190","Henry","0870","Henry","31","870",20022,176,191,176,191
"G1900890","1900","Iowa","190","Howard","0890","Howard","31","890",14512,9,6,9,6
"G1900910","1900","Iowa","190","Humboldt","0910","Humboldt","31","910",12667,1,1,1,1
"G1900930","1900","Iowa","190","Ida","0930","Ida","31","930",12327,2,1,2,1
"G1900950","1900","Iowa","190","Iowa","0950","Iowa","31","950",19544,3,1,1,1
"G1900970","1900","Iowa","190","Jackson","0970","Jackson","31","970",23615,2,0,1,0
"G1900990","1900","Iowa","190","Jasper","0990","Jasper","31","990",26976,96,94,96,94
"G1901010","1900","Iowa","190","Jefferson","1010","Jefferson","31","1010",17437,41,30,41,30
"G1901030","1900","Iowa","190","Johnson","1030","Johnson","31","1030",24817,33,31,31,31
"G1901050","1900","Iowa","190","Jones","1050","Jones","31","1050",21954,39,19,39,19
"G1901070","1900","Iowa","190","Keokuk","1070","Keokuk","31","1070",24979,24,10,23,10
"G1901090","1900","Iowa","190","Kossuth","1090","Kossuth","31","1090",22720,2,1,2,1
"G1901110","1900","Iowa","190","Lee","1110","Lee","31","1110",39719,832,803,830,802
"G1901130","1900","Iowa","190","Linn","1130","Linn","31","1130",55392,122,136,122,136
"G1901150","1900","Iowa","190","Louisa","1150","Louisa","31","1150",13516,5,4,4,4
"G1901170","1900","Iowa","190","Lucas","1170","Lucas","31","1170",16126,115,79,115,79
"G1901190","1900","Iowa","190","Lyon","1190","Lyon","31","1190",13165,0,0,0,0
"G1901210","1900","Iowa","190","Madison","1210","Madison","31","1210",17710,4,0,4,0
"G1901230","1900","Iowa","190","Mahaska","1230","Mahaska","31","1230",34273,964,777,960,777
"G1901250","1900","Iowa","190","Marion","1250","Marion","31","1250",24159,20,25,19,25
"G1901270","1900","Iowa","190","Marshall","1270","Marshall","31","1270",29991,84,85,82,85
"G1901290","1900","Iowa","190","Mills","1290","Mills","31","1290",16764,21,23,21,23
"G1901310","1900","Iowa","190","Mitchell","1310","Mitchell","31","1310",14916,8,7,8,7
"G1901330","1900","Iowa","190","Monona","1330","Monona","31","1330",17980,2,4,2,4
"G1901350","1900","Iowa","190","Monroe","1350","Monroe","31","1350",17985,342,211,342,211
"G1901370","1900","Iowa","190","Montgomery","1370","Montgomery","31","1370",17803,26,25,26,25
"G1901390","1900","Iowa","190","Muscatine","1390","Muscatine","31","1390",28242,74,73,73,73
"G1901410","1900","Iowa","190","O Brien","1410","O Brien","31","1410",16985,1,0,0,0
"G1901430","1900","Iowa","190","Osceola","1430","Osceola","31","1430",8725,3,0,1,0
"G1901450","1900","Iowa","190","Page","1450","Page","31","1450",24187,122,110,122,110
"G1901470","1900","Iowa","190","Palo Alto","1470","Palo Alto","31","1470",14354,2,0,0,0
"G1901490","1900","Iowa","190","Plymouth","1490","Plymouth","31","1490",22209,2,0,1,0
"G1901510","1900","Iowa","190","Pocahontas","1510","Pocahontas","31","1510",15339,1,0,0,0
"G1901530","1900","Iowa","190","Polk","1530","Polk","31","1530",82624,1081,964,1077,964
"G1901550","1900","Iowa","190","Pottawattamie","1550","Pottawattamie","31","1550",54336,156,118,153,118
"G1901570","1900","Iowa","190","Poweshiek","1570","Poweshiek","31","1570",19414,30,21,30,21
"G1901590","1900","Iowa","190","Ringgold","1590","Ringgold","31","1590",15325,2,1,2,1
"G1901610","1900","Iowa","190","Sac","1610","Sac","31","1610",17639,8,3,4,2
"G1901630","1900","Iowa","190","Scott","1630","Scott","31","1630",51558,267,233,263,233
"G1901650","1900","Iowa","190","Shelby","1650","Shelby","31","1650",17932,7,3,7,3
"G1901670","1900","Iowa","190","Sioux","1670","Sioux","31","1670",23337,3,0,1,0
"G1901690","1900","Iowa","190","Story","1690","Story","31","1690",23159,4,0,3,0
"G1901710","1900","Iowa","190","Tama","1710","Tama","31","1710",24585,209,191,14,9
"G1901730","1900","Iowa","190","Taylor","1730","Taylor","31","1730",18784,36,38,36,38
"G1901750","1900","Iowa","190","Union","1750","Union","31","1750",19928,68,34,68,34
"G1901770","1900","Iowa","190","Van Buren","1770","Van Buren","31","1770",17354,53,50,52,50
"G1901790","1900","Iowa","190","Wapello","1790","Wapello","31","1790",35426,441,355,439,354
"G1901810","1900","Iowa","190","Warren","1810","Warren","31","1810",20376,42,27,41,27
"G1901830","1900","Iowa","190","Washington","1830","Washington","31","1830",20718,37,33,36,33
"G1901850","1900","Iowa","190","Wayne","1850","Wayne","31","1850",17491,8,3,7,3
"G1901870","1900","Iowa","190","Webster","1870","Webster","31","1870",31757,72,45,70,45
"G1901890","1900","Iowa","190","Winnebago","1890","Winnebago","31","1890",12725,3,1,1,1
"G1901910","1900","Iowa","190","Winneshiek","1910","Winneshiek","31","1910",23731,16,6,13,6
"G1901930","1900","Iowa","190","Woodbury","1930","Woodbury","31","1930",54610,163,134,158,134
"G1901950","1900","Iowa","190","Worth","1950","Worth","31","1950",10887,9,6,7,6
"G1901970","1900","Iowa","190","Wright","1970","Wright","31","1970",18227,14,2,10,2
"G1909015","1900","Iowa","190","Sac and Fox Indian Reservation (Iowa part)","9015","Sac and Fox Indian Reservation (Iowa part)","31","1615",,,,,
"G2000010","1900","Kansas","200","Allen","0010","Allen","32","10",19507,213,173,213,173
"G2000030","1900","Kansas","200","Anderson","0030","Anderson","32","30",13938,150,163,150,163
"G2000050","1900","Kansas","200","Atchison","0050","Atchison","32","50",28606,1537,1432,1516,1413
"G2000070","1900","Kansas","200","Barber","0070","Barber","32","70",6594,35,20,35,20
"G2000090","1900","Kansas","200","Barton","0090","Barton","32","90",13784,147,139,147,139
"G2000110","1900","Kansas","200","Bourbon","0110","Bourbon","32","110",24712,741,750,739,750
"G2000130","1900","Kansas","200","Brown","0130","Brown","32","130",22369,519,476,249,239
"G2000150","1900","Kansas","200","Butler","0150","Butler","32","150",23363,88,79,82,75
"G2000170","1900","Kansas","200","Chase","0170","Chase","32","170",8246,90,87,90,87
"G2000190","1900","Kansas","200","Chautauqua","0190","Chautauqua","32","190",11804,111,116,90,94
"G2000210","1900","Kansas","200","Cherokee","0210","Cherokee","32","210",42694,1055,914,1046,910
"G2000230","1900","Kansas","200","Cheyenne","0230","Cheyenne","32","230",2640,0,0,0,0
"G2000250","1900","Kansas","200","Clark","0250","Clark","32","250",1701,3,4,2,4
"G2000270","1900","Kansas","200","Clay","0270","Clay","32","270",15833,89,92,89,92
"G2000290","1900","Kansas","200","Cloud","0290","Cloud","32","290",18071,35,26,35,26
"G2000310","1900","Kansas","200","Coffey","0310","Coffey","32","310",16643,65,80,65,80
"G2000330","1900","Kansas","200","Comanche","0330","Comanche","32","330",1619,0,0,0,0
"G2000350","1900","Kansas","200","Cowley","0350","Cowley","32","350",30156,364,331,359,326
"G2000370","1900","Kansas","200","Crawford","0370","Crawford","32","370",38809,938,719,938,719
"G2000390","1900","Kansas","200","Decatur","0390","Decatur","32","390",9234,7,3,7,3
"G2000410","1900","Kansas","200","Dickinson","0410","Dickinson","32","410",21816,117,111,117,111
"G2000430","1900","Kansas","200","Doniphan","0430","Doniphan","32","430",15079,433,387,428,385
"G2000450","1900","Kansas","200","Douglas","0450","Douglas","32","450",25096,1617,1660,1352,1442
"G2000470","1900","Kansas","200","Edwards","0470","Edwards","32","470",3682,46,37,46,37
"G2000490","1900","Kansas","200","Elk","0490","Elk","32","490",11443,1,2,1,2
"G2000510","1900","Kansas","200","Ellis","0510","Ellis","32","510",8626,34,29,34,29
"G2000530","1900","Kansas","200","Ellsworth","0530","Ellsworth","32","530",9626,90,69,90,68
"G2000550","1900","Kansas","200","Finney","0550","Finney","32","550",3469,53,57,53,57
"G2000570","1900","Kansas","200","Ford","0570","Ford","32","570",5497,31,34,31,34
"G2000590","1900","Kansas","200","Franklin","0590","Franklin","32","590",21354,380,384,341,355
"G2000610","1900","Kansas","200","Geary","0610","Geary","32","610",10744,211,170,211,170
"G2000630","1900","Kansas","200","Gove","0630","Gove","32","630",2441,19,14,19,14
"G2000650","1900","Kansas","200","Graham","0650","Graham","32","650",5173,256,275,256,275
"G2000670","1900","Kansas","200","Grant","0670","Grant","32","670",422,0,0,0,0
"G2000690","1900","Kansas","200","Gray","0690","Gray","32","690",1264,11,4,11,4
"G2000710","1900","Kansas","200","Greeley","0710","Greeley","32","710",493,1,0,1,0
"G2000730","1900","Kansas","200","Greenwood","0730","Greenwood","32","730",16196,35,31,35,31
"G2000750","1900","Kansas","200","Hamilton","0750","Hamilton","32","750",1426,4,2,4,2
"G2000770","1900","Kansas","200","Harper","0770","Harper","32","770",10310,27,25,27,25
"G2000790","1900","Kansas","200","Harvey","0790","Harvey","32","790",17591,145,134,144,134
"G2000810","1900","Kansas","200","Haskell","0810","Haskell","32","810",457,0,0,0,0
"G2000830","1900","Kansas","200","Hodgeman","0830","Hodgeman","32","830",2032,66,59,66,59
"G2000850","1900","Kansas","200","Jackson","0850","Jackson","32","850",17117,424,345,86,91
"G2000870","1900","Kansas","200","Jefferson","0870","Jefferson","32","870",17533,346,342,346,342
"G2000890","1900","Kansas","200","Jewell","0890","Jewell","32","890",19420,3,4,3,4
"G2000910","1900","Kansas","200","Johnson","0910","Johnson","32","910",18104,399,415,397,413
"G2000930","1900","Kansas","200","Kearny","0930","Kearny","32","930",1107,1,0,1,0
"G2000950","1900","Kansas","200","Kingman","0950","Kingman","32","950",10663,33,27,33,27
"G2000970","1900","Kansas","200","Kiowa","0970","Kiowa","32","970",2365,5,4,5,4
"G2000990","1900","Kansas","200","Labette","0990","Labette","32","990",27387,858,905,845,892
"G2001010","1900","Kansas","200","Lane","1010","Lane","32","1010",1563,0,0,0,0
"G2001030","1900","Kansas","200","Leavenworth","1030","Leavenworth","32","1030",40940,2606,2035,2465,2033
"G2001050","1900","Kansas","200","Lincoln","1050","Lincoln","32","1050",9886,18,19,18,19
"G2001070","1900","Kansas","200","Linn","1070","Linn","32","1070",16689,334,302,329,299
"G2001090","1900","Kansas","200","Logan","1090","Logan","32","1090",1962,7,8,7,8
"G2001110","1900","Kansas","200","Lyon","1110","Lyon","32","1110",25074,497,478,495,478
"G2001130","1900","Kansas","200","McPherson","1130","Mcpherson","32","1130",21421,21,9,21,9
"G2001150","1900","Kansas","200","Marion","1150","Marion","32","1150",20676,57,54,57,54
"G2001170","1900","Kansas","200","Marshall","1170","Marshall","32","1170",24355,135,131,135,131
"G2001190","1900","Kansas","200","Meade","1190","Meade","32","1190",1581,4,2,4,2
"G2001210","1900","Kansas","200","Miami","1210","Miami","32","1210",21641,547,471,544,471
"G2001230","1900","Kansas","200","Mitchell","1230","Mitchell","32","1230",14647,21,45,21,45
"G2001250","1900","Kansas","200","Montgomery","1250","Montgomery","32","1250",29039,777,837,771,822
"G2001270","1900","Kansas","200","Morris","1270","Morris","32","1270",11967,209,196,209,196
"G2001290","1900","Kansas","200","Morton","1290","Morton","32","1290",304,9,8,9,8
"G2001310","1900","Kansas","200","Nemaha","1310","Nemaha","32","1310",20376,133,145,133,145
"G2001330","1900","Kansas","200","Neosho","1330","Neosho","32","1330",19254,159,122,159,122
"G2001350","1900","Kansas","200","Ness","1350","Ness","32","1350",4535,0,0,0,0
