GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AOS001,AOS002,AOD001,AOD002,AOD003,AOH001,AOH002,AOH003,AOH004,AOH005,AOH006,AOH007,AOH008,AOH009,AOH010,AOH011,AOH012,AOH013,AOH014,AOH015,AOH016,AOH017,AOH018,AOH019,AOH020,AOH021,AOH022,AOH023,AOH024,AOH025,AOH026,AOH027,AOH028,AOH029,AOH030,AOH031,AOH032,AOH033,AOH034,AOH035,AOH036,AOH037,AOH038
"G3300150","1880","New Hampshire","330","Rockingham","0150","Rockingham","4","150",223544,121991,13138536,481735,1114316,31220,1665406,764070,60932,8531,1067,175705,26572,4987,5634,0,0,119,0,0,0,0,0,0,4135,1751,68086,0,0,684829,5455,246,0,0,385202,0,52429,6054,31220,0,0,266,10152
"G3300170","1880","New Hampshire","330","Strafford","0170","Strafford","4","170",125087,59532,5059086,180510,524515,20696,401890,449689,44109,5786,204,76690,12546,1412,5126,0,0,125,0,0,0,0,0,0,3577,901,31292,7,37,191013,2067,110,0,0,176025,0,21185,4143,20696,0,0,133,6595
"G3300190","1880","New Hampshire","330","Sullivan","0190","Sullivan","4","190",205988,75034,4599647,211936,808075,179598,57922,613338,83053,17511,7322,135677,104480,3145,14445,0,0,20,0,0,0,0,0,0,585460,15060,49945,0,98,193306,7597,197,0,28625,201439,0,33895,35327,179598,0,0,259,3545
"G3400010","1880","New Jersey","340","Atlantic","0010","Atlantic","12","10",28008,77118,2078780,51697,148711,14,51079,71196,50,0,777,98173,1569,4675,10519,0,0,0,0,0,0,0,0,0,0,0,1609,0,0,125854,286,33,0,0,28733,32524,15561,4,14,0,0,0,99
"G3400030","1880","New Jersey","340","Bergen","0030","Bergen","12","30",69163,24845,13011720,397370,665928,1545,535641,427073,0,0,17135,178002,49587,40372,9189,0,0,0,0,0,0,0,0,0,0,0,17613,0,0,359473,5072,83,0,250,186058,1641,6197,312,1545,0,10,39,42
"G3400050","1880","New Jersey","340","Burlington","0050","Burlington","12","50",195744,73790,18331720,710561,1592943,67322,1211535,645489,21064,0,9059,1256523,131663,135149,241412,0,0,954,0,0,0,0,0,0,0,0,61535,0,190,507332,3595,229,0,94487,419489,297857,20681,17909,67322,0,630,512,156
"G3400070","1880","New Jersey","340","Camden","0070","Camden","12","70",56985,24807,5717348,249390,429344,3847,457330,151140,5086,0,1007,284555,12558,23198,67604,0,0,938,0,0,0,0,0,0,0,0,14283,0,0,105219,1779,180,0,0,344181,209262,4535,866,3847,0,25,64,332
"G3400090","1880","New Jersey","340","Cape May","0090","Cape May","12","90",30064,21968,1436430,49140,125132,139,26425,53439,0,0,174,116428,5080,269,18196,0,0,0,0,0,0,0,0,0,0,0,6452,0,0,58706,237,7,0,0,31376,25760,11447,28,139,0,25,0,307
"G3400110","1880","New Jersey","340","Cumberland","0110","Cumberland","12","110",104246,51991,7052453,289638,497097,8858,172002,282040,886,128,3162,602546,63324,4131,157952,0,0,31,0,0,0,0,0,543,0,0,25250,1129,230,304225,1846,83,0,0,116389,123585,16077,1838,8858,0,1615,64,600
"G3400130","1880","New Jersey","340","Essex","0130","Essex","12","130",29061,8649,7767450,133271,362089,209,1349079,260925,1274,50,2741,92664,28010,9707,8461,0,0,0,0,0,0,0,0,0,0,0,12157,0,0,204583,3871,84,0,3300,105341,0,2795,40,209,0,0,79,591
"G3400150","1880","New Jersey","340","Gloucester","0150","Gloucester","12","150",119107,29000,9017002,385516,727786,13837,144797,455475,4982,0,4666,675653,29299,27473,108154,0,0,94,0,0,0,0,0,0,0,0,27300,27,5,312875,2946,92,0,570,353518,977422,4692,2913,13837,0,1770,141,309
"G3400170","1880","New Jersey","340","Hudson","0170","Hudson","12","170",2728,193,2380900,39024,41327,0,21312,2660,0,0,0,2656,0,0,0,0,5,0,0,0,0,0,0,0,0,0,405,0,0,5590,60,8,0,0,7375,0,153,0,0,0,0,104,520
"G3400190","1880","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",210851,34186,14572674,765004,1571263,87936,1394429,1053955,88,2225,82099,1252598,854852,87418,234795,0,5127,759,46401,0,0,0,0,25,0,0,42222,2612,1386,1054374,13377,313,0,590,115823,665,10625,23888,87936,0,4528,33,828
"G3400210","1880","New Jersey","340","Mercer","0210","Mercer","12","210",105851,15057,10830608,438844,873275,30553,510022,647535,6997,0,9373,702937,396570,54284,158417,0,39,1078,300,0,0,0,0,0,0,0,28990,288,51,366601,4049,187,0,69810,110041,21466,5163,9067,30553,0,725,86,138
"G3400230","1880","New Jersey","340","Middlesex","0230","Middlesex","12","230",116325,38641,11931840,418756,791355,12334,1181961,441226,0,68,10536,597491,247080,52233,112973,0,0,0,0,0,0,0,0,0,0,0,33528,190,11,369920,5758,193,0,0,146707,21555,10374,3213,12334,0,0,519,607
"G3400250","1880","New Jersey","340","Monmouth","0250","Monmouth","12","250",160561,52050,18183342,686542,1421434,51802,424318,597292,525,240,5389,1048940,149769,133560,179421,0,0,1549,0,0,0,0,0,210,0,0,42780,27,2,688818,1659,175,0,0,796388,106751,11964,15714,51802,0,150,28,477
"G3400270","1880","New Jersey","340","Morris","0270","Morris","12","270",143594,99184,14419618,401973,989062,28393,1131645,708899,460,844,57937,651352,377576,41723,53257,0,0,259,0,0,0,0,0,128,27,0,38115,564,75,549953,27754,1892,0,1700,200247,206,26862,7385,28393,0,11811,0,576
"G3400290","1880","New Jersey","340","Ocean","0290","Ocean","12","290",38499,48943,2738300,85527,199532,3299,33233,116181,100,0,2249,137277,10629,17807,12149,0,0,0,0,0,0,0,0,229,0,0,6051,0,0,103622,1729,64,0,0,27867,18479,8113,956,3299,0,450,0,45
"G3400310","1880","New Jersey","340","Passaic","0310","Passaic","12","310",35787,51128,4292788,88822,298384,2691,564863,275254,25,0,17643,97427,36209,21825,5538,0,0,441,0,0,0,0,0,0,436,4,12513,0,14,133150,6000,295,0,318,92515,59,11991,597,2691,0,0,113,398
"G3400330","1880","New Jersey","340","Salem","0330","Salem","12","330",136917,38322,9291818,427464,892819,23629,429962,404559,6396,0,3785,1064227,142729,3716,269670,0,0,0,0,0,0,0,0,0,0,0,34905,1820,22533,246990,2555,45,0,560,119153,248398,5840,4761,23629,0,3302,0,116
"G3400350","1880","New Jersey","340","Somerset","0350","Somerset","12","350",155629,22882,12226586,504699,945442,35096,440950,660108,1250,181,12485,727683,547220,56429,137619,0,109,4,0,0,0,0,0,0,0,0,39792,1452,470,506906,4978,135,0,0,63513,536,5334,10399,35096,0,1312,0,566
"G3400370","1880","New Jersey","340","Sussex","0370","Sussex","12","370",180846,72842,9801524,291946,1052293,23158,4183145,1190571,16675,181,119899,571484,229537,98300,30560,0,0,0,0,0,0,0,0,18,1992,330,40059,44,99,278269,26146,1263,0,400,94788,54,26779,5171,23158,0,700,0,539
"G3400390","1880","New Jersey","340","Union","0390","Union","12","390",29800,8629,4573345,111631,269190,1351,965367,107161,160,0,4442,122166,38690,6897,4962,0,3,0,0,0,0,0,0,0,0,0,10497,0,0,191125,1724,58,0,0,79538,85,1637,322,1351,0,0,10,42
"G3400410","1880","New Jersey","340","Warren","0410","Warren","12","410",146531,39251,11239592,394270,967006,45097,243688,961657,500,174,101856,869923,358622,129898,80891,0,0,1,0,0,0,0,0,108,41,0,22934,923,199,212557,15921,726,0,330,124753,426,17165,11637,45097,0,49,7,180
"G3550035","1880","New Mexico Territory","355","Bernalillo","0035","Bernalillo","66","10",3821,13170,228075,5470,653770,1169925,0,2650,0,2420,0,35185,1215,0,21245,0,190,31,0,0,0,0,0,0,0,0,50,0,0,1075,0,0,0,0,75,0,25,582950,1169925,0,0,147,335
"G3550075","1880","New Mexico Territory","355","Colfax","0075","Colfax","66","70",51606,56146,138125,3715,370340,176900,0,7220,0,0,0,8230,10578,0,1533,0,0,0,0,0,0,0,0,0,0,0,2115,0,0,9252,0,0,0,0,3250,0,0,65050,176900,0,0,8,198
"G3550115","1880","New Mexico Territory","355","Dona Ana","0115","Dona Ana","66","130",25786,20443,354695,18954,172335,86149,2135,2685,50,8091,0,41738,135,0,62982,0,0,0,0,0,0,0,0,0,0,0,417,0,0,1101,0,0,0,0,0,30,0,34722,86149,0,0,30,840
"G3550155","1880","New Mexico Territory","355","Grant","0155","Grant","66","170",5267,4500,155970,10925,102137,40815,805,15222,6000,14937,0,49665,995,0,10615,0,0,0,0,0,0,0,0,0,0,0,374,0,0,9495,0,0,0,0,9655,2000,0,14230,40815,0,0,0,164
"G3550195","1880","New Mexico Territory","355","Lincoln","0195","Lincoln","66","270",4821,8619,157625,7527,122880,5625,6150,2600,0,114,0,41597,1703,0,9806,0,0,0,0,0,0,0,0,0,0,0,89,0,0,6281,450,5,0,0,0,0,0,2840,5625,0,0,0,606
"G3550255","1880","New Mexico Territory","355","Mora","0255","Mora","66","330",18848,39055,719781,68228,496665,249660,0,100,0,6681,0,72210,38484,0,97305,0,0,128,0,0,0,0,0,0,0,0,1475,0,0,31443,0,0,0,0,5028,0,972,97515,249660,0,0,318,780
"G3550315","1880","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba","66","390",18762,42377,1153240,11902,454378,251143,8,8648,311,889,0,42862,10188,120,53323,0,71,67,0,0,0,0,0,0,0,0,431,0,0,17388,0,0,0,0,2227,228,0,147786,251143,0,0,83,987
"G3550395","1880","New Mexico Territory","355","San Miguel","0395","San Miguel","66","470",27861,148188,757409,16516,698628,640893,343,1211,1500,20,0,108490,18670,120,87041,0,7,458,0,0,0,0,0,251,0,0,4384,0,0,8649,0,0,0,0,0,0,2652,389934,640893,0,0,171,2349
"G3550435","1880","New Mexico Territory","355","Santa Fe","0435","Santa Fe","66","490",8619,4417,214279,6893,111795,48628,285,145,345,0,0,23161,0,0,12371,0,0,0,0,0,0,0,0,0,0,0,30,0,0,7708,0,0,0,0,0,0,267,30798,48628,0,0,0,0
"G3550475","1880","New Mexico Territory","355","Socorro","0475","Socorro","66","530",26013,14539,471170,41094,667061,266649,200,4346,2295,15975,0,51300,170,0,93853,0,566,0,0,0,0,0,0,0,0,0,300,0,0,2395,0,0,0,0,1098,959,306,149716,266649,0,0,41,123
"G3550495","1880","New Mexico Territory","355","Taos","0495","Taos","66","550",33740,31278,738845,41680,598313,509376,110,0,0,926,0,115044,74389,0,226715,0,0,181,0,0,0,0,0,0,0,0,1101,0,0,126618,0,0,0,890,0,0,13274,213965,509376,0,0,4119,4994
"G3550555","1880","New Mexico Territory","355","Valencia","0555","Valencia","66","610",12248,11007,425185,22258,562498,573425,0,0,0,0,0,44304,0,0,29852,0,0,54,0,0,0,0,0,0,0,0,259,0,0,17453,0,0,0,0,550,0,0,359325,573425,0,0,183,4792
"G3600010","1880","New York","360","Albany","0010","Albany","13","10",254521,51736,19898866,1047171,1589181,115847,1390662,1154969,6560,17952,211225,296145,787529,158600,23128,0,867,833,0,0,0,0,0,0,3111,586,95137,1727,285,627374,64267,1689,0,0,495402,0,25249,24393,115847,123182,56204,9290,2178
"G3600030","1880","New York","360","Allegany","0030","Allegany","13","30",424612,184932,16994924,767950,2778713,260437,11181824,1835055,48915,60674,105857,241364,985938,5468,158128,0,105,1382,0,0,0,0,0,0,781264,11843,129512,2551,1804,572023,44326,2339,0,800,599033,0,175048,54368,260437,10367,20,12286,4966
"G3600070","1880","New York","360","Broome","0070","Broome","13","70",301417,118892,14449412,608054,1835138,93529,1113619,3659982,25068,5439,126910,281955,728242,9837,77335,0,8,1027,0,0,0,0,0,0,112543,3101,100534,181,184,599731,86498,1372,0,67510,469316,0,80924,22198,93529,52466,7017,571,1842
"G3600090","1880","New York","360","Cattaraugus","0090","Cattaraugus","13","90",420420,225609,20534050,816907,2914243,127000,13580084,2068221,294332,33534,38228,305193,933579,2322,64976,0,3,987,0,0,0,0,0,0,687123,14311,139177,97,682,584708,29290,1327,0,823,544817,0,196322,26745,127000,12943,43,4661,2393
"G3600110","1880","New York","360","Cayuga","0110","Cayuga","13","110",357895,68960,27872528,1176395,2672662,298188,900089,2494775,61175,576813,72480,1086061,1041403,5490,692028,0,79,27,0,0,0,0,0,301,77840,3359,81188,7715,783,932947,37141,1911,0,407769,761011,0,90749,53345,298188,2590,3079,1365,14078
"G3600130","1880","New York","360","Chautauqua","0130","Chautauqua","13","130",507467,153385,25845834,961851,3342930,187964,5830404,5122756,355634,61356,30803,542889,912679,2192,119171,0,4,6,0,0,0,0,0,0,570049,17992,162196,2160,1419,764365,51395,1931,0,1783,516843,0,227834,38451,187964,1873,16835,1879,4036
"G3600150","1880","New York","360","Chemung","0150","Chemung","13","150",179472,66494,10380268,410686,1065027,44330,1629906,1183914,208,63926,105112,265446,505528,6606,118034,0,50,0,0,0,0,0,0,22,3254,650,42369,2680,241,285671,35662,1742,0,1571885,198775,0,30360,10036,44330,1600,2948,217,1859
"G3600170","1880","New York","360","Chenango","0170","Chenango","13","170",472200,131722,17338916,743931,2746533,117555,7248061,4723247,97625,9883,38397,323244,639487,4873,44119,0,0,9,0,0,0,0,0,0,331168,4676,168666,23,187,368840,45174,968,0,12049,407468,0,149915,26341,117555,302857,78,288,1722
"G3600190","1880","New York","360","Clinton","0190","Clinton","13","190",275959,142038,9934376,409286,1249531,106211,392615,1120060,20132,20560,164404,232041,521130,26057,45907,0,0,0,0,0,0,0,0,0,175338,5053,75231,24,162,298714,52100,1528,0,7430,805831,0,116586,24755,106211,30430,0,12621,28787
"G3600210","1880","New York","360","Columbia","0210","Columbia","13","210",348700,59775,19884918,764132,1780247,242304,515098,1396595,8972,5865,128878,537196,724719,468584,13141,0,2,2452,50,0,0,0,0,0,465,272,97207,43,68,498726,24603,1129,0,5670,579421,0,24047,50671,242304,715,324,113,2640
"G3600230","1880","New York","360","Cortland","0230","Cortland","13","230",251131,67281,10669362,447528,1714397,76581,1950024,3495622,162773,18514,22493,185979,416175,105,30315,0,1301,84,82400,0,0,0,0,0,740524,13257,97488,194,363,506690,23420,699,0,283,313856,0,87495,15918,76581,23477,0,1227,1205
"G3600250","1880","New York","360","Delaware","0250","Delaware","13","250",467495,269408,16908566,787777,2948435,129911,1138467,7732028,25898,12981,198374,189373,780024,20332,23897,0,0,0,0,0,0,0,0,0,772505,15127,184340,188,104,484413,55763,3673,0,1612,370651,0,166518,29668,129911,190793,0,334,1604
"G3600270","1880","New York","360","Dutchess","0270","Dutchess","13","270",383041,107580,35977880,902428,4981382,145758,6892808,1409331,17354,8541,56813,730513,756375,189558,96149,0,4,535,250,0,0,0,0,0,1650,149,113878,0,16,623024,23156,921,0,407156,292239,0,30947,35029,145758,0,20,23,507
"G3600290","1880","New York","360","Erie","0290","Erie","13","290",503015,111680,34598336,1771479,3550438,116348,8747124,2386032,410160,255565,72842,775761,1518615,36975,557367,0,49,628,0,0,0,0,0,70,279103,6596,131019,6479,1053,1116191,46275,1540,0,1212,1243515,0,133568,22401,116348,38600,2000,9793,13605
"G3600310","1880","New York","360","Essex","0310","Essex","13","310",225134,192952,6172745,278787,1058286,159630,75256,998970,45909,9772,53277,132379,281903,11175,19372,0,2,456,7,0,0,0,0,0,127332,2352,51776,23,219,239147,18878,714,0,684,252937,0,61413,33085,159630,739,0,5489,9272
"G3600330","1880","New York","360","Franklin","0330","Franklin","13","330",250645,107116,9279816,445809,1248991,79060,2265970,1336684,25937,23370,35510,134211,401342,28941,62439,0,0,67,0,0,0,0,0,0,426482,3750,72888,6,300,277437,25456,1130,0,4084,858590,0,69396,16607,79060,1083850,0,11799,5683
"G3600350","1880","New York","360","Fulton","0350","Fulton","13","350",192445,91241,6649291,334838,900984,42270,1690948,823415,38420,5434,79797,195316,345672,11271,9287,0,534,39,0,0,0,0,0,0,38229,2855,55533,0,14,338921,15942,744,0,0,218111,0,33222,9315,42270,8097,0,1005,2199
"G3600370","1880","New York","360","Genesee","0370","Genesee","13","370",264943,46755,19854440,708013,1931965,369940,1530664,882444,28144,338992,18649,712449,551698,3643,715168,0,0,0,0,0,0,0,0,0,100705,3334,47245,16144,449,536129,26777,512,0,0,898632,0,81463,57644,369940,121813,80,4557,120129
"G3600390","1880","New York","360","Greene","0390","Greene","13","390",240734,114738,12603216,528735,1296268,74874,98719,1757110,2546,3533,131181,253049,370615,71430,10251,0,15,607,0,0,0,0,0,0,263963,4018,84335,6,73,452151,41089,2034,0,355,186101,0,44001,16684,74874,12907,0,293,1917
"G3600410","1880","New York","360","Hamilton","0410","Hamilton","13","410",28973,70348,921912,38639,133416,9561,35300,101749,915,199,12295,10797,29920,305,72,0,0,104,0,0,0,0,0,0,24236,743,8552,5,3,42964,3055,225,0,710,43208,0,18771,2244,9561,0,0,170,416
"G3600430","1880","New York","360","Herkimer","0430","Herkimer","13","430",371750,82639,18989562,686909,2495413,25357,16638734,1402922,2862334,43561,49585,222420,677400,1169,23129,0,1307,83,0,0,0,0,0,0,109726,8098,152018,348,60,404543,27969,810,0,340,462101,0,62816,5015,25357,512963,16000,2418,1353
"G3600450","1880","New York","360","Jefferson","0450","Jefferson","13","450",594899,131884,26869176,1009347,3468873,90975,13261680,4071740,283990,393024,33556,357964,1256468,57312,189322,0,2,426,11,0,0,0,0,0,696693,14921,236060,515,7283,848781,27325,1511,0,1850,460881,0,168224,18748,90975,135955,0,47199,31722
"G3600470","1880","New York","360","Kings","0470","Kings","13","470",9967,320,4872855,224550,254728,100,554951,22414,460,0,142,52990,3158,2052,3240,0,0,13,0,0,0,0,0,0,0,0,1493,0,0,112254,50,0,0,0,772246,0,157,11,100,0,0,199,195
"G3600490","1880","New York","360","Lewis","0490","Lewis","13","490",290994,172080,11978772,564962,1803505,30499,7533915,2009126,252545,45612,20743,71625,493704,11359,26739,0,4,55,50,0,0,0,0,0,600609,6863,114270,58,347,283616,19564,743,0,1072,480115,0,95195,6841,30499,398201,0,6404,2028
"G3600510","1880","New York","360","Livingston","0510","Livingston","13","510",311260,74425,22659984,890572,2380844,557895,554547,1225417,118427,358729,57553,744961,696194,8124,706029,0,166,1233,0,0,0,0,0,0,12500,1291,59728,14603,1156,638113,27633,1422,0,457,517174,0,46220,94999,557895,310574,382500,2649,153878
"G3600530","1880","New York","360","Madison","0530","Madison","13","530",314735,79467,19301802,772012,2314369,101863,9939806,1987803,90110,95074,34647,406326,755189,1655,115059,0,0,0,0,0,0,0,0,0,179229,8676,120162,164,450,628691,35801,1473,0,50064,405065,0,123398,19698,101863,3823963,2700,5496,4377
"G3600550","1880","New York","360","Monroe","0550","Monroe","13","550",349375,39329,38712936,1516051,3004379,249557,1449440,1773172,14484,560528,15590,1269480,1070779,30298,1140997,0,0,75,0,0,0,0,0,0,5421,2079,67697,18863,461,748115,19774,703,0,20250,1759839,0,46371,40956,249557,111112,500,1615,293563
"G3600570","1880","New York","360","Montgomery","0570","Montgomery","13","570",252977,33664,15259126,668753,1524959,49037,6758671,1128038,247850,34942,86538,312396,791269,9109,85414,0,11138,1769,8000,0,0,0,0,0,4410,2050,114312,179,363,470235,44811,1416,0,0,185010,0,16835,9612,49037,1001403,846430,6230,3315
"G3600610","1880","New York","360","New York","0610","New York","13","610",1930,461,852500,11385,65385,0,66975,930,0,0,0,2490,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,17153,0,0,0,0,5266,0,0,0,0,0,0,0,20
"G3600630","1880","New York","360","Niagara","0630","Niagara","13","630",269401,37348,25274044,1172270,2100907,178910,302019,1359762,43419,495541,12653,833226,751549,7496,866531,0,2,5,0,0,0,0,0,25,1440,147,53567,21899,579,723056,13362,558,0,2795,438982,0,35482,33231,178910,3133,0,5793,84432
"G3600650","1880","New York","360","Oneida","0650","Oneida","13","650",541628,167768,31500144,1196908,3933971,83501,17503600,3193616,462824,65908,57662,630432,1092675,12492,89958,0,1377,314,100,0,0,0,0,206,96878,10380,206464,20,403,1008330,39635,2055,0,1692,1237213,0,125137,18539,83501,4075651,300,968,5387
"G3600670","1880","New York","360","Onondaga","0670","Onondaga","13","670",422280,69913,31932960,1258201,3100906,303242,4330051,2815718,300733,399075,66870,1026713,1292077,16367,554045,0,6060,747,43225,0,0,0,0,100,80654,4557,109489,3398,1097,972206,64159,2496,0,2346257,1043714,0,74188,55231,303242,281892,6020,8903,11592
"G3600690","1880","New York","360","Ontario","0690","Ontario","13","690",329141,64911,28125216,1048993,2512101,676547,627605,1462811,27709,587713,29489,1022226,905346,5497,835531,0,71,1630,0,0,0,0,0,0,28673,5392,61856,5960,603,713259,37139,1206,0,587,1264092,0,55730,102944,676547,807538,1770,4230,22406
"G3600710","1880","New York","360","Orange","0710","Orange","13","710",364051,135766,26115218,877725,3127851,21901,18742336,1221295,4612,500,40940,619753,424772,106981,75156,0,0,21,0,0,0,0,0,0,922,111,106349,465,226,637504,20278,1365,0,5350,260310,0,33449,5127,21901,636,2410,57,249
"G3600730","1880","New York","360","Orleans","0730","Orleans","13","730",219014,33012,17374828,624769,1457002,287160,150626,915079,19305,389376,12638,511277,438039,3352,551063,0,10,1,0,0,0,0,0,0,9781,915,40929,11021,309,372869,9303,686,0,110385,309677,0,68257,46471,287160,22859,0,396,246235
"G3600750","1880","New York","360","Oswego","0750","Oswego","13","750",356564,143600,17009516,854072,2511405,78874,10077736,2546053,236697,37109,86313,615105,702706,35771,88691,0,3,16,126,0,0,0,0,40,73611,4759,122092,286,988,823474,41055,1040,0,312341,902079,0,123692,16722,78874,198309,50,1949,5384
"G3600770","1880","New York","360","Otsego","0770","Otsego","13","770",503903,137147,23103474,1024158,3125696,184920,5335117,4578784,404626,35402,132774,373047,952047,12436,50629,0,124,517,350,0,0,0,0,0,497710,13290,187982,1831,1022,817879,100512,3829,0,2183,610083,0,149264,40834,184920,4441029,0,4192,3840
"G3600790","1880","New York","360","Putnam","0790","Putnam","13","790",97908,41114,7304380,167539,719443,8213,3625760,287671,100,0,11255,132906,89326,14769,3756,0,0,639,0,0,0,0,0,0,408,29,32730,0,0,137226,5820,247,0,55399,75296,0,19665,2239,8213,0,0,0,94
"G3600810","1880","New York","360","Queens","0810","Queens","13","810",130242,35969,22064532,915809,1444402,11017,2997221,369380,12986,1863,25167,598923,148166,69926,115945,0,0,0,0,0,0,0,0,0,0,0,39785,0,0,579178,4783,159,0,0,1013345,627,4249,2325,11017,0,1130,4622,5071
"G3600830","1880","New York","360","Rensselaer","0830","Rensselaer","13","830",355099,69506,20704292,905686,1929294,232831,2156125,1376749,126119,6853,52062,365189,697610,240059,6073,0,9974,891,324642,0,0,0,0,0,39486,1508,95215,51,40,419877,22971,1334,0,0,1418350,0,31631,45361,232831,2850,0,320,5920
"G3600850","1880","New York","360","Richmond","0850","Richmond","13","850",12587,3720,2663900,65146,140731,272,186439,54088,1000,0,773,46433,17358,2420,2906,0,0,0,0,0,0,0,0,0,0,0,6391,0,0,79409,620,15,0,0,29662,2725,935,49,272,0,0,10,18
"G3600870","1880","New York","360","Rockland","0870","Rockland","13","870",44766,34613,6398900,191255,401738,968,440930,277413,324,0,13170,102890,50917,26124,6792,0,0,570,0,0,0,0,0,0,0,0,15348,0,0,235339,5427,164,0,0,77480,0,13971,174,968,0,0,0,15
"G3600890","1880","New York","360","St Lawrence","0890","St Lawrence","13","890",793333,269591,30656942,1293334,4755039,217408,15523220,6973020,389405,196172,38481,295466,1356239,48116,175102,0,83,40,1510,0,0,0,0,0,1433190,17318,276556,64,2011,1073385,55354,1157,0,1649,950901,0,214371,44797,217408,177866,0,34703,8662
"G3600910","1880","New York","360","Saratoga","0910","Saratoga","13","910",343812,117634,16750468,743465,1772489,132626,542094,1558090,33221,2666,147360,612222,726036,133897,24150,0,326,41,0,0,0,0,0,0,32084,1046,75569,33,61,603463,38319,1262,0,840,855827,0,35887,29443,132626,31040,40600,2734,3781
"G3600930","1880","New York","360","Schenectady","0930","Schenectady","13","930",106238,19198,6692048,341667,612045,31011,336516,537343,9245,22892,68152,152552,310684,52152,12263,0,8772,502,0,0,0,0,0,0,130,57,37573,454,143,218480,26206,1115,0,6850,167175,0,10005,6738,31011,11807,1184349,3191,1523
"G3600950","1880","New York","360","Schoharie","0950","Schoharie","13","950",309140,86700,14138166,746634,1689120,118159,380991,2729633,22009,30157,293443,217506,727690,76628,80467,0,462,292,30,0,0,0,0,40,200066,6538,92463,7305,920,538907,97895,2328,0,1014,261720,0,49834,25670,118159,2982873,298232,11958,5206
"G3600970","1880","New York","360","Schuyler","0970","Schuyler","13","970",153501,42547,9393366,412858,955780,157854,129261,902145,22726,313419,102439,275194,311254,12389,149779,0,1418,73,0,0,0,0,0,0,2931,546,30726,5130,910,343889,46339,1137,0,8250,120784,0,23626,31346,157854,0,2000,115,5025
"G3600990","1880","New York","360","Seneca","0990","Seneca","13","990",173667,30591,13314620,582058,1269903,94374,206681,769512,1876,421012,22014,542412,470201,1396,483612,0,1052,20,0,0,0,0,0,0,5367,570,28802,5492,719,303208,11356,979,0,0,390197,0,22825,18078,94374,0,0,153,4112
"G3601010","1880","New York","360","Steuben","1010","Steuben","13","1010",601395,260051,26761636,1239898,3468328,477539,2742300,3886985,138830,332515,401761,641235,1596530,52376,385672,0,3085,767,0,0,0,0,0,125,238995,7610,130849,6427,2181,1037509,92813,4921,0,904125,1074416,0,179606,101383,477539,43034,5547,16887,10119
"G3601030","1880","New York","360","Suffolk","1030","Suffolk","13","1030",156223,152674,17079652,563225,1359047,39252,382296,667906,2218,5459,17656,624407,311581,47471,182537,0,0,1375,0,0,0,0,0,48,0,0,40111,53,104,910848,4464,172,0,495,493078,3481,34228,10528,39252,0,855,173,2562
"G3601050","1880","New York","360","Sullivan","1050","Sullivan","13","1050",211073,260589,7600986,396800,1418309,63011,1030855,1611273,15981,201,183879,222737,298742,73648,2529,0,0,488,0,0,0,0,0,0,33640,4502,74944,59,252,425144,47216,2884,0,1099,260456,0,53051,14823,63011,0,0,37,1191
"G3601070","1880","New York","360","Tioga","1070","Tioga","13","1070",243175,81361,10949806,479992,1336101,89780,310133,2150885,24712,8397,129131,313087,652918,9236,83367,0,6,0,200,0,0,0,0,27,34484,3602,57735,525,193,424306,50483,1849,0,20433,436317,0,49210,21914,89780,2200,3050,181,1375
"G3601090","1880","New York","360","Tompkins","1090","Tompkins","13","1090",238914,54398,15378924,645825,1603202,161754,668406,2028466,54338,204979,116168,498466,750627,8368,241910,0,539,45,0,0,0,0,0,130,37543,1925,57489,7695,590,496823,52364,1472,0,115771,315853,0,41797,33614,161754,0,26006,306,5969
"G3601110","1880","New York","360","Ulster","1110","Ulster","13","1110",305996,234740,17911024,863729,1944161,60440,1366859,1757699,8802,222,153924,548575,426609,191246,36254,0,13,1952,302,0,0,0,0,0,43760,3647,95784,199,234,747176,65843,3245,0,500,352758,0,38462,15331,60440,29196,4368,36,1005
"G3601130","1880","New York","360","Warren","1130","Warren","13","1130",190616,145564,4483045,172080,660632,63596,192886,640705,12770,53,62649,136777,128788,14864,2868,0,0,303,0,0,0,0,0,0,86145,1474,31757,4,23,155037,14399,760,0,615,209611,0,24002,22299,63596,0,0,506,2487
"G3601150","1880","New York","360","Washington","1150","Washington","13","1150",376605,114274,20594326,787950,2102459,338811,2927190,1793243,104914,4414,52660,537060,889834,100981,16809,0,12168,1408,343262,0,0,0,0,0,47276,3778,100442,1,101,525187,59567,1142,0,0,2216648,0,44476,64606,338811,0,145,2732,5025
"G3601170","1880","New York","360","Wayne","1170","Wayne","13","1170",303031,57760,25660948,1011830,2423678,227963,403654,1773578,40101,453635,58234,1172374,855629,9876,714181,0,85,56,950,0,0,0,0,0,3376,1669,60890,7386,351,757513,32815,1199,0,14710,744218,0,64613,41663,227963,111373,13032,1360,45759
