GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AWS001,AWT001,AWU001,AWW001,AWW002,AWW003,AWW004,AXO001,AXO002,AXO003,AXO004,AXO005,AXO006,AXO007,AXO008,AXO009,AXO010,AXO011,AXO012,AXO013,AXO014,AXO015,AXO016,AXO017,AXO018,AXO019,AXO020,AXO021,AXO022,AXO023,AXO024,AXO025,AXO026,AXO027,AXO028,AXO029,AXO030,AXO031,AXO032,AXO033,AXO034,AXO035,AXO036,AXO037,AXO038,AXO039,AXO040,AXO041
"G4801830","1900","Texas","480","Gregg","1830","Gregg","49","1830",12343,112894,53953,501370,228960,58120,242556,0,0,218010,19110,4,1430,0,0,12,8,0,0,13,32,138,162,0,0,5003,11727,661,0,4744,4735,0,0,0,0,3841,0,5157,0,0,1310,14,4898,2323,0,0,0,0
"G4801850","1900","Texas","480","Grimes","1850","Grimes","49","1850",26106,355150,169060,2777480,869560,202940,921455,0,0,578280,5110,0,0,120,0,919,30,0,0,3097,28,124,96,0,0,4926,50223,365,0,29899,30809,0,0,0,0,2795,300,2317,0,0,20,74,4490,3730,0,0,0,0
"G4801870","1900","Texas","480","Guadalupe","1870","Guadalupe","49","1870",21385,374660,169676,6824160,1287280,283080,939564,0,0,673200,5710,220,1310,0,0,316,2065,12,4,1119,71,6223,37,0,0,2445,11502,54,0,37463,38960,0,0,0,0,11869,0,16262,0,0,470,10,55,50,7000,0,0,0
"G4801890","1900","Texas","480","Hale","1890","Hale","49","1890",1680,469893,20313,634690,112190,28370,712496,0,0,22370,3,0,0,0,18676,0,2072,40,0,500,669,11908,97,0,34,412,524,10,0,0,0,0,0,0,0,0,0,0,0,0,0,58,26,69,0,0,0,0
"G4801910","1900","Texas","480","Hall","1910","Hall","49","1910",1670,718876,25360,1441690,89620,21510,1831318,0,0,18380,630,0,0,0,820,200,1123,0,0,214,635,12954,0,0,0,14,900,2,0,101,98,0,0,0,0,0,0,50,0,0,0,0,10,10,0,0,0,0
"G4801930","1900","Texas","480","Hamilton","1930","Hamilton","49","1930",13520,517864,132826,3533940,538500,209750,1134351,640,0,560980,233260,100,93890,0,40,348,1681,106,0,246,463,1272,6,0,51,2766,5784,61,0,11665,12014,0,0,0,0,621,0,13023,0,0,0,31,138,0,5550,0,0,0
"G4801950","1900","Texas","480","Hansford","1950","Hansford","49","1950",167,174892,2266,226740,27140,7120,352487,0,0,0,0,0,0,0,0,950,321,393,0,8,100,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"G4801970","1900","Texas","480","Hardeman","1970","Hardeman","49","1970",3634,375380,43764,964540,130080,47380,747774,0,0,117250,8190,240,29590,0,0,0,8731,6,1590,4,99,26561,290,0,0,400,490,90,0,385,424,0,0,0,0,0,0,35,0,0,0,0,0,0,3000,0,0,0
"G4801990","1900","Texas","480","Hardin","1990","Hardin","49","1990",5049,37731,6281,104410,84670,15030,133454,0,0,35200,2750,0,20,0,0,0,1,0,0,7,0,23,8,0,0,1220,24604,0,0,183,176,0,0,0,0,1940,0,0,0,0,1930,0,157,1008,0,0,0,0
"G4802010","1900","Texas","480","Harris","2010","Harris","49","2010",63786,391946,70355,3965940,963320,182500,1409776,0,0,342260,3280,0,50,113400,0,14761,218,2,0,79,62,1619,11,0,0,60201,122477,1999,0,6404,6666,0,0,0,0,4980,0,831,0,0,630,60,1358,3198,2400,0,0,0
"G4802030","1900","Texas","480","Harrison","2030","Harrison","49","2030",31878,348926,175020,1424280,598530,178310,734971,10,0,648080,20940,0,650,0,0,511,81,37,0,54,76,560,326,0,0,5380,80119,1374,0,19147,19002,0,0,0,0,8252,1100,17762,0,0,10240,259,16082,8263,0,0,0,0
"G4802050","1900","Texas","480","Hartley","2050","Hartley","49","2050",377,3246335,2641,6394880,97560,13350,3260747,0,0,0,0,0,0,0,0,1317,5,150,0,72,20,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0
"G4802070","1900","Texas","480","Haskell","2070","Haskell","49","2070",2637,353859,25552,1134760,103990,32380,494360,0,0,98850,15380,340,6530,0,5405,402,4480,0,0,453,71,5308,0,0,543,42,22,0,0,668,669,0,0,0,0,128,0,1430,0,0,0,0,7,0,0,0,0,0
"G4802090","1900","Texas","480","Hays","2090","Hays","49","2090",14142,389325,87241,3316420,643670,155570,904523,0,0,474080,14150,0,7520,0,0,673,1889,0,0,1029,90,4196,61,0,0,539,7333,65,0,23301,24369,0,0,0,0,100,0,9975,0,0,40,162,85,0,2000,0,0,0
"G4802110","1900","Texas","480","Hemphill","2110","Hemphill","49","2110",815,503437,11994,1036080,42700,17070,899689,0,0,4210,30,0,0,0,100,5930,2832,43,0,49,390,3961,0,0,45,320,65,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802130","1900","Texas","480","Henderson","2130","Henderson","49","2130",19970,286015,129422,1546150,662080,185560,844466,0,0,801290,60200,40,7030,0,0,54,148,6,9,166,50,655,588,0,0,17571,58700,974,0,18987,19057,0,0,0,0,30100,0,11883,0,0,18120,377,18133,4454,500,0,0,0
"G4802150","1900","Texas","480","Hidalgo","2150","Hidalgo","49","2150",6837,1187419,23125,1796800,88630,30340,824794,0,0,17080,0,0,0,0,0,3,0,0,0,10,0,23,409,0,0,0,95,6,0,568,568,0,0,0,0,0,0,50,0,0,0,719,0,0,0,0,0,0
"G4802170","1900","Texas","480","Hill","2170","Hill","49","2170",41355,531507,365155,9662850,1879130,629150,2159487,2380,0,2516320,1282820,1090,385110,0,0,5739,3122,165,25,813,290,2788,26,0,1269,10100,24680,1546,0,54020,57513,0,0,0,0,233,0,8744,0,0,0,75,771,610,95200,0,0,0
"G4802190","1900","Texas","480","Hockley","2190","Hockley","49","2190",44,353855,360,660160,27800,12400,330447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802210","1900","Texas","480","Hood","2210","Hood","49","2210",9146,231205,115113,1522130,326420,101920,689364,530,0,506730,97260,320,60510,0,0,621,325,0,0,292,5,1975,0,0,0,1056,1609,83,0,8630,8615,0,0,0,0,0,0,1481,0,0,0,9,127,0,100,0,0,0
"G4802230","1900","Texas","480","Hopkins","2230","Hopkins","49","2230",27950,387795,213041,2843330,924910,283950,1194348,290,11,1159220,339480,0,27220,0,0,2464,1207,64,2,586,550,2048,40,0,0,17470,41420,548,0,21928,22012,0,0,0,0,36210,200,8094,0,0,170,717,11420,3858,2150,0,0,0
"G4802250","1900","Texas","480","Houston","2250","Houston","49","2250",25452,425167,174444,2080760,680360,228790,853645,100,0,792110,13400,0,1280,0,0,140,73,38,1,92,127,198,528,0,0,8303,46511,911,0,27004,27619,0,0,0,0,18302,1100,7670,0,0,3820,340,26458,19137,4500,0,0,0
"G4802270","1900","Texas","480","Howard","2270","Howard","49","2270",2528,773207,5835,942730,68280,15860,974053,0,0,4450,0,0,0,0,3454,216,27,0,0,0,0,1503,21,0,0,170,105,0,0,101,98,0,0,0,0,0,0,0,0,0,0,0,14,70,0,0,0,0
"G4802310","1900","Texas","480","Hunt","2310","Hunt","49","2310",47295,459926,306701,8396380,1865670,614160,2017846,940,180,2462490,1225120,210,243520,0,830,5823,2183,100,28,897,157,1480,15,0,283,32446,21966,1837,0,52050,53891,0,0,0,0,1070,0,9907,0,0,300,84,1053,1252,364300,0,0,0
"G4802330","1900","Texas","480","Hutchinson","2330","Hutchinson","49","2330",303,325238,1805,383090,10710,3690,724681,0,0,320,0,0,0,0,400,300,4,500,0,0,0,1193,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802350","1900","Texas","480","Irion","2350","Irion","49","2350",848,927046,1226,1085490,32840,20540,1202590,0,0,860,80,0,0,0,0,190,0,643,0,432,0,16,100,0,0,75,3060,144,0,10,10,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
"G4802370","1900","Texas","480","Jack","2370","Jack","49","2370",10224,533390,83691,2315190,335250,110430,1344984,820,0,663490,109020,1050,67540,0,0,740,1276,0,73,763,1864,6435,6,0,250,6513,3402,814,0,4197,4197,0,0,0,0,0,200,6473,0,0,0,138,122,138,4000,0,0,0
"G4802390","1900","Texas","480","Jackson","2390","Jackson","49","2390",6094,487794,64999,2460000,306930,61220,1366729,0,0,206780,7140,0,40,0,50,6032,162,0,1,20,34,644,20,0,100,4094,31118,0,0,3119,3204,0,0,0,40,1151,0,8765,0,0,550,356,2873,428,150,0,0,0
"G4802410","1900","Texas","480","Jasper","2410","Jasper","49","2410",7138,113998,20511,328520,153060,34080,281118,30,0,118990,5280,0,0,27135,0,0,0,0,0,0,5,141,237,0,0,1521,47704,242,0,2243,2202,0,0,0,0,8433,800,210,0,0,1790,0,1804,2797,90,0,0,0
"G4802430","1900","Texas","480","Jeff Davis","2430","Jeff Davis","49","2430",1150,1552421,1168,643830,60810,17400,1531540,0,0,70,0,0,0,0,0,5,1,143,0,60,12,132,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"G4802450","1900","Texas","480","Jefferson","2450","Jefferson","49","2450",14239,199842,16122,1049860,159230,62530,507867,0,0,30080,940,0,0,5643194,0,73,0,10,0,8,0,195,0,0,0,8674,53085,351,0,20,20,0,0,0,0,370,0,0,0,0,20,30,265,129,0,0,0,0
"G4802510","1900","Texas","480","Johnson","2510","Johnson","49","2510",33819,431918,248968,6907850,1319140,458640,1661325,3300,0,1883110,679480,560,350790,0,0,3593,2419,59,10,2959,456,2874,18,0,1039,15820,39629,3049,0,25831,26735,0,0,0,0,227,0,6092,0,0,0,163,461,1553,20100,0,0,0
"G4802530","1900","Texas","480","Jones","2530","Jones","49","2530",7053,667366,77970,2499200,316615,109780,1154978,0,0,268510,58890,440,21480,0,3343,242,4981,0,0,232,388,14052,44,0,0,1098,2194,497,0,4822,4858,0,0,0,0,0,0,922,0,0,5600,115,160,79,1300,0,0,0
"G4802550","1900","Texas","480","Karnes","2550","Karnes","49","2550",8681,454754,70994,3324480,326190,99340,874377,0,0,429800,1150,3,0,0,305,1135,7,0,0,40,2299,5401,670,0,80,546,1885,14,0,12134,12254,0,0,0,0,0,0,1048,0,0,0,864,653,9,0,0,0,0
"G4802570","1900","Texas","480","Kaufman","2570","Kaufman","49","2570",33376,384779,245395,6098240,1224180,317600,1532373,220,0,1480210,508480,30,93200,0,50,16248,2152,89,28,178,285,1416,3,0,0,22361,34426,3763,0,42126,43446,0,0,0,0,108,0,9736,0,0,60,136,1628,1067,20330,0,0,0
"G4802590","1900","Texas","480","Kendall","2590","Kendall","49","2590",4103,339653,22300,1303260,302980,76130,428063,20,0,144130,25380,660,19550,0,400,154,14,269,0,91,1402,3819,0,0,0,720,1892,58,0,1738,1767,0,0,0,0,4683,0,39,0,0,1100,1,5,0,0,0,0,0
"G4802630","1900","Texas","480","Kent","2630","Kent","49","2630",899,524057,5750,650500,46770,10810,611954,0,0,21740,3330,0,1700,0,0,180,3,0,0,48,0,1515,0,0,0,203,235,0,0,205,206,0,0,0,0,0,0,0,0,0,0,15,5,57,0,0,0,0
"G4802650","1900","Texas","480","Kerr","2650","Kerr","49","2650",4980,881886,24887,2048430,212510,79260,1274922,20,0,128070,13390,800,28560,0,0,20,351,0,0,256,1394,6389,0,0,96,588,3359,105,0,749,751,0,0,0,0,2286,0,6299,0,0,0,42,71,4,0,0,0,0
"G4802670","1900","Texas","480","Kimble","2670","Kimble","49","2670",2503,719615,13931,1047070,105140,30090,752651,0,0,33800,1690,60,1250,0,0,161,37,1643,0,334,87,1050,0,0,0,272,470,20,0,183,187,0,0,0,0,270,0,586,0,0,0,0,0,0,0,0,0,0
"G4802690","1900","Texas","480","King","2690","King","49","2690",490,480232,1609,755670,27990,4760,855044,0,0,3520,0,0,0,0,825,0,234,0,0,0,0,983,0,0,0,15,25,0,0,11,12,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0
"G4802710","1900","Texas","480","Kinney","2710","Kinney","49","2710",2447,579274,1543,736460,40150,12610,636329,0,0,2260,0,0,0,0,0,285,0,260,0,439,0,38,0,0,0,0,275,45,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"G4802750","1900","Texas","480","Knox","2750","Knox","49","2750",2322,449229,45706,907700,89000,45760,624804,30,0,215530,9350,0,58030,0,16910,120,503,0,39,129,32,9266,0,0,0,95,0,0,0,491,492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"G4802770","1900","Texas","480","Lamar","2770","Lamar","49","2770",48627,427781,300036,7124050,1589200,425690,1718583,280,0,2309060,351200,260,31470,0,231,10897,1633,1199,79,368,498,501,8,0,78,62327,38548,3025,0,49677,51006,0,0,0,0,3337,0,13958,0,0,2060,282,2936,1459,15600,0,0,0
"G4802790","1900","Texas","480","Lamb","2790","Lamb","49","2790",31,158520,370,207090,21510,1290,242262,0,0,0,0,0,0,0,0,60,0,0,0,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802810","1900","Texas","480","Lampasas","2810","Lampasas","49","2810",8625,529519,62188,2016750,339940,115130,1273344,820,0,341690,80020,730,49630,0,0,78,1816,4,0,243,924,1642,9,0,624,721,2302,231,0,3573,3612,0,0,0,0,0,0,5736,0,0,0,116,213,26,310,0,0,0
"G4802830","1900","Texas","480","La Salle","2830","La Salle","49","2830",2303,1121228,4039,2086920,124370,14980,1228543,0,0,5260,0,0,0,0,0,10,20,5,0,60,40,1507,0,0,0,10,205,1921,0,8,8,0,0,0,0,0,0,0,0,0,0,20,30,5,0,0,0,0
"G4802850","1900","Texas","480","Lavaca","2850","Lavaca","49","2850",28121,519630,177377,6840010,1162090,279070,1417945,120,0,1015010,3060,1240,1010,0,55,4680,1955,0,0,1421,1032,3780,1273,0,15,29623,88013,928,0,38349,41881,0,0,0,0,17705,0,39485,0,0,10190,145,2820,780,26270,0,0,0
"G4802870","1900","Texas","480","Lee","2870","Lee","49","2870",14595,300900,94695,2305450,548380,152980,687084,390,0,472950,5760,280,930,0,0,572,243,0,20,109,452,580,363,0,140,18635,21012,1074,0,23900,25667,0,0,0,0,475,0,6153,0,0,4390,62,1170,565,3500,0,0,0
"G4802890","1900","Texas","480","Leon","2890","Leon","49","2890",18072,304330,112273,1369100,458770,111850,735573,0,0,497070,17050,100,1590,0,0,397,178,0,0,32,25,452,109,0,75,2386,26314,1080,0,18566,18597,0,0,0,0,10603,0,9515,0,0,720,232,13452,5970,12000,0,0,0
"G4802910","1900","Texas","480","Liberty","2910","Liberty","49","2910",8102,197837,45489,1074090,238030,60420,613054,0,0,212720,3540,0,380,65588,0,1598,36,0,0,14,5,42,3,0,0,5080,53087,56,0,3297,3284,0,0,0,50,12354,0,445,0,0,14420,52,820,7083,0,0,0,0
"G4802930","1900","Texas","480","Limestone","2930","Limestone","49","2930",32573,434448,273432,6045150,1209560,374760,1577419,520,0,1784840,311280,220,48550,0,163,1323,4143,28,0,130,1632,1102,2,0,3372,6601,32547,1320,0,48930,50384,0,0,0,0,661,0,9031,0,0,250,37,3875,955,840,0,0,0
"G4802950","1900","Texas","480","Lipscomb","2950","Lipscomb","49","2950",790,471918,11213,565080,61590,24820,869188,0,0,9920,0,1130,0,0,0,576,963,113,0,42,215,14424,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4802970","1900","Texas","480","Live Oak","2970","Live Oak","49","2970",2268,637880,18521,1676490,163340,27180,971072,0,0,101530,120,0,0,0,60,84,4,80,0,47,2,1692,12,0,40,40,367,45,0,1067,1071,0,0,0,0,0,0,1072,0,0,0,413,30,7,0,0,0,0
"G4802990","1900","Texas","480","Llano","2990","Llano","49","2990",7301,513396,37309,1815050,268040,85320,1076626,0,0,259120,2080,130,4210,0,0,160,725,44,0,158,1221,1893,18,0,0,165,3079,127,0,2202,2227,0,0,0,0,0,0,3687,0,0,0,33,617,7,0,0,0,0
"G4803010","1900","Texas","480","Loving","3010","Loving","49","3010",33,727108,0,400410,16550,7550,568406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803030","1900","Texas","480","Lubbock","3030","Lubbock","49","3030",293,446680,3768,415400,41810,12520,739138,0,0,680,0,0,0,0,6385,0,31,0,0,75,1382,1823,0,0,0,0,65,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"G4803050","1900","Texas","480","Lynn","3050","Lynn","49","3050",17,259371,246,183680,5850,1850,186453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803070","1900","Texas","480","McCulloch","3070","Mcculloch","49","3070",3960,661324,27411,2171390,151560,56000,1108980,600,0,134980,2410,0,650,0,0,3190,1766,0,8,23,64,2595,55,40,0,0,45,26,0,1907,1922,0,0,0,0,0,0,0,0,0,0,5,19,0,2000,0,0,0
"G4803090","1900","Texas","480","McLennan","3090","Mclennan","49","3090",59772,571345,385672,12152210,2149450,596710,2103816,970,0,2401820,1017300,460,382400,0,356,2269,6411,586,0,3237,752,1594,0,0,547,11625,24836,2970,0,56690,60165,0,0,0,0,70,300,4183,0,0,1030,59,344,75,10000,0,0,0
"G4803110","1900","Texas","480","McMullen","3110","Mcmullen","49","3110",1024,504378,2859,880270,49870,8970,458696,0,0,10090,130,0,0,0,0,101,0,0,0,54,2,745,31,0,0,130,205,0,0,98,98,0,0,0,0,0,0,0,0,0,0,1,75,25,0,0,0,0
"G4803130","1900","Texas","480","Madison","3130","Madison","49","3130",10432,191771,70790,877700,333010,81880,529673,0,0,343640,4040,0,190,0,0,7,125,0,9,34,7,145,129,0,0,17281,18685,283,0,12196,12505,0,0,0,0,620,0,1440,0,0,1970,19,2670,958,600,0,0,0
"G4803150","1900","Texas","480","Marion","3150","Marion","49","3150",10754,116093,49775,265790,127920,40460,191185,60,2,162390,3140,20,460,0,0,0,13,8,0,3,47,25,0,0,0,1818,9543,110,0,4019,4019,0,0,0,0,2895,0,1161,0,0,0,0,3074,1535,0,0,0,0
"G4803170","1900","Texas","480","Martin","3170","Martin","49","3170",332,591948,203,554420,13100,3125,811342,0,0,0,0,0,0,0,0,0,0,2,0,0,0,304,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803190","1900","Texas","480","Mason","3190","Mason","49","3190",5573,647469,31437,1948850,342010,69610,1239175,0,0,209700,430,280,1370,0,0,40,68,96,0,50,14,4011,0,0,0,619,2605,123,0,3066,3090,0,0,0,0,1687,1300,0,0,0,20,187,105,130,0,0,0,0
"G4803210","1900","Texas","480","Matagorda","3210","Matagorda","49","3210",6097,349072,44145,2316060,221700,55290,947530,0,0,159690,1090,0,0,0,0,1848,13,180,0,19,120,649,0,0,0,7680,33265,0,0,6302,6315,0,0,0,0,1000,0,0,0,0,0,85,81,244,0,0,0,0
"G4803230","1900","Texas","480","Maverick","3230","Maverick","49","3230",4066,955313,7099,1692700,26600,7220,1099888,0,0,500,0,0,0,0,0,712,0,0,0,300,1000,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803250","1900","Texas","480","Medina","3250","Medina","49","3250",7783,748137,81366,2338690,382320,101940,894374,0,0,184800,70,0,50,0,576,126,14,282,0,529,987,6844,777,0,495,25,400,5,0,3882,3973,0,0,0,0,4871,0,3829,0,0,0,51,71,0,0,0,0,0
"G4803270","1900","Texas","480","Menard","3270","Menard","49","3270",2011,672965,7597,1461460,99090,30700,1214266,100,0,36650,7720,800,230,0,0,20,125,116,0,1047,302,647,0,0,41,620,3770,81,0,930,928,0,0,0,0,100,0,190,0,0,0,0,0,0,0,0,0,0
"G4803290","1900","Texas","480","Midland","3290","Midland","49","3290",1741,898047,897,692220,74760,9365,1199422,0,0,0,30,20,0,0,0,6,0,5,0,2,0,270,0,0,0,5,75,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
"G4803310","1900","Texas","480","Milam","3310","Milam","49","3310",39666,490726,291362,7031970,1244080,374230,1620963,810,0,1448060,77910,530,23900,0,1006,207,966,109,3,538,545,1720,85,0,0,7408,20884,2000,0,63086,66555,0,0,0,0,2865,0,12741,0,0,240,809,1631,487,0,0,0,0
"G4803330","1900","Texas","480","Mills","3330","Mills","49","3330",7851,336180,61650,1346730,235540,100270,716037,170,0,357790,31050,20,20580,0,25,0,1656,0,6,1696,328,3516,0,0,160,606,1077,40,0,4850,5037,0,0,0,0,0,0,8122,0,0,0,85,28,0,0,0,0,0
"G4803350","1900","Texas","480","Mitchell","3350","Mitchell","49","3350",2855,946607,17334,1879870,104340,23630,1283983,0,0,13700,710,0,970,0,100,0,160,0,0,1124,292,3382,0,0,0,112,215,32,0,430,428,0,0,0,0,0,0,0,0,0,0,2,46,109,0,0,0,0
"G4803370","1900","Texas","480","Montague","3370","Montague","49","3370",24800,520329,210634,3913440,784940,286800,1615188,60,0,1503180,446880,530,70390,0,0,2420,1798,7,0,788,258,3983,159,0,648,15372,16086,757,0,15982,15817,0,0,0,0,0,0,17138,0,0,2510,34,284,518,6150,0,0,0
"G4803390","1900","Texas","480","Montgomery","3390","Montgomery","49","3390",17067,173243,71089,1035940,357670,104500,463458,0,0,301490,4300,0,0,420,0,252,136,0,0,77,26,26,47,0,0,11904,46271,353,0,11803,12013,0,0,0,0,4750,0,1194,0,0,170690,132,2441,5108,10000,0,0,0
"G4803410","1900","Texas","480","Moore","3410","Moore","49","3410",209,115494,1708,155450,20370,5120,231279,0,0,790,0,0,0,0,300,368,215,50,0,41,0,692,25,0,0,80,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,2,0,0,0,0
"G4803430","1900","Texas","480","Morris","3430","Morris","49","3430",8220,102903,49560,506100,213850,53700,256431,0,0,244190,11210,0,220,0,0,9,15,0,0,7,1,90,21,0,0,3153,9718,846,0,6454,6429,0,0,0,0,0,0,684,0,0,0,10,1714,1029,0,0,0,0
"G4803450","1900","Texas","480","Motley","3450","Motley","49","3450",1257,924565,8432,1435040,87500,17610,1454603,0,0,21470,0,0,70,0,44840,52,1224,0,0,257,581,4687,75,0,0,65,740,10,0,24,24,0,0,0,0,0,0,100,0,0,0,60,86,43,0,0,0,0
"G4803470","1900","Texas","480","Nacogdoches","3470","Nacogdoches","49","3470",24663,344707,140247,1642210,645890,159080,788853,0,0,702570,42380,0,1070,550,0,10,0,0,0,29,11,242,38,0,0,5686,39818,1393,0,18170,18137,0,0,0,0,17046,0,9900,0,0,4980,87,5548,2889,500,0,0,0
"G4803490","1900","Texas","480","Navarro","3490","Navarro","49","3490",43374,496675,301290,8004790,1402970,466680,2082765,60,0,1999340,664790,0,84310,0,0,1958,2260,171,0,504,632,1063,9,0,0,7279,11270,1356,0,59700,60568,0,0,0,0,1211,3300,4544,0,0,0,5,710,49,7500,0,0,0
"G4803510","1900","Texas","480","Newton","3510","Newton","49","3510",7282,109182,22397,274000,70710,14480,265982,0,0,114630,9570,0,0,2700,0,0,0,0,0,6,0,6,50,0,0,1218,43018,5,0,1659,1578,0,0,0,0,7911,0,131,0,0,820,0,3999,3169,0,0,0,0
"G4803530","1900","Texas","480","Nolan","3530","Nolan","49","3530",2611,390372,179640,890480,110920,22250,626504,0,0,56100,21010,380,4540,0,0,0,1070,0,0,49,240,4198,2,0,0,0,262,0,0,911,919,0,0,0,0,0,0,225,0,0,0,0,121,0,0,0,0,0
"G4803550","1900","Texas","480","Nueces","3550","Nueces","49","3550",10439,1611053,21750,4733780,318560,52310,2360490,0,0,57370,0,0,0,0,350,253,289,2,0,30,165,4637,0,0,0,1283,1385,3278,0,389,389,0,0,0,0,250,0,0,0,0,0,1968,171,15,20500,0,0,0
"G4803570","1900","Texas","480","Ochiltree","3570","Ochiltree","49","3570",267,156599,2602,270580,37740,9370,260055,0,0,1190,0,0,0,0,0,577,574,0,0,0,18,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803590","1900","Texas","480","Oldham","3590","Oldham","49","3590",349,578246,11519,849040,27480,2030,772383,0,0,0,0,0,0,0,0,795,150,6,0,0,0,211,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803610","1900","Texas","480","Orange","3610","Orange","49","3610",5905,78128,14530,440630,108440,29560,217898,0,0,21630,740,0,0,1017934,0,89,70,0,0,48,229,1409,0,0,0,1692,24041,63,0,50,47,0,0,0,0,3781,0,0,0,0,70,18,459,136,0,0,0,0
"G4803630","1900","Texas","480","Palo Pinto","3630","Palo Pinto","49","3630",12291,461755,168792,2100820,335320,118000,1014893,0,0,563200,33420,800,39850,0,100,76,1469,48,0,753,216,2567,3,0,0,2802,2067,662,0,4380,4388,0,0,0,0,566,0,2012,0,0,100,40,104,47,5000,0,0,0
"G4803650","1900","Texas","480","Panola","3650","Panola","49","3650",21404,337713,140931,1151360,547390,126150,541682,30,0,545070,23340,20,60,0,0,466,10,0,0,11,21,158,187,0,0,4121,26255,482,0,14466,14411,0,0,0,0,15772,0,4762,0,0,400,204,7357,8146,0,0,0,0
"G4803670","1900","Texas","480","Parker","3670","Parker","49","3670",25823,512809,193912,4027910,869350,323560,1537967,1670,10,1390140,219240,800,299420,0,40,2020,1152,9,10,2833,395,1975,14,0,217,18367,17816,2217,0,15406,15377,0,0,0,20,208,150,12313,0,0,20,40,740,272,720,0,0,0
"G4803690","1900","Texas","480","Parmer","3690","Parmer","49","3690",34,450000,350,894000,6000,500,402887,0,0,0,0,0,0,0,0,0,0,0,0,125,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0
"G4803710","1900","Texas","480","Pecos","3710","Pecos","49","3710",2360,2158547,5346,1447610,60570,26280,1794597,0,0,26640,420,0,700,0,0,23,0,898,0,51,0,465,0,0,0,150,290,0,0,80,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803730","1900","Texas","480","Polk","3730","Polk","49","3730",14447,174461,49924,652820,230650,70490,418746,0,0,315000,5850,0,0,0,0,0,5,44,0,52,117,150,103,0,0,4146,63335,268,0,8908,8891,0,0,0,0,17582,0,320,0,0,7030,0,2461,4660,3300,0,0,0
"G4803750","1900","Texas","480","Potter","3750","Potter","49","3750",1820,684304,7414,1054220,76500,18170,968232,0,0,110,0,0,0,0,0,480,783,80,0,84,210,5114,0,0,0,100,0,150,0,2,2,0,0,0,0,0,0,0,0,0,0,1251,0,0,0,0,0,0
"G4803770","1900","Texas","480","Presidio","3770","Presidio","49","3770",3673,711715,2497,755170,42100,12920,743857,0,0,5150,0,0,3040,0,0,0,12,20,0,0,126,71,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G4803790","1900","Texas","480","Rains","3790","Rains","49","3790",6127,92638,44030,633710,161890,61520,332650,50,0,248990,61340,0,12070,0,0,291,62,0,0,85,6,270,19,0,0,4193,6411,748,0,5314,5314,0,0,0,0,1100,100,613,0,0,370,205,728,768,820,0,0,0
