GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AGP001,AGP002,AGV001,AGV002,AGY001,AGY002,AGY003,AGY004,AGY005,AGY006,AGY007,AGY008,AGY009,AGY010,AGY011,AGY012,AGY013,AGY014,AGY015,AGY016,AGY017,AGY018,AGY019,AGY020,AGY021,AGY022,AGY023,AGY024,AGY025,AGY026,AGY027,AGY028,AGY029,AGY030,AGY031,AGY032,AGY033
"G0501330","1860","Arkansas","050","Sevier","1330","Sevier","42","1330",49910,236511,2284692,107022,19918,1039,430990,11518,0,7768,10897,10560,7567,7233,50212,357,3,0,95202,848,35,0,46,2,0,0,0,0,0,0,0,0,0,0,901,1977,20853
"G0501390","1860","Arkansas","050","Union","1390","Union","42","1390",101424,306557,2089904,136719,5354,8633,452553,9890,12,50,17261,17031,40625,8503,106011,15,75,565,89627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,25921
"G0501410","1860","Arkansas","050","Van Buren","1410","Van Buren","42","1410",15759,84711,506147,34006,8331,571,274094,4747,0,5170,220,5760,2783,6953,6367,0,0,0,62860,290,9,0,0,0,0,0,0,25,1,0,0,0,0,0,1134,933,12972
"G0501430","1860","Arkansas","050","Washington","1430","Washington","42","1430",59379,174803,2010927,123783,122644,6434,663540,85148,150,43123,15,23295,533,18030,12635,243,7,0,129809,661,1781,14,1015,20,0,0,0,509,417,0,45,0,9,0,12808,1192,33812
"G0501450","1860","Arkansas","050","White","1450","White","42","1450",30692,134117,1193912,30814,24114,333,300102,10837,303,16335,4071,5656,16743,9913,24644,30,0,0,132670,12,11,0,26,20,0,90,30,0,0,0,0,0,0,0,380,382,1844
"G0501490","1860","Arkansas","050","Yell","1490","Yell","42","1490",27427,134097,1201951,19692,12935,166,285730,11921,0,11146,3768,7301,5016,8076,21384,0,0,0,98045,562,37,0,26,0,0,0,0,50,1,0,0,0,0,0,607,1446,23318
"G0600010","1860","California","060","Alameda","0010","Alameda","71","10",82169,158746,4247430,173254,685042,6110,16950,250564,1000,0,0,284735,13720,149232,1006,828015,9865,8040,81000,26872,13800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600050","1860","California","060","Amador","0050","Amador","71","50",35556,51273,989045,51907,42094,220,26700,510,0,0,0,20650,668,14852,280,41580,1930,87,42765,1930,5759,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600070","1860","California","060","Butte","0070","Butte","71","70",58654,116401,1157980,53775,130058,1540,9365,4750,0,0,0,92400,375,13150,800,107068,200,2300,16925,1320,7062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600090","1860","California","060","Calaveras","0090","Calaveras","71","90",30213,53448,491065,35197,10241,10,664,475,0,0,0,10335,586,6427,0,37169,100,277,48797,6610,5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"G0600110","1860","California","060","Colusa","0110","Colusa","71","110",89704,84960,878240,36480,99250,320,3955,150,0,0,0,66900,0,0,2600,106340,0,0,76915,2270,6099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600130","1860","California","060","Contra Costa","0130","Contra Costa","71","130",84120,121716,1888659,114529,407151,40,3644,54231,0,0,0,74108,3543,10343,2515,225850,3062,2527,149618,215586,9101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"G0600150","1860","California","060","Del Norte","0150","Del Norte","71","150",9670,10159,250500,26970,19116,0,375,28875,0,0,0,0,10595,25857,0,2660,590,0,18925,300,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600170","1860","California","060","El Dorado","0170","El Dorado","71","170",86233,19259,943120,1055,10491,230,392,408,0,0,0,1130,160,10637,0,11888,20,6464,66060,2560,4759,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600190","1860","California","060","Fresno","0190","Fresno","71","190",3770,19431,118140,5940,4945,0,3200,0,0,0,0,0,100,1030,770,22030,0,0,2524,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
"G0600230","1860","California","060","Humboldt","0230","Humboldt","71","230",5324,23705,324976,19760,25374,10,100,17624,0,0,0,0,19625,52154,0,1179,32,0,34110,8350,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"G0600315","1860","California","060","Klamath","0315","Klamath","71","315",2849,280,104800,4150,14275,200,2205,14375,0,0,0,0,405,10865,0,0,0,0,3450,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"G0600370","1860","California","060","Los Angeles","0370","Los Angeles","71","370",20600,1012370,1621375,44865,55196,95,85010,425,0,0,0,209869,2465,15034,19200,46455,0,162980,16330,700,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600410","1860","California","060","Marin","0410","Marin","71","410",48294,102136,758339,34876,41731,0,1597,116242,0,0,0,17820,1876,303905,1840,29570,153,0,342798,196870,2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
"G0600430","1860","California","060","Mariposa","0430","Mariposa","71","430",8145,24696,176060,17370,2823,0,200,325,0,0,0,0,4,50,1050,4990,0,10700,22480,2700,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600450","1860","California","060","Mendocino","0450","Mendocino","71","450",92729,5445,523195,39622,33765,2085,21740,17716,0,0,0,18794,956,18054,0,17171,135,0,55037,26400,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600470","1860","California","060","Merced","0470","Merced","71","470",20299,42600,326830,25620,41730,0,17990,500,0,0,0,28500,1160,1265,480,47148,50,0,15765,2700,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030
"G0600530","1860","California","060","Monterey","0530","Monterey","71","530",89091,687036,1153970,41115,120811,0,13270,46079,0,0,0,485167,42950,45178,0,154264,1139,700,89784,96310,6482,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600550","1860","California","060","Napa","0550","Napa","71","550",101683,94791,2650095,118740,591375,2350,28320,16200,0,0,0,31390,260,4450,0,70507,710,8745,87825,23965,8617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,600
"G0600570","1860","California","060","Nevada","0570","Nevada","71","570",8144,52464,304250,19691,5210,60,955,160,0,0,0,0,134,7070,0,2390,0,0,20650,755,2231,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600610","1860","California","060","Placer","0610","Placer","71","610",26766,63523,565165,30976,82442,825,225,610,0,0,0,31330,202,2507,185,43288,1,722,30039,6250,5065,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600630","1860","California","060","Plumas","0630","Plumas","71","630",58335,8795,481000,29180,10125,0,10,27830,0,0,0,0,0,16831,0,3520,0,0,93100,0,14685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600670","1860","California","060","Sacramento","0670","Sacramento","71","670",218396,113794,3470000,161182,303554,8868,21870,23545,0,2500,0,67005,5065,305222,108635,514715,2915,4550,239899,106740,32702,5,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4883
"G0600710","1860","California","060","San Bernardino","0710","San Bernardino","71","710",8219,128874,280137,17981,8233,880,16565,163,0,0,0,4000,99,2131,0,9917,7,8520,42763,12080,550,7,0,15,0,0,0,0,0,0,0,0,0,0,225,0,0
"G0600730","1860","California","060","San Diego","0730","San Diego","71","730",4143,499863,269800,24450,8695,0,2300,100,0,0,0,5150,205,190,40,16850,0,70,7005,7800,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600750","1860","California","060","San Francisco","0750","San Francisco","71","750",7181,2110,519900,8000,0,0,0,9620,0,0,0,0,16950,16350,24000,200,0,0,6600,0,3643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600770","1860","California","060","San Joaquin","0770","San Joaquin","71","770",204178,154913,2327097,194859,445234,5185,5585,1250,0,0,0,36477,50,14160,2000,450830,0,50,79014,8510,14520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
"G0600790","1860","California","060","San Luis Obispo","0790","San Luis Obispo","71","790",3713,310447,582700,12271,21095,11610,35420,13550,0,0,0,260100,1279,16405,0,33730,335,0,12608,14310,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600810","1860","California","060","San Mateo","0810","San Mateo","71","810",44107,125833,1907697,78057,165502,1777,2778,48065,200,0,0,7535,2882,78748,1240,54960,2114,1000,205273,23585,12524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600830","1860","California","060","Santa Barbara","0830","Santa Barbara","71","830",3990,1179476,957660,10650,9900,0,0,4200,0,0,0,150200,0,3200,0,11050,2000,10550,1000,50,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600850","1860","California","060","Santa Clara","0850","Santa Clara","71","850",62333,104215,2962410,167330,549195,1800,3960,17240,0,0,0,19000,121,4620,50,116207,0,3721,222212,181105,14438,0,0,0,0,0,0,0,0,0,0,0,0,0,225,290,2784
"G0600870","1860","California","060","Santa Cruz","0870","Santa Cruz","71","870",83423,47595,887223,51498,166133,803,17321,21880,190,0,0,24875,22985,74730,0,108135,3745,0,32100,15500,3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600
"G0600890","1860","California","060","Shasta","0890","Shasta","71","890",24964,53079,396455,29985,32686,30,4335,1310,0,0,0,0,1400,14280,27375,0,0,0,34660,1000,4964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600910","1860","California","060","Sierra","0910","Sierra","71","910",418,7012,94800,610,0,0,0,0,0,0,0,0,0,15282,0,0,0,0,400,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600930","1860","California","060","Siskiyou","0930","Siskiyou","71","930",57870,21461,875730,68862,53969,0,5135,95690,0,0,0,1150,1001,54004,0,25486,15,0,105902,12023,8758,0,148,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"G0600950","1860","California","060","Solano","0950","Solano","71","950",162220,71528,2529460,106000,427796,0,3360,3000,0,0,0,240937,2,0,0,153937,0,3095,120275,30299,16194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
"G0600970","1860","California","060","Sonoma","0970","Sonoma","71","970",198768,80453,2989110,138857,276564,424,75408,187438,150,0,0,78223,7781,321675,130,125810,3803,1990,303590,141068,18353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0600990","1860","California","060","Stanislaus","0990","Stanislaus","71","990",37952,36023,456460,35051,22597,644,5925,0,0,0,0,38249,416,0,0,33897,0,0,16315,9885,6238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"G0601010","1860","California","060","Sutter","1010","Sutter","71","1010",104509,63496,1256510,103366,141305,130,8260,0,0,0,0,83062,300,3240,0,159368,2450,1375,27901,18500,7709,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
"G0601030","1860","California","060","Tehama","1030","Tehama","71","1030",46887,111388,946343,96053,207295,1715,8420,5800,600,250,0,32675,461,5605,4360,154500,0,0,10640,5175,6721,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
"G0601050","1860","California","060","Trinity","1050","Trinity","71","1050",4876,16021,218760,12005,7086,158,897,1031,0,0,0,0,644,34598,0,1180,55,0,9025,681,1035,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0601070","1860","California","060","Tulare","1070","Tulare","71","1070",20313,85288,372835,32763,40268,150,6355,1014,0,0,0,16900,592,4067,1656,29259,0,0,39380,14970,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0601090","1860","California","060","Tuolumne","1090","Tuolumne","71","1090",17265,40167,475260,28565,13392,921,647,400,0,0,0,150,255,12415,0,5153,0,5825,10700,0,5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G0601130","1860","California","060","Yolo","1130","Yolo","71","1130",144903,181375,2209273,165949,422964,1885,14560,3681,0,400,0,146806,246,86780,14010,464980,70,50,180042,114630,27160,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,31
"G0601150","1860","California","060","Yuba","1150","Yuba","71","1150",45058,74355,1786950,89090,171762,1065,34740,5980,0,0,0,97487,3056,12870,85,142180,41391,2180,72834,3330,13225,50,100,50,0,0,0,0,0,0,0,0,0,0,0,32,325
"G0900010","1860","Connecticut","090","Fairfield","0010","Fairfield","1","10",230692,68321,15944882,310222,12638,115511,378582,309265,0,61975,0,27964,495,253029,6,846,46635,16590,1357207,102084,83499,311,433,205,2,0,0,400,10,0,0,0,0,0,0,491,7762
"G0900030","1860","Connecticut","090","Hartford","0030","Hartford","1","30",290219,94496,19863632,553633,8523,120419,336143,176582,0,4221474,0,32804,1743,384103,9,1343,33920,6905,1308370,302497,87721,116,85,42,0,0,0,0,0,0,4332,0,13,0,0,730,8664
"G0900050","1860","Connecticut","090","Litchfield","0050","Litchfield","1","50",330669,131941,14414234,365183,12420,100927,306512,373261,0,736185,0,81406,919,250082,17,2897,53686,3358,1541109,2406801,109901,483,525,196,0,0,0,772,24,0,37412,0,1940,0,0,887,16931
"G0900070","1860","Connecticut","090","Middlesex","0070","Middlesex","1","70",144104,56533,5730601,139714,7082,57703,138971,58084,0,433245,0,22800,1261,129468,0,438,24307,3728,570855,27186,45865,15,221,80,0,0,0,0,0,0,50,0,0,0,0,384,4778
"G0900090","1860","Connecticut","090","New Haven","0090","New Haven","1","90",241652,95327,13973306,347517,6492,134714,325004,160484,0,153453,0,34382,8467,274391,2530,3619,49062,12048,988134,137774,79933,166,202,392,1,0,0,15,75,3,1981,0,90,0,395,931,9008
"G0900110","1860","Connecticut","090","New London","0110","New London","1","110",233857,88804,9464882,250818,937,37307,275664,173852,0,325,0,69851,8221,187142,148,8718,26915,2025,881955,272178,63307,377,2424,14,0,0,0,0,0,0,25,0,11,0,0,361,5007
"G0900130","1860","Connecticut","090","Tolland","0130","Tolland","1","130",119992,55235,3826376,153377,1476,22491,90463,71585,0,393476,0,20336,1418,109921,0,1147,20587,1176,360095,107946,31649,279,82,25,0,0,0,0,0,0,0,0,0,0,0,400,5088
"G0900150","1860","Connecticut","090","Windham","0150","Windham","1","150",239622,82799,7612095,219017,2833,29630,208496,199105,0,0,0,46443,3340,245012,0,1805,53995,953,613187,541945,60550,11924,9052,5,0,0,0,0,0,15,459,0,223,0,0,187,5492
"G1000010","1860","Delaware","100","Kent","0010","Kent","11","10",204925,104657,8778258,223222,262202,18551,1354247,317876,0,157,0,17532,3158,107735,49803,500,8269,153,271560,2,5150,396,439,121,0,0,0,5076,2014,0,0,0,0,0,775,365,18111
"G1000030","1860","Delaware","100","New Castle","0030","New Castle","11","30",190456,44215,16633176,433003,544295,2337,1141963,676095,0,8700,0,12594,1541,175548,8417,3128,3924,530,981380,6369,27792,3194,714,293,0,0,0,0,15,0,0,0,0,0,717,106,3100
"G1000050","1860","Delaware","100","Sussex","0050","Sussex","11","50",241684,218358,6014923,161658,106444,6321,1396127,52939,0,842,0,20075,2739,94648,83993,18,4162,0,177562,208,4031,5,12,0,0,0,0,3036,97,0,0,0,0,0,121,1522,44926
"G1100010","1860","District Of Columbia","110","District Of Columbia","0010","District Of Columbia","98","10",17474,16789,2989267,54408,12760,6919,80840,29548,0,15200,0,100,3749,31693,5606,175,445,118,18835,0,3180,0,0,15,0,0,0,0,0,0,0,0,0,0,0,24,510
"G1200010","1860","Florida","120","Alachua","0010","Alachua","43","10",37326,153775,1403602,87924,0,118,130837,967,11043,8070,3714,4125,25158,1187,57464,1,0,93,32851,302,801,0,0,0,0,0,0,0,0,0,0,82,0,22219,0,301,3925
"G1200090","1860","Florida","120","Brevard","0090","Brevard","43","90",340,1887,23340,440,0,0,1395,0,0,0,0,0,2119,600,4215,0,0,0,2476,130,0,0,0,0,0,0,0,0,0,0,0,2,0,120,0,0,0
"G1200130","1860","Florida","120","Calhoun","0130","Calhoun","43","130",6001,25341,218540,17650,0,0,41460,0,0,111800,612,870,3196,50,17840,0,0,0,9850,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4560,0,530,4180
"G1200190","1860","Florida","120","Clay","0190","Clay","43","190",4747,18625,126880,9222,0,0,25097,0,176,100,178,360,1635,111,17151,0,0,0,975,0,5584,0,0,0,0,0,0,0,0,0,0,11,0,3525,0,4,0
"G1200230","1860","Florida","120","Columbia","0230","Columbia","43","230",26196,107621,612492,35901,49,564,118913,8833,9701,20000,1284,2030,27416,1197,5023,0,0,0,15239,35,616,0,0,0,0,0,0,0,0,0,0,122,0,8213,0,438,4065
"G1200250","1860","Florida","120","Dade","0250","Dade","43","250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200310","1860","Florida","120","Duval","0310","Duval","43","310",4432,49516,220317,11490,0,6,31555,10,2030,0,168,660,3827,775,25082,0,0,0,3255,0,137,0,0,0,0,0,0,0,0,0,0,31,0,5397,0,4,12
"G1200330","1860","Florida","120","Escambia","0330","Escambia","43","330",890,6976,28875,936,0,8,5790,0,22050,0,0,1376,1660,70,7060,0,0,0,1430,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200370","1860","Florida","120","Franklin","0370","Franklin","43","370",68,193,5000,650,0,0,0,0,0,0,0,0,0,600,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G1200390","1860","Florida","120","Gadsden","0390","Gadsden","43","390",67235,187125,1417050,155450,50,255,257565,0,22500,553701,4335,5831,32253,711,117820,0,0,153,12435,0,0,0,0,0,0,0,0,0,0,0,0,123,0,87080,0,1180,9500
"G1200470","1860","Florida","120","Hamilton","0470","Hamilton","43","470",2511,79059,441993,17068,856,497,117847,2169,208,275,1627,1309,30240,980,38410,0,0,0,13785,0,0,0,0,0,0,0,0,0,0,0,0,54,0,6207,0,82,1669
"G1200530","1860","Florida","120","Hernando","0530","Hernando","43","530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200570","1860","Florida","120","Hillsborough","0570","Hillsborough","43","570",6682,24285,178670,11031,59,0,43501,90,312,200,88,860,3431,389,55425,0,0,0,24410,1557,79,0,0,0,0,0,0,0,0,0,0,47,0,7177,0,208,4725
"G1200590","1860","Florida","120","Holmes","0590","Holmes","43","590",5251,11959,62753,5856,15,25,24615,355,3285,280,281,1497,2510,136,12835,0,0,0,5800,140,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,0,417,5583
"G1200630","1860","Florida","120","Jackson","0630","Jackson","43","630",75812,149989,1366189,54780,0,286,268660,1135,5115,30200,8635,2941,9405,385,84099,0,0,15,24208,36,0,0,0,0,0,0,0,0,0,0,0,0,0,23707,0,427,1545
"G1200650","1860","Florida","120","Jefferson","0650","Jefferson","43","650",69705,199466,1646074,88293,25,830,357972,1725,0,0,10847,8310,7741,185,81116,8350,0,40,24589,1579,0,0,0,0,0,0,0,0,0,0,0,105,0,46433,0,0,1990
"G1200670","1860","Florida","120","Lafayette","0670","Lafayette","43","670",6500,22660,179090,6544,0,12,26617,85,1620,175,918,85,3277,152,10528,0,0,0,3950,12,0,0,0,0,0,0,0,0,0,0,0,8,0,4200,0,45,530
"G1200730","1860","Florida","120","Leon","0730","Leon","43","730",110609,532222,2482211,94363,0,1908,421654,1275,13990,18250,16686,6556,30177,2056,136038,15,0,50,32110,100,2251,0,0,0,0,0,0,0,0,0,0,123,0,37293,0,873,7834
"G1200750","1860","Florida","120","Levy","0750","Levy","43","750",7773,20813,84017,3518,0,0,15245,30,0,0,151,530,4627,512,12274,0,0,0,3654,0,8,0,0,0,0,0,0,0,0,0,0,6,0,1275,0,0,0
"G1200770","1860","Florida","120","Liberty","0770","Liberty","43","770",7714,54688,373940,7336,0,149,52850,765,29875,34900,649,2573,2960,381,15227,0,0,0,5847,0,175,0,0,0,0,0,0,0,0,0,0,5,0,8096,0,1883,20786
"G1200790","1860","Florida","120","Madison","0790","Madison","43","790",59328,137404,1460002,64319,1295,947,296361,3705,1000,150,6438,3462,47715,0,82986,0,0,0,34339,0,0,0,0,0,0,0,0,0,0,0,0,57,0,37923,0,0,0
"G1200810","1860","Florida","120","Manatee","0810","Manatee","43","810",2261,5602,97095,6512,0,0,2622,20,2700,0,2,10,1890,80,14915,0,0,0,6360,475,3,0,0,0,0,0,0,0,0,0,0,231,0,19203,0,112,415
"G1200830","1860","Florida","120","Marion","0830","Marion","43","830",54546,129376,1887115,83790,3,15154,151179,18488,35765,680,3999,6967,44694,3407,94861,0,0,0,51804,395,1073,0,0,0,0,0,0,0,0,0,0,238,0,62961,0,36,292
"G1200870","1860","Florida","120","Monroe","0870","Monroe","43","870",65,17,11300,95,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"G1200890","1860","Florida","120","Nassau","0890","Nassau","43","890",4833,26840,145455,5832,0,0,27491,0,2400,0,154,1145,3120,75,21999,0,0,0,1000,0,106,0,0,0,0,0,0,0,0,0,0,41,0,5730,0,0,0
"G1200895","1860","Florida","120","New River","0895","New River","43","70",15147,52088,365049,26250,30,189,61119,4977,19530,260,821,1964,14653,680,38690,0,0,0,12104,63,325,0,0,0,0,0,0,0,0,0,0,78,0,3388,0,324,2721
"G1200950","1860","Florida","120","Orange","0950","Orange","43","950",2768,9435,90555,8681,227,0,9835,451,1300,0,128,0,2710,187,12452,0,0,35,5712,40,0,0,0,0,0,0,0,0,0,0,0,2,0,1109,0,184,1845
"G1201070","1860","Florida","120","Putnam","1070","Putnam","43","1070",7441,21270,210800,19139,0,0,26830,0,500,0,640,0,8699,140,21585,0,0,0,9365,0,20,0,0,0,0,0,0,0,0,0,0,21,0,2850,0,0,1190
"G1201090","1860","Florida","120","St Johns","1090","St Johns","43","1090",1504,14172,69530,5770,0,0,11290,0,8900,0,1,0,2413,308,15144,0,0,0,5385,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4552,0,0,0
"G1201130","1860","Florida","120","Santa Rosa","1130","Santa Rosa","43","1130",2281,4215,23285,768,0,0,10568,55,100,0,8,26,785,12,5145,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,580
"G1201190","1860","Florida","120","Sumter","1190","Sumter","43","1190",4950,15342,199873,2302,0,0,22397,0,1050,600,277,84,1416,191,15690,0,0,0,12100,0,0,0,0,0,0,0,0,0,0,0,0,117,0,6691,0,0,0
"G1201210","1860","Florida","120","Suwannee","1210","Suwannee","43","1210",15008,40190,300207,16139,20,85,56389,662,4500,70,653,780,15865,555,26067,0,0,0,6775,82,220,0,0,0,0,0,0,0,0,0,0,36,0,2909,0,10,100
"G1201230","1860","Florida","120","Taylor","1230","Taylor","43","1230",5072,15082,75625,4590,49,28,27100,12,600,250,90,210,6302,324,18005,0,0,0,6253,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1738,0,198,2295
"G1201270","1860","Florida","120","Volusia","1270","Volusia","43","1270",3008,11642,99810,9672,0,0,13035,0,1900,0,193,0,3575,265,13135,0,0,0,3570,0,2,0,0,0,0,0,0,0,0,0,0,23,0,2804,0,0,100
"G1201290","1860","Florida","120","Wakulla","1290","Wakulla","43","1290",15283,97931,287339,14506,0,0,78708,300,7350,7300,794,415,9070,1009,5009,0,0,0,13581,0,0,0,0,0,0,0,0,0,0,0,0,45,0,8907,0,1837,18245
"G1201310","1860","Florida","120","Walton","1310","Walton","43","1310",9681,24625,154671,12052,130,130,55979,182,10260,4868,430,3733,5510,543,26444,3,0,0,13655,145,0,0,0,0,0,0,0,0,0,0,0,0,0,3496,0,768,7383
"G1201330","1860","Florida","120","Washington","1330","Washington","43","1330",11245,14584,86983,11800,0,115,41915,608,3944,36686,352,462,3168,513,19225,0,0,0,8938,189,66,0,0,0,0,0,0,0,0,0,0,1,0,4613,0,863,14010
"G1300010","1860","Georgia","130","Appling","0010","Appling","44","10",20225,362957,364901,27679,429,253,96724,12315,34725,2087,517,13749,10587,151,65409,0,0,0,15122,965,0,0,0,0,0,0,0,0,0,0,0,49,0,9989,0,1433,9975
"G1300070","1860","Georgia","130","Baker","0070","Baker","44","70",57385,105220,1666965,40439,223,20,212570,1000,1000,0,8713,1190,11557,0,54760,0,0,6,30026,0,725,0,0,0,0,0,0,0,0,0,0,0,0,6129,0,20,305
"G1300090","1860","Georgia","130","Baldwin","0090","Baldwin","44","90",43982,115844,1110163,52502,13475,1031,227734,7705,0,57,6811,5348,44635,6288,63077,686,1,992,42146,0,2422,0,0,0,0,0,0,0,0,0,0,0,0,0,216,360,2770
"G1300110","1860","Georgia","130","Banks","0110","Banks","44","110",32225,96250,248484,21841,14112,87,139756,5787,38,5660,603,5913,3219,1528,24915,5,0,57,37272,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3449,671,8529
"G1300190","1860","Georgia","130","Berrien","0190","Berrien","44","190",15792,218960,474950,16044,433,93,77720,7016,43655,0,503,10382,9900,397,47404,0,0,0,15647,327,0,0,0,0,0,0,0,0,0,0,0,28,0,6230,0,1111,10993
"G1300210","1860","Georgia","130","Bibb","0210","Bibb","44","210",59822,87508,1414050,45506,3345,362,239370,15270,0,0,6122,1539,8752,3738,74190,153,0,529,36711,0,1453,0,0,0,0,0,0,0,0,0,0,0,0,499,40,501,9835
"G1300270","1860","Georgia","130","Brooks","0270","Brooks","44","270",50274,216662,1486140,88994,405,1914,223353,6911,22628,0,4406,8497,29016,818,70163,0,0,0,19550,80,2,0,0,0,0,0,0,0,0,0,0,2,0,37582,0,320,4453
"G1300290","1860","Georgia","130","Bryan","0290","Bryan","44","290",17343,155067,524561,31524,0,39,61816,622,1609676,0,402,5587,7816,181,32904,0,0,0,6178,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1967,881,734,6039
"G1300310","1860","Georgia","130","Bulloch","0310","Bulloch","44","310",41143,480225,908337,43555,98,229,138117,7132,30615,0,1378,29773,18357,457,62039,0,0,4,24612,0,4,0,0,0,0,0,0,0,0,0,0,27,0,4507,1648,441,8090
"G1300330","1860","Georgia","130","Burke","0330","Burke","44","330",250814,309507,4034000,93565,5083,443,703842,3894,4316,0,23419,8986,23031,3662,113835,2,0,3,52145,0,792,4,0,0,0,0,0,0,0,0,0,0,0,1125,410,517,14640
