GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,AGP001,AGP002,AGV001,AGV002,AGY001,AGY002,AGY003,AGY004,AGY005,AGY006,AGY007,AGY008,AGY009,AGY010,AGY011,AGY012,AGY013,AGY014,AGY015,AGY016,AGY017,AGY018,AGY019,AGY020,AGY021,AGY022,AGY023,AGY024,AGY025,AGY026,AGY027,AGY028,AGY029,AGY030,AGY031,AGY032,AGY033
"G2600330","1860","Michigan","260","Chippewa","0330","Chippewa","23","330",1479,6300,70530,4895,50,240,0,4285,0,0,0,0,650,9760,0,200,0,100,3110,0,670,0,0,0,0,0,0,0,0,0,3450,0,0,0,0,0,0
"G2600370","1860","Michigan","260","Clinton","0370","Clinton","23","370",80548,122779,3580940,128553,152696,5750,160449,88827,0,8,0,49817,2300,59662,0,4901,6140,7,413854,78301,19315,3101,217,45,0,0,0,70,0,0,445401,0,5954,0,75,1509,35646
"G2600410","1860","Michigan","260","Delta","0410","Delta","23","410",457,1722,12170,905,65,0,220,2370,0,0,0,0,43,5680,0,155,0,0,640,0,293,0,6,0,0,0,0,0,0,0,2250,0,90,0,0,0,0
"G2600450","1860","Michigan","260","Eaton","0450","Eaton","23","450",72267,92880,3385669,125204,81508,7232,167021,76751,42,2510,0,91082,2830,65052,0,8788,7345,105,439045,73514,17244,285,179,264,0,0,50,258,9,0,439005,0,6799,0,0,2410,51728
"G2600470","1860","Michigan","260","Emmet","0470","Emmet","23","470",668,6339,21290,953,100,15,1996,1792,0,0,0,0,46,7090,0,0,36,0,187,0,48,0,0,0,0,0,0,0,0,0,52588,0,504,0,0,0,0
"G2600490","1860","Michigan","260","Genesee","0490","Genesee","23","490",94451,88017,4569410,170751,158063,11833,233938,156165,0,114,0,138685,9841,99553,212,25341,9076,130,468218,53356,20782,625,238,49,0,0,0,20,52,0,174206,0,2680,0,0,866,25799
"G2600510","1860","Michigan","260","Gladwin","0510","Gladwin","23","510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2600550","1860","Michigan","260","Grand Traverse","0550","Grand Traverse","23","550",2112,7802,67230,2260,5531,436,3490,4270,0,0,0,0,95,6915,0,28,169,0,9290,0,69,0,3,0,0,0,0,0,0,0,16440,0,517,0,0,0,0
"G2600570","1860","Michigan","260","Gratiot","0570","Gratiot","23","570",8882,34972,324237,11312,14354,806,17937,9179,0,0,0,1766,5,8065,0,391,913,0,53465,1495,1310,0,34,0,0,0,0,30,0,0,92285,0,1318,0,0,5,628
"G2600590","1860","Michigan","260","Hillsdale","0590","Hillsdale","23","590",162872,143655,7282172,274677,371358,23509,809408,116007,120,11700,0,215371,5443,269322,65,6477,40789,855,891322,109641,32051,2365,150,833,0,0,0,421,40,0,123184,0,4777,0,4261,2699,38463
"G2600610","1860","Michigan","260","Houghton","0610","Houghton","23","610",1551,16281,106040,2170,100,20,0,4030,0,0,0,0,0,6830,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0
"G2600630","1860","Michigan","260","Huron","0630","Huron","23","630",3595,16707,124200,400,6243,957,2926,5504,0,0,0,0,90,13590,40,57,0,0,1550,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2600650","1860","Michigan","260","Ingham","0650","Ingham","23","650",76796,90000,3566344,117707,159080,7433,229354,101233,0,150,0,86525,3459,82121,30781,4350,9410,29,394991,33950,18640,415,122,1854,0,0,0,202,11,0,190596,0,3230,0,8,1438,24330
"G2600670","1860","Michigan","260","Ionia","0670","Ionia","23","670",91144,105498,3891900,163595,238480,13537,155171,100487,0,0,0,66410,2495,69637,31,4800,6483,19,447359,49821,18539,948,300,9,0,0,0,59,42,0,323056,0,3290,0,0,906,23437
"G2600690","1860","Michigan","260","Iosco","0690","Iosco","23","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2600730","1860","Michigan","260","Isabella","0730","Isabella","23","730",2069,12123,98100,5726,2155,685,1777,975,0,162,0,143,63,2078,0,28,139,0,2043,200,184,1,17,0,0,0,0,50,0,0,23773,0,1135,0,0,1,70
"G2600750","1860","Michigan","260","Jackson","0750","Jackson","23","750",216211,159183,8492460,251938,662404,19565,612499,150368,0,600,0,350999,2712,215646,251,17152,30195,400,656726,56521,51015,3280,185,68,0,0,0,0,0,0,400,0,6,0,3845,1737,32004
"G2600770","1860","Michigan","260","Kalamazoo","0770","Kalamazoo","23","770",153923,120600,8137368,265160,594507,4198,585195,151317,20,7074,0,188890,1138,138785,66,16364,3772,661,583119,67328,27110,2820,290,6588,0,0,0,50,2,0,75083,0,1037,0,1274,1192,16849
"G2600810","1860","Michigan","260","Kent","0810","Kent","23","810",125529,153339,6552452,200544,292594,35591,230715,136322,0,100,0,70070,1703,130674,33,3031,7333,345,646003,47984,32809,212,297,8599,0,0,0,0,0,0,304555,0,3989,0,5,1161,24023
"G2600870","1860","Michigan","260","Lapeer","0870","Lapeer","23","870",84067,89946,3286909,168860,160624,18506,178712,115382,0,1444,0,87212,13409,109380,0,10520,12392,184,438314,42636,14987,655,185,80,0,0,0,250,5,0,161875,0,3809,0,54,889,14784
"G2600890","1860","Michigan","260","Leelanau","0890","Leelanau","23","890",1373,8366,65011,3205,1237,618,5417,1780,0,0,0,30,55,10748,0,3,212,0,2465,0,155,0,3,0,0,0,0,0,0,0,21978,0,763,0,0,0,0
"G2600910","1860","Michigan","260","Lenawee","0910","Lenawee","23","910",197073,147265,9350796,329394,423843,22892,1213311,198901,0,25602,0,280047,7053,295823,850,18323,46783,927,973588,118590,47396,2600,440,14858,0,0,0,0,0,0,40331,0,529,0,19151,1684,32164
"G2600930","1860","Michigan","260","Livingston","0930","Livingston","23","930",130473,123690,4604860,161463,277147,40162,267136,109087,0,1150,0,176067,4311,161538,10,9869,17001,58,432190,30143,31139,3566,231,3900,0,0,0,0,0,0,14615,0,140,0,969,958,19819
"G2600990","1860","Michigan","260","Macomb","0990","Macomb","23","990",130056,104615,6367273,296594,74826,24953,327007,320386,0,5982,0,177944,17515,267880,525,12249,36750,250,649884,62529,18716,413,305,6329,0,0,0,262,32,0,51433,0,1488,0,275,1915,28308
"G2601010","1860","Michigan","260","Manistee","1010","Manistee","23","1010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2601015","1860","Michigan","260","Manitou","1015","Manitou","23","1015",320,350,6000,1180,200,0,200,1630,0,0,0,50,0,930,0,0,0,0,750,0,28,0,0,0,0,0,0,0,0,0,500,0,6,0,0,0,0
"G2601030","1860","Michigan","260","Marquette","1030","Marquette","23","1030",882,1573,64085,1625,0,30,16,2997,0,0,0,0,27,10292,0,0,0,0,616,0,351,0,1,0,0,0,0,0,0,0,1608,0,218,0,0,0,0
"G2601050","1860","Michigan","260","Mason","1050","Mason","23","1050",160,760,8050,1825,235,27,1500,30,0,0,0,0,11,870,0,5,81,0,805,0,16,0,3,0,0,0,0,0,0,0,1724,0,163,0,0,0,0
"G2601070","1860","Michigan","260","Mecosta","1070","Mecosta","23","1070",908,3915,29400,710,1332,406,867,2055,0,0,0,35,0,1983,0,47,44,0,3050,0,165,0,0,0,0,0,0,0,0,0,12060,0,0,0,0,0,0
"G2601095","1860","Michigan","260","Michilimackinac","1095","Michilimackinac","23","970",646,2323,16350,155,2,0,10,600,0,0,0,0,75,1582,0,60,2,0,650,0,206,0,0,0,0,0,0,0,0,0,1600,0,26,0,0,0,0
"G2601110","1860","Michigan","260","Midland","1110","Midland","23","1110",1806,6245,95700,3569,1247,787,4485,625,0,0,0,0,0,4734,0,621,359,0,8830,0,292,0,0,0,0,0,0,0,0,0,10650,0,1579,0,0,0,0
"G2601150","1860","Michigan","260","Monroe","1150","Monroe","23","1150",93977,107650,4026965,158638,152481,9298,499034,110909,154,2095,0,67267,5319,233524,188,22531,37534,691,514127,74696,32190,1020,302,37,0,0,0,0,0,0,14383,0,11,0,4359,1526,25569
"G2601170","1860","Michigan","260","Montcalm","1170","Montcalm","23","1170",14269,20159,517230,22053,35869,2360,20327,16419,0,0,0,5875,194,12473,0,213,787,11,55315,4917,1932,27,36,66,0,0,0,25,1,0,51026,0,1379,0,0,89,2585
"G2601210","1860","Michigan","260","Muskegon","1210","Muskegon","23","1210",4659,19893,240380,7806,5253,1399,7044,2494,0,125,0,433,160,5555,0,75,250,3,28095,1735,984,0,27,0,0,0,0,7,0,0,47758,0,1016,0,0,51,2880
"G2601230","1860","Michigan","260","Newaygo","1230","Newaygo","23","1230",6229,10167,129000,6293,6966,8196,7106,2281,0,0,0,347,0,5832,0,18,108,0,13535,0,503,0,0,0,0,0,0,0,0,0,18110,0,15,0,0,0,0
"G2601250","1860","Michigan","260","Oakland","1250","Oakland","23","1250",304509,192625,13624758,473464,544628,90816,874701,470715,0,27822,0,423258,16991,515249,133,48056,67430,3362,1360206,141505,58855,5228,1637,43,0,0,0,0,0,0,31079,0,947,0,2249,2040,44313
"G2601270","1860","Michigan","260","Oceana","1270","Oceana","23","1270",2997,35868,227770,3602,1983,514,16258,1077,0,0,0,0,355,15978,0,27,495,0,11451,300,189,0,11,0,0,0,0,125,17,0,18911,0,670,0,0,22,210
"G2601310","1860","Michigan","260","Ontonagon","1310","Ontonagon","23","1310",2845,20451,163950,7530,20,0,0,1990,0,10,0,0,4,18930,0,5,0,0,900,0,1070,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0
"G2601330","1860","Michigan","260","Osceola","1330","Osceola","23","1330",220,815,5200,0,155,0,0,500,0,0,0,0,0,225,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0
"G2601390","1860","Michigan","260","Ottawa","1390","Ottawa","23","1390",37574,66296,1724415,57992,61583,15264,93303,47476,0,70,0,8302,769,50628,0,2993,7117,67,227183,11778,10197,95,131,44,0,0,0,0,0,0,186841,0,4727,0,0,399,10676
"G2601410","1860","Michigan","260","Presque Isle","1410","Presque Isle","23","1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2601450","1860","Michigan","260","Saginaw","1450","Saginaw","23","1450",18168,43206,666827,55015,32599,13246,56312,42131,0,0,0,3660,775,42126,0,1893,144,0,114665,1900,6296,3,4,0,0,0,0,0,0,0,8890,0,0,0,0,231,1389
"G2601470","1860","Michigan","260","St Clair","1470","St Clair","23","1470",32157,48785,1659142,62540,31104,13456,81475,81714,0,0,0,22618,15130,105263,0,1252,14690,0,156039,17115,10206,0,51,0,0,0,0,0,0,0,19818,0,246,0,0,160,9085
"G2601490","1860","Michigan","260","St Joseph","1490","St Joseph","23","1490",156170,111015,6652824,249986,599725,8129,913311,69307,0,2892,0,98472,962,273074,432,4406,9889,427,520860,33358,23555,3746,148,344,0,0,0,0,0,0,7895,0,88,0,24961,1231,18151
"G2601510","1860","Michigan","260","Sanilac","1510","Sanilac","23","1510",16605,30132,422790,15569,24448,310,9197,45559,0,0,0,4776,8179,29757,0,50,1093,0,19690,430,1904,0,0,0,0,0,0,0,0,0,4393,0,10,0,0,0,0
"G2601530","1860","Michigan","260","Schoolcraft","1530","Schoolcraft","23","1530",70,973,42000,130,0,0,2,95,0,0,0,0,4,320,0,0,0,0,150,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2601550","1860","Michigan","260","Shiawassee","1550","Shiawassee","23","1550",46276,69472,2085469,88493,105601,5752,99057,46617,0,0,0,50504,1894,55034,4,4335,3280,50,261537,20376,13469,95,113,52,0,0,0,0,0,0,105640,0,2585,0,0,575,13762
"G2601570","1860","Michigan","260","Tuscola","1570","Tuscola","23","1570",19035,100292,1015316,19881,26883,3533,39502,21681,0,100,0,1956,1521,29195,0,467,1653,0,109754,4600,2650,5,107,2,0,0,0,0,0,0,78736,0,2713,0,0,60,1525
"G2601590","1860","Michigan","260","Van Buren","1590","Van Buren","23","1590",66600,76270,3052805,107041,188442,3179,338118,55184,0,50,0,21829,947,95272,231,1501,5600,138,296060,23304,11681,560,167,7562,0,0,0,0,0,0,86754,0,1077,0,1569,1159,29106
"G2601610","1860","Michigan","260","Washtenaw","1610","Washtenaw","23","1610",251104,154184,12234670,446438,686803,22194,819335,313232,0,20040,0,583724,10019,326354,578,26188,46498,1076,985194,119441,69478,9975,474,2500,0,0,0,2068,37,0,14017,0,1482,0,3633,2350,49972
"G2601630","1860","Michigan","260","Wayne","1630","Wayne","23","1630",128496,113094,9244898,318008,70021,23606,549435,258935,0,2042,0,104257,15125,506969,167,12245,43935,837,743750,131015,37720,1226,442,430,0,0,0,10,40,0,18282,0,488,0,2002,2129,35730
"G2700010","1860","Minnesota","270","Aitkin","0010","Aitkin","33","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2700030","1860","Minnesota","270","Anoka","0030","Anoka","33","30",4364,23946,182885,9396,8762,315,40411,9917,0,20,0,136,752,34734,0,223,1363,0,38610,5220,3255,0,58,0,0,0,0,0,1,0,645,0,101,0,453,5,100
"G2700050","1860","Minnesota","270","Becker","0050","Becker","33","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2700090","1860","Minnesota","270","Benton","0090","Benton","33","90",2975,7134,68850,2158,2592,187,6005,5700,0,0,0,0,168,6835,0,0,83,0,6079,530,906,0,0,0,0,0,0,0,1,2,607,0,175,0,0,0,56
"G2700130","1860","Minnesota","270","Blue Earth","0130","Blue Earth","33","130",12274,58561,309271,28684,21513,2635,72070,22838,0,0,0,0,269,543223,47,476,6,0,82367,3920,8636,0,6,0,0,0,0,0,0,0,3565,0,128,0,10,0,400
"G2700135","1860","Minnesota","270","Breckinridge","0135","Breckinridge","33","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2700150","1860","Minnesota","270","Brown","0150","Brown","33","150",4912,35002,215210,16197,6230,1097,29332,9071,1855,1691,0,55,588,25614,0,648,146,291,62505,5950,0,0,1,8,0,0,0,93,4,0,1296,0,257,0,104,0,0
"G2700155","1860","Minnesota","270","Buchanan","0155","Buchanan","33","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2700170","1860","Minnesota","270","Carlton","0170","Carlton","33","170",71,569,3800,255,142,38,0,268,0,0,0,0,11,630,0,128,0,0,100,0,17,0,0,0,0,0,0,0,0,0,150,0,6,0,0,0,0
"G2700190","1860","Minnesota","270","Carver","0190","Carver","33","190",13119,95884,454310,24554,28137,9463,78072,16669,0,7392,0,211,903,97211,0,5317,1262,0,91410,4429,9155,0,13,0,0,0,90,112,5,0,29629,0,3976,0,246,195,3154
"G2700210","1860","Minnesota","270","Cass","0210","Cass","33","210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2700250","1860","Minnesota","270","Chisago","0250","Chisago","33","250",3648,18484,124019,8445,5787,5260,20697,13115,0,266,0,647,509,28005,0,636,1333,0,15891,1336,2272,0,3,0,0,0,0,0,0,0,6449,0,768,0,0,50,450
"G2700330","1860","Minnesota","270","Cottonwood","0330","Cottonwood","33","330",60,260,2600,150,0,0,70,0,0,0,0,0,3,140,0,0,70,0,500,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2700350","1860","Minnesota","270","Crow Wing","0350","Crow Wing","33","350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2700370","1860","Minnesota","270","Dakota","0370","Dakota","33","370",39071,104363,1228387,68412,173652,5348,143842,270211,0,20,0,1302,1000,138436,48,5248,1890,18,148777,12105,13242,8,37,26,0,0,0,0,3,0,0,0,285,0,0,0,75
"G2700390","1860","Minnesota","270","Dodge","0390","Dodge","33","390",15305,63377,441070,32402,74757,496,66678,51311,0,0,0,0,553,36373,0,7749,450,0,72755,11392,7854,0,647,0,0,0,4,126,6,0,3527,0,242,0,62,23,1630
"G2700410","1860","Minnesota","270","Douglas","0410","Douglas","33","410",577,3027,13000,2115,150,25,1065,1220,0,0,0,0,74,3100,0,45,50,0,2700,0,450,0,0,0,0,0,0,0,0,0,950,0,140,0,50,0,0
"G2700430","1860","Minnesota","270","Faribault","0430","Faribault","33","430",4156,11699,112400,9111,5285,0,18425,6804,0,245,0,7,232,20529,0,12,51,0,34735,2850,3857,0,45,0,0,0,0,0,0,0,191,0,52,0,415,0,0
"G2700450","1860","Minnesota","270","Fillmore","0450","Fillmore","33","450",75542,216454,1844797,50431,391350,3014,433895,295000,0,20,0,4414,919,115560,17,16104,3569,0,387853,18848,28684,142,759,26,0,0,0,400,6,0,3855,0,99,0,1395,506,3535
"G2700470","1860","Minnesota","270","Freeborn","0470","Freeborn","33","470",7953,52908,293646,17399,16001,1308,61965,7123,0,0,0,590,456,43788,0,381,406,0,78055,6418,9403,0,46,0,0,0,0,30,2,0,585,0,0,0,1853,0,325
"G2700490","1860","Minnesota","270","Goodhue","0490","Goodhue","33","490",27317,101095,785837,55722,152348,3215,124686,104509,0,0,0,831,228,65973,0,7165,1342,0,159256,4041,13011,0,33,0,0,0,0,0,0,0,1585,0,32,0,231,0,750
"G2700530","1860","Minnesota","270","Hennepin","0530","Hennepin","33","530",30365,130336,1367862,90599,135715,18214,222684,136696,0,3996,0,596,1765,179539,9,1729,2064,0,204580,11315,15811,6,111,0,0,0,0,0,0,50,120324,0,5377,0,46,80,4760
"G2700550","1860","Minnesota","270","Houston","0550","Houston","33","550",20126,72146,990598,37358,108518,528,143825,63553,0,2876,0,2549,381,48917,130,3351,517,0,137046,5292,9692,3,72,24,0,0,0,52,4,0,426,0,54,0,335,82,2470
"G2700590","1860","Minnesota","270","Isanti","0590","Isanti","33","590",559,3730,23430,1377,407,0,3460,749,0,0,0,0,87,4295,0,20,201,0,4600,490,596,0,4,0,0,0,0,0,0,0,210,0,23,0,7,0,0
"G2700610","1860","Minnesota","270","Itasca","0610","Itasca","33","610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2700630","1860","Minnesota","270","Jackson","0630","Jackson","33","630",130,670,2350,170,57,0,485,0,0,0,0,0,0,555,0,0,0,0,715,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2700650","1860","Minnesota","270","Kanabec","0650","Kanabec","33","650",145,870,4500,340,4,0,800,750,0,0,0,0,20,1520,0,0,0,0,1050,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2700670","1860","Minnesota","270","Kandiyohi","0670","Kandiyohi","33","670",109,793,4400,332,154,0,1490,0,0,0,0,0,24,1135,0,0,95,0,1100,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
"G2700750","1860","Minnesota","270","Lake","0750","Lake","33","750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2700790","1860","Minnesota","270","Le Sueur","0790","Le Sueur","33","790",14271,112857,575465,30927,34701,7118,162511,51096,0,1616,0,731,163,124198,0,1043,179,0,96773,3190,10068,0,67,0,0,0,0,0,0,0,54337,0,4451,0,30,38,980
"G2700850","1860","Minnesota","270","McLeod","0850","Mcleod","33","850",3385,21849,99815,4127,6500,290,13550,4894,0,0,0,0,437,15673,0,423,107,0,22290,1520,2698,0,0,6,0,0,0,2,0,0,1445,0,140,0,70,22,720
"G2700877","1860","Minnesota","270","Manomin","0877","Manomin","33","885",867,1255,62060,1735,250,65,6715,8175,0,0,0,0,11,7065,0,0,100,0,1810,524,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2700910","1860","Minnesota","270","Martin","0910","Martin","33","910",201,1065,5800,467,245,30,1775,50,0,0,0,0,6,1130,0,0,0,0,1425,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2700930","1860","Minnesota","270","Meeker","0930","Meeker","33","930",2377,17038,75710,5047,8324,1081,11723,6739,0,164,0,0,253,15212,0,250,125,0,14780,261,2083,0,56,0,0,0,0,39,3,0,1050,0,177,0,237,0,0
"G2700950","1860","Minnesota","270","Mille Lacs","0950","Mille Lacs","33","950",86,1217,4090,290,84,10,655,104,0,0,0,0,12,730,0,0,45,0,620,0,62,0,0,0,0,0,0,0,0,0,5210,0,0,0,0,0,0
"G2700955","1860","Minnesota","270","Monongalia","0955","Monongalia","33","955",497,1858,7500,660,1250,0,1655,720,0,0,0,0,93,2176,0,0,32,0,2115,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0
"G2700970","1860","Minnesota","270","Morrison","0970","Morrison","33","970",2051,6084,56800,3855,3014,5,1345,13008,0,0,0,6,73,5464,0,0,223,0,5697,150,729,0,0,0,0,0,0,0,3,0,1000,0,0,0,0,0,0
"G2700990","1860","Minnesota","270","Mower","0990","Mower","33","990",7964,28387,234630,13927,31476,193,47182,21792,0,0,0,0,107,2176,0,837,107,0,47440,6636,4611,0,39,0,0,0,0,0,0,0,950,0,21,0,128,0,200
"G2701010","1860","Minnesota","270","Murray","1010","Murray","33","1010",40,440,1500,260,0,0,110,0,0,0,0,0,12,285,0,0,0,0,1080,50,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2701030","1860","Minnesota","270","Nicollet","1030","Nicollet","33","1030",9753,55886,502885,30719,22434,1692,53197,49726,100,3962,0,279,853,55580,139,3507,555,0,96693,4574,9856,0,11,0,0,0,15,253,29,0,2173,0,202,0,865,76,2205
"G2701050","1860","Minnesota","270","Nobles","1050","Nobles","33","1050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2701090","1860","Minnesota","270","Olmsted","1090","Olmsted","33","1090",51138,131348,1453690,45551,232469,4374,206991,222393,0,1139,0,1484,1305,98661,28,9932,757,0,148468,23629,21461,2,239,0,0,0,0,313,7,0,1590,0,0,0,0,202,1310
"G2701110","1860","Minnesota","270","Otter Tail","1110","Otter Tail","33","1110",306,2118,17550,1575,700,240,3320,1630,0,0,0,0,160,2450,0,0,125,0,2150,0,556,0,0,0,0,0,0,0,0,0,700,0,118,0,0,0,0
"G2701115","1860","Minnesota","270","Pembina","1115","Pembina","33","690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2701135","1860","Minnesota","270","Pierce","1135","Pierce","33","1135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2701150","1860","Minnesota","270","Pine","1150","Pine","33","1150",110,887,4500,675,143,75,650,370,0,0,0,0,42,4150,0,0,0,0,190,0,110,0,0,0,0,0,0,0,0,0,440,0,30,0,0,0,0
"G2701175","1860","Minnesota","270","Pipestone (old)","1175","Pipestone (old)","33","1170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2701190","1860","Minnesota","270","Polk","1190","Polk","33","1190",440,1700,16000,2425,950,200,2350,1400,0,200,0,0,34,1550,0,200,0,0,1450,400,325,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0
"G2701230","1860","Minnesota","270","Ramsey","1230","Ramsey","33","1230",5219,12621,509710,21879,12266,1020,29271,43054,0,100,0,0,129,53188,93,1472,944,60,17623,2000,2996,0,0,0,0,0,0,0,2,0,2550,0,0,0,0,0,250
"G2701290","1860","Minnesota","270","Renville","1290","Renville","33","1290",555,7173,24660,2962,200,240,1320,660,0,0,0,0,0,2856,0,0,0,0,400,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2701310","1860","Minnesota","270","Rice","1310","Rice","33","1310",48810,87534,985955,59971,130433,4348,168092,125545,1331,4506,0,620,386,86224,0,12208,1720,10,148096,20110,16462,0,319,3,0,0,0,242,15,0,64975,0,1706,0,549,30,1378
"G2701370","1860","Minnesota","270","St Louis","1370","St Louis","33","1370",335,2170,21100,1270,253,42,10,343,0,0,0,0,114,2517,0,137,30,0,715,200,140,0,0,0,0,0,0,0,0,0,1150,0,70,0,0,0,0
"G2701390","1860","Minnesota","270","Scott","1390","Scott","33","1390",14535,66091,694230,37044,48797,6432,88789,57352,0,1000,0,199,76,78360,15,2544,513,0,124622,4500,7861,0,0,0,0,0,0,2,0,0,13256,0,921,0,0,55,2250
"G2701410","1860","Minnesota","270","Sherburne","1410","Sherburne","33","1410",7823,15104,126631,8860,9640,934,18199,12957,0,5,0,227,329,14290,0,576,285,0,16145,2210,1873,0,0,0,0,0,0,0,0,0,560,0,0,0,170,0,0
"G2701430","1860","Minnesota","270","Sibley","1430","Sibley","33","1430",7767,78245,284700,20508,15014,4287,49180,16660,0,1153,0,335,200,81450,0,861,285,0,74150,1000,604,4,20,0,0,0,0,0,0,0,4010,0,233,0,298,75,1180
"G2701450","1860","Minnesota","270","Stearns","1450","Stearns","33","1450",17580,98328,627000,29900,55801,12859,41880,49369,0,0,0,0,549,65039,200,1650,876,0,87565,0,12224,0,100,0,0,0,0,0,0,0,275,0,0,0,0,0,0
"G2701470","1860","Minnesota","270","Steele","1470","Steele","33","1470",9509,48402,332150,19595,28131,886,54043,30084,0,30,0,1233,424,34495,0,1041,861,0,65075,8206,6940,0,59,0,0,0,0,4,21,0,3505,0,0,0,1450,0,0
"G2701530","1860","Minnesota","270","Todd","1530","Todd","33","1530",777,12635,55200,3495,585,20,1385,1260,0,0,0,0,93,2670,0,0,0,0,6100,0,625,0,0,0,0,0,0,0,0,0,1100,0,50,0,0,0,0
"G2701535","1860","Minnesota","270","Toombs","1535","Toombs","33","1670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2701570","1860","Minnesota","270","Wabasha","1570","Wabasha","33","1570",24055,105779,1144595,90093,114227,2591,144523,110550,0,895,0,0,1288,85051,0,4183,2240,0,135245,516,13559,6,32,0,0,0,0,0,0,0,50,0,0,0,423,0,67
"G2701610","1860","Minnesota","270","Waseca","1610","Waseca","33","1610",5525,26149,160180,11452,16648,196,42579,10932,0,670,0,297,456,25841,0,136,354,0,41325,8345,3836,0,64,15,0,0,0,300,4,0,6470,0,264,0,841,0,60
"G2701630","1860","Minnesota","270","Washington","1630","Washington","33","1630",18611,40611,702615,39112,76264,14096,99334,143466,0,0,0,1381,1160,88513,0,19646,1303,0,77817,2830,4451,10,47,30,0,0,0,10,1,0,1555,0,65,0,82,0,2440
"G2701690","1860","Minnesota","270","Winona","1690","Winona","33","1690",28798,84618,9820188,53744,166950,2716,161115,145830,0,4000,0,1897,256,86328,60,9329,945,0,117845,9326,10443,169,335,0,0,0,0,4,0,0,522,0,9,0,1073,30,2275
"G2701710","1860","Minnesota","270","Wright","1710","Wright","33","1710",10087,84961,425792,20451,37663,4228,58546,30339,0,2972,0,361,1025,77051,6,361,443,33,71285,4951,5626,1,32,2,0,0,0,1,1,0,27627,0,2866,0,2508,75,565
"G2800010","1860","Mississippi","280","Adams","0010","Adams","46","10",103394,125619,3000800,81595,0,173,402510,1435,0,0,29788,15123,48680,18750,79450,0,0,0,64705,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,160
"G2800050","1860","Mississippi","280","Amite","0050","Amite","46","50",99004,277389,2169575,137685,0,1230,410299,0,93990,0,17456,15220,79815,10186,157839,0,0,0,70874,100,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,20938
"G2800070","1860","Mississippi","280","Attala","0070","Attala","46","70",91513,229711,2435023,98871,21949,585,567159,2612,102,430,14587,11232,39843,4218,64025,2,0,121,98590,0,2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,25006
"G2800110","1860","Mississippi","280","Bolivar","0110","Bolivar","46","110",85188,216504,8759270,284036,0,0,401966,300,0,0,33452,0,50,3925,17768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
